osmid,bridge,ref,name,highway,oneway,reversed,length,geometry,lanes,maxspeed
"[78289484, 94496582]",yes,366,野村上牟礼停車場線,secondary,False,"[False, True]",198.433,"LINESTRING (138.2316539 36.7515265, 138.2321327 36.7521729, 138.2322961 36.7523201, 138.232436 36.7524641, 138.2327828 36.7526712, 138.2331049 36.7528372)",,
94496579,,366,野村上牟礼停車場線,secondary,False,False,176.971,"LINESTRING (138.2316539 36.7515265, 138.2313957 36.751309, 138.2310408 36.7510968, 138.2304801 36.7507671, 138.230058 36.7505954)",,
95041370,,60,長野荒瀬原線,primary,False,False,93.91499999999999,"LINESTRING (138.2392138 36.7515042, 138.2395027 36.7520306, 138.239449 36.7522967)",,
95041370,,60,長野荒瀬原線,primary,False,True,139.584,"LINESTRING (138.2392138 36.7515042, 138.2389341 36.7511162, 138.238698 36.7507551, 138.23859 36.750365)",,
95041370,,60,長野荒瀬原線,primary,False,True,93.91499999999999,"LINESTRING (138.239449 36.7522967, 138.2395027 36.7520306, 138.2392138 36.7515042)",,
"[936994012, 936994013, 133134214]",yes,366,野村上牟礼停車場線,secondary,False,True,42.428,"LINESTRING (138.239449 36.7522967, 138.2393786 36.7524354, 138.239325 36.7525588, 138.2392408 36.7526342)",,
94496551,,366,野村上牟礼停車場線,secondary,False,False,123.543,"LINESTRING (138.2343981 36.7542269, 138.2348239 36.7540101, 138.2350598 36.7539683, 138.235287 36.7539891, 138.2354526 36.7540815, 138.2355901 36.7542088)",,
94496556,,,,tertiary,False,False,99.207,"LINESTRING (138.2343981 36.7542269, 138.2337605 36.7544927, 138.2335316 36.7545052, 138.2333877 36.7544399)",,
94496582,,366,野村上牟礼停車場線,secondary,False,True,206.918,"LINESTRING (138.2343981 36.7542269, 138.2343188 36.7540999, 138.2343002 36.7539247, 138.2343033 36.75367, 138.2341783 36.7534815, 138.2336518 36.7531512, 138.2331049 36.7528372)",,
94496551,,366,野村上牟礼停車場線,secondary,False,True,123.543,"LINESTRING (138.2355901 36.7542088, 138.2354526 36.7540815, 138.235287 36.7539891, 138.2350598 36.7539683, 138.2348239 36.7540101, 138.2343981 36.7542269)",,
"[94496552, 178882544, 647904518]",yes,,,tertiary,False,False,140.20499999999998,"LINESTRING (138.2355901 36.7542088, 138.2359638 36.7546193, 138.2360437 36.7546838, 138.2361491 36.754747, 138.2362113 36.7547714, 138.2362835 36.7547929, 138.2363528 36.7548031, 138.2364601 36.7548068, 138.2365359 36.7547974, 138.2366137 36.7548025, 138.2366801 36.7548187, 138.2367839 36.7549012)",,
133134214,,366,野村上牟礼停車場線,secondary,False,False,280.52,"LINESTRING (138.2355901 36.7542088, 138.2366785 36.7536533, 138.2373413 36.7533433, 138.2383261 36.7529676)",,
"[178882610, 178882542]",,,,unclassified,False,True,354.556,"LINESTRING (138.2355901 36.7542088, 138.2353869 36.7543539, 138.234117 36.755213, 138.233645 36.755489, 138.233603 36.755495, 138.233527 36.755461, 138.23342 36.755374, 138.233371 36.755284, 138.233378 36.755098, 138.2333633 36.754528, 138.2333877 36.7544399)",,
94496556,,,,tertiary,False,False,114.523,"LINESTRING (138.2333877 36.7544399, 138.2333196 36.7543476, 138.2330711 36.7538295, 138.2328989 36.7534887)",,
94496556,,,,tertiary,False,True,99.207,"LINESTRING (138.2333877 36.7544399, 138.2335316 36.7545052, 138.2337605 36.7544927, 138.2343981 36.7542269)",,
"[178882610, 178882542]",,,,unclassified,False,False,354.55600000000004,"LINESTRING (138.2333877 36.7544399, 138.2333633 36.754528, 138.233378 36.755098, 138.233371 36.755284, 138.23342 36.755374, 138.233527 36.755461, 138.233603 36.755495, 138.233645 36.755489, 138.234117 36.755213, 138.2353869 36.7543539, 138.2355901 36.7542088)",,
133134214,,366,野村上牟礼停車場線,secondary,False,True,89.529,"LINESTRING (138.2392408 36.7526342, 138.2383261 36.7529676)",,
"[936994012, 936994013, 133134214]",yes,366,野村上牟礼停車場線,secondary,False,False,42.428,"LINESTRING (138.2392408 36.7526342, 138.239325 36.7525588, 138.2393786 36.7524354, 138.239449 36.7522967)",,
133134214,,366,野村上牟礼停車場線,secondary,False,False,89.529,"LINESTRING (138.2383261 36.7529676, 138.2392408 36.7526342)",,
133134214,,366,野村上牟礼停車場線,secondary,False,True,280.52,"LINESTRING (138.2383261 36.7529676, 138.2373413 36.7533433, 138.2366785 36.7536533, 138.2355901 36.7542088)",,
"[178882378, 178882331, 178882413]",yes,,,unclassified,False,True,159.889,"LINESTRING (138.2383261 36.7529676, 138.2386213 36.7535331, 138.238681 36.7537094, 138.2387816 36.7540402, 138.2390183 36.7539994, 138.2390998 36.7540852)",,
94496579,,366,野村上牟礼停車場線,secondary,False,True,176.971,"LINESTRING (138.230058 36.7505954, 138.2304801 36.7507671, 138.2310408 36.7510968, 138.2313957 36.751309, 138.2316539 36.7515265)",,
94496582,,366,野村上牟礼停車場線,secondary,False,False,206.91799999999998,"LINESTRING (138.2331049 36.7528372, 138.2336518 36.7531512, 138.2341783 36.7534815, 138.2343033 36.75367, 138.2343002 36.7539247, 138.2343188 36.7540999, 138.2343981 36.7542269)",,
"[78289484, 94496582]",yes,366,野村上牟礼停車場線,secondary,False,"[False, True]",198.433,"LINESTRING (138.2331049 36.7528372, 138.2327828 36.7526712, 138.232436 36.7524641, 138.2322961 36.7523201, 138.2321327 36.7521729, 138.2316539 36.7515265)",,
178882472,,,,unclassified,False,True,84.202,"LINESTRING (138.2331049 36.7528372, 138.2330562 36.752913, 138.233083 36.7534231, 138.2328989 36.7534887)",,
94496556,,,,tertiary,False,True,114.523,"LINESTRING (138.2328989 36.7534887, 138.2330711 36.7538295, 138.2333196 36.7543476, 138.2333877 36.7544399)",,
178882472,,,,unclassified,False,False,84.20200000000001,"LINESTRING (138.2328989 36.7534887, 138.233083 36.7534231, 138.2330562 36.752913, 138.2331049 36.7528372)",,
647904512,,18,国道18号,trunk,False,False,52.494,"LINESTRING (138.2396531 36.7539229, 138.2390998 36.7540852)",2,50
178882270,,,,unclassified,False,False,318.1809999999999,"LINESTRING (138.2396531 36.7539229, 138.239896 36.75462, 138.239906 36.754776, 138.239875 36.754864, 138.239751 36.754957, 138.239346 36.755159, 138.239248 36.755217, 138.239206 36.755268, 138.23903 36.755694, 138.238993 36.755813, 138.239019 36.75588, 138.239206 36.755953, 138.239658 36.756134)",,
647904512,,18,国道18号,trunk,False,False,123.961,"LINESTRING (138.2390998 36.7540852, 138.237793 36.754468)",2,50
647904512,,18,国道18号,trunk,False,True,52.494,"LINESTRING (138.2390998 36.7540852, 138.2396531 36.7539229)",2,50
