osmid,highway,oneway,reversed,length,lanes,ref,name,geometry,bridge,maxspeed
179966989,residential,False,True,117.688,,,,"LINESTRING (141.6727388 43.3372439, 141.6739882 43.3367013)",,
444342312,trunk,False,False,60.904,2,275,国道275号,"LINESTRING (141.6727388 43.3372439, 141.6731407 43.3377071)",,
444342312,trunk,False,True,66.187,2,275,国道275号,"LINESTRING (141.6727388 43.3372439, 141.6722899 43.3367462)",,
1239803441,secondary,False,False,126.162,2,376,石狩月形停車場線,"LINESTRING (141.6727388 43.3372439, 141.6713923 43.3378168)",,
765149943,tertiary,False,True,43.587,,,,"LINESTRING (141.6700152 43.3384027, 141.6697446 43.3380637)",,
1239803441,secondary,False,True,67.977,2,376,石狩月形停車場線,"LINESTRING (141.6700152 43.3384027, 141.6707407 43.338094)",,
43052102,secondary,False,False,121.357,2,376,石狩月形停車場線,"LINESTRING (141.6700152 43.3384027, 141.6704013 43.3388877, 141.6707671 43.3393472)",,
43052102,secondary,False,True,156.429,2,376,石狩月形停車場線,"LINESTRING (141.6717362 43.3405647, 141.6707671 43.3393472)",,
179966982,residential,False,False,74.998,,,,"LINESTRING (141.6717362 43.3405647, 141.6725347 43.3402217)",,
765147831,residential,False,True,57.337,,,,"LINESTRING (141.6717362 43.3405647, 141.6720906 43.3410113)",,
1239803442,secondary,False,False,91.005,2,376,石狩月形停車場線,"LINESTRING (141.6717362 43.3405647, 141.6707716 43.3409862)",,
179967039,residential,False,True,82.979,,,,"LINESTRING (141.6683979 43.3339867, 141.6678482 43.3346168)",,
179967006,residential,False,False,116.245,,,,"LINESTRING (141.6666457 43.3340442, 141.6678482 43.3346168)",,
179967067,residential,False,True,54.816,,,,"LINESTRING (141.6666457 43.3340442, 141.6662657 43.3344524)",,
179967067,residential,False,False,54.816,,,,"LINESTRING (141.6662657 43.3344524, 141.6666457 43.3340442)",,
179967045,tertiary,False,False,115.463,,,,"LINESTRING (141.6662657 43.3344524, 141.6663675 43.3345321, 141.6666966 43.3346893, 141.6669979 43.334845, 141.6671551 43.3349546, 141.6672375 43.3350583, 141.667291 43.3351463)",,
179967006,residential,False,True,116.245,,,,"LINESTRING (141.6678482 43.3346168, 141.6666457 43.3340442)",,
179967039,residential,False,False,82.979,,,,"LINESTRING (141.6678482 43.3346168, 141.6683979 43.3339867)",,
179967039,residential,False,True,74.553,,,,"LINESTRING (141.6678482 43.3346168, 141.6674 43.3350837, 141.667291 43.3351463)",,
"[444342312, 236724201, 226207803]",trunk,False,"[False, True]",157.817,2,275,国道275号,"LINESTRING (141.6717656 43.3347609, 141.6718576 43.3348759, 141.6718783 43.3349196, 141.6719493 43.3350695, 141.6719466 43.3351928, 141.6719495 43.3354684, 141.6719464 43.3358814, 141.6719413 43.3359391, 141.6719384 43.3361508)",yes,
179967039,residential,False,False,74.553,,,,"LINESTRING (141.667291 43.3351463, 141.6674 43.3350837, 141.6678482 43.3346168)",,
"[765149944, 179967045, 765149943]",tertiary,False,False,114.99699999999999,,,,"LINESTRING (141.667291 43.3351463, 141.6673351 43.3352338, 141.6676577 43.3359211, 141.6676708 43.3359496, 141.6677691 43.3361199)",yes,
179967045,tertiary,False,True,115.46299999999998,,,,"LINESTRING (141.667291 43.3351463, 141.6672375 43.3350583, 141.6671551 43.3349546, 141.6669979 43.334845, 141.6666966 43.3346893, 141.6663675 43.3345321, 141.6662657 43.3344524)",,
179967060,residential,False,True,28.091,,,,"LINESTRING (141.66472 43.335502, 141.6643771 43.3354618)",,
179967060,residential,False,False,75.25,,,,"LINESTRING (141.66472 43.335502, 141.6648917 43.3355286, 141.6651729 43.3356092, 141.665365 43.3357092, 141.665518 43.3358205)",,
581102539,residential,False,True,113.362,,,,"LINESTRING (141.66472 43.335502, 141.6646671 43.3356393, 141.664525 43.3357895, 141.6643399 43.3358422, 141.6641414 43.335889, 141.6639966 43.3359573, 141.6639376 43.335967, 141.6638839 43.3359417, 141.663741 43.3357921)",,
179967060,residential,False,False,79.834,,,,"LINESTRING (141.665518 43.3358205, 141.665682 43.3359966, 141.6659595 43.3364598)",,
179967060,residential,False,True,75.25,,,,"LINESTRING (141.665518 43.3358205, 141.665365 43.3357092, 141.6651729 43.3356092, 141.6648917 43.3355286, 141.66472 43.335502)",,
581062669,residential,False,False,189.577,,,,"LINESTRING (141.665518 43.3358205, 141.6659197 43.3359495, 141.6662094 43.3360314, 141.6664669 43.3360802, 141.6668585 43.3361153, 141.6672399 43.3361452, 141.6676319 43.3361737, 141.6677691 43.3361199)",,
444342312,trunk,False,False,6.852,2,275,国道275号,"LINESTRING (141.6719384 43.3361508, 141.671953 43.3362115)",,
179966981,residential,False,False,124.244,,,,"LINESTRING (141.6719384 43.3361508, 141.673306 43.3361562, 141.6734712 43.3361807)",,
"[444342312, 236724201, 226207803]",trunk,False,"[False, True]",157.81699999999998,2,275,国道275号,"LINESTRING (141.6719384 43.3361508, 141.6719413 43.3359391, 141.6719464 43.3358814, 141.6719495 43.3354684, 141.6719466 43.3351928, 141.6719493 43.3350695, 141.6718783 43.3349196, 141.6718576 43.3348759, 141.6717656 43.3347609)",yes,
765149943,tertiary,False,False,24.416,,,,"LINESTRING (141.6677691 43.3361199, 141.667941 43.3363004)",,
581062669,residential,False,True,189.57700000000003,,,,"LINESTRING (141.6677691 43.3361199, 141.6676319 43.3361737, 141.6672399 43.3361452, 141.6668585 43.3361153, 141.6664669 43.3360802, 141.6662094 43.3360314, 141.6659197 43.3359495, 141.665518 43.3358205)",,
"[765149944, 179967045, 765149943]",tertiary,False,True,114.997,,,,"LINESTRING (141.6677691 43.3361199, 141.6676708 43.3359496, 141.6676577 43.3359211, 141.6673351 43.3352338, 141.667291 43.3351463)",yes,
179967044,residential,False,True,114.375,,,,"LINESTRING (141.6734712 43.3361807, 141.6722899 43.3367462)",,
179966981,residential,False,False,74.33,,,,"LINESTRING (141.6734712 43.3361807, 141.6736104 43.3362174, 141.673722 43.3363064, 141.6738627 43.3364911, 141.6739882 43.3367013)",,
179966981,residential,False,True,124.244,,,,"LINESTRING (141.6734712 43.3361807, 141.673306 43.3361562, 141.6719384 43.3361508)",,
179967008,residential,False,False,136.916,,,,"LINESTRING (141.671953 43.3362115, 141.6705383 43.3368878)",,
444342312,trunk,False,True,6.852,2,275,国道275号,"LINESTRING (141.671953 43.3362115, 141.6719384 43.3361508)",,
444342312,trunk,False,False,66.094,2,275,国道275号,"LINESTRING (141.671953 43.3362115, 141.6719723 43.3363132, 141.6721115 43.3365357, 141.6722899 43.3367462)",,
179966979,residential,False,True,153.353,,,,"LINESTRING (141.667941 43.3363004, 141.6661908 43.336831)",,
765149943,tertiary,False,True,24.416,,,,"LINESTRING (141.667941 43.3363004, 141.6677691 43.3361199)",,
765149943,tertiary,False,False,101.227,,,,"LINESTRING (141.667941 43.3363004, 141.6683273 43.3366421, 141.6687144 43.3370159)",,
179967054,residential,False,False,27.907,,,,"LINESTRING (141.6659595 43.3364598, 141.6656364 43.3365479)",,
179967060,residential,False,False,45.317,,,,"LINESTRING (141.6659595 43.3364598, 141.6661908 43.336831)",,
179967060,residential,False,True,79.834,,,,"LINESTRING (141.6659595 43.3364598, 141.665682 43.3359966, 141.665518 43.3358205)",,
179967054,residential,False,True,27.907,,,,"LINESTRING (141.6656364 43.3365479, 141.6659595 43.3364598)",,
"[179967054, 179967030]",residential,False,True,321.752,,,,"LINESTRING (141.6656364 43.3365479, 141.6650263 43.3359916, 141.6638044 43.3367502, 141.6646353 43.3370137, 141.6650137 43.3367907)",,
179967054,residential,False,False,57.715999999999994,,,,"LINESTRING (141.6656364 43.3365479, 141.6652007 43.3366786, 141.6650137 43.3367907)",,
179966989,residential,False,False,117.688,,,,"LINESTRING (141.6739882 43.3367013, 141.6727388 43.3372439)",,
179966981,residential,False,False,64.83,,,,"LINESTRING (141.6739882 43.3367013, 141.6740646 43.3368426, 141.6742206 43.3372586)",,
179966981,residential,False,True,74.33,,,,"LINESTRING (141.6739882 43.3367013, 141.6738627 43.3364911, 141.673722 43.3363064, 141.6736104 43.3362174, 141.6734712 43.3361807)",,
179967002,residential,False,False,41.074,,,,"LINESTRING (141.6650137 43.3367907, 141.6652106 43.3371312)",,
"[179967030, 179967054]",residential,False,False,321.752,,,,"LINESTRING (141.6650137 43.3367907, 141.6646353 43.3370137, 141.6638044 43.3367502, 141.6650263 43.3359916, 141.6656364 43.3365479)",,
179967054,residential,False,True,57.715999999999994,,,,"LINESTRING (141.6650137 43.3367907, 141.6652007 43.3366786, 141.6656364 43.3365479)",,
179966979,residential,False,False,153.353,,,,"LINESTRING (141.6661908 43.336831, 141.667941 43.3363004)",,
179966979,residential,False,True,86.016,,,,"LINESTRING (141.6661908 43.336831, 141.6652106 43.3371312)",,
179967060,residential,False,True,45.317,,,,"LINESTRING (141.6661908 43.336831, 141.6659595 43.3364598)",,
179966977,residential,False,False,64.892,,,,"LINESTRING (141.6705383 43.3368878, 141.6709829 43.3373736)",,
179967008,residential,False,True,136.916,,,,"LINESTRING (141.6705383 43.3368878, 141.671953 43.3362115)",,
179966977,residential,False,True,191.139,,,,"LINESTRING (141.6705383 43.3368878, 141.6701338 43.3364677, 141.6700538 43.3364362, 141.6699608 43.3364441, 141.6694865 43.3366617, 141.6687144 43.3370159)",,
765149943,tertiary,False,False,10.849,,,,"LINESTRING (141.6687144 43.3370159, 141.6687935 43.3370947)",,
179966977,residential,False,False,191.139,,,,"LINESTRING (141.6687144 43.3370159, 141.6694865 43.3366617, 141.6699608 43.3364441, 141.6700538 43.3364362, 141.6701338 43.3364677, 141.6705383 43.3368878)",,
765149943,tertiary,False,True,101.227,,,,"LINESTRING (141.6687144 43.3370159, 141.6683273 43.3366421, 141.667941 43.3363004)",,
179967010,residential,False,False,147.458,,,,"LINESTRING (141.6687935 43.3370947, 141.6672378 43.3377863)",,
765149943,tertiary,False,False,44.904,,,,"LINESTRING (141.6687935 43.3370947, 141.6691098 43.3374266)",,
765149943,tertiary,False,True,10.849,,,,"LINESTRING (141.6687935 43.3370947, 141.6687144 43.3370159)",,
179966979,residential,False,False,86.016,,,,"LINESTRING (141.6652106 43.3371312, 141.6661908 43.336831)",,
179967002,residential,False,True,41.074,,,,"LINESTRING (141.6652106 43.3371312, 141.6650137 43.3367907)",,
179967038,residential,False,True,100.572,,,,"LINESTRING (141.6742206 43.3372586, 141.6731407 43.3377071)",,
179966981,residential,False,False,134.879,,,,"LINESTRING (141.6742206 43.3372586, 141.6744179 43.3377414, 141.6745265 43.3379506, 141.6748202 43.3383421, 141.6748504 43.3383752)",,
179966981,residential,False,True,64.83,,,,"LINESTRING (141.6742206 43.3372586, 141.6740646 43.3368426, 141.6739882 43.3367013)",,
179966977,residential,False,False,59.371,,,,"LINESTRING (141.6709829 43.3373736, 141.6713923 43.3378168)",,
179966977,residential,False,True,64.892,,,,"LINESTRING (141.6709829 43.3373736, 141.6705383 43.3368878)",,
179967044,residential,False,False,126.651,,,,"LINESTRING (141.6709829 43.3373736, 141.6722899 43.3367462)",,
179967044,residential,False,True,125.344,,,,"LINESTRING (141.6709829 43.3373736, 141.6704627 43.337623, 141.6696888 43.3379939)",,
179967000,residential,False,False,143.905,,,,"LINESTRING (141.6691098 43.3374266, 141.6676283 43.3381434)",,
765149943,tertiary,False,False,37.236,,,,"LINESTRING (141.6691098 43.3374266, 141.6693842 43.3376955)",,
765149943,tertiary,False,True,44.904,,,,"LINESTRING (141.6691098 43.3374266, 141.6687935 43.3370947)",,
765149943,tertiary,False,False,41.326,,,,"LINESTRING (141.6693842 43.3376955, 141.6696888 43.3379939)",,
765149943,tertiary,False,True,37.236,,,,"LINESTRING (141.6693842 43.3376955, 141.6691098 43.3374266)",,
179967052,residential,False,True,133.458,,,,"LINESTRING (141.6693842 43.3376955, 141.6688259 43.3379465, 141.668681 43.3379623, 141.6679699 43.3382974)",,
179967038,residential,False,False,100.572,,,,"LINESTRING (141.6731407 43.3377071, 141.6742206 43.3372586)",,
179967038,residential,False,True,124.141,,,,"LINESTRING (141.6731407 43.3377071, 141.6718229 43.3382796)",,
444342312,trunk,False,False,67.116,2,275,国道275号,"LINESTRING (141.6731407 43.3377071, 141.6735837 43.3382175)",,
444342312,trunk,False,True,60.904,2,275,国道275号,"LINESTRING (141.6731407 43.3377071, 141.6727388 43.3372439)",,
179967010,residential,False,True,147.458,,,,"LINESTRING (141.6672378 43.3377863, 141.6687935 43.3370947)",,
179966977,residential,False,False,62.137,,,,"LINESTRING (141.6713923 43.3378168, 141.6718229 43.3382796)",,
179966977,residential,False,True,59.371,,,,"LINESTRING (141.6713923 43.3378168, 141.6709829 43.3373736)",,
1239803441,secondary,False,False,61.05,2,376,石狩月形停車場線,"LINESTRING (141.6713923 43.3378168, 141.6707407 43.338094)",,
1239803441,secondary,False,True,126.162,2,376,石狩月形停車場線,"LINESTRING (141.6713923 43.3378168, 141.6727388 43.3372439)",,
765149943,tertiary,False,False,8.978,,,,"LINESTRING (141.6696888 43.3379939, 141.6697446 43.3380637)",,
765149943,tertiary,False,True,41.326,,,,"LINESTRING (141.6696888 43.3379939, 141.6693842 43.3376955)",,
