osmid,lanes,highway,oneway,reversed,length,geometry,ref,name,tunnel,bridge,maxspeed
66679625,2,tertiary,False,True,210.614,"LINESTRING (136.6184649 35.3714864, 136.6182941 35.3714597, 136.6168622 35.3713394, 136.6161555 35.3712883)",,,,,
242340794,2,secondary,False,True,146.611,"LINESTRING (136.6184649 35.3714864, 136.6184688 35.3713394, 136.6184995 35.3701682)",212,大垣大野線,,,
66679617,2,secondary,False,False,68.873,"LINESTRING (136.6208908 35.3632217, 136.620905 35.3633886, 136.6209435 35.3638396)",212,大垣大野線,,,
66679617,2,secondary,False,True,69.44200000000001,"LINESTRING (136.6208908 35.3632217, 136.6210099 35.3632706, 136.6210453 35.3632772, 136.6216266 35.363385)",212,大垣大野線,,,
114560007,,unclassified,False,False,35.896,"LINESTRING (136.6208908 35.3632217, 136.6208839 35.3631253, 136.6208747 35.3629958, 136.6208467 35.362902)",,,,,
114561030,2,tertiary,False,False,55.037,"LINESTRING (136.6208908 35.3632217, 136.6207379 35.3632279, 136.6202846 35.3632461)",,,,,
66679617,2,secondary,False,True,75.208,"LINESTRING (136.6209942 35.3645147, 136.6209435 35.3638396)",212,大垣大野線,,,
66679617,2,secondary,False,False,77.34100000000001,"LINESTRING (136.6209942 35.3645147, 136.6210471 35.3650273, 136.6210657 35.3652078)",212,大垣大野線,,,
114556524,,unclassified,False,False,58.260999999999996,"LINESTRING (136.6209942 35.3645147, 136.6210916 35.3645107, 136.6216359 35.3644884)",,,,,
181952721,,unclassified,False,False,52.867000000000004,"LINESTRING (136.6209942 35.3645147, 136.620924 35.3645157, 136.6207412 35.3645182, 136.6204113 35.3645242)",,,,,
114558643,,unclassified,False,False,54.833,"LINESTRING (136.6212793 35.3675397, 136.6213546 35.3675332, 136.6218819 35.3674986)",,,,,
1156229439,2,secondary,False,False,109.345,"LINESTRING (136.6212793 35.3675397, 136.6213505 35.3684138, 136.6213592 35.3685209)",212,大垣大野線,,,
"[66679617, 242340793, 1156229439]",2,secondary,False,True,193.155,"LINESTRING (136.6212793 35.3675397, 136.6212422 35.3672041, 136.6212097 35.3668221, 136.6211872 35.3665927, 136.6211093 35.3658082)",212,大垣大野線,yes,,
1156229439,2,secondary,False,False,10.768,"LINESTRING (136.6213592 35.3685209, 136.6212406 35.3685159)",212,大垣大野線,,,
114563339,2,tertiary,False,True,55.415,"LINESTRING (136.6213592 35.3685209, 136.6214317 35.3685244, 136.6219693 35.3685501)",,,,,
