osmid,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,name,tunnel
"[59527402, 69601143]",tertiary,40,False,"[False, True]",308.46700000000004,"LINESTRING (133.3625761 34.4901866, 133.3625365 34.4901295, 133.3623926 34.4899223, 133.3622685 34.4897888, 133.3621631 34.4897686, 133.3615964 34.4896599, 133.3615224 34.489635, 133.361005 34.4894139, 133.3606353 34.4893497, 133.3596541 34.4892729, 133.3595788 34.4892646)",,,,
1035745061,tertiary,50,True,False,12.257,"LINESTRING (133.364131 34.4854582, 133.3641641 34.4853514)",3,,,
160773806,trunk,,True,False,55.922000000000004,"LINESTRING (133.364131 34.4854582, 133.3642895 34.4854934, 133.3647224 34.4855818)",3,2,国道2号,
160773810,trunk,,True,False,19.161,"LINESTRING (133.3641641 34.4853514, 133.3639626 34.4853055)",3,2,国道2号,
"[1210452978, 62155052]",tertiary,50,True,False,75.80799999999999,"LINESTRING (133.3641641 34.4853514, 133.3642108 34.4851799, 133.3642794 34.4849519, 133.3643586 34.4846888)",3,,,
64884597,tertiary,,False,False,25.283,"LINESTRING (133.3632885 34.4879169, 133.363025 34.4878496)",,,,
"[59554766, 53856911]",residential,,False,True,63.86899999999999,"LINESTRING (133.3632885 34.4879169, 133.3633465 34.487989, 133.3633525 34.4880147, 133.3634043 34.4882377, 133.363412 34.4882749, 133.3633703 34.4884688)",3,,,
64884597,tertiary,,False,True,117.80300000000001,"LINESTRING (133.3632885 34.4879169, 133.3635276 34.4879712, 133.3643195 34.4881299, 133.3644549 34.4881594, 133.3645345 34.4881766)",,,,
1035745061,tertiary,50,True,False,127.82300000000001,"LINESTRING (133.3632885 34.4879169, 133.3633276 34.4878133, 133.3635494 34.4872259, 133.3637034 34.4868194)",3,,,
64884597,tertiary,,False,True,25.283,"LINESTRING (133.363025 34.4878496, 133.3632885 34.4879169)",,,,
361308890,unclassified,,False,False,11.692,"LINESTRING (133.363025 34.4878496, 133.3629019 34.487822)",,,,
55059337,tertiary,,False,False,16.334,"LINESTRING (133.3651114 34.4822847, 133.364939 34.4822475)",,,,
55059337,tertiary,,False,True,34.474,"LINESTRING (133.3651114 34.4822847, 133.365477 34.4823575)",,,,
54929506,tertiary,50,True,False,65.48,"LINESTRING (133.364939 34.4822475, 133.3647712 34.4828199)",3,,,
55059337,tertiary,,False,False,69.785,"LINESTRING (133.364939 34.4822475, 133.3641981 34.482103)",,,,
55059337,tertiary,,False,True,16.334,"LINESTRING (133.364939 34.4822475, 133.3651114 34.4822847)",,,,
59061335,unclassified,,False,True,18.56,"LINESTRING (133.3643396 34.4841079, 133.3645338 34.4841552)",,,,
54929506,tertiary,50,True,False,61.478,"LINESTRING (133.3643396 34.4841079, 133.3643114 34.4841971, 133.3641704 34.4846429)",3,,,
59061335,unclassified,,False,False,68.434,"LINESTRING (133.3643396 34.4841079, 133.364207 34.4840815, 133.3636138 34.4839635)",,,,
59061335,unclassified,,False,False,18.56,"LINESTRING (133.3645338 34.4841552, 133.3643396 34.4841079)",,,,
59061328,residential,,True,False,91.351,"LINESTRING (133.3645338 34.4841552, 133.3646442 34.4841788, 133.3654984 34.4843619)",,,,
62155052,tertiary,50,True,False,53.371,"LINESTRING (133.3645338 34.4841552, 133.3645663 34.4840469, 133.3646738 34.4836893)",3,,,
59063087,unclassified,,True,False,43.869,"LINESTRING (133.3614194 34.4878576, 133.361545 34.4874769)",,,,
56122711,unclassified,,False,False,21.788,"LINESTRING (133.3614194 34.4878576, 133.3614677 34.4878684, 133.3616488 34.487909)",,,,
59063085,tertiary,30,False,False,72.513,"LINESTRING (133.3599922 34.487574, 133.3592234 34.48742)",,,,
59063085,tertiary,30,False,True,80.697,"LINESTRING (133.3599922 34.487574, 133.3608513 34.4877329)",,,,
361308913,unclassified,,True,False,90.714,"LINESTRING (133.3599922 34.487574, 133.3599849 34.487533, 133.3599837 34.4875268, 133.3601175 34.4870761, 133.3602238 34.4867849)",,,,
54344539,unclassified,,False,False,86.194,"LINESTRING (133.3619168 34.4863452, 133.361675 34.4870943)",,,,
54344536,unclassified,,False,False,146.50400000000002,"LINESTRING (133.3619168 34.4863452, 133.3619732 34.4863585, 133.3632719 34.4866893, 133.3634444 34.4867331)",,,,
59529964,tertiary,40,False,True,55.967999999999996,"LINESTRING (133.3619168 34.4863452, 133.361864 34.4863302, 133.3613417 34.486176)",,,,
54344542,unclassified,,False,False,31.822000000000003,"LINESTRING (133.3597132 34.4886891, 133.3597217 34.4886286, 133.359753 34.4884048)",,,,
"[361308868, 59063086, 361308847]",tertiary,,False,False,65.197,"LINESTRING (133.3597132 34.4886891, 133.3596892 34.4887605, 133.3596858 34.4887762, 133.3595888 34.4892178, 133.3595788 34.4892646)",,,,yes
60202987,tertiary,,False,False,127.916,"LINESTRING (133.3597132 34.4886891, 133.3596193 34.4886833, 133.3583214 34.4886033)",,,,
60202987,tertiary,,False,True,101.646,"LINESTRING (133.3597132 34.4886891, 133.3597989 34.4886998, 133.3608098 34.4888257)",,,,
"[59527402, 69601143]",tertiary,40,False,"[False, True]",308.46700000000004,"LINESTRING (133.3595788 34.4892646, 133.3596541 34.4892729, 133.3606353 34.4893497, 133.361005 34.4894139, 133.3615224 34.489635, 133.3615964 34.4896599, 133.3621631 34.4897686, 133.3622685 34.4897888, 133.3623926 34.4899223, 133.3625365 34.4901295, 133.3625761 34.4901866)",,,,
69601143,tertiary,,False,True,89.683,"LINESTRING (133.3595788 34.4892646, 133.359511 34.4892555, 133.3586165 34.4891184)",,,,
"[361308868, 59063086, 361308847]",tertiary,,False,True,65.197,"LINESTRING (133.3595788 34.4892646, 133.3595888 34.4892178, 133.3596858 34.4887762, 133.3596892 34.4887605, 133.3597132 34.4886891)",,,,yes
54344536,unclassified,,False,False,25.604,"LINESTRING (133.3634444 34.4867331, 133.3637034 34.4868194)",,,,
54344536,unclassified,,False,True,146.50400000000002,"LINESTRING (133.3634444 34.4867331, 133.3632719 34.4866893, 133.3619732 34.4863585, 133.3619168 34.4863452)",,,,
1035745055,tertiary,50,True,False,129.964,"LINESTRING (133.3634444 34.4867331, 133.3630623 34.4877502, 133.363025 34.4878496)",3,,,
54344536,unclassified,,False,True,25.604,"LINESTRING (133.3637034 34.4868194, 133.3634444 34.4867331)",,,,
56122714,unclassified,,True,False,54.729,"LINESTRING (133.3637034 34.4868194, 133.3638272 34.486853, 133.3642761 34.4869585)",,,,
1035745061,tertiary,50,True,False,156.374,"LINESTRING (133.3637034 34.4868194, 133.3640923 34.485612, 133.364131 34.4854582)",3,,,
55908338,tertiary,,False,True,63.64,"LINESTRING (133.366675 34.4878302, 133.3673692 34.4878177)",,,,
55594871,unclassified,,False,False,48.77400000000001,"LINESTRING (133.366675 34.4878302, 133.3666627 34.4877751, 133.3665984 34.4874881, 133.3665462 34.4874082)",,,,
55594871,unclassified,,False,True,95.326,"LINESTRING (133.366675 34.4878302, 133.3666843 34.4878936, 133.3666965 34.487977, 133.3666258 34.4882686, 133.3665403 34.4886029, 133.3665227 34.4886718)",,,,
55908338,tertiary,,False,False,130.357,"LINESTRING (133.366675 34.4878302, 133.3658519 34.4881662, 133.3655309 34.4883133, 133.3654116 34.488368)",,,,
