osmid,lanes,ref,name,highway,oneway,reversed,length,maxspeed,access,geometry,bridge
37588221,2,39,川越坂戸毛呂山線,primary,False,False,12.354,,,"LINESTRING (139.4030277 35.9601502, 139.4029882 35.9602566)",
37588221,2,39,川越坂戸毛呂山線,primary,False,True,15.373,,,"LINESTRING (139.4030277 35.9601502, 139.4030752 35.9600174)",
216568308,2,407,坂戸バイパス,trunk,True,False,174.215,60,yes,"LINESTRING (139.4030277 35.9601502, 139.4020288 35.9588082)",
30814413,2,407,坂戸バイパス,trunk,True,False,99.69,60,yes,"LINESTRING (139.3981758 35.9536532, 139.3976104 35.9528823)",
401604537,,,,tertiary,False,True,7.712,,,"LINESTRING (139.3981758 35.9536532, 139.3981014 35.9536876)",
30148593,,,,residential,True,False,45.173,,,"LINESTRING (139.3987421 35.9546748, 139.3990075 35.9550196)",
30814374,,,,tertiary,False,False,48.015,,,"LINESTRING (139.3987421 35.9546748, 139.3982088 35.9546848)",
30148594,,,,residential,False,False,22.684,,,"LINESTRING (139.3990075 35.9550196, 139.3992143 35.954903)",
30814372,,,,residential,False,False,7.63,,,"LINESTRING (139.3990075 35.9550196, 139.399052 35.955078)",
30148594,,,,residential,False,True,22.401,,,"LINESTRING (139.3994539 35.9556152, 139.3996643 35.9555076)",
30814372,,,,residential,False,True,69.834,,,"LINESTRING (139.3994539 35.9556152, 139.399052 35.955078)",
30814372,,,,residential,False,False,62.833999999999996,,,"LINESTRING (139.3994539 35.9556152, 139.3994385 35.9556712, 139.3994133 35.9557142, 139.3993678 35.9557375, 139.3992665 35.9557487, 139.3989047 35.9559088)",
30148595,,,,residential,False,False,11.57,,,"LINESTRING (139.3989047 35.9559088, 139.3988942 35.9560125)",
30148595,,,,residential,False,True,27.128,,,"LINESTRING (139.3989047 35.9559088, 139.3989341 35.955666)",
30814372,,,,residential,False,True,62.833999999999996,,,"LINESTRING (139.3989047 35.9559088, 139.3992665 35.9557487, 139.3993678 35.9557375, 139.3994133 35.9557142, 139.3994385 35.9556712, 139.3994539 35.9556152)",
30148594,,,,residential,False,False,63.501,,,"LINESTRING (139.3992143 35.954903, 139.3995756 35.9553935)",
30148594,,,,residential,False,True,22.684,,,"LINESTRING (139.3992143 35.954903, 139.3990075 35.9550196)",
1080595158,,,,residential,False,False,18.689,,,"LINESTRING (139.3992143 35.954903, 139.3991052 35.95476)",
