osmid,highway,oneway,reversed,length,lanes,ref,name,geometry,bridge,access
595656507,tertiary,False,True,54.15,,,,"LINESTRING (135.7853821 34.6530058, 135.7854084 34.6525193)",,
654726176,primary,False,False,134.476,2,9,奈良大和郡山斑鳩線,"LINESTRING (135.7853821 34.6530058, 135.7839137 34.6530649)",,
654726176,primary,False,True,57.777,2,9,奈良大和郡山斑鳩線,"LINESTRING (135.7853821 34.6530058, 135.7853605 34.6535251)",,
55972126,tertiary,False,True,193.36700000000002,,,,"LINESTRING (135.7853821 34.6530058, 135.7865973 34.6530274, 135.7874956 34.6530429)",,
176396215,secondary,True,False,48.586,,144,大和郡山上三橋線,"LINESTRING (135.7855721 34.646957, 135.7861029 34.6469724)",,
595656507,tertiary,False,False,48.402,,,,"LINESTRING (135.7855721 34.646957, 135.7855612 34.6473922)",,
60903900,unclassified,True,False,54.107,,,柳町商店街,"LINESTRING (135.7833313 34.6468921, 135.7833482 34.6473785)",,
407203194,secondary,True,False,73.569,,144,大和郡山上三橋線,"LINESTRING (135.7833313 34.6468921, 135.7835172 34.6468876, 135.7838455 34.6468958, 135.7841345 34.6469135)",,
60903900,unclassified,True,False,55.142,,,柳町商店街,"LINESTRING (135.7833601 34.6479, 135.7833592 34.6483959)",,
60903901,unclassified,False,False,123.576,,,,"LINESTRING (135.7833601 34.6479, 135.7820092 34.6479046)",,
60903901,unclassified,False,True,17.573,,,,"LINESTRING (135.7833601 34.6479, 135.7835522 34.6478984)",,
60903901,unclassified,False,True,123.576,,,,"LINESTRING (135.7820092 34.6479046, 135.7833601 34.6479)",,
194895297,tertiary,False,False,16.835,,,,"LINESTRING (135.7820092 34.6479046, 135.7820086 34.648056)",,
1237489440,unclassified,False,False,30.435,,,,"LINESTRING (135.7820092 34.6479046, 135.7820073 34.6476309)",,
194895297,tertiary,False,False,34.116,,,,"LINESTRING (135.7817988 34.649862, 135.78177 34.6501679)",,
194895290,unclassified,False,False,154.962,,,,"LINESTRING (135.7817988 34.649862, 135.7831111 34.6498708, 135.7831078 34.6501848)",,
194895297,tertiary,False,True,117.47399999999999,,,,"LINESTRING (135.7817988 34.649862, 135.7818786 34.6490104, 135.7819615 34.6488199)",,
194895297,tertiary,False,False,123.432,,,,"LINESTRING (135.78177 34.6501679, 135.7816922 34.6512761)",,
194895297,tertiary,False,True,34.116,,,,"LINESTRING (135.78177 34.6501679, 135.7817988 34.649862)",,
60903904,unclassified,False,False,110.072,,,,"LINESTRING (135.78177 34.6501679, 135.78168 34.6501723, 135.7814951 34.6501654, 135.781456 34.650164, 135.7809932 34.6501423, 135.7809508 34.6501504, 135.7809142 34.6502092, 135.7808877 34.6502696, 135.78075 34.6504144)",,
194895298,unclassified,False,False,122.407,,,,"LINESTRING (135.78177 34.6501679, 135.7824008 34.6501857, 135.7831078 34.6501848)",,
194895297,tertiary,False,True,30.979,,,,"LINESTRING (135.7823428 34.65301, 135.7821752 34.6527679)",,
654726176,primary,False,False,31.748,2,9,奈良大和郡山斑鳩線,"LINESTRING (135.7823428 34.65301, 135.7819968 34.6529874)",,
654726176,primary,False,True,51.63,2,9,奈良大和郡山斑鳩線,"LINESTRING (135.7823428 34.65301, 135.7827742 34.653036, 135.7829059 34.6530419)",,
60903904,unclassified,False,True,279.62699999999995,,,,"LINESTRING (135.7777209 34.6505771, 135.7779278 34.650578, 135.778605 34.6505008, 135.7787153 34.6504972, 135.7794701 34.6504974, 135.779693 34.6505015, 135.7805373 34.6504889, 135.7806422 34.6504677, 135.78075 34.6504144)",,
"[176396482, 176396589]",unclassified,False,True,132.414,,,,"LINESTRING (135.7777209 34.6505771, 135.7777532 34.6504934, 135.7778484 34.650183, 135.7778527 34.6500794, 135.7778367 34.6499753, 135.7777946 34.6497739, 135.7777839 34.649738, 135.7776876 34.6494146)",,
122399508,unclassified,False,False,35.245,,,,"LINESTRING (135.7833666 34.6488938, 135.7837515 34.6489081)",,
122399508,unclassified,False,True,80.65100000000001,,,,"LINESTRING (135.7833666 34.6488938, 135.7829073 34.6488781, 135.7828278 34.6488301, 135.7825046 34.6488219)",,
379062841,residential,False,True,4.367,,,,"LINESTRING (135.7883789 34.6517844, 135.788376 34.6517452)",,
122399506,residential,False,False,110.70599999999999,,,,"LINESTRING (135.7883789 34.6517844, 135.787848 34.6517851, 135.78751 34.6518016, 135.7871701 34.6518218)",,
194895297,tertiary,False,True,123.432,,,,"LINESTRING (135.7816922 34.6512761, 135.78177 34.6501679)",,
122399498,residential,False,True,133.745,,,,"LINESTRING (135.7816922 34.6512761, 135.7821751 34.6513, 135.7824488 34.6512996, 135.7827256 34.6513187, 135.7831523 34.6513082)",,
194895297,tertiary,False,False,176.317,,,,"LINESTRING (135.7816922 34.6512761, 135.7817105 34.6519918, 135.7817285 34.6520806, 135.7817745 34.6521689, 135.7821752 34.6527679)",,
654726176,primary,False,False,56.657,2,9,奈良大和郡山斑鳩線,"LINESTRING (135.7839137 34.6530649, 135.7832943 34.6530675)",,
654726176,primary,False,True,134.476,2,9,奈良大和郡山斑鳩線,"LINESTRING (135.7839137 34.6530649, 135.7853821 34.6530058)",,
176396361,unclassified,False,True,47.355,,,,"LINESTRING (135.7854225 34.6518108, 135.7849048 34.6518127)",,
595656507,tertiary,False,False,60.036,,,,"LINESTRING (135.7854225 34.6518108, 135.785409 34.6523506)",,
595656507,tertiary,False,True,53.112,,,,"LINESTRING (135.7854225 34.6518108, 135.7854477 34.6513336)",,
122399506,residential,False,True,108.214,,,,"LINESTRING (135.7854225 34.6518108, 135.7860307 34.6518126, 135.7866054 34.651823)",,
379062841,residential,False,False,44.337,,,,"LINESTRING (135.7883466 34.6513472, 135.788376 34.6517452)",,
122399498,residential,False,False,107.382,,,,"LINESTRING (135.7883466 34.6513472, 135.7879351 34.6513459, 135.7871728 34.6513345)",,
379062841,residential,False,True,59.194,,,,"LINESTRING (135.7883466 34.6513472, 135.7883402 34.6509003, 135.7883413 34.6508149)",,
110175594,secondary,True,False,47.229,,144,郡山駅前商店街；大和郡山上三橋線,"LINESTRING (135.7811156 34.6469231, 135.7816314 34.6469046)",,
122399509,residential,True,False,89.751,,,,"LINESTRING (135.7811156 34.6469231, 135.7811905 34.6468118, 135.7811129 34.6463824, 135.7810809 34.646138)",,
136484845,secondary,False,False,30.202999999999996,,144,大和郡山上三橋線,"LINESTRING (135.7811156 34.6469231, 135.7809238 34.646919, 135.7808902 34.6469183, 135.7807856 34.6469147)",,
"[122399507, 434845102]",tertiary,False,True,194.33600000000004,"['2', '3']",,,"LINESTRING (135.7811156 34.6469231, 135.7810683 34.6470667, 135.781071 34.6472595, 135.7811438 34.6475436, 135.7812248 34.6479712, 135.7812578 34.6480119, 135.781309 34.6480513, 135.781386 34.6480617, 135.7819013 34.648057, 135.7820086 34.648056)",,
122399498,residential,False,False,50.076,,,,"LINESTRING (135.7854477 34.6513336, 135.7849004 34.6513233)",,
122399498,residential,False,True,53.731,,,,"LINESTRING (135.7854477 34.6513336, 135.7860351 34.6513323)",,
595656507,tertiary,False,False,53.112,,,,"LINESTRING (135.7854477 34.6513336, 135.7854225 34.6518108)",,
595656507,tertiary,False,True,53.508,,,,"LINESTRING (135.7854477 34.6513336, 135.785465 34.6508526)",,
122399496,residential,True,False,54.611,,,,"LINESTRING (135.7837528 34.6513113, 135.7837393 34.6518023)",,
122399498,residential,False,False,54.93,,,,"LINESTRING (135.7837528 34.6513113, 135.7831523 34.6513082)",,
122399498,residential,False,True,53.257,,,,"LINESTRING (135.7837528 34.6513113, 135.784335 34.6513152)",,
"[161510441, 176392590]","['residential', 'unclassified']",False,"[False, True]",58.603,,,,"LINESTRING (135.7807475 34.6452632, 135.7806694 34.6452758, 135.7806355 34.6452778, 135.7806017 34.6452797, 135.7805427 34.6452885, 135.7805235 34.6453015, 135.7804974 34.6453596, 135.7804961 34.6453875, 135.7803473 34.6454063, 135.7801988 34.6454095)",,
122399496,residential,True,False,50.483,,,,"LINESTRING (135.7837515 34.6489081, 135.7837524 34.6493621)",,
122399508,unclassified,False,True,35.245,,,,"LINESTRING (135.7837515 34.6489081, 135.7833666 34.6488938)",,
122399508,unclassified,False,False,49.748000000000005,,,,"LINESTRING (135.7819615 34.6488199, 135.7821429 34.6488096, 135.7825046 34.6488219)",,
161640382,unclassified,False,True,74.74,,,,"LINESTRING (135.7819615 34.6488199, 135.7818558 34.6487966, 135.7817028 34.648791, 135.7812739 34.6487966, 135.7812365 34.6487971, 135.7811484 34.6487971)",,
194895297,tertiary,False,False,117.47399999999999,,,,"LINESTRING (135.7819615 34.6488199, 135.7818786 34.6490104, 135.7817988 34.649862)",,
194895297,tertiary,False,True,85.836,,,,"LINESTRING (135.7819615 34.6488199, 135.7820087 34.6487301, 135.7820086 34.6486121, 135.7820086 34.648056)",,
136484845,secondary,False,False,61.138000000000005,,144,大和郡山上三橋線,"LINESTRING (135.7807856 34.6469147, 135.7806297 34.6468606, 135.7802256 34.6467261, 135.7801651 34.646711)",,
136484845,secondary,False,True,30.203,,144,大和郡山上三橋線,"LINESTRING (135.7807856 34.6469147, 135.7808902 34.6469183, 135.7809238 34.646919, 135.7811156 34.6469231)",,
194885606,unclassified,False,False,117.864,,,,"LINESTRING (135.7807856 34.6469147, 135.7808886 34.6472168, 135.7809327 34.6474531, 135.7810114 34.6479561)",,
654726176,primary,False,True,23.599,2,9,奈良大和郡山斑鳩線,"LINESTRING (135.7808528 34.6531058, 135.7811077 34.653073)",,
