osmid,lanes,ref,name,highway,oneway,reversed,length,bridge,geometry,tunnel
"[126018170, 126018030, 126018031]",2,424,国道424号,trunk,False,"[False, True]",72.684,yes,"LINESTRING (135.3185023 33.7712748, 135.3185417 33.7710502, 135.3185884 33.7707319, 135.3186092 33.7706273)",
126018031,2,424,国道424号,trunk,False,True,271.038,,"LINESTRING (135.3185023 33.7712748, 135.318526 33.771517, 135.3186374 33.7718317, 135.3191016 33.7723858, 135.3195679 33.7729294, 135.3199434 33.7733498)",
"[126018708, 126019382, 126019095]",,,,tertiary,False,"[False, True]",143.336,yes,"LINESTRING (135.3185023 33.7712748, 135.3186301 33.7712611, 135.3190292 33.7711749, 135.3192924 33.7710705, 135.3197103 33.7708694, 135.3198945 33.7707481)",
126018030,2,424,国道424号,trunk,False,True,21.767,,"LINESTRING (135.3187048 33.7692518, 135.3187442 33.7694448)",
126019033,,,,unclassified,False,False,67.008,,"LINESTRING (135.3187048 33.7692518, 135.3190762 33.7690863, 135.3193333 33.7689522)",
"[126018778, 126019076]",,,,unclassified,False,"[False, True]",109.566,,"LINESTRING (135.3187048 33.7692518, 135.318339 33.769418, 135.3179078 33.769595, 135.3176533 33.7697063)",
126018068,,200,中芳養南部線,secondary,False,True,53.282,,"LINESTRING (135.3267534 33.7751344, 135.3267018 33.774978, 135.326689 33.7748632, 135.3266913 33.7746615)",
126018243,,35,上富田南部線,primary,False,True,50.222,,"LINESTRING (135.3267534 33.7751344, 135.3264683 33.7752633, 135.3262904 33.7753692)",
126019123,,,,unclassified,False,True,44.354,,"LINESTRING (135.3250358 33.7680872, 135.3249977 33.7681231, 135.3247639 33.7684154)",
126019370,,,,residential,False,True,16.573,,"LINESTRING (135.3250358 33.7680872, 135.3250954 33.7681085, 135.3252011 33.7681449)",
1130847780,,,,unclassified,False,False,18.884,,"LINESTRING (135.325663 33.7680665, 135.3256441 33.7682356)",
126018760,,,,unclassified,False,False,52.478,,"LINESTRING (135.3256441 33.7682356, 135.3255605 33.7687024)",
126019370,,,,residential,False,False,22.761,,"LINESTRING (135.3256441 33.7682356, 135.3254029 33.7681944)",
1130847780,,,,unclassified,False,True,18.884,,"LINESTRING (135.3256441 33.7682356, 135.325663 33.7680665)",
126019057,,,,tertiary,False,False,32.545,,"LINESTRING (135.3220842 33.7681534, 135.3219532 33.7682998, 135.321874 33.7683882)",
126019747,,,,unclassified,False,True,67.612,,"LINESTRING (135.3220842 33.7681534, 135.322326 33.768126, 135.32269 33.768024, 135.3227865 33.7679934)",
126019347,,,,unclassified,False,False,111.05799999999999,,"LINESTRING (135.3204026 33.7682268, 135.320241 33.7683451, 135.3194759 33.7688623)",
126019501,,,,unclassified,False,False,47.81,,"LINESTRING (135.3234013 33.7683971, 135.3230836 33.7687364)",
126018672,,,,tertiary,False,True,27.856,,"LINESTRING (135.3234013 33.7683971, 135.3234674 33.7684454, 135.323549 33.7685083, 135.3236372 33.768551)",
126018741,,,,unclassified,False,True,39.667,,"LINESTRING (135.321874 33.7683882, 135.3221827 33.768636)",
126018703,,,,tertiary,False,True,102.787,,"LINESTRING (135.321874 33.7683882, 135.3214245 33.7688351, 135.3211656 33.7691007)",
126019057,,,,tertiary,False,True,32.545,,"LINESTRING (135.321874 33.7683882, 135.3219532 33.7682998, 135.3220842 33.7681534)",
340631694,,,,unclassified,False,False,72.00399999999999,,"LINESTRING (135.3229731 33.768606, 135.3229553 33.7682604, 135.3227865 33.7679934)",
340631694,,,,unclassified,False,True,18.137999999999998,,"LINESTRING (135.3229731 33.768606, 135.3229942 33.7686519, 135.3230252 33.7686948, 135.3230836 33.7687364)",
340631700,,,,unclassified,False,False,74.66,,"LINESTRING (135.3229731 33.768606, 135.3228232 33.7686281, 135.3227162 33.7686601, 135.3223837 33.7686584, 135.3222441 33.7686231, 135.3221827 33.768636)",
126019152,,,,tertiary,False,True,70.002,,"LINESTRING (135.3236372 33.768551, 135.3242192 33.7689538)",
126018672,,,,tertiary,False,False,27.856,,"LINESTRING (135.3236372 33.768551, 135.323549 33.7685083, 135.3234674 33.7684454, 135.3234013 33.7683971)",
126018716,,,,unclassified,False,True,88.33099999999999,,"LINESTRING (135.3236372 33.768551, 135.3234724 33.7687044, 135.3234317 33.7687206, 135.323003 33.7691411)",
126018044,,200,中芳養南部線,secondary,False,True,54.14,,"LINESTRING (135.3270378 33.7686344, 135.3268268 33.7690886)",
126018741,,,,unclassified,False,False,39.667,,"LINESTRING (135.3221827 33.768636, 135.321874 33.7683882)",
126018741,,,,unclassified,False,True,73.994,,"LINESTRING (135.3221827 33.768636, 135.322245 33.7686942, 135.3224871 33.7689122, 135.3227694 33.769084)",
126018777,,,,unclassified,False,True,123.662,,"LINESTRING (135.3221827 33.768636, 135.3221635 33.7688878, 135.3221039 33.7692534, 135.3221172 33.7696519, 135.32209 33.7697413)",
