osmid,oneway,ref,name,highway,reversed,length,lanes,geometry,bridge,tunnel
108619995,True,4,国道4号,trunk,False,199.9,,"LINESTRING (141.1123972 39.1963851, 141.1115831 39.1980685)",,
610223661,False,108,江刺金ケ崎線,secondary,False,8.891,2,"LINESTRING (141.1123972 39.1963851, 141.1124998 39.1963767)",,
109508561,False,196,胆沢金ヶ崎線,secondary,True,176.14,,"LINESTRING (141.1123972 39.1963851, 141.1116009 39.1963765, 141.1103534 39.1963634)",,
108619488,False,,,residential,True,5.568,,"LINESTRING (141.113723 39.193725, 141.113785 39.1937391)",,
108624184,False,,,residential,True,56.156,,"LINESTRING (141.113723 39.193725, 141.113102 39.193572)",,
108619995,True,4,国道4号,trunk,False,192.90800000000002,,"LINESTRING (141.113723 39.193725, 141.1132851 39.1945255, 141.1128917 39.1953354)",,
55797061,False,108;270,江刺金ケ崎線,secondary,False,82.229,2,"LINESTRING (141.118179 39.1972918, 141.1184454 39.1965817)",,
108620209,False,108,江刺金ケ崎線,secondary,True,86.878,2,"LINESTRING (141.118179 39.1972918, 141.117204 39.197093)",,
843550829,False,137;270,金ケ崎停車場線,secondary,True,112.215,2,"LINESTRING (141.118179 39.1972918, 141.1178729 39.1982727)",,
55797061,False,108;270,江刺金ケ崎線,secondary,True,48.071,2,"LINESTRING (141.1187889 39.1955553, 141.1186495 39.1959739)",,
55797062,False,270,西根佐倉河線,secondary,False,53.298,,"LINESTRING (141.1187889 39.1955553, 141.118942 39.1950909)",,
55797047,False,108,江刺金ケ崎線,secondary,False,121.05499999999999,,"LINESTRING (141.1187889 39.1955553, 141.1193527 39.1956806, 141.1200582 39.1960018)",,
108620156,False,,,unclassified,True,168.33,,"LINESTRING (141.114043 39.191326, 141.1134489 39.1927681)",,
108624254,False,,,tertiary,True,97.286,,"LINESTRING (141.114043 39.191326, 141.1150623 39.191702)",,
103984792,False,,,unclassified,False,99.86999999999999,,"LINESTRING (141.1185513 39.1931709, 141.1179578 39.1929899, 141.1178303 39.192925, 141.1177699 39.1928922, 141.1175267 39.1927631)",,
103984792,False,,,unclassified,True,70.388,,"LINESTRING (141.1185513 39.1931709, 141.119042 39.193159, 141.1193675 39.1931704)",,
108623307,False,,,unclassified,True,193.952,,"LINESTRING (141.1185513 39.1931709, 141.118289 39.193831, 141.11792 39.194845)",,
108620209,False,108,江刺金ケ崎線,secondary,False,122.131,2,"LINESTRING (141.115851 39.196766, 141.117204 39.197093)",,
108620209,False,108,江刺金ケ崎線,secondary,True,40.665,2,"LINESTRING (141.115851 39.196766, 141.1153968 39.1966668)",,
108623444,False,,,unclassified,False,163.614,,"LINESTRING (141.115851 39.196766, 141.115931 39.196411, 141.116603 39.196456, 141.117081 39.196451, 141.117358 39.196414)",,
108624294,False,,,unclassified,True,133.792,,"LINESTRING (141.115851 39.196766, 141.115732 39.197207, 141.115569 39.197949)",,
103984792,False,,,unclassified,True,9.621,,"LINESTRING (141.1150623 39.191702, 141.1151649 39.1917361)",,
108619995,True,4,国道4号,trunk,False,158.961,,"LINESTRING (141.1150623 39.191702, 141.1141809 39.1929578)",,
108624254,False,,,tertiary,False,97.286,,"LINESTRING (141.1150623 39.191702, 141.114043 39.191326)",,
108623155,False,,,unclassified,False,174.063,,"LINESTRING (141.1103534 39.1963634, 141.1109371 39.1948648)",,
109508561,False,196,胆沢金ヶ崎線,secondary,False,176.14,,"LINESTRING (141.1103534 39.1963634, 141.1116009 39.1963765, 141.1123972 39.1963851)",,
108620209,False,108,江刺金ケ崎線,secondary,False,86.878,2,"LINESTRING (141.117204 39.197093, 141.118179 39.1972918)",,
108620209,False,108,江刺金ケ崎線,secondary,True,122.131,2,"LINESTRING (141.117204 39.197093, 141.115851 39.196766)",,
108624158,False,,,unclassified,True,81.324,,"LINESTRING (141.117204 39.197093, 141.117269 39.196975, 141.117458 39.19639)",,
108624644,False,,,unclassified,False,126.941,,"LINESTRING (141.117204 39.197093, 141.117139 39.197206, 141.116784 39.198186)",,
55797062,False,270,西根佐倉河線,secondary,False,49.754,,"LINESTRING (141.1193675 39.1931704, 141.1198172 39.1928898)",,
55797062,False,270,西根佐倉河線,secondary,True,222.77499999999998,,"LINESTRING (141.1193675 39.1931704, 141.1191725 39.1932921, 141.1190466 39.1946298, 141.118942 39.1950909)",,
103984792,False,,,unclassified,False,70.388,,"LINESTRING (141.1193675 39.1931704, 141.119042 39.193159, 141.1185513 39.1931709)",,
55797062,False,270,西根佐倉河線,secondary,True,49.754,,"LINESTRING (141.1198172 39.1928898, 141.1193675 39.1931704)",,
104013684,False,,,unclassified,False,592.734,,"LINESTRING (141.1198172 39.1928898, 141.1201624 39.193136, 141.1204951 39.1933338, 141.1206116 39.1934111, 141.1207447 39.1936088, 141.1208889 39.1937206, 141.121449 39.1939527, 141.1217929 39.1940558, 141.1223696 39.194043, 141.1225859 39.1943696, 141.1200582 39.1960018)",,
55797047,False,108,江刺金ケ崎線,secondary,True,121.05499999999999,,"LINESTRING (141.1200582 39.1960018, 141.1193527 39.1956806, 141.1187889 39.1955553)",,
104013684,False,,,unclassified,True,592.734,,"LINESTRING (141.1200582 39.1960018, 141.1225859 39.1943696, 141.1223696 39.194043, 141.1217929 39.1940558, 141.121449 39.1939527, 141.1208889 39.1937206, 141.1207447 39.1936088, 141.1206116 39.1934111, 141.1204951 39.1933338, 141.1201624 39.193136, 141.1198172 39.1928898)",,
108624682,False,,,tertiary,True,5.535,,"LINESTRING (141.1106313 39.200083, 141.1106955 39.2000813)",,
108624117,False,,,unclassified,True,44.359,,"LINESTRING (141.116372 39.19934, 141.116516 39.198957)",,
108623961,False,,,unclassified,False,91.43900000000001,,"LINESTRING (141.116372 39.19934, 141.115605 39.199182, 141.115496 39.19916, 141.115344 39.199137)",,
103984792,False,,,unclassified,False,233.945,,"LINESTRING (141.1175267 39.1927631, 141.1167487 39.1923612, 141.1157792 39.1919405, 141.1151649 39.1917361)",,
103984792,False,,,unclassified,True,99.87,,"LINESTRING (141.1175267 39.1927631, 141.1177699 39.1928922, 141.1178303 39.192925, 141.1179578 39.1929899, 141.1185513 39.1931709)",,
108624062,False,,,residential,True,198.139,,"LINESTRING (141.1175267 39.1927631, 141.1179057 39.192632, 141.1180973 39.192543, 141.1181349 39.1924889, 141.1181369 39.1924333, 141.117732 39.191669, 141.117573 39.191348)",,
108619372,False,,,unclassified,False,92.219,,"LINESTRING (141.11792 39.194845, 141.118942 39.1950909)",,
108619121,False,,,unclassified,True,106.783,,"LINESTRING (141.11792 39.194845, 141.117761 39.195285, 141.117587 39.19577)",,
108623307,False,,,unclassified,False,193.952,,"LINESTRING (141.11792 39.194845, 141.118289 39.193831, 141.1185513 39.1931709)",,
"[108623706, 108623962, 108623454]",False,,,unclassified,False,149.106,,"LINESTRING (141.11792 39.194845, 141.117651 39.194793, 141.117139 39.194693, 141.116242 39.194518)",yes,
108623822,False,,,residential,False,21.573,,"LINESTRING (141.111967 39.200083, 141.111969 39.199889)",,
"[108623065, 108621375]",False,,,tertiary,True,38.369,,"LINESTRING (141.111967 39.200083, 141.112343 39.200093, 141.112412 39.200095)",,
108624682,False,,,tertiary,False,109.631,,"LINESTRING (141.111967 39.200083, 141.111315 39.200065, 141.1106955 39.2000813)",,
108619535,False,,,residential,False,55.727,,"LINESTRING (141.118501 39.198392, 141.1178729 39.1982727)",,
108623757,False,,,residential,True,122.32600000000001,,"LINESTRING (141.118501 39.198392, 141.119033 39.198496, 141.11988 39.198653)",,
55797061,False,108;270,江刺金ケ崎線,secondary,False,69.835,2,"LINESTRING (141.1184454 39.1965817, 141.1186495 39.1959739)",,
55797061,False,108;270,江刺金ケ崎線,secondary,True,82.229,2,"LINESTRING (141.1184454 39.1965817, 141.118179 39.1972918)",,
108620116,False,,,unclassified,True,87.75899999999999,,"LINESTRING (141.1184454 39.1965817, 141.118217 39.196547, 141.117759 39.196448, 141.117458 39.19639)",,
108619995,True,4,国道4号,trunk,False,117.615,,"LINESTRING (141.111106 39.1990913, 141.1106313 39.200083)",,
108620345,False,,,unclassified,True,6.154,,"LINESTRING (141.111106 39.1990913, 141.1111773 39.1990945)",,
108623756,False,,,unclassified,True,133.529,,"LINESTRING (141.115344 39.199137, 141.115366 39.199036, 141.115533 39.198107, 141.115569 39.197949)",,
108623961,False,,,unclassified,True,91.43900000000001,,"LINESTRING (141.115344 39.199137, 141.115496 39.19916, 141.115605 39.199182, 141.116372 39.19934)",,
108619810,False,,,unclassified,True,9.021,,"LINESTRING (141.117458 39.19639, 141.117358 39.196414)",,
108620116,False,,,unclassified,False,87.759,,"LINESTRING (141.117458 39.19639, 141.117759 39.196448, 141.118217 39.196547, 141.1184454 39.1965817)",,
108624158,False,,,unclassified,False,81.324,,"LINESTRING (141.117458 39.19639, 141.117269 39.196975, 141.117204 39.197093)",,
55797061,False,108;270,江刺金ケ崎線,secondary,False,48.071,2,"LINESTRING (141.1186495 39.1959739, 141.1187889 39.1955553)",,
55797061,False,108;270,江刺金ケ崎線,secondary,True,69.835,2,"LINESTRING (141.1186495 39.1959739, 141.1184454 39.1965817)",,
108619312,False,,,tertiary,False,94.326,,"LINESTRING (141.1186495 39.1959739, 141.117587 39.19577)",,
108623897,False,,,unclassified,False,75.165,,"LINESTRING (141.112846 39.199147, 141.111974 39.19913)",,
108624295,False,,,unclassified,True,87.897,,"LINESTRING (141.112846 39.199147, 141.112505 39.199892)",,
108620052,False,,,unclassified,False,212.722,,"LINESTRING (141.112846 39.199147, 141.112863 39.199109, 141.113138 39.19858, 141.113159 39.198523, 141.112733 39.198394, 141.112313 39.198264, 141.1116564 39.1980883)",,
108619535,False,,,residential,True,55.727,,"LINESTRING (141.1178729 39.1982727, 141.118501 39.198392)",,
843550829,False,137;270,金ケ崎停車場線,secondary,False,112.215,2,"LINESTRING (141.1178729 39.1982727, 141.118179 39.1972918)",,
843550829,False,137;270,金ケ崎停車場線,secondary,True,103.249,2,"LINESTRING (141.1178729 39.1982727, 141.1175538 39.1991677)",,
108619995,True,4,国道4号,trunk,False,92.87,,"LINESTRING (141.111465 39.1983038, 141.111106 39.1990913)",,
108623370,False,,,residential,True,60.759,,"LINESTRING (141.111465 39.1983038, 141.1110957 39.1982659, 141.1109799 39.1982223, 141.1108434 39.198105)",,
108619851,False,,,unclassified,False,137.279,,"LINESTRING (141.112457 39.1952345, 141.1109371 39.1948648)",,
108623982,False,,,unclassified,True,39.105,,"LINESTRING (141.112457 39.1952345, 141.1128917 39.1953354)",,
108624180,False,,,unclassified,False,193.038,,"LINESTRING (141.112457 39.1952345, 141.113102 39.193572)",,
108619700,False,,,residential,False,84.398,,"LINESTRING (141.111969 39.199889, 141.111974 39.19913)",,
108623063,False,,,residential,False,46.188,,"LINESTRING (141.111969 39.199889, 141.112505 39.199892)",,
108623822,False,,,residential,True,21.573,,"LINESTRING (141.111969 39.199889, 141.111967 39.200083)",,
108619995,True,4,国道4号,trunk,False,93.993,,"LINESTRING (141.1141809 39.1929578, 141.113723 39.193725)",,
108620221,False,,,unclassified,False,9.403,,"LINESTRING (141.1141809 39.1929578, 141.1142894 39.1929489)",,
