osmid,ref,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,access,bridge
192472770,176,草深木呂場美川線,secondary,False,True,35.616,"LINESTRING (136.5475547 36.4677793, 136.5473548 36.4678003, 136.5471593 36.4678177)",,,,
709495708,,,tertiary,False,False,48.642,"LINESTRING (136.5475547 36.4677793, 136.5475344 36.4675961, 136.5475143 36.4673431)",2,60,permissive,
709495708,,,tertiary,False,True,113.985,"LINESTRING (136.5475547 36.4677793, 136.5475771 36.4679371, 136.5476332 36.4683592, 136.5476681 36.4685861, 136.5477046 36.4687972)",2,60,permissive,
875487967,176,草深木呂場美川線,secondary,True,False,140.205,"LINESTRING (136.5475547 36.4677793, 136.5477482 36.4678081, 136.5491161 36.4677326)",2,,,
709495708,,,tertiary,False,True,39.888,"LINESTRING (136.5476183 36.4652991, 136.5476485 36.465657)",2,60,permissive,
875487966,22,金沢小松線,primary,False,False,43.821,"LINESTRING (136.5476183 36.4652991, 136.5477522 36.4653424, 136.5478394 36.4653774, 136.5479209 36.4654235, 136.5480184 36.4655137)",2,,,
875487966,22,金沢小松線,primary,False,False,28.937,"LINESTRING (136.5487089 36.4666157, 136.5488584 36.4668465)",2,,,
875487966,22,金沢小松線,primary,False,True,38.032,"LINESTRING (136.5487089 36.4666157, 136.5485184 36.4663099)",2,,,
200760304,,,residential,False,False,105.16899999999998,"LINESTRING (136.5487089 36.4666157, 136.548989 36.46644, 136.5492177 36.4663773, 136.5495474 36.466326, 136.5497908 36.4663261)",,,,
75502398,,,tertiary,False,True,147.565,"LINESTRING (136.549084 36.4715239, 136.5488913 36.4714824, 136.5484967 36.4713974, 136.5481753 36.4713502, 136.5479407 36.4713044, 136.5476924 36.4712579, 136.5474757 36.4712313)",,,,
709495708,,,tertiary,False,False,40.176,"LINESTRING (136.549084 36.4715239, 136.549081 36.4713795, 136.5490753 36.4713441, 136.5490666 36.4712907, 136.5490261 36.4711676)",2,60,permissive,
709495708,,,tertiary,False,True,120.027,"LINESTRING (136.549084 36.4715239, 136.5490874 36.471663, 136.549096 36.472016, 136.5490792 36.4721746, 136.5490443 36.4723728, 136.5489896 36.4725964)",2,60,permissive,
