osmid,highway,oneway,reversed,length,geometry,est_width,ref,name,lanes,maxspeed,access,bridge,width
39666030,tertiary,False,False,73.143,"LINESTRING (137.2094847 36.6991854, 137.2095708 36.6991511, 137.2102293 36.6989093)",,,,,,,,
118697917,unclassified,False,True,49.634,"LINESTRING (137.2094847 36.6991854, 137.2095238 36.6992434, 137.2097496 36.699578)",3.0m〜5.5m,,,,,,,
539591088,secondary,False,True,94.611,"LINESTRING (137.2094847 36.6991854, 137.2093653 36.6992199, 137.2085055 36.699513)",3.0m〜5.5m,208,小竹諏訪川原線,,,,,
1088109845,secondary,False,False,43.674,"LINESTRING (137.2094847 36.6991854, 137.209421 36.6991049, 137.2092841 36.698909, 137.2092413 36.6988447)",3.0m〜5.5m,208,小竹諏訪川原線,,,,,
42434682,tertiary,False,False,57.439,"LINESTRING (137.2161396 36.6970848, 137.2162937 36.6970781, 137.2167829 36.6970567)",,,ひまわり通り,2,40,,,
42434682,tertiary,False,True,10.511,"LINESTRING (137.2161396 36.6970848, 137.2160972 36.6970862, 137.2160605 36.6970874, 137.2160218 36.6970887)",,,ひまわり通り,2,40,,,
545953069,primary,True,False,131.25,"LINESTRING (137.2161396 36.6970848, 137.216131 36.6969409, 137.2160782 36.6960622, 137.2160688 36.6959058)",,22,富山停車場線,,,,,
42434682,tertiary,False,False,102.91099999999999,"LINESTRING (137.2167829 36.6970567, 137.2170599 36.6970496, 137.2173368 36.6970424, 137.2176865 36.697028, 137.217936 36.6970164)",,,ひまわり通り,2,40,,,
42434682,tertiary,False,True,57.439,"LINESTRING (137.2167829 36.6970567, 137.2162937 36.6970781, 137.2161396 36.6970848)",,,ひまわり通り,2,40,,,
118586345,unclassified,True,False,58.376,"LINESTRING (137.2167829 36.6970567, 137.2167846 36.6971285, 137.2167952 36.6975816)",3.0m〜5.5m,,,,,,,
42434682,tertiary,False,False,12.781,"LINESTRING (137.2131705 36.6979654, 137.2133036 36.6979227)",,,ひまわり通り,2,40,,,
545975800,tertiary,True,False,91.995,"LINESTRING (137.2131705 36.6979654, 137.2131613 36.6981474, 137.2130999 36.6987907)",,,,,40,,,
545977992,tertiary,False,True,20.442999999999998,"LINESTRING (137.2131705 36.6979654, 137.2129733 36.6980261, 137.2129566 36.6980316)",,,,,,,,
216493746,trunk,False,False,8.984,"LINESTRING (137.2157623 36.6917639, 137.2158622 36.6917744)",,41,国道41号,2,50,yes,,
75407921,primary,True,False,64.432,"LINESTRING (137.2157623 36.6917639, 137.2157698 36.6919687, 137.2157835 36.6923431)",,22,富山停車場線,1,,yes,,
216493746,trunk,False,True,83.57300000000001,"LINESTRING (137.2157623 36.6917639, 137.2155878 36.6917716, 137.2149502 36.6917997, 137.2148264 36.6918052)",,41,国道41号,2,50,yes,,
216493746,trunk,False,True,8.984,"LINESTRING (137.2158622 36.6917744, 137.2157623 36.6917639)",,41,国道41号,2,50,yes,,
216493746,trunk,False,False,51.003,"LINESTRING (137.2158622 36.6917744, 137.2160235 36.6917935, 137.2164281 36.6918413)",,41,国道41号,2,50,yes,,
545975799,tertiary,True,False,50.596,"LINESTRING (137.2130369 36.6963644, 137.2130767 36.6968183)",,,,,40,,,
75407911,unclassified,True,False,104.44200000000001,"LINESTRING (137.2130369 36.6963644, 137.2129239 36.6963307, 137.2124776 36.6962382, 137.2122831 36.696199, 137.2122115 36.6961846, 137.2119055 36.6961229)",,,,,,,,
"[75407921, 834092155, 79512628]",primary,True,False,43.411,"LINESTRING (137.2159439 36.6954828, 137.2159472 36.6955823, 137.2159571 36.6957862, 137.2159585 36.695873)",,22,富山停車場線,1,40,yes,yes,
75407922,unclassified,True,False,55.091,"LINESTRING (137.2159439 36.6954828, 137.2158731 36.6954597, 137.2153753 36.6952889)",,,,,30,,,
"[118575745, 118574702]",unclassified,True,False,192.315,"LINESTRING (137.2160688 36.6959058, 137.2161207 36.6959168, 137.2162365 36.6959417, 137.2165409 36.6960592, 137.2167908 36.6961741, 137.2170858 36.6963005, 137.2172942 36.6964063, 137.2175231 36.6965602, 137.2176912 36.6967131, 137.2178109 36.6968644)",3.0m〜5.5m,,,,,,,
"[118575848, 118575845, 545953069]",primary,True,False,37.373,"LINESTRING (137.2160688 36.6959058, 137.2160611 36.6958137, 137.2160501 36.6956157, 137.2160498 36.6955701)",,22,富山停車場線,,,yes,yes,
75407922,unclassified,True,False,64.001,"LINESTRING (137.2153753 36.6952889, 137.2147232 36.6950483)",,,,,30,,,
75407921,primary,True,False,64.186,"LINESTRING (137.2159007 36.6949066, 137.2159439 36.6954828)",,22,富山停車場線,1,,yes,,
79512633,tertiary,True,False,10.668,"LINESTRING (137.2088694 36.6920947, 137.2088729 36.6921906)",,,,,,,,
75408662,primary,True,False,43.4,"LINESTRING (137.2088694 36.6920947, 137.2086696 36.6921054, 137.2086108 36.6921092, 137.208384 36.6921237)",,44,富山高岡線,1,,,,6
545974449,unclassified,False,False,8.100999999999999,"LINESTRING (137.2114098 36.6912694, 137.211453 36.6912765, 137.2114986 36.6912848)",3.0m〜5.5m,,,,,,,
"[545974450, 545974451]",unclassified,True,False,74.62899999999999,"LINESTRING (137.2114098 36.6912694, 137.2113928 36.6914062, 137.2113822 36.6914681, 137.2113148 36.6918067, 137.2112828 36.6918636, 137.2112212 36.6919072)",,,,2,,,,
216493747,trunk,True,False,64.757,"LINESTRING (137.2124942 36.6913111, 137.2125435 36.6917154, 137.2125649 36.6918907)",,41;360,城址大通り,3,,yes,,
545974449,unclassified,False,True,88.991,"LINESTRING (137.2124942 36.6913111, 137.2123938 36.6913129, 137.2115752 36.6912999, 137.2114986 36.6912848)",3.0m〜5.5m,,,,,,,
49320689,primary,True,False,114.956,"LINESTRING (137.2112841 36.6919802, 137.2114285 36.69197, 137.2115133 36.6919661, 137.2123496 36.6919277, 137.2124311 36.691924, 137.2125649 36.6918907)",,44,富山高岡線,2,,,,
75619299,unclassified,True,False,11.947,"LINESTRING (137.2112841 36.6919802, 137.2113452 36.6919367, 137.211372 36.6919007)",,,,,,,,
372316095,tertiary,False,False,12.175,"LINESTRING (137.2160477 36.6989857, 137.2161036 36.6990856)",,,,,,,,
79512628,primary,True,False,50.214999999999996,"LINESTRING (137.2160477 36.6989857, 137.2158871 36.6990634, 137.2155528 36.6992008)",,22,富山停車場線,,40,,,
79512628,primary,True,False,103.729,"LINESTRING (137.2142619 36.6997221, 137.2141629 36.6997618, 137.2134015 36.7000691, 137.2132318 36.7001545)",,22,富山停車場線,,40,,,
545977993,tertiary,False,True,11.507,"LINESTRING (137.2112351 36.6985655, 137.2111149 36.6986032)",,,,,,,,
545977993,tertiary,False,False,56.76200000000001,"LINESTRING (137.2112351 36.6985655, 137.2113474 36.6985413, 137.2117654 36.6984058, 137.2118301 36.6983854)",,,,,,,,
1081681300,tertiary,True,False,94.36699999999999,"LINESTRING (137.2112351 36.6985655, 137.2111671 36.698461, 137.2109331 36.6981009, 137.2107624 36.6978064)",,,,,,,,
545976436,unclassified,False,False,67.92299999999999,"LINESTRING (137.2106337 36.6976166, 137.210692 36.6975893, 137.2110106 36.6974457, 137.2112681 36.6973339, 137.2112943 36.6973141)",,,,,,,,
1081681300,tertiary,True,False,105.03899999999999,"LINESTRING (137.2106337 36.6976166, 137.2103674 36.6970786, 137.2102432 36.6967266)",,,,,,,,
75407914,unclassified,True,False,315.882,"LINESTRING (137.2093588 36.6944746, 137.2094682 36.6944733, 137.2097166 36.6944759, 137.2102303 36.6944845, 137.2105355 36.6944971, 137.2111857 36.6945514, 137.2114135 36.6945758, 137.2115055 36.6945891, 137.211773 36.69463, 137.2121942 36.694701, 137.2126347 36.6947812, 137.2127624 36.694807, 137.2128612 36.6948288)",,,,,,,,
"[1081681300, 293416972, 118584599]",tertiary,True,False,40.804,"LINESTRING (137.2093588 36.6944746, 137.2093387 36.6944183, 137.2093316 36.694397, 137.2093293 36.69439, 137.2092491 36.6941666, 137.2092302 36.6941225)",5.5m〜13.0m,,安住橋,,,,yes,
545977993,tertiary,False,False,11.507,"LINESTRING (137.2111149 36.6986032, 137.2112351 36.6985655)",,,,,,,,
39666030,tertiary,False,True,63.051,"LINESTRING (137.2111149 36.6986032, 137.211004 36.698645, 137.2104652 36.698827)",,,,,,,,
545977994,tertiary,True,False,45.992000000000004,"LINESTRING (137.2111149 36.6986032, 137.211203 36.6987351, 137.2112101 36.698746, 137.2113552 36.6989692)",,,,,,,,
79512633,tertiary,True,False,47.561,"LINESTRING (137.2089646 36.6937096, 137.2090309 36.6938948, 137.2091046 36.6941223)",,,,,,,,
118698088,unclassified,False,False,67.92,"LINESTRING (137.2089646 36.6937096, 137.2089042 36.6937042, 137.2082076 36.6936414)",3.0m〜5.5m,,,,,,,
75407914,unclassified,True,False,11.136,"LINESTRING (137.2092339 36.6944738, 137.2093588 36.6944746)",,,,,,,,
118584354,tertiary,True,False,158.561,"LINESTRING (137.2092339 36.6944738, 137.2092801 36.6945812, 137.2093189 36.6946822, 137.2095736 36.6953902, 137.2096868 36.695684, 137.2097251 36.6957756, 137.2097511 36.6958379)",,,,,,,,
372316095,tertiary,False,True,12.175,"LINESTRING (137.2161036 36.6990856, 137.2160477 36.6989857)",,,,,,,,
118584478,tertiary,True,False,69.89699999999999,"LINESTRING (137.2161036 36.6990856, 137.2163466 36.6989805, 137.216802 36.6988002)",5.5m〜13.0m,,,,,yes,,
545953069,primary,True,False,104.78,"LINESTRING (137.2161036 36.6990856, 137.2161476 36.699026, 137.2161719 36.6989511, 137.2161767 36.6987961, 137.2161623 36.6981556)",,22,富山停車場線,,,,,
118575848,primary,True,False,14.631,"LINESTRING (137.2160498 36.6955701, 137.216044 36.6954386)",,22,富山停車場線,,,yes,,
"[118574971, 118574748]",unclassified,False,"[False, True]",33.728,"LINESTRING (137.2160498 36.6955701, 137.216107 36.6955842, 137.2163 36.695637, 137.2164098 36.6956631)",3.0m〜5.5m,,,,,,,
118574893,unclassified,False,True,41.254,"LINESTRING (137.2160104 36.6948543, 137.2160643 36.6948391, 137.2164344 36.6947061)",3.0m〜5.5m,,,,,,,
118575848,primary,True,False,135.66,"LINESTRING (137.2160104 36.6948543, 137.2159894 36.6943591, 137.2159517 36.6936352)",,22,富山停車場線,,,yes,,
75407922,unclassified,True,False,11.489,"LINESTRING (137.2129713 36.6945098, 137.2128425 36.694513)",,,,,30,,,
118584329,tertiary,True,False,54.349,"LINESTRING (137.2129713 36.6945098, 137.2129225 36.6940226)",,,,2,,,,
79512628,primary,True,False,11.672,"LINESTRING (137.2132318 36.7001545, 137.213213 36.7001632, 137.2131649 36.7001856, 137.2131185 36.7002071)",,22,富山停車場線,,40,,,
92691394,tertiary,True,False,115.14100000000002,"LINESTRING (137.2132318 36.7001545, 137.2132152 36.7001265, 137.2131656 36.700043, 137.2131248 36.6999648, 137.2131678 36.6992631, 137.2131733 36.6991385)",,,,,40,,,
42434682,tertiary,False,True,12.781,"LINESTRING (137.2133036 36.6979227, 137.2131705 36.6979654)",,,ひまわり通り,2,40,,,
42434682,tertiary,False,False,31.527,"LINESTRING (137.2133036 36.6979227, 137.2134869 36.6978631, 137.2136324 36.6978184)",,,ひまわり通り,2,40,,,
92691394,tertiary,True,False,67.063,"LINESTRING (137.2133036 36.6979227, 137.2132957 36.6977441, 137.2132933 36.6976951, 137.213275 36.6974237, 137.2132703 36.6973202)",,,,,40,,,
653687797,trunk,False,True,12.805,"LINESTRING (137.2127081 36.691882, 137.2125649 36.6918907)",,41,国道41号,2,50,yes,,
92691400,trunk,True,False,54.41799999999999,"LINESTRING (137.2127081 36.691882, 137.2126875 36.691708, 137.2126504 36.6913948)",,41;360,城址大通り,2,,yes,,
216493746,trunk,False,False,102.59299999999999,"LINESTRING (137.2127081 36.691882, 137.2128971 36.6918753, 137.2138576 36.6918411)",,41,国道41号,2,50,yes,,
118585318,unclassified,True,False,12.048,"LINESTRING (137.2131635 36.6964023, 137.2130369 36.6963644)",3.0m〜5.5m,,,,,,,
92691394,tertiary,True,False,171.06099999999998,"LINESTRING (137.2131635 36.6964023, 137.2130824 36.69555, 137.2130094 36.6948689)",,,,,40,,,
118585458,unclassified,False,False,103.577,"LINESTRING (137.2126504 36.6913948, 137.2127463 36.6913889, 137.212844 36.691384, 137.2138097 36.6913357)",3.0m〜5.5m,,,,,,,
75407914,unclassified,True,False,147.368,"LINESTRING (137.2130094 36.6948689, 137.2131153 36.6948977, 137.21334 36.6949669, 137.2137803 36.6951133, 137.2145427 36.6953633)",,,,,,,,
"[118584329, 92691394, 118585196]",tertiary,True,False,40.091,"LINESTRING (137.2130094 36.6948689, 137.2129991 36.6948111, 137.2129813 36.6945869, 137.2129713 36.6945098)",13.0m以上,,,2,40,,yes,
75407914,unclassified,True,False,99.428,"LINESTRING (137.2145427 36.6953633, 137.2153226 36.6956474, 137.2155569 36.6957351)",,,,,,,,
"[118584713, 118585140, 118585942]",unclassified,False,False,38.635000000000005,"LINESTRING (137.2145427 36.6953633, 137.2145716 36.695315, 137.2145809 36.6953049, 137.2146919 36.6951212, 137.2147042 36.6950981, 137.2147232 36.6950483)",3.0m〜5.5m,,,,,,yes,
118585140,unclassified,False,True,53.181000000000004,"LINESTRING (137.2145427 36.6953633, 137.2145167 36.6954099, 137.2144798 36.6954761, 137.2143355 36.6958114)",3.0m〜5.5m,,,,,,,
118575519,residential,False,True,81.573,"LINESTRING (137.2176011 36.6916394, 137.2185153 36.6916675)",3.0m〜5.5m,,,,,,,
565190293,residential,False,True,32.492999999999995,"LINESTRING (137.2176011 36.6916394, 137.217582 36.691843, 137.2175738 36.6919308)",3.0m〜5.5m,,,,,,,
118575221,residential,False,True,52.565,"LINESTRING (137.2185153 36.6916675, 137.2191048 36.6916724)",3.0m〜5.5m,,,,,,,
118575519,residential,False,False,81.573,"LINESTRING (137.2185153 36.6916675, 137.2176011 36.6916394)",3.0m〜5.5m,,,,,,,
118574715,unclassified,False,False,39.195,"LINESTRING (137.2185153 36.6916675, 137.2184944 36.6919122, 137.2184841 36.6920191)",3.0m〜5.5m,,,,,,,
118575221,residential,False,False,52.565,"LINESTRING (137.2191048 36.6916724, 137.2185153 36.6916675)",3.0m〜5.5m,,,,,,,
216493746,trunk,False,False,42.609,"LINESTRING (137.2164281 36.6918413, 137.2169044 36.6918724)",,41,国道41号,2,50,yes,,
216493746,trunk,False,True,51.003,"LINESTRING (137.2164281 36.6918413, 137.2160235 36.6917935, 137.2158622 36.6917744)",,41,国道41号,2,50,yes,,
216493746,trunk,False,False,47.519,"LINESTRING (137.2169044 36.6918724, 137.2174341 36.6919195)",,41,国道41号,2,50,yes,,
216493746,trunk,False,True,42.609,"LINESTRING (137.2169044 36.6918724, 137.2164281 36.6918413)",,41,国道41号,2,50,yes,,
118574510,unclassified,False,True,64.175,"LINESTRING (137.2169044 36.6918724, 137.2168933 36.6919625, 137.216863 36.6924485)",3.0m〜5.5m,,,,,,,
216493746,trunk,False,True,29.976,"LINESTRING (137.217908 36.6919601, 137.2175738 36.6919308)",,41,国道41号,2,50,yes,,
