osmid,bridge,highway,oneway,reversed,length,lanes,name,maxspeed,geometry,ref,width,access
61185763,,residential,False,True,93.519,,,,"LINESTRING (139.9017079 35.7905496, 139.9017501 35.7905941, 139.9021331 35.790959, 139.9023742 35.7911939)",,,
686777200,,residential,False,True,87.885,,,,"LINESTRING (139.9017079 35.7905496, 139.9012031 35.7908918, 139.9009656 35.7910615)",,,
61186972,,residential,True,False,76.244,,,,"LINESTRING (139.9042326 35.7880447, 139.9042871 35.7880563, 139.9049493 35.788304, 139.905007 35.7883165)",,,
79292365,,tertiary,False,False,74.789,,,,"LINESTRING (139.9042326 35.7880447, 139.9043768 35.7875133, 139.9043941 35.7873856)",,,
79292365,,tertiary,False,True,75.125,,,,"LINESTRING (139.9042326 35.7880447, 139.9040864 35.7885965, 139.9040796 35.7886291, 139.9040582 35.7887053)",,,
43934309,,tertiary,False,True,48.658,,,,"LINESTRING (139.9043941 35.7873856, 139.9044659 35.7874438, 139.9044923 35.7874663, 139.9047663 35.7877023)",,,
79292365,,tertiary,False,False,141.382,,,,"LINESTRING (139.9043941 35.7873856, 139.9044083 35.7872761, 139.9044105 35.787208, 139.9044132 35.7870648, 139.9043917 35.7866601, 139.9043723 35.7865546, 139.9043569 35.7864904, 139.9043313 35.7864175, 139.9042642 35.7862673, 139.9041772 35.7861495)",,,
79292365,,tertiary,False,True,74.789,,,,"LINESTRING (139.9043941 35.7873856, 139.9043768 35.7875133, 139.9042326 35.7880447)",,,
741726429,,tertiary,False,True,29.486,,,,"LINESTRING (139.9043941 35.7873856, 139.9042823 35.7873108, 139.9041098 35.7872638)",,,
41964185,,tertiary,False,False,43.25,2,,,"LINESTRING (139.9041772 35.7861495, 139.9042958 35.7861524, 139.9044588 35.7861466, 139.9046479 35.7860999)",,,
79292365,,tertiary,False,False,29.39,,,,"LINESTRING (139.9041772 35.7861495, 139.9041141 35.7860822, 139.9040651 35.7860284, 139.9039805 35.7859388)",,,
79292365,,tertiary,False,True,141.382,,,,"LINESTRING (139.9041772 35.7861495, 139.9042642 35.7862673, 139.9043313 35.7864175, 139.9043569 35.7864904, 139.9043723 35.7865546, 139.9043917 35.7866601, 139.9044132 35.7870648, 139.9044105 35.787208, 139.9044083 35.7872761, 139.9043941 35.7873856)",,,
126082449,,tertiary,False,False,26.641,2,,,"LINESTRING (139.9041772 35.7861495, 139.9040751 35.7861457, 139.9038821 35.7861517)",,,
43934307,,residential,False,False,47.751999999999995,,,,"LINESTRING (139.9031089 35.7850947, 139.9030648 35.7851085, 139.9028667 35.7851604, 139.9026087 35.7852351)",,,
79292365,,tertiary,False,False,64.232,,,,"LINESTRING (139.9031089 35.7850947, 139.9027261 35.7848762, 139.9026235 35.7848042, 139.9025538 35.7847369)",,,
79292365,,tertiary,False,True,65.484,,,,"LINESTRING (139.9031089 35.7850947, 139.9033315 35.7852264, 139.9034576 35.7853156, 139.9035599 35.7854136, 139.90363 35.7854974)",,,
43934306,,residential,False,True,28.066,,,,"LINESTRING (139.9025538 35.7847369, 139.9025131 35.7847617, 139.9024982 35.7847708, 139.9024961 35.7848087, 139.9025309 35.7849642)",,,
79292365,,tertiary,False,False,97.61999999999999,,,,"LINESTRING (139.9025538 35.7847369, 139.902498 35.7846689, 139.9024886 35.7846575, 139.9024209 35.7845585, 139.9023483 35.7844314, 139.9022387 35.7842271, 139.9021724 35.7840961, 139.9021318 35.7840124, 139.9021011 35.7839418)",,,
79292365,,tertiary,False,True,64.232,,,,"LINESTRING (139.9025538 35.7847369, 139.9026235 35.7848042, 139.9027261 35.7848762, 139.9031089 35.7850947)",,,
79292365,,tertiary,False,True,97.62,,,,"LINESTRING (139.9021011 35.7839418, 139.9021318 35.7840124, 139.9021724 35.7840961, 139.9022387 35.7842271, 139.9023483 35.7844314, 139.9024209 35.7845585, 139.9024886 35.7846575, 139.902498 35.7846689, 139.9025538 35.7847369)",,,
295505775,,unclassified,True,False,39.697,,,,"LINESTRING (139.9021011 35.7839418, 139.9020266 35.7839616, 139.9017561 35.7840292, 139.901681 35.7840481)",,,
41964283,,unclassified,False,False,49.228,,,,"LINESTRING (139.90363 35.7854974, 139.9036804 35.7854694, 139.9041152 35.7852957)",,,
79292365,,tertiary,False,False,65.484,,,,"LINESTRING (139.90363 35.7854974, 139.9035599 35.7854136, 139.9034576 35.7853156, 139.9033315 35.7852264, 139.9031089 35.7850947)",,,
79292365,,tertiary,False,True,58.382999999999996,,,,"LINESTRING (139.90363 35.7854974, 139.9036572 35.7855316, 139.9039805 35.7859388)",,,
438120321,,residential,False,False,48.637,,,,"LINESTRING (139.8998556 35.7834923, 139.8998342 35.7834971, 139.899379 35.7836004, 139.8993366 35.7836108)",,,
41891104,,residential,False,False,53.536,,ふれあい通り,,"LINESTRING (139.8984291 35.7838586, 139.8985275 35.7843334)",,,
438120319,,residential,False,False,47.248000000000005,,,,"LINESTRING (139.8984291 35.7838586, 139.8983836 35.7838648, 139.8983108 35.7838827, 139.8980644 35.7839696, 139.8979369 35.784)",,,
438120319,,residential,False,True,46.519999999999996,,,,"LINESTRING (139.8984291 35.7838586, 139.8984746 35.783873, 139.8986518 35.7838673, 139.8987133 35.7838468, 139.8987749 35.7838186, 139.8988999 35.783748)",,,
41891104,,residential,False,True,53.536,,ふれあい通り,,"LINESTRING (139.8985275 35.7843334, 139.8984291 35.7838586)",,,
34157712,,residential,False,False,45.334999999999994,,,,"LINESTRING (139.8985275 35.7843334, 139.8987177 35.7846191, 139.8987762 35.7846872)",,,
34157712,,residential,False,True,45.915,,,,"LINESTRING (139.8985275 35.7843334, 139.8985713 35.7843227, 139.8990221 35.7842361)",,,
41891103,,residential,False,False,49.090999999999994,,,,"LINESTRING (139.8985275 35.7843334, 139.8984876 35.784347, 139.8980175 35.7844874)",,,
34157712,,residential,False,True,45.334999999999994,,,,"LINESTRING (139.8987762 35.7846872, 139.8987177 35.7846191, 139.8985275 35.7843334)",,,
310636275,,primary,True,False,87.372,1,松戸停車場線,,"LINESTRING (139.8987762 35.7846872, 139.8986714 35.7847084, 139.8986168 35.784717, 139.8984691 35.784767, 139.898239 35.784854, 139.898021 35.7849457, 139.89791 35.785022)",38,,
41891617,,residential,False,True,96.3,,パーキング通り,,"LINESTRING (139.8998272 35.7849502, 139.9001064 35.7856858, 139.9001233 35.7857252, 139.9001455 35.7857768)",,,
310636442,,residential,True,False,69.902,,,,"LINESTRING (139.8998272 35.7849502, 139.8997535 35.7849625, 139.8991107 35.7850858, 139.8990728 35.7850938)",,,
41891615,,residential,True,False,46.2,,高砂通り,,"LINESTRING (139.8990728 35.7850938, 139.8989862 35.7849862, 139.8989129 35.7848889, 139.8988529 35.7847928, 139.8988123 35.7847365)",,,
310636442,,residential,True,False,43.899,,,,"LINESTRING (139.8990728 35.7850938, 139.899023 35.785103, 139.8989373 35.7851198, 139.8986705 35.7851779, 139.8986021 35.7851939)",,,
41891616,,residential,True,False,79.245,,,,"LINESTRING (139.8986021 35.7851939, 139.8987699 35.785421, 139.8990537 35.7858052)",,,
310636442,,residential,True,False,43.594,,,,"LINESTRING (139.8986021 35.7851939, 139.8982313 35.7853548, 139.8981769 35.7853802)",,,
310632499,,primary,False,True,82.399,2,流山街道,,"LINESTRING (139.8981769 35.7853802, 139.8986496 35.7860143)",5,,
126174853,,residential,True,False,54.493,,,,"LINESTRING (139.8981769 35.7853802, 139.8981147 35.7854064, 139.8976848 35.7856634)",,,
310632499,,primary,False,False,46.546,2,流山街道,,"LINESTRING (139.8981769 35.7853802, 139.897996 35.7851319, 139.89791 35.785022)",5,,
126174853,,residential,True,False,112.04400000000001,,,,"LINESTRING (139.8976848 35.7856634, 139.8979839 35.7860746, 139.8983245 35.7865271)",,,
61187296,,tertiary,False,True,38.918,,,,"LINESTRING (139.898397 35.7866346, 139.8980269 35.7868145)",,,
61185756,,residential,False,True,88.252,,,,"LINESTRING (139.898397 35.7866346, 139.8984232 35.786672, 139.8989015 35.7873146)",,,
70548002,,tertiary,False,False,55.116,,松の木通り,,"LINESTRING (139.898397 35.7866346, 139.8987922 35.7864394, 139.8989188 35.7863767)",,,
61187296,,tertiary,False,False,38.918,,,,"LINESTRING (139.8980269 35.7868145, 139.898397 35.7866346)",,,
34157714,,residential,False,True,85.785,,,,"LINESTRING (139.8980269 35.7868145, 139.8980503 35.7868565, 139.898479 35.7874931)",,,
"[61187296, 61893518, 611747535]",yes,tertiary,False,True,25.264999999999997,,,,"LINESTRING (139.8980269 35.7868145, 139.8980009 35.7868323, 139.8978681 35.7869578, 139.8978457 35.7869868)",,,
612124126,,residential,False,False,28.978,,,,"LINESTRING (139.8979618 35.788888, 139.8981724 35.7886912)",,,
61893517,,residential,False,True,136.77200000000002,,,,"LINESTRING (139.8979618 35.788888, 139.8984473 35.7893689, 139.8985948 35.7894777, 139.8987088 35.7895332, 139.8988422 35.7895718, 139.8990335 35.7895977, 139.8991139 35.7896115)",,,
310632551,,tertiary,False,True,40.237,,,,"LINESTRING (139.8978035 35.7905711, 139.8980019 35.7908952)",,,
310632551,,tertiary,False,False,40.237,,,,"LINESTRING (139.8980019 35.7908952, 139.8978035 35.7905711)",,,
310632551,,tertiary,False,True,69.33500000000001,,,,"LINESTRING (139.8980019 35.7908952, 139.8982585 35.7913191, 139.8983305 35.7913707, 139.8984064 35.7914106)",,,
729217341,,primary,False,False,54.803,2,流山街道,,"LINESTRING (139.8980891 35.7923331, 139.8982507 35.791858)",5,,
41964185,,tertiary,False,False,19.259,2,,,"LINESTRING (139.9046479 35.7860999, 139.9048461 35.7860355)",,,
41964185,,tertiary,False,True,43.25,2,,,"LINESTRING (139.9046479 35.7860999, 139.9044588 35.7861466, 139.9042958 35.7861524, 139.9041772 35.7861495)",,,
41964185,,tertiary,False,True,34.167,2,,,"LINESTRING (139.9051977 35.7859212, 139.9048461 35.7860355)",,,
41964185,,tertiary,False,False,129.999,2,,,"LINESTRING (139.9051977 35.7859212, 139.9052755 35.7858951, 139.9065468 35.7855101)",,,
136468363,,residential,True,False,52.440999999999995,,,,"LINESTRING (139.9051977 35.7859212, 139.9052307 35.7858644, 139.9053415 35.7857323, 139.9054388 35.7856285, 139.9054918 35.785578, 139.9055394 35.7855427)",,,
41964185,,tertiary,False,False,38.284,2,,,"LINESTRING (139.9065468 35.7855101, 139.9069452 35.7853914)",,,
41964185,,tertiary,False,True,129.999,2,,,"LINESTRING (139.9065468 35.7855101, 139.9052755 35.7858951, 139.9051977 35.7859212)",,,
41964185,,tertiary,False,True,44.251000000000005,2,,,"LINESTRING (139.9074052 35.7852533, 139.9070189 35.7853664, 139.9069452 35.7853914)",,,
65603770,,residential,False,True,100.541,,,,"LINESTRING (139.9074052 35.7852533, 139.9074095 35.7852981, 139.9074749 35.7858538, 139.9071048 35.7858756)",,,
40191416,,tertiary,False,False,77.386,,,,"LINESTRING (139.9040582 35.7887053, 139.9041165 35.7887158, 139.9044212 35.7887744, 139.9048949 35.7888591)",,,
79292365,,tertiary,False,False,75.125,,,,"LINESTRING (139.9040582 35.7887053, 139.9040796 35.7886291, 139.9040864 35.7885965, 139.9042326 35.7880447)",,,
79292365,,tertiary,False,True,290.569,,,,"LINESTRING (139.9040582 35.7887053, 139.9040139 35.7888697, 139.9039408 35.7891472, 139.9039187 35.7892563, 139.9038992 35.7894023, 139.9038979 35.7895922, 139.903921 35.7897596, 139.9039415 35.7898596, 139.9040931 35.7904851, 139.9041736 35.7908214, 139.9042557 35.7911885, 139.9042762 35.7912778)",,,
40191416,,tertiary,False,False,63.357000000000006,,,,"LINESTRING (139.9076491 35.7891828, 139.9079279 35.7891557, 139.9081384 35.7891399, 139.9082013 35.7891285, 139.9083429 35.7891004)",,,
40191416,,tertiary,False,True,85.90100000000001,,,,"LINESTRING (139.9076491 35.7891828, 139.9074351 35.7891837, 139.9072278 35.7891781, 139.9069672 35.7891496, 139.9067025 35.7891157)",,,
68195164,,residential,False,False,73.167,,,,"LINESTRING (139.9076491 35.7891828, 139.9076687 35.7893473, 139.9076641 35.7893714, 139.9073068 35.7895622, 139.9071644 35.7895994)",,,
40191416,,tertiary,False,False,76.173,,,,"LINESTRING (139.9058673 35.7890145, 139.9061548 35.7890466, 139.9067025 35.7891157)",,,
40191416,,tertiary,False,True,89.449,,,,"LINESTRING (139.9058673 35.7890145, 139.9057301 35.7889961, 139.905524 35.7889719, 139.9053796 35.7889499, 139.9048949 35.7888591)",,,
41233270,,residential,False,False,38.973,,,,"LINESTRING (139.9058673 35.7890145, 139.905816 35.7893299, 139.9058074 35.7893615)",,,
41233270,,residential,False,False,108.75,,,,"LINESTRING (139.9058074 35.7893615, 139.9057908 35.7894012, 139.9057356 35.789464, 139.905675 35.7895148, 139.9055922 35.7895818, 139.9055653 35.789634, 139.9055338 35.7898124, 139.9055359 35.7899506, 139.9054359 35.7902585)",,,
41233270,,residential,False,True,38.973,,,,"LINESTRING (139.9058074 35.7893615, 139.905816 35.7893299, 139.9058673 35.7890145)",,,
65604630,,residential,False,False,58.669,,,,"LINESTRING (139.9058074 35.7893615, 139.9060042 35.7895305, 139.906142 35.7896822, 139.9061268 35.7897882)",,,
68195646,,residential,False,False,45.138,,,,"LINESTRING (139.9054359 35.7902585, 139.9059187 35.7903653)",,,
41233270,,residential,False,False,88.578,,,,"LINESTRING (139.9054359 35.7902585, 139.9053309 35.7905307, 139.9052571 35.7906526, 139.9050135 35.790972)",,,
41233270,,residential,False,True,108.75,,,,"LINESTRING (139.9054359 35.7902585, 139.9055359 35.7899506, 139.9055338 35.7898124, 139.9055653 35.789634, 139.9055922 35.7895818, 139.905675 35.7895148, 139.9057356 35.789464, 139.9057908 35.7894012, 139.9058074 35.7893615)",,,
41233270,,residential,False,False,79.39699999999999,,,,"LINESTRING (139.9050135 35.790972, 139.9049372 35.7910699, 139.9046621 35.7914376, 139.9045746 35.7915481, 139.9045484 35.7915781)",,,
41233270,,residential,False,True,88.578,,,,"LINESTRING (139.9050135 35.790972, 139.9052571 35.7906526, 139.9053309 35.7905307, 139.9054359 35.7902585)",,,
68195644,,residential,False,False,45.428000000000004,,,,"LINESTRING (139.9050135 35.790972, 139.9051899 35.7910627, 139.9053044 35.7911111, 139.9053611 35.791128, 139.9054647 35.7911432)",,,
41233270,,residential,False,True,79.397,,,,"LINESTRING (139.9045484 35.7915781, 139.9045746 35.7915481, 139.9046621 35.7914376, 139.9049372 35.7910699, 139.9050135 35.790972)",,,
79292365,,tertiary,False,False,43.472,,,,"LINESTRING (139.9045484 35.7915781, 139.9044996 35.7915504, 139.9043948 35.7914895, 139.9043538 35.7914557, 139.9043313 35.7914274, 139.904308 35.7913893, 139.9042977 35.7913554, 139.9042762 35.7912778)",,,
709103211,,unclassified,False,True,6.267,,,,"LINESTRING (139.9085395 35.7920349, 139.9085509 35.7920905)",,,
673567872,,tertiary,False,False,78.267,2,,,"LINESTRING (139.9085395 35.7920349, 139.9083712 35.7920841, 139.9081617 35.7921409, 139.9077285 35.7922419, 139.907712 35.7922459)",,,
709103211,,unclassified,False,False,58.00099999999999,,,,"LINESTRING (139.9085395 35.7920349, 139.9085248 35.7919763, 139.9084855 35.7918942, 139.908423 35.7917892, 139.9083686 35.7917169, 139.9083293 35.7916622, 139.9082525 35.7915726)",,,
673567872,,tertiary,False,True,78.267,2,,,"LINESTRING (139.907712 35.7922459, 139.9077285 35.7922419, 139.9081617 35.7921409, 139.9083712 35.7920841, 139.9085395 35.7920349)",,,
41891615,,residential,True,False,48.05,,高砂通り,,"LINESTRING (139.8997245 35.7859835, 139.8996772 35.7859183, 139.8994545 35.785611)",,,
70548002,,tertiary,False,False,44.389,,松の木通り,,"LINESTRING (139.8997245 35.7859835, 139.899784 35.7859543, 139.9000707 35.7858135, 139.9001455 35.7857768)",,,
70548002,,tertiary,False,True,42.312,,松の木通り,,"LINESTRING (139.8997245 35.7859835, 139.8996662 35.786012, 139.8995058 35.7860906, 139.8993207 35.7861771)",,,
41891618,,residential,True,False,42.376,,,,"LINESTRING (139.9002552 35.786699, 139.9006541 35.7864977)",,,
41891615,,residential,True,False,92.851,,高砂通り,,"LINESTRING (139.9002552 35.786699, 139.900012 35.7863713, 139.8997512 35.78602, 139.8997245 35.7859835)",,,
41891616,,residential,True,False,92.937,,,,"LINESTRING (139.8993207 35.7861771, 139.8993524 35.7862175, 139.899853 35.7868927)",,,
70548002,,tertiary,False,False,42.312,,松の木通り,,"LINESTRING (139.8993207 35.7861771, 139.8995058 35.7860906, 139.8996662 35.786012, 139.8997245 35.7859835)",,,
70548002,,tertiary,False,True,42.507999999999996,,松の木通り,,"LINESTRING (139.8993207 35.7861771, 139.8990338 35.7863213, 139.8989188 35.7863767)",,,
41891618,,residential,True,False,42.191,,,,"LINESTRING (139.899853 35.7868927, 139.9002552 35.786699)",,,
41891616,,residential,True,False,89.166,,,,"LINESTRING (139.899853 35.7868927, 139.9003426 35.7875558, 139.9003658 35.7875778)",,,
41891617,,residential,False,False,92.42599999999999,,パーキング通り,,"LINESTRING (139.9006541 35.7864977, 139.9001716 35.7858296, 139.9001455 35.7857768)",,,
41891618,,residential,True,False,44.06,,,,"LINESTRING (139.9006541 35.7864977, 139.900696 35.7865021, 139.9010317 35.7865937, 139.9011188 35.7866178)",,,
