osmid,highway,oneway,reversed,length,geometry,lanes,ref,name,bridge,maxspeed
154898722,residential,False,True,156.407,"LINESTRING (130.5021846 33.2088491, 130.5021065 33.2088969, 130.502038 33.2089387, 130.50163 33.2092844, 130.5012176 33.2097238, 130.5011296 33.2098355, 130.5010794 33.2098993)",,,,,
169524698,trunk,False,False,117.696,"LINESTRING (130.5021846 33.2088491, 130.5021378 33.2093183, 130.5020398 33.2097219, 130.5020222 33.2097688, 130.5019768 33.2098896)",2,209,国道209号,,
169524698,trunk,False,True,21.461,"LINESTRING (130.5021846 33.2088491, 130.5021882 33.2087873, 130.5021952 33.2086563)",2,209,国道209号,,
154900236,residential,False,False,86.357,"LINESTRING (130.5009907 33.2127386, 130.5010345 33.2127538, 130.5012084 33.2128142, 130.5012936 33.2128471, 130.5016031 33.2131554, 130.5016863 33.2132248)",,,,,
"[154955092, 154955087]",trunk,False,False,48.009,"LINESTRING (130.5009907 33.2127386, 130.5009334 33.212903, 130.5008419 33.213152)",2,209,国道209号,yes,
169524698,trunk,False,True,51.745999999999995,"LINESTRING (130.5009907 33.2127386, 130.5011302 33.2123356, 130.5011454 33.2122916)",2,209,国道209号,,
154896793,residential,False,True,167.249,"LINESTRING (130.5007694 33.2155498, 130.500716 33.2155536, 130.4989779 33.215676)",,,,,
154955087,trunk,False,False,110.96100000000001,"LINESTRING (130.5007694 33.2155498, 130.5008035 33.2159374, 130.5008201 33.2163652, 130.5008173 33.2164617, 130.5008271 33.216546)",2,209,国道209号,,
154955087,trunk,False,True,117.126,"LINESTRING (130.5007694 33.2155498, 130.5007574 33.2153244, 130.5007088 33.214576, 130.5007037 33.2144979)",2,209,国道209号,,
154896546,unclassified,False,True,88.962,"LINESTRING (130.5008271 33.216546, 130.500897 33.2165383, 130.5017648 33.2164433, 130.5017751 33.2164412)",1,,,,
154955087,trunk,False,True,110.96100000000001,"LINESTRING (130.5008271 33.216546, 130.5008173 33.2164617, 130.5008201 33.2163652, 130.5008035 33.2159374, 130.5007694 33.2155498)",2,209,国道209号,,
61671665,tertiary,False,False,63.205000000000005,"LINESTRING (130.5069194 33.2104902, 130.5069204 33.2103733, 130.5069241 33.2099218)",2,,けやき通り,,
61671665,tertiary,False,True,159.601,"LINESTRING (130.5069194 33.2104902, 130.5069185 33.2106106, 130.5069113 33.211558, 130.506911 33.2116016, 130.5069085 33.2119255)",2,,けやき通り,,
154897263,tertiary,False,False,127.61500000000001,"LINESTRING (130.5069194 33.2104902, 130.5067862 33.2104516, 130.5056233 33.2101144)",2,,諏訪通り,,
61671665,tertiary,False,True,129.0,"LINESTRING (130.5069337 33.2087617, 130.506933 33.2088476, 130.506926 33.2096895, 130.5069241 33.2099218)",2,,けやき通り,,
340619582,secondary,False,False,16.471,"LINESTRING (130.5069337 33.2087617, 130.5068303 33.2087572, 130.5067569 33.208754)",2,793,柳瀬筑後線,,40
61671668,secondary,False,False,124.12100000000001,"LINESTRING (130.5021952 33.2086563, 130.5020626 33.2086535, 130.5008615 33.2086278)",2,706,筑後城島線,,40
169524698,trunk,False,False,21.461,"LINESTRING (130.5021952 33.2086563, 130.5021882 33.2087873, 130.5021846 33.2088491)",2,209,国道209号,,
169524698,trunk,False,True,82.13900000000001,"LINESTRING (130.5021952 33.2086563, 130.502201 33.2085444, 130.5022335 33.2079183)",2,209,国道209号,,
340619582,secondary,False,True,22.57,"LINESTRING (130.5021952 33.2086563, 130.5023523 33.20866, 130.5024377 33.208662)",2,793,柳瀬筑後線,,40
154895915,secondary,False,False,10.199,"LINESTRING (130.4977908 33.2084949, 130.4977511 33.2085804)",,723,羽犬塚停車場線,,
