osmid,highway,oneway,reversed,length,lanes,ref,name,maxspeed,geometry,tunnel
115828839,residential,False,False,31.403,,,,,"LINESTRING (133.6144146 34.7946554, 133.6147516 34.7945991)",
115828839,residential,False,True,8.641,,,,,"LINESTRING (133.6144146 34.7946554, 133.6143224 34.7946729)",
627020887,trunk,True,False,167.72199999999998,2,180;313,国道180号,50,"LINESTRING (133.6144146 34.7946554, 133.6142722 34.7942814, 133.6141297 34.7939065, 133.6138502 34.7932201)",
84962860,tertiary,False,False,9.151,2,,,40,"LINESTRING (133.6168814 34.7902125, 133.6168574 34.7901326)",
84962860,tertiary,False,True,46.88,2,,,40,"LINESTRING (133.6168814 34.7902125, 133.617018 34.7906189)",
771354823,residential,False,True,35.451,,,,,"LINESTRING (133.6168814 34.7902125, 133.6167062 34.790497)",
115828750,secondary,False,False,9.449,2,196,高梁停車場線,,"LINESTRING (133.6122451 34.7900973, 133.612149 34.7901288)",
115828750,secondary,False,True,96.258,2,196,高梁停車場線,,"LINESTRING (133.6122451 34.7900973, 133.6125069 34.7899869, 133.6131828 34.7897019)",
84962860,tertiary,False,False,73.04,2,,,40,"LINESTRING (133.6171625 34.7912626, 133.6171498 34.7910835, 133.6171174 34.7909278, 133.617018 34.7906189)",
84962860,tertiary,False,True,95.423,2,,,40,"LINESTRING (133.6171625 34.7912626, 133.6170056 34.7918458, 133.6169753 34.7921055)",
115828705,tertiary,False,False,76.095,,,,,"LINESTRING (133.6171625 34.7912626, 133.617012 34.7912677, 133.6168284 34.7912229, 133.6166106 34.7911697, 133.616447 34.7911102, 133.6163777 34.7910698)",
683045142,residential,False,True,37.418,,,,,"LINESTRING (133.6171625 34.7912626, 133.6173123 34.7912301, 133.6175669 34.7912386)",
84962860,tertiary,False,False,46.88,2,,,40,"LINESTRING (133.617018 34.7906189, 133.6168814 34.7902125)",
115828808,residential,False,False,31.535,,,,,"LINESTRING (133.617018 34.7906189, 133.6167062 34.790497)",
84962860,tertiary,False,True,73.04,2,,,40,"LINESTRING (133.617018 34.7906189, 133.6171174 34.7909278, 133.6171498 34.7910835, 133.6171625 34.7912626)",
115828808,residential,False,True,51.68299999999999,,,,,"LINESTRING (133.617018 34.7906189, 133.6171935 34.7906751, 133.6174469 34.7907653, 133.6175377 34.7908024)",
84962860,tertiary,False,True,81.085,2,,,40,"LINESTRING (133.6169753 34.7921055, 133.6170412 34.7928327)",
84962860,tertiary,False,False,95.423,2,,,40,"LINESTRING (133.6169753 34.7921055, 133.6170056 34.7918458, 133.6171625 34.7912626)",
115828863,residential,False,False,83.065,1,,,20,"LINESTRING (133.6169753 34.7921055, 133.6174056 34.7921893, 133.617863 34.7922683)",
115828863,residential,False,True,83.917,1,,,20,"LINESTRING (133.6169753 34.7921055, 133.6164496 34.791979, 133.6160811 34.7919425)",
115828839,residential,False,False,50.197,,,,,"LINESTRING (133.6172353 34.7943437, 133.6177837 34.7943124)",
115828839,residential,False,True,106.512,,,,,"LINESTRING (133.6172353 34.7943437, 133.6170156 34.7943488, 133.6167439 34.7943731, 133.6167169 34.7943755, 133.6160745 34.7944328)",
681848661,tertiary,False,True,169.012,2,,,40,"LINESTRING (133.6172353 34.7943437, 133.6171804 34.7939664, 133.6171236 34.7936004, 133.6171115 34.7935123, 133.6170747 34.7932723, 133.6170412 34.7928327)",
84962860,tertiary,False,False,81.085,2,,,40,"LINESTRING (133.6170412 34.7928327, 133.6169753 34.7921055)",
681848661,tertiary,False,False,169.012,2,,,40,"LINESTRING (133.6170412 34.7928327, 133.6170747 34.7932723, 133.6171115 34.7935123, 133.6171236 34.7936004, 133.6171804 34.7939664, 133.6172353 34.7943437)",
681848662,tertiary,False,False,83.534,2,,,40,"LINESTRING (133.6170412 34.7928327, 133.6167693 34.7928389, 133.6161757 34.7929001, 133.6161317 34.7929057)",
683045144,unclassified,False,True,42.842,2,,,20,"LINESTRING (133.6170412 34.7928327, 133.6172071 34.7928477, 133.6175009 34.7927894)",
84962860,tertiary,False,True,19.593,2,,,40,"LINESTRING (133.616574 34.7893918, 133.6166662 34.7895509)",
84962860,tertiary,False,False,109.059,2,,,40,"LINESTRING (133.616574 34.7893918, 133.6165176 34.7893306, 133.6162232 34.7890111, 133.6158489 34.7886125)",
115828771,residential,False,False,157.96800000000002,,,,,"LINESTRING (133.616574 34.7893918, 133.616859 34.7893952, 133.6173593 34.7898367, 133.6177575 34.790283, 133.6177723 34.7903106)",
84962860,tertiary,False,False,19.593,2,,,40,"LINESTRING (133.6166662 34.7895509, 133.616574 34.7893918)",
84962860,tertiary,False,True,66.997,2,,,40,"LINESTRING (133.6166662 34.7895509, 133.6168574 34.7901326)",
115828666,residential,False,True,149.881,,,,,"LINESTRING (133.6166662 34.7895509, 133.6164664 34.7895492, 133.616249 34.7895068, 133.6157361 34.7893844, 133.6156423 34.7893685, 133.6155376 34.78935, 133.61543 34.7893277, 133.6151871 34.7892893, 133.6150645 34.7892852)",
115828750,secondary,False,False,130.041,2,196,高梁停車場線,,"LINESTRING (133.6150144 34.788948, 133.6137439 34.7894762)",
115828750,secondary,False,True,84.848,2,196,高梁停車場線,,"LINESTRING (133.6150144 34.788948, 133.6158489 34.7886125)",
115828786,unclassified,False,True,37.774,,,,,"LINESTRING (133.6150144 34.788948, 133.6150334 34.7890766, 133.6150645 34.7892852)",
683482540,unclassified,True,False,204.674,2,,,30,"LINESTRING (133.6150144 34.788948, 133.61497 34.7888338, 133.6149419 34.7887687, 133.6149041 34.7886643, 133.614869 34.7885861, 133.6148275 34.7884805, 133.6147814 34.7883751, 133.6147316 34.7882774, 133.6146999 34.7881981, 133.6144654 34.7877153, 133.6142337 34.7872235)",
115828750,secondary,False,False,84.848,2,196,高梁停車場線,,"LINESTRING (133.6158489 34.7886125, 133.6150144 34.788948)",
84962860,tertiary,False,True,109.05900000000001,2,,,40,"LINESTRING (133.6158489 34.7886125, 133.6162232 34.7890111, 133.6165176 34.7893306, 133.616574 34.7893918)",
686571583,unclassified,True,False,77.44099999999999,,,,,"LINESTRING (133.6158489 34.7886125, 133.6159176 34.7885989, 133.615972 34.7885708, 133.6159846 34.7885487, 133.6159866 34.7885245, 133.6159763 34.7884891, 133.6158778 34.7883867, 133.6158477 34.788367, 133.6158144 34.7883604, 133.6157755 34.7883652, 133.6157555 34.7883849, 133.615745 34.7884092, 133.6157511 34.788436, 133.6158049 34.788493, 133.6158326 34.7885285, 133.6158489 34.7886125)",
115828758,residential,False,False,58.235,2,,,30,"LINESTRING (133.6118345 34.7873781, 133.6121134 34.7872798, 133.6124174 34.7871658)",
