osmid,highway,oneway,reversed,length,geometry,lanes,ref,name,maxspeed,tunnel,width
51190614,unclassified,False,False,31.666,"LINESTRING (137.7025091 35.0679419, 137.7028562 35.0679221)",,,,,,
51190614,unclassified,False,True,46.45,"LINESTRING (137.7025091 35.0679419, 137.7020003 35.0679748)",,,,,,
51190616,unclassified,False,False,97.27700000000002,"LINESTRING (137.7025091 35.0679419, 137.7024972 35.0678891, 137.7024673 35.0677267, 137.7024449 35.0674561, 137.7024537 35.0672892, 137.7024657 35.0672624, 137.7025144 35.067232, 137.7026381 35.0671899, 137.7026656 35.0671696)",,,,,,
51190617,unclassified,False,False,46.384,"LINESTRING (137.7025091 35.0679419, 137.7025214 35.0680302, 137.7024751 35.068304, 137.7024915 35.0683541)",,,,,,
51190611,trunk,False,False,54.235,"LINESTRING (137.7003799 35.0679781, 137.7003248 35.0682123, 137.700263 35.0683518, 137.7002039 35.0684403)",2,151,国道151号,50,,
51190614,unclassified,False,False,41.366,"LINESTRING (137.7003799 35.0679781, 137.7005231 35.0679972, 137.7008282 35.0680394)",,,,,,
51190614,unclassified,False,False,106.99,"LINESTRING (137.7008282 35.0680394, 137.7009751 35.0680433, 137.7011701 35.0680301, 137.7020003 35.0679748)",,,,,,
51190614,unclassified,False,True,41.366,"LINESTRING (137.7008282 35.0680394, 137.7005231 35.0679972, 137.7003799 35.0679781)",,,,,,
116560178,residential,False,True,109.73400000000001,"LINESTRING (137.7008282 35.0680394, 137.70082 35.0680829, 137.7008195 35.06814, 137.7008637 35.0684671, 137.7008422 35.068623, 137.7008127 35.0688315, 137.7008062 35.0690213)",,,,,,
51190616,unclassified,False,False,46.30500000000001,"LINESTRING (137.7026656 35.0671696, 137.7026796 35.0671389, 137.7026966 35.0669745, 137.702719 35.0667566)",,,,,,
51190616,unclassified,False,True,97.277,"LINESTRING (137.7026656 35.0671696, 137.7026381 35.0671899, 137.7025144 35.067232, 137.7024657 35.0672624, 137.7024537 35.0672892, 137.7024449 35.0674561, 137.7024673 35.0677267, 137.7024972 35.0678891, 137.7025091 35.0679419)",,,,,,
116561155,residential,False,True,115.31,"LINESTRING (137.7026656 35.0671696, 137.7027121 35.0671847, 137.7029397 35.0672685, 137.7031114 35.0673255, 137.7030926 35.0674353, 137.7030631 35.0675692, 137.7030014 35.0677053, 137.7028714 35.0678842, 137.7028562 35.0679221)",,,,,,
51190612,unclassified,False,False,64.84299999999999,"LINESTRING (137.7024915 35.0683541, 137.7025328 35.0683408, 137.7026089 35.0683297, 137.7026863 35.0683029, 137.702736 35.0682673, 137.7027872 35.0681776, 137.7028392 35.067995, 137.7028562 35.0679221)",,,,,,
51190612,unclassified,False,True,133.195,"LINESTRING (137.7024915 35.0683541, 137.7024563 35.0683847, 137.7024309 35.0684363, 137.7023604 35.0688078, 137.702335 35.0688918, 137.7023122 35.068961, 137.7023008 35.0690367, 137.7023051 35.0693353, 137.7023363 35.0694489, 137.7023704 35.0695182)",,,,,,
