osmid,lanes,ref,name,highway,oneway,reversed,length,maxspeed,access,geometry
43060805,2,114,川越越生線,secondary,False,False,9.135,,,"LINESTRING (139.391759 35.935889, 139.3916695 35.9359277)"
43060805,2,114,川越越生線,secondary,False,True,123.719,,,"LINESTRING (139.391759 35.935889, 139.3929536 35.9353391)"
127943099,2,407,坂戸バイパス,trunk,True,False,87.993,60,yes,"LINESTRING (139.391759 35.935889, 139.3915619 35.9355498, 139.3912816 35.9352006)"
128205907,1,,,residential,False,True,73.371,,,"LINESTRING (139.3912816 35.9352006, 139.3917381 35.934654)"
127943099,2,407,坂戸バイパス,trunk,True,False,112.785,60,yes,"LINESTRING (139.3912816 35.9352006, 139.3909094 35.9348295, 139.3905021 35.9345213, 139.3904185 35.9344701)"
406673325,,,,residential,False,False,64.988,,,"LINESTRING (139.3884999 35.9385474, 139.38922 35.9385882)"
1150083163,,,日光脇往還,tertiary,False,False,17.411,,,"LINESTRING (139.3884999 35.9385474, 139.3884663 35.9383932)"
43060805,2,114,川越越生線,secondary,False,False,87.322,,,"LINESTRING (139.3978653 35.9330175, 139.3970269 35.9334123)"
481043306,,,,tertiary,False,True,332.038,,,"LINESTRING (139.3978653 35.9330175, 139.3972123 35.9323887, 139.396962 35.9321203, 139.3966046 35.9317369, 139.3956077 35.9306575)"
43060805,2,114,川越越生線,secondary,False,False,123.719,,,"LINESTRING (139.3929536 35.9353391, 139.391759 35.935889)"
128207480,,,,tertiary,False,True,90.146,,,"LINESTRING (139.3929536 35.9353391, 139.393771 35.9358073)"
43060805,2,114,川越越生線,secondary,False,True,211.074,,,"LINESTRING (139.3929536 35.9353391, 139.393837 35.9349142, 139.3942954 35.9346937, 139.3945932 35.9345505, 139.3948827 35.9344137, 139.3949709 35.934372)"
128207480,,,,tertiary,False,False,133.339,,,"LINESTRING (139.3929536 35.9353391, 139.3922861 35.9349629, 139.3917381 35.934654)"
43060805,2,114,川越越生線,secondary,False,True,9.135,,,"LINESTRING (139.3916695 35.9359277, 139.391759 35.935889)"
593607699,,114,,secondary,False,True,76.91,,,"LINESTRING (139.3916695 35.9359277, 139.3909311 35.9362755)"
53470453,2,407,坂戸バイパス,trunk,True,False,83.40899999999999,60,yes,"LINESTRING (139.3916695 35.9359277, 139.3917889 35.9362087, 139.3919374 35.9366454)"
128205945,1,,,unclassified,False,False,72.233,,,"LINESTRING (139.3943721 35.9361671, 139.3951341 35.9359638)"
128205945,1,,,unclassified,False,True,63.49,,,"LINESTRING (139.3943721 35.9361671, 139.3937067 35.9363562)"
128207480,,,,tertiary,False,True,112.59,,,"LINESTRING (139.3943721 35.9361671, 139.3952209 35.9369107)"
128207480,,,,tertiary,False,False,67.337,,,"LINESTRING (139.3943721 35.9361671, 139.3941107 35.9359984, 139.393771 35.9358073)"
389840226,,,,residential,False,True,58.568,,,"LINESTRING (139.397531 35.9374812, 139.3970939 35.9370911)"
37588333,2,,,tertiary,False,False,112.467,,,"LINESTRING (139.397531 35.9374812, 139.3983784 35.9368481, 139.3984493 35.9367955)"
"[600501298, 37588333]",2,,,tertiary,False,True,111.237,,,"LINESTRING (139.397531 35.9374812, 139.3970806 35.9378175, 139.3966249 35.9381613)"
128207480,,,,tertiary,False,False,187.924,,,"LINESTRING (139.3966249 35.9381613, 139.3952209 35.9369107)"
600501298,2,,,tertiary,False,True,39.148,,,"LINESTRING (139.3966249 35.9381613, 139.396303 35.938398)"
"[600501298, 37588333]",2,,,tertiary,False,False,111.237,,,"LINESTRING (139.3966249 35.9381613, 139.3970806 35.9378175, 139.397531 35.9374812)"
128207499,1,,,residential,False,False,61.549,,,"LINESTRING (139.3953687 35.9390632, 139.3950011 35.9385965)"
600501298,2,,,tertiary,False,False,31.75,,,"LINESTRING (139.3953687 35.9390632, 139.3956314 35.9388727)"
593607696,2,114,川越越生線,secondary,False,False,44.883,,,"LINESTRING (139.3882606 35.9374633, 139.3878575 35.9377008)"
1150083163,,,日光脇往還,tertiary,False,True,105.046,,,"LINESTRING (139.3882606 35.9374633, 139.3884663 35.9383932)"
593607696,2,114,川越越生線,secondary,False,True,156.272,,,"LINESTRING (139.3882606 35.9374633, 139.3888219 35.9372185, 139.3897944 35.9368054)"
1150083163,,,日光脇往還,tertiary,False,False,134.91199999999998,,,"LINESTRING (139.3882606 35.9374633, 139.3882302 35.9371361, 139.3881346 35.9366887, 139.3879895 35.9362739)"
593607696,2,114,川越越生線,secondary,False,True,2.662,,,"LINESTRING (139.3878336 35.9377149, 139.3878575 35.9377008)"
128205899,1,,,residential,False,False,235.361,,,"LINESTRING (139.3934551 35.9303005, 139.3929197 35.9306992, 139.3926142 35.9310256, 139.3924517 35.931283, 139.3922658 35.9315827, 139.392052 35.932045)"
128205953,1,,,residential,False,False,176.383,,,"LINESTRING (139.3934551 35.9303005, 139.3936691 35.9304906, 139.3939355 35.9307272, 139.3942737 35.9310827, 139.3946169 35.931569)"
128205955,1,,,residential,False,True,117.691,,,"LINESTRING (139.3902333 35.9305761, 139.3903448 35.9306078, 139.3905681 35.9306426, 139.3907779 35.9306754, 139.3915123 35.9307899)"
432520243,,,,unclassified,False,True,313.265,,,"LINESTRING (139.3902333 35.9305761, 139.3900784 35.9307422, 139.3900476 35.9307846, 139.3899738 35.9309084, 139.3899121 35.931005, 139.3898116 35.9312993, 139.3897686 35.9313699, 139.3897137 35.931435, 139.389652 35.9315241, 139.3896345 35.9315632, 139.3894186 35.9325079, 139.3894039 35.9325492, 139.389361 35.9326035, 139.3891637 35.9332221)"
481043306,,,,tertiary,False,True,25.662,,,"LINESTRING (139.3956077 35.9306575, 139.3954355 35.9304736)"
128205902,1,,,residential,False,False,78.49799999999999,,,"LINESTRING (139.3956077 35.9306575, 139.3955038 35.9307184, 139.3954395 35.9308253, 139.3954181 35.931116, 139.3954519 35.931306)"
481043306,,,,tertiary,False,False,332.03799999999995,,,"LINESTRING (139.3956077 35.9306575, 139.3966046 35.9317369, 139.396962 35.9321203, 139.3972123 35.9323887, 139.3978653 35.9330175)"
593607697,1,,,unclassified,False,True,344.31,,,"LINESTRING (139.3915123 35.9307899, 139.3896887 35.9335116)"
128205955,1,,,residential,False,False,117.691,,,"LINESTRING (139.3915123 35.9307899, 139.3907779 35.9306754, 139.3905681 35.9306426, 139.3903448 35.9306078, 139.3902333 35.9305761)"
128205907,1,,,residential,False,False,25.819,,,"LINESTRING (139.3954519 35.931306, 139.395172 35.9313565)"
128205902,1,,,residential,False,False,276.704,,,"LINESTRING (139.3954519 35.931306, 139.3956778 35.9318111, 139.3959943 35.932321, 139.396172 35.9325803, 139.3964316 35.9328737, 139.3967186 35.9331174, 139.3970269 35.9334123)"
128205902,1,,,residential,False,True,78.49799999999999,,,"LINESTRING (139.3954519 35.931306, 139.3954181 35.931116, 139.3954395 35.9308253, 139.3955038 35.9307184, 139.3956077 35.9306575)"
128205907,1,,,residential,False,False,55.284,,,"LINESTRING (139.395172 35.9313565, 139.3946169 35.931569)"
128205907,1,,,residential,False,True,25.819,,,"LINESTRING (139.395172 35.9313565, 139.3954519 35.931306)"
128205907,1,,,residential,False,True,55.284,,,"LINESTRING (139.3946169 35.931569, 139.395172 35.9313565)"
128205907,1,,,residential,False,False,155.1,,,"LINESTRING (139.3946169 35.931569, 139.3945245 35.9316279, 139.3940563 35.9318664, 139.3938404 35.9320198, 139.3933517 35.932496)"
128205953,1,,,residential,False,True,176.383,,,"LINESTRING (139.3946169 35.931569, 139.3942737 35.9310827, 139.3939355 35.9307272, 139.3936691 35.9304906, 139.3934551 35.9303005)"
128205899,1,,,residential,False,False,258.61,,,"LINESTRING (139.392052 35.932045, 139.391769 35.9326866, 139.3917449 35.9327413, 139.3916113 35.9329469, 139.3914511 35.9330957, 139.3912092 35.9334895, 139.3907131 35.9340832)"
128205899,1,,,residential,False,True,235.361,,,"LINESTRING (139.392052 35.932045, 139.3922658 35.9315827, 139.3924517 35.931283, 139.3926142 35.9310256, 139.3929197 35.9306992, 139.3934551 35.9303005)"
128205933,1,,,residential,False,False,120.55799999999999,,,"LINESTRING (139.392052 35.932045, 139.3923103 35.9321683, 139.392518 35.9323277, 139.3930053 35.9327925)"
128205907,1,,,residential,False,False,238.942,,,"LINESTRING (139.3930053 35.9327925, 139.3928895 35.9329032, 139.392817 35.9330218, 139.392746 35.9331849, 139.392615 35.9335284, 139.3925482 35.9337101, 139.3925066 35.9337585, 139.3919508 35.9344062, 139.3917381 35.934654)"
128205907,1,,,residential,False,True,45.407000000000004,,,"LINESTRING (139.3930053 35.9327925, 139.3932888 35.9325573, 139.3933517 35.932496)"
128205933,1,,,residential,False,True,120.558,,,"LINESTRING (139.3930053 35.9327925, 139.392518 35.9323277, 139.3923103 35.9321683, 139.392052 35.932045)"
128207480,,,,tertiary,False,False,111.62,,,"LINESTRING (139.3886594 35.9329522, 139.3876472 35.9323726)"
128207480,,,,tertiary,False,True,54.427,,,"LINESTRING (139.3886594 35.9329522, 139.3891637 35.9332221)"
432505921,,,,residential,False,False,40.445,,,"LINESTRING (139.3886594 35.9329522, 139.3883999 35.9332491)"
43060805,2,114,川越越生線,secondary,False,True,87.322,,,"LINESTRING (139.3970269 35.9334123, 139.3978653 35.9330175)"
43060805,2,114,川越越生線,secondary,False,False,213.674,,,"LINESTRING (139.3970269 35.9334123, 139.3967772 35.9335315, 139.3959244 35.9339347, 139.3950829 35.9343181, 139.3949709 35.934372)"
128205902,1,,,residential,False,False,43.291,,,"LINESTRING (139.3970269 35.9334123, 139.397308 35.9336019, 139.3974027 35.9336547)"
128205902,1,,,residential,False,True,276.704,,,"LINESTRING (139.3970269 35.9334123, 139.3967186 35.9331174, 139.3964316 35.9328737, 139.396172 35.9325803, 139.3959943 35.932321, 139.3956778 35.9318111, 139.3954519 35.931306)"
128207480,,,,tertiary,False,False,57.189,,,"LINESTRING (139.3896887 35.9335116, 139.3891637 35.9332221)"
128207480,,,,tertiary,False,True,112.01,,,"LINESTRING (139.3896887 35.9335116, 139.3907131 35.9340832)"
593607697,1,,,unclassified,False,False,344.31,,,"LINESTRING (139.3896887 35.9335116, 139.3915123 35.9307899)"
593607697,1,,,unclassified,False,True,44.552,,,"LINESTRING (139.3896887 35.9335116, 139.3894297 35.933853)"
128205902,1,,,residential,False,True,43.291,,,"LINESTRING (139.3974027 35.9336547, 139.397308 35.9336019, 139.3970269 35.9334123)"
128205945,1,,,unclassified,False,False,44.281,,,"LINESTRING (139.3974027 35.9336547, 139.3974918 35.9334187, 139.3975741 35.9332827)"
128205945,1,,,unclassified,False,True,124.279,,,"LINESTRING (139.3974027 35.9336547, 139.3972614 35.9340894, 139.3971219 35.9344524, 139.3969495 35.9347043)"
127943099,2,407,坂戸バイパス,trunk,True,False,114.48,60,yes,"LINESTRING (139.3894297 35.933853, 139.3883999 35.9332491)"
593607697,1,,,unclassified,False,False,44.552,,,"LINESTRING (139.3894297 35.933853, 139.3896887 35.9335116)"
593607697,1,,,unclassified,False,True,11.726,,,"LINESTRING (139.3894297 35.933853, 139.3893533 35.9339384)"
53470453,2,407,坂戸バイパス,trunk,True,False,111.431,60,yes,"LINESTRING (139.3893533 35.9339384, 139.3903547 35.9345273)"
593607697,1,,,unclassified,False,False,11.726,,,"LINESTRING (139.3893533 35.9339384, 139.3894297 35.933853)"
"[593607697, 128205898]",1,,,unclassified,False,True,250.806,,,"LINESTRING (139.3893533 35.9339384, 139.3885153 35.9349201, 139.3878685 35.9356778, 139.3877176 35.9357484)"
128207480,,,,tertiary,False,False,112.01,,,"LINESTRING (139.3907131 35.9340832, 139.3896887 35.9335116)"
128207480,,,,tertiary,False,True,112.004,,,"LINESTRING (139.3907131 35.9340832, 139.3917381 35.934654)"
406705594,,,,residential,False,False,50.541,,,"LINESTRING (139.3907131 35.9340832, 139.3904185 35.9344701)"
128205899,1,,,residential,False,True,258.61,,,"LINESTRING (139.3907131 35.9340832, 139.3912092 35.9334895, 139.3914511 35.9330957, 139.3916113 35.9329469, 139.3917449 35.9327413, 139.391769 35.9326866, 139.392052 35.932045)"
128205907,1,,,residential,False,False,73.371,,,"LINESTRING (139.3917381 35.934654, 139.3912816 35.9352006)"
128207480,,,,tertiary,False,False,112.004,,,"LINESTRING (139.3917381 35.934654, 139.3907131 35.9340832)"
128205907,1,,,residential,False,True,238.94199999999998,,,"LINESTRING (139.3917381 35.934654, 139.3919508 35.9344062, 139.3925066 35.9337585, 139.3925482 35.9337101, 139.392615 35.9335284, 139.392746 35.9331849, 139.392817 35.9330218, 139.3928895 35.9329032, 139.3930053 35.9327925)"
128207480,,,,tertiary,False,True,133.339,,,"LINESTRING (139.3917381 35.934654, 139.3922861 35.9349629, 139.3929536 35.9353391)"
128205945,1,,,unclassified,False,False,124.279,,,"LINESTRING (139.3969495 35.9347043, 139.3971219 35.9344524, 139.3972614 35.9340894, 139.3974027 35.9336547)"
128205945,1,,,unclassified,False,True,77.042,,,"LINESTRING (139.3969495 35.9347043, 139.3968274 35.9348223, 139.3964218 35.9352496)"
128205945,1,,,unclassified,False,False,50.084,,,"LINESTRING (139.3951341 35.9359638, 139.3956586 35.9358137)"
128205945,1,,,unclassified,False,True,72.233,,,"LINESTRING (139.3951341 35.9359638, 139.3943721 35.9361671)"
389840225,,,,residential,False,False,31.006,,,"LINESTRING (139.3951341 35.9359638, 139.3953259 35.9357322)"
128207456,1,,,residential,False,False,111.415,,,"LINESTRING (139.3961274 35.9362286, 139.3952209 35.9369107)"
389840226,,,,residential,False,False,129.497,,,"LINESTRING (139.3961274 35.9362286, 139.3970939 35.9370911)"
389840226,,,,residential,False,True,62.529,,,"LINESTRING (139.3961274 35.9362286, 139.3956586 35.9358137)"
128205945,1,,,unclassified,False,False,63.49,,,"LINESTRING (139.3937067 35.9363562, 139.3943721 35.9361671)"
128205945,1,,,unclassified,False,True,32.218,,,"LINESTRING (139.3937067 35.9363562, 139.3933685 35.9364509)"
128207508,1,,,residential,False,True,60.175,,,"LINESTRING (139.3937067 35.9363562, 139.3941496 35.9367615)"
127943099,2,407,坂戸バイパス,trunk,True,False,87.90700000000001,60,yes,"LINESTRING (139.3920486 35.9366437, 139.3918825 35.9361763, 139.391759 35.935889)"
128205945,1,,,unclassified,False,False,121.98,,,"LINESTRING (139.3920486 35.9366437, 139.392417 35.9366518, 139.3927326 35.9366153, 139.3933685 35.9364509)"
128207508,1,,,residential,False,False,60.175,,,"LINESTRING (139.3941496 35.9367615, 139.3937067 35.9363562)"
128207508,1,,,residential,False,True,41.54,,,"LINESTRING (139.3941496 35.9367615, 139.3944623 35.9370362)"
128207501,1,,,residential,False,True,99.274,,,"LINESTRING (139.3941496 35.9367615, 139.3939082 35.9369444, 139.3942121 35.9372072, 139.3944623 35.9370362)"
128207456,1,,,residential,False,False,59.622,,,"LINESTRING (139.3952209 35.9369107, 139.3947351 35.9372751)"
128207456,1,,,residential,False,True,111.415,,,"LINESTRING (139.3952209 35.9369107, 139.3961274 35.9362286)"
128207480,,,,tertiary,False,False,112.59,,,"LINESTRING (139.3952209 35.9369107, 139.3943721 35.9361671)"
128207480,,,,tertiary,False,True,187.924,,,"LINESTRING (139.3952209 35.9369107, 139.3966249 35.9381613)"
128207504,1,,,residential,False,True,43.407,,,"LINESTRING (139.3935002 35.9369241, 139.393086 35.9371239)"
128207499,1,,,residential,False,True,106.57399999999998,,,"LINESTRING (139.3935002 35.9369241, 139.3935789 35.9370244, 139.3939575 35.9373541, 139.3939974 35.9374558, 139.3940474 35.9375509, 139.3941773 35.9376962)"
128207504,1,,,residential,False,False,60.742000000000004,,,"LINESTRING (139.3935002 35.9369241, 139.3935579 35.9368856, 139.3935852 35.9368352, 139.3935821 35.9367749, 139.3935633 35.9367076, 139.3934654 35.9365729, 139.3933685 35.9364509)"
128207508,1,,,residential,False,False,41.54,,,"LINESTRING (139.3944623 35.9370362, 139.3941496 35.9367615)"
128207501,1,,,residential,False,False,99.274,,,"LINESTRING (139.3944623 35.9370362, 139.3942121 35.9372072, 139.3939082 35.9369444, 139.3941496 35.9367615)"
128207508,1,,,residential,False,True,36.178,,,"LINESTRING (139.3944623 35.9370362, 139.3947351 35.9372751)"
128207504,1,,,residential,False,False,43.407,,,"LINESTRING (139.393086 35.9371239, 139.3935002 35.9369241)"
