osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,width,bridge
32350484,2,深谷通り,tertiary,40,False,False,251.48000000000002,"LINESTRING (139.4300047 35.4494957, 139.4300511 35.4493667, 139.4302091 35.4487675, 139.4304377 35.4478746, 139.4305636 35.4472812)",,
32350484,2,深谷通り,tertiary,40,False,True,97.759,"LINESTRING (139.4300047 35.4494957, 139.429841 35.4499052, 139.4297434 35.4503466)",,
32350484,2,深谷通り,tertiary,40,False,True,45.876,"LINESTRING (139.4326122 35.4430564, 139.4324421 35.443445)",,
199316727,2,深谷通り,tertiary,40,False,False,15.153,"LINESTRING (139.4326122 35.4430564, 139.4326654 35.4429272)",,
193862176,2,,tertiary,40,False,True,93.104,"LINESTRING (139.4326122 35.4430564, 139.4330989 35.4431697, 139.4333322 35.4432244, 139.4336058 35.4432681)",,
193862176,2,,tertiary,40,False,False,71.32300000000001,"LINESTRING (139.4353152 35.4430141, 139.4350498 35.4431405, 139.4348335 35.4432228, 139.4345982 35.4432659)",,
193862176,2,,tertiary,40,False,True,44.044000000000004,"LINESTRING (139.4353152 35.4430141, 139.435476 35.4429182, 139.4356534 35.4427848, 139.4356901 35.4427629)",,
761133750,,,residential,,False,False,85.949,"LINESTRING (139.4353152 35.4430141, 139.4351721 35.4428627, 139.4355315 35.4426136, 139.4356901 35.4427629)",,
193862176,2,,tertiary,40,False,False,29.797,"LINESTRING (139.4345982 35.4432659, 139.4342751 35.4433161)",,
32622988,,,residential,,False,False,51.952,"LINESTRING (139.4345982 35.4432659, 139.434794 35.4433861, 139.4349926 35.4435353, 139.4350354 35.4435674)",,
193862176,2,,tertiary,40,False,True,71.32300000000001,"LINESTRING (139.4345982 35.4432659, 139.4348335 35.4432228, 139.4350498 35.4431405, 139.4353152 35.4430141)",,
193862176,2,,tertiary,40,False,False,7.953,"LINESTRING (139.4342751 35.4433161, 139.4341874 35.4433129)",,
193862176,2,,tertiary,40,False,True,29.797,"LINESTRING (139.4342751 35.4433161, 139.4345982 35.4432659)",,
171613425,,,residential,,False,False,49.314,"LINESTRING (139.4342751 35.4433161, 139.4342315 35.4434628, 139.4341874 35.443591, 139.4341605 35.4437489)",,
32622988,,,residential,,False,False,35.089,"LINESTRING (139.4351647 35.4436638, 139.4355519 35.4436554)",,
32622988,,,residential,,False,True,15.878,"LINESTRING (139.4351647 35.4436638, 139.4350354 35.4435674)",,
171613427,,,residential,,False,False,68.286,"LINESTRING (139.4351647 35.4436638, 139.4351028 35.4437974, 139.4349742 35.4439209, 139.4349896 35.44423)",,
32622988,,,residential,,False,True,58.795,"LINESTRING (139.4344241 35.4447257, 139.435073 35.4447146)",,
200638303,,,residential,,False,True,16.796,"LINESTRING (139.4328908 35.4417469, 139.4327146 35.4416999)",4,
199316727,2,深谷通り,tertiary,40,False,True,133.956,"LINESTRING (139.4328908 35.4417469, 139.432877 35.4422242, 139.4328502 35.4424306, 139.432813 35.4425661, 139.4327513 35.4427393, 139.4326654 35.4429272)",,
200638310,,,residential,,False,False,78.00299999999999,"LINESTRING (139.4328908 35.4417469, 139.4331893 35.4418136, 139.43343 35.4418772, 139.433692 35.4419937)",,
188014046,2,,tertiary,40,False,False,13.761,"LINESTRING (139.4254389 35.4487397, 139.4255529 35.4486579)",,
35566271,2,,tertiary,40,False,True,45.007,"LINESTRING (139.4269287 35.4451974, 139.4270251 35.4452306, 139.4271491 35.4452734, 139.427313 35.4453313, 139.4273818 35.4453627)",,
"[188014072, 385655777, 385655775]",2,,tertiary,40,False,False,286.18600000000004,"LINESTRING (139.4269287 35.4451974, 139.4269297 35.4451102, 139.4269325 35.4448807, 139.4269593 35.4446993, 139.4269969 35.4445245, 139.4271015 35.4441006, 139.4272299 35.4436453, 139.4273739 35.443173, 139.4274227 35.4430128, 139.4274842 35.4428414, 139.4275548 35.4426846)",,
"[200587083, 200587053, 1237134895]",2,,tertiary,40,False,False,150.097,"LINESTRING (139.4269287 35.4451974, 139.4268878 35.4451844, 139.4268426 35.4451714, 139.4267895 35.4451561, 139.4263433 35.4450216, 139.4254002 35.4446782)",,yes
"[1237190491, 1237134900, 188039917]",2,,tertiary,40,False,True,208.999,"LINESTRING (139.4269287 35.4451974, 139.4269316 35.4452813, 139.4269468 35.4457228, 139.426953 35.4464237, 139.4269474 35.4467962, 139.426946 35.446891, 139.4269432 35.4470767)",,
"[203971433, 200587038]",,,unclassified,30,False,False,192.99599999999998,"LINESTRING (139.4275548 35.4426846, 139.4276086 35.4426978, 139.4282691 35.4428296, 139.4283666 35.4422884, 139.4284546 35.4417455, 139.4284612 35.4417046)",,
"[200587040, 51678385, 200587038]",,,"['unclassified', 'residential']",,False,True,16.817,"LINESTRING (139.4275548 35.4426846, 139.427495 35.4426617, 139.4274207 35.4426341, 139.4273861 35.4426215)",,yes
"[385655777, 385655778, 188014058, 188014055]",2,,tertiary,40,False,False,76.461,"LINESTRING (139.4275548 35.4426846, 139.4276824 35.4424351, 139.4277292 35.4423499, 139.4277872 35.4422188, 139.4278184 35.4421415, 139.427858 35.4420434)",,
"[188014072, 385655777, 385655775]",2,,tertiary,40,False,True,286.18600000000004,"LINESTRING (139.4275548 35.4426846, 139.4274842 35.4428414, 139.4274227 35.4430128, 139.4273739 35.443173, 139.4272299 35.4436453, 139.4271015 35.4441006, 139.4269969 35.4445245, 139.4269593 35.4446993, 139.4269325 35.4448807, 139.4269297 35.4451102, 139.4269287 35.4451974)",,
"[51678397, 51678398]",,,residential,,False,"[False, True]",91.805,"LINESTRING (139.427858 35.4420434, 139.4275989 35.4420344, 139.4275258 35.4423018, 139.4274607 35.4424898, 139.4273861 35.4426215)",,yes
188014058,2,,tertiary,40,False,False,46.962,"LINESTRING (139.427858 35.4420434, 139.4279075 35.4418868, 139.4279449 35.4416781, 139.4279537 35.4416289)",,
"[385655777, 188014058, 385655778, 188014055]",2,,tertiary,40,False,True,76.461,"LINESTRING (139.427858 35.4420434, 139.4278184 35.4421415, 139.4277872 35.4422188, 139.4277292 35.4423499, 139.4276824 35.4424351, 139.4275548 35.4426846)",,
39086832,,,unclassified,,False,True,32.474,"LINESTRING (139.4284612 35.4417046, 139.4285185 35.4417219, 139.4285283 35.4417248, 139.4287816 35.4418346)",,
188014053,,,unclassified,,False,False,46.754,"LINESTRING (139.4284612 35.4417046, 139.4280505 35.4416392, 139.4279537 35.4416289)",,
"[203971433, 200587038]",,,unclassified,30,False,True,192.996,"LINESTRING (139.4284612 35.4417046, 139.4284546 35.4417455, 139.4283666 35.4422884, 139.4282691 35.4428296, 139.4276086 35.4426978, 139.4275548 35.4426846)",,
32350484,2,深谷通り,tertiary,40,False,False,113.589,"LINESTRING (139.4305636 35.4472812, 139.4306539 35.4470022, 139.4307388 35.4467447, 139.4307946 35.4466361, 139.430988 35.4463251)",,
32350484,2,深谷通り,tertiary,40,False,True,251.48,"LINESTRING (139.4305636 35.4472812, 139.4304377 35.4478746, 139.4302091 35.4487675, 139.4300511 35.4493667, 139.4300047 35.4494957)",,
35566271,2,,tertiary,40,False,False,156.099,"LINESTRING (139.4305636 35.4472812, 139.42994 35.4472317, 139.4298244 35.4472069, 139.42969 35.4471387, 139.4294379 35.4469649, 139.4292243 35.4467878, 139.4290839 35.4466912)",,
188014053,,,unclassified,,False,True,46.754,"LINESTRING (139.4279537 35.4416289, 139.4280505 35.4416392, 139.4284612 35.4417046)",,
188014058,2,,tertiary,40,False,True,46.962,"LINESTRING (139.4279537 35.4416289, 139.4279449 35.4416781, 139.4279075 35.4418868, 139.427858 35.4420434)",,
51678385,,,residential,,False,True,60.67,"LINESTRING (139.4273861 35.4426215, 139.4267877 35.4423765)",,
"[200587040, 51678385, 200587038]",,,"['residential', 'unclassified']",,False,False,16.817,"LINESTRING (139.4273861 35.4426215, 139.4274207 35.4426341, 139.427495 35.4426617, 139.4275548 35.4426846)",,yes
"[51678397, 51678398]",,,residential,,False,"[False, True]",91.80499999999999,"LINESTRING (139.4273861 35.4426215, 139.4274607 35.4424898, 139.4275258 35.4423018, 139.4275989 35.4420344, 139.427858 35.4420434)",,yes
203971434,2,,tertiary,40,False,True,36.899,"LINESTRING (139.4269352 35.4473957, 139.4268921 35.4474923, 139.426843 35.4475848, 139.4268007 35.4476364, 139.4267478 35.4476867)",,
1237190491,2,,tertiary,40,False,False,35.561,"LINESTRING (139.4269352 35.4473957, 139.4269513 35.4472734, 139.4269432 35.4470767)",,
188014071,2,,tertiary,40,False,True,54.574000000000005,"LINESTRING (139.4267478 35.4476867, 139.4266973 35.4477308, 139.426635 35.4477855, 139.4264419 35.4479505, 139.4263353 35.4480444)",,
203971434,2,,tertiary,40,False,False,36.899,"LINESTRING (139.4267478 35.4476867, 139.4268007 35.4476364, 139.426843 35.4475848, 139.4268921 35.4474923, 139.4269352 35.4473957)",,
216166827,,,unclassified,,False,True,74.745,"LINESTRING (139.4267478 35.4476867, 139.4266901 35.4476785, 139.4261126 35.4476115, 139.4259312 35.4475904)",,
386578273,,,unclassified,,False,False,61.144000000000005,"LINESTRING (139.4267478 35.4476867, 139.426822 35.4477101, 139.4270749 35.4477904, 139.4272416 35.4478505, 139.4273275 35.4478976, 139.4273578 35.4479165)",,
32350484,2,深谷通り,tertiary,40,False,False,137.114,"LINESTRING (139.4319601 35.4446139, 139.4324421 35.443445)",,
32350484,2,深谷通り,tertiary,40,False,True,210.198,"LINESTRING (139.4319601 35.4446139, 139.4318528 35.4448837, 139.4317325 35.4451561, 139.4316586 35.4452858, 139.4313286 35.4457788, 139.430988 35.4463251)",,
155014182,1,,residential,,False,False,68.515,"LINESTRING (139.4319601 35.4446139, 139.4317383 35.4445282, 139.4315612 35.4444292, 139.4313413 35.4442677)",3,
162098791,,,residential,,False,False,92.51599999999999,"LINESTRING (139.4319601 35.4446139, 139.4324549 35.4446803, 139.4329729 35.4447157)",,
39086832,,,unclassified,,False,True,61.286,"LINESTRING (139.4287816 35.4418346, 139.4293852 35.4420835)",,
155014183,1,,residential,,False,True,224.56999999999996,"LINESTRING (139.4287816 35.4418346, 139.428776 35.4418619, 139.4287454 35.4420097, 139.4287267 35.4422074, 139.428691 35.4426761, 139.4289431 35.4427468, 139.4292114 35.4428012, 139.429231 35.4427421, 139.4293852 35.4420835)",4,
39086832,,,unclassified,,False,False,32.474,"LINESTRING (139.4287816 35.4418346, 139.4285283 35.4417248, 139.4285185 35.4417219, 139.4284612 35.4417046)",,
39086832,,,unclassified,,False,True,55.112,"LINESTRING (139.430202 35.4419582, 139.4307853 35.442099)",,
39086832,,,unclassified,,False,False,30.523,"LINESTRING (139.430202 35.4419582, 139.4301743 35.4419827, 139.4299736 35.44216)",,
39086832,,,unclassified,,False,False,61.286,"LINESTRING (139.4293852 35.4420835, 139.4287816 35.4418346)",,
155014183,1,,residential,,False,False,224.57,"LINESTRING (139.4293852 35.4420835, 139.429231 35.4427421, 139.4292114 35.4428012, 139.4289431 35.4427468, 139.428691 35.4426761, 139.4287267 35.4422074, 139.4287454 35.4420097, 139.428776 35.4418619, 139.4287816 35.4418346)",4,
39086832,,,unclassified,,False,True,55.166,"LINESTRING (139.4293852 35.4420835, 139.4295887 35.4421599, 139.4299736 35.44216)",,
39086832,,,unclassified,,False,False,55.112,"LINESTRING (139.4307853 35.442099, 139.430202 35.4419582)",,
39086832,,,unclassified,,False,True,162.108,"LINESTRING (139.4307853 35.442099, 139.4306825 35.4423385, 139.4306646 35.4424484, 139.4306948 35.4426462, 139.4304399 35.443076, 139.4300423 35.443338)",,
200622441,,,unclassified,,False,False,161.60700000000003,"LINESTRING (139.4307853 35.442099, 139.4311328 35.4421905, 139.4313647 35.442255, 139.4314614 35.4422914, 139.4316353 35.4423738, 139.4317688 35.4424564, 139.4320469 35.4426215, 139.4323551 35.4427638)",,
39086832,,,unclassified,,False,False,55.166,"LINESTRING (139.4299736 35.44216, 139.4295887 35.4421599, 139.4293852 35.4420835)",,
39086832,,,unclassified,,False,True,30.523,"LINESTRING (139.4299736 35.44216, 139.4301743 35.4419827, 139.430202 35.4419582)",,
155014182,1,,residential,,False,True,144.52,"LINESTRING (139.4299736 35.44216, 139.4299313 35.4425823, 139.4299504 35.4427177, 139.42988 35.4428776, 139.4298295 35.4429861, 139.4297635 35.4430932, 139.4300423 35.443338)",3,
39086832,,,unclassified,,False,False,162.108,"LINESTRING (139.4300423 35.443338, 139.4304399 35.443076, 139.4306948 35.4426462, 139.4306646 35.4424484, 139.4306825 35.4423385, 139.4307853 35.442099)",,
155014182,1,,residential,,False,False,144.52,"LINESTRING (139.4300423 35.443338, 139.4297635 35.4430932, 139.4298295 35.4429861, 139.42988 35.4428776, 139.4299504 35.4427177, 139.4299313 35.4425823, 139.4299736 35.44216)",3,
155014182,1,,residential,,False,True,159.476,"LINESTRING (139.4300423 35.443338, 139.4302541 35.4435541, 139.4304529 35.4437345, 139.4304992 35.4437716, 139.430686 35.4438232, 139.4308286 35.4438729, 139.4310534 35.4440628, 139.4313413 35.4442677)",3,
35566271,2,,tertiary,40,False,False,45.007,"LINESTRING (139.4273818 35.4453627, 139.427313 35.4453313, 139.4271491 35.4452734, 139.4270251 35.4452306, 139.4269287 35.4451974)",,
35566271,2,,tertiary,40,False,True,151.224,"LINESTRING (139.4273818 35.4453627, 139.4274007 35.4453742, 139.4274716 35.4454488, 139.427595 35.4455887, 139.4279241 35.4460971, 139.4280243 35.4462071, 139.4281478 35.446317, 139.428361 35.446441)",,
