osmid,highway,oneway,reversed,length,geometry,lanes,ref,name,maxspeed,bridge,access
966937534,unclassified,False,False,52.152,"LINESTRING (135.2251305 34.8860178, 135.2247553 34.8856639)",,,,,,
966937535,unclassified,False,True,24.494,"LINESTRING (135.2251305 34.8860178, 135.2253095 34.886182)",,,,,,
135047490,unclassified,True,False,75.617,"LINESTRING (135.2241383 34.8861131, 135.2235388 34.8865828)",,,ほんまち通り,,,
192256199,unclassified,False,True,50.716,"LINESTRING (135.2241383 34.8861131, 135.2242542 34.8862119, 135.2244692 34.8864777)",,,,,,
192258996,unclassified,False,True,123.786,"LINESTRING (135.2241383 34.8861131, 135.2240772 34.8860549, 135.2240042 34.8859898, 135.2238242 34.8858613, 135.2239475 34.8856977, 135.2240561 34.8855689, 135.2242532 34.885406, 135.2244154 34.8852942)",,,,,,
192256084,unclassified,False,False,63.486,"LINESTRING (135.2274408 34.8861492, 135.2267722 34.8863079)",,,,,,
192257966,unclassified,False,True,53.120999999999995,"LINESTRING (135.2274408 34.8861492, 135.2273857 34.8859974, 135.2272905 34.8857713, 135.2272603 34.8856951)",,,,,,
192258296,unclassified,False,False,86.634,"LINESTRING (135.2274408 34.8861492, 135.2275354 34.8863701, 135.2275791 34.8864924, 135.2276664 34.8866566, 135.2277556 34.8868835)",,,,,,
192259342,unclassified,False,False,121.51400000000001,"LINESTRING (135.2274408 34.8861492, 135.2276173 34.8860985, 135.227947 34.885998, 135.228098 34.885965, 135.228351 34.885897, 135.228508 34.885857, 135.2287091 34.8858183)",,,,,,
192256084,unclassified,False,True,63.486,"LINESTRING (135.2267722 34.8863079, 135.2274408 34.8861492)",,,,,,
192258012,unclassified,False,True,101.885,"LINESTRING (135.2267722 34.8863079, 135.226655 34.886342, 135.2262127 34.8864973, 135.2257525 34.8866805)",,,,,,
192259149,tertiary,False,False,89.812,"LINESTRING (135.2267722 34.8863079, 135.2270597 34.8869827, 135.2270966 34.8870705)",,,,40,,
192259149,tertiary,False,True,40.237,"LINESTRING (135.2267722 34.8863079, 135.2267027 34.8861521, 135.2265839 34.8859821)",,,,40,,
192256008,unclassified,False,True,8.588,"LINESTRING (135.2256906 34.8866223, 135.2257525 34.8866805)",,,,,,
192256144,unclassified,False,False,60.044,"LINESTRING (135.2256906 34.8866223, 135.2253095 34.886182)",,,車瀬橋,,yes,
192257990,unclassified,False,True,108.57499999999999,"LINESTRING (135.2256906 34.8866223, 135.2258835 34.8864402, 135.2261109 34.886282, 135.2263365 34.8861298, 135.2265839 34.8859821)",,,,,,
192258446,unclassified,False,True,138.12,"LINESTRING (135.2256906 34.8866223, 135.2254208 34.8869067, 135.225244 34.8871623, 135.2251032 34.8874106, 135.2249657 34.8877037)",,,,,,
192257501,unclassified,False,False,79.079,"LINESTRING (135.2244692 34.8864777, 135.2251305 34.8860178)",,,,,,
192256199,unclassified,False,False,50.716,"LINESTRING (135.2244692 34.8864777, 135.2242542 34.8862119, 135.2241383 34.8861131)",,,,,,
42120245,tertiary,False,False,83.265,"LINESTRING (135.2289736 34.886535, 135.2287091 34.8858183)",,,駅前通り,40,,
42120245,tertiary,False,True,54.229,"LINESTRING (135.2289736 34.886535, 135.2291697 34.8869954)",,,駅前通り,40,,
192255688,unclassified,False,True,117.66,"LINESTRING (135.2289736 34.886535, 135.2277556 34.8868835)",,,,,,
192257139,unclassified,False,True,9.115,"LINESTRING (135.2305614 34.8865811, 135.230596 34.886658)",,,,,,
192257207,unclassified,False,False,72.424,"LINESTRING (135.2305614 34.8865811, 135.2304482 34.8863387, 135.2303648 34.8861312, 135.2302896 34.8859693)",,,,,,
192258534,unclassified,False,False,135.061,"LINESTRING (135.2305614 34.8865811, 135.2300443 34.8867462, 135.2291697 34.8869954)",,,,,,
192256008,unclassified,False,False,8.588,"LINESTRING (135.2257525 34.8866805, 135.2256906 34.8866223)",,,,,,
192258012,unclassified,False,False,101.885,"LINESTRING (135.2257525 34.8866805, 135.2262127 34.8864973, 135.226655 34.886342, 135.2267722 34.8863079)",,,,,,
192258071,unclassified,False,True,66.52499999999999,"LINESTRING (135.2257525 34.8866805, 135.2258271 34.8868073, 135.2260211 34.887112, 135.2260656 34.8872197)",,,,,,
192255688,unclassified,False,False,117.66,"LINESTRING (135.2277556 34.8868835, 135.2289736 34.886535)",,,,,,
192256171,unclassified,False,True,63.603,"LINESTRING (135.2277556 34.8868835, 135.2270966 34.8870705)",,,,,,
192255753,unclassified,False,False,54.046,"LINESTRING (135.2277556 34.8868835, 135.2278123 34.8870187, 135.2279163 34.8872666, 135.2279484 34.8873431)",,,,,,
192258296,unclassified,False,True,86.634,"LINESTRING (135.2277556 34.8868835, 135.2276664 34.8866566, 135.2275791 34.8864924, 135.2275354 34.8863701, 135.2274408 34.8861492)",,,,,,
42120245,tertiary,False,False,54.229,"LINESTRING (135.2291697 34.8869954, 135.2289736 34.886535)",,,駅前通り,40,,
42120245,tertiary,False,True,56.895,"LINESTRING (135.2291697 34.8869954, 135.2293456 34.8874863)",,,駅前通り,40,,
192257786,unclassified,False,False,117.92699999999999,"LINESTRING (135.2291697 34.8869954, 135.2281376 34.8872834, 135.2279484 34.8873431)",,,,,,
192258534,unclassified,False,True,135.061,"LINESTRING (135.2291697 34.8869954, 135.2300443 34.8867462, 135.2305614 34.8865811)",,,,,,
192255960,unclassified,False,True,3.041,"LINESTRING (135.223976 34.887, 135.2239438 34.8869929)",,,,,,
192257869,unclassified,False,False,53.288,"LINESTRING (135.223976 34.887, 135.224037 34.887013, 135.2241346 34.8870487, 135.2244971 34.8872133)",,,,,,
192258358,unclassified,True,False,73.90899999999999,"LINESTRING (135.223976 34.887, 135.2241267 34.8868092, 135.2242071 34.8867041, 135.2243034 34.8866028, 135.2244692 34.8864777)",,,,,,
192256171,unclassified,False,False,63.603,"LINESTRING (135.2270966 34.8870705, 135.2277556 34.8868835)",,,,,,
192259149,tertiary,False,False,68.476,"LINESTRING (135.2270966 34.8870705, 135.2272518 34.8874597, 135.22733 34.8876558)",,,,40,,
192259149,tertiary,False,True,89.812,"LINESTRING (135.2270966 34.8870705, 135.2270597 34.8869827, 135.2267722 34.8863079)",,,,40,,
192255785,tertiary,False,True,14.543,"LINESTRING (135.2279484 34.8873431, 135.2279949 34.8874682)",,,,,,
192255753,unclassified,False,True,54.04600000000001,"LINESTRING (135.2279484 34.8873431, 135.2279163 34.8872666, 135.2278123 34.8870187, 135.2277556 34.8868835)",,,,,,
192257786,unclassified,False,True,117.92699999999999,"LINESTRING (135.2279484 34.8873431, 135.2281376 34.8872834, 135.2291697 34.8869954)",,,,,,
192258071,unclassified,False,False,66.525,"LINESTRING (135.2260656 34.8872197, 135.2260211 34.887112, 135.2258271 34.8868073, 135.2257525 34.8866805)",,,,,,
192258369,unclassified,False,True,74.01599999999999,"LINESTRING (135.2260656 34.8872197, 135.2256681 34.8873866, 135.2253643 34.8874791, 135.2253259 34.8874906)",,,,,,
192258752,unclassified,False,False,90.95,"LINESTRING (135.2260656 34.8872197, 135.2263435 34.8876424, 135.2265423 34.8879381)",,,,,,
192257007,unclassified,False,True,107.87899999999999,"LINESTRING (135.2249657 34.8877037, 135.2248476 34.8878567, 135.224622 34.8882954, 135.2245074 34.8885939)",,,,,,
192258369,unclassified,False,False,40.794,"LINESTRING (135.2249657 34.8877037, 135.2251927 34.8875442, 135.2253259 34.8874906)",,,,,,
192258446,unclassified,False,False,138.12,"LINESTRING (135.2249657 34.8877037, 135.2251032 34.8874106, 135.225244 34.8871623, 135.2254208 34.8869067, 135.2256906 34.8866223)",,,,,,
192257139,unclassified,False,False,9.954,"LINESTRING (135.2310702 34.8876949, 135.2310108 34.8876198)",,,,,,
192259454,unclassified,False,False,130.56799999999998,"LINESTRING (135.2310702 34.8876949, 135.2311141 34.8877552, 135.231176 34.8877791, 135.2312646 34.887788, 135.2316985 34.8878349, 135.2321981 34.8879119, 135.2324314 34.8878585)",,,,,,
551793000,secondary,True,False,151.505,"LINESTRING (135.2310702 34.8876949, 135.2312047 34.8875549, 135.2313192 34.8874073, 135.2313879 34.8872591, 135.231424 34.8871625, 135.2314525 34.8870515, 135.2314792 34.8868598, 135.2314637 34.8866983, 135.2313733 34.8864269)",2,141,三田幹線,50,,
192258089,unclassified,False,True,92.59299999999999,"LINESTRING (135.2324314 34.8878585, 135.2324751 34.8879562, 135.232492 34.8879919, 135.2325632 34.8881471, 135.232642 34.888428, 135.2327455 34.8886485)",,,,,,
192259454,unclassified,False,True,130.56799999999998,"LINESTRING (135.2324314 34.8878585, 135.2321981 34.8879119, 135.2316985 34.8878349, 135.2312646 34.887788, 135.231176 34.8877791, 135.2311141 34.8877552, 135.2310702 34.8876949)",,,,,,
192259573,unclassified,False,False,84.754,"LINESTRING (135.2324314 34.8878585, 135.2322057 34.8874184, 135.2320965 34.8871481)",,,,,,
192257099,unclassified,False,True,58.82,"LINESTRING (135.2327455 34.8886485, 135.232595 34.88871, 135.2321583 34.8888669)",,,,,,
192258089,unclassified,False,False,92.593,"LINESTRING (135.2327455 34.8886485, 135.232642 34.888428, 135.2325632 34.8881471, 135.232492 34.8879919, 135.2324751 34.8879562, 135.2324314 34.8878585)",,,,,,
192258921,unclassified,False,False,141.88299999999998,"LINESTRING (135.2327455 34.8886485, 135.2328981 34.888891, 135.23308 34.889183, 135.23321 34.889426, 135.233217 34.889465, 135.2331821 34.8897235, 135.2330976 34.8898093)",,,,,,
134976765,secondary,False,False,62.204,"LINESTRING (135.2270862 34.8888501, 135.2277273 34.8886593)",2,141,黒石三田線,40,,
192258752,unclassified,False,False,66.774,"LINESTRING (135.2270862 34.8888501, 135.2273037 34.8894235)",,,,,,
134976765,secondary,False,True,126.10299999999998,"LINESTRING (135.2270862 34.8888501, 135.2259697 34.8891182, 135.2259102 34.8891339, 135.225761 34.8891732)",2,141,黒石三田線,40,,
192258752,unclassified,False,True,113.176,"LINESTRING (135.2270862 34.8888501, 135.2270436 34.8887304, 135.2269203 34.8885076, 135.2268832 34.8884515, 135.2266096 34.8880382, 135.2265423 34.8879381)",,,,,,
192258383,unclassified,False,False,27.215,"LINESTRING (135.2321583 34.8888669, 135.2322515 34.8890994)",,,,,,
192257099,unclassified,False,False,58.82,"LINESTRING (135.2321583 34.8888669, 135.232595 34.88871, 135.2327455 34.8886485)",,,,,,
192259248,unclassified,False,True,51.003,"LINESTRING (135.2321583 34.8888669, 135.2317163 34.8890117, 135.2316406 34.8890401)",,,,,,
192258752,unclassified,False,True,66.774,"LINESTRING (135.2273037 34.8894235, 135.2270862 34.8888501)",,,,,,
192256258,unclassified,False,False,35.181,"LINESTRING (135.2273037 34.8894235, 135.227349 34.8894966, 135.2273698 34.88953, 135.2274419 34.8897178)",,,,,,
