osmid,highway,oneway,reversed,length,lanes,ref,name,geometry,bridge
163925393,unclassified,False,False,11.908,,,,"LINESTRING (133.5457783 33.9762691, 133.5457456 33.9763727)",
406950389,trunk,True,False,193.93,1,11,川之江三島バイパス,"LINESTRING (133.5457783 33.9762691, 133.5475574 33.9771992)",
163989379,secondary,False,False,10.384,2,124,上分三島線,"LINESTRING (133.5505944 33.9787445, 133.5506529 33.9786647)",
163989379,secondary,False,True,175.874,2,124,上分三島線,"LINESTRING (133.5505944 33.9787445, 133.5495956 33.9799899, 133.5495566 33.9800696)",
1217662401,trunk,True,False,116.755,2,11,川之江三島バイパス,"LINESTRING (133.5505944 33.9787445, 133.5509578 33.9789572, 133.5516288 33.9793501)",
163925432,unclassified,False,False,13.758,,,,"LINESTRING (133.5528084 33.9801287, 133.5529123 33.9800399)",
1217662401,trunk,True,False,83.818,2,11,川之江三島バイパス,"LINESTRING (133.5528084 33.9801287, 133.5535081 33.9806099)",
163925432,unclassified,False,True,41.870999999999995,,,,"LINESTRING (133.5528084 33.9801287, 133.5526241 33.9803144, 133.5525885 33.9803503, 133.5525453 33.9804324)",
49140999,tertiary,False,False,64.852,2,,,"LINESTRING (133.5508058 33.9820211, 133.5502811 33.9816327)",
164102409,unclassified,False,False,132.37,,,,"LINESTRING (133.5508058 33.9820211, 133.5517292 33.9811096)",
49141001,unclassified,False,True,90.497,,,,"LINESTRING (133.5508058 33.9820211, 133.5502255 33.9826053, 133.5501818 33.9826493)",
49140999,tertiary,False,True,64.852,2,,,"LINESTRING (133.5502811 33.9816327, 133.5508058 33.9820211)",
998633874,unclassified,False,True,94.355,,,,"LINESTRING (133.5502811 33.9816327, 133.549606 33.9822704)",
49140999,tertiary,False,False,81.205,2,,,"LINESTRING (133.5502811 33.9816327, 133.5498978 33.9813572, 133.5497043 33.9812183, 133.5496318 33.9811416)",
403975051,unclassified,False,True,80.629,,,,"LINESTRING (133.5496318 33.9811416, 133.5488187 33.9808748)",
49140999,tertiary,False,False,119.61699999999999,2,,,"LINESTRING (133.5496318 33.9811416, 133.5496036 33.9810299, 133.5495501 33.9802268, 133.5495566 33.9800696)",
49140999,tertiary,False,True,81.205,2,,,"LINESTRING (133.5496318 33.9811416, 133.5497043 33.9812183, 133.5498978 33.9813572, 133.5502811 33.9816327)",
49141001,unclassified,False,False,169.283,,,,"LINESTRING (133.5486153 33.9841199, 133.5488631 33.983852, 133.5492859 33.9834145, 133.5494931 33.9832335, 133.5496999 33.9830873, 133.5498315 33.9829855)",
"[164102404, 998633869]",unclassified,False,False,77.472,,,,"LINESTRING (133.5486153 33.9841199, 133.5481762 33.983895, 133.547993 33.9838526, 133.5478619 33.9838299)",
164107439,residential,False,True,147.50699999999998,,,,"LINESTRING (133.5486153 33.9841199, 133.548444 33.9843005, 133.5484032 33.9843435, 133.5483829 33.9843648, 133.5481015 33.9845755, 133.5477881 33.9848289, 133.5477477 33.9848741, 133.5476144 33.9850496, 133.5475404 33.9850908)",
1170872352,unclassified,False,True,112.07500000000002,,,,"LINESTRING (133.5486153 33.9841199, 133.5489256 33.9843675, 133.5492072 33.9845576, 133.5495264 33.9847862)",
76960011,tertiary,False,False,91.55,,,産業通り,"LINESTRING (133.5495264 33.9847862, 133.5501503 33.9841457)",
1168243940,tertiary,False,True,81.768,,,,"LINESTRING (133.5495264 33.9847862, 133.5499128 33.9850623, 133.5500222 33.9851225, 133.5502301 33.9852307)",
1170872352,unclassified,False,False,112.075,,,,"LINESTRING (133.5495264 33.9847862, 133.5492072 33.9845576, 133.5489256 33.9843675, 133.5486153 33.9841199)",
76960008,tertiary,False,False,112.094,,,産業通り,"LINESTRING (133.552525 33.9816826, 133.5532606 33.98088)",
76960008,tertiary,False,True,96.877,,,産業通り,"LINESTRING (133.552525 33.9816826, 133.5518804 33.9823706)",
163925387,residential,False,False,97.179,,,,"LINESTRING (133.552525 33.9816826, 133.5517292 33.9811096)",
163925456,residential,False,True,142.962,,,,"LINESTRING (133.552525 33.9816826, 133.5526569 33.9817514, 133.5529195 33.9819643, 133.5533538 33.9822904, 133.5537018 33.9825157)",
163989373,tertiary,False,True,64.35,2,,公園通り,"LINESTRING (133.5506529 33.9786647, 133.5509273 33.9781326)",
