osmid,lanes,highway,maxspeed,oneway,reversed,length,geometry,name,ref,access,bridge
"[25990554, 135985414]",2,tertiary,"['40', '30']",False,False,580.693,"LINESTRING (139.3963858 35.8349802, 139.3964229 35.8350896, 139.3964546 35.835183, 139.3968798 35.8364394, 139.396934 35.8365975, 139.3970423 35.8369134, 139.3973226 35.8377311, 139.3974294 35.8380425, 139.3974583 35.8381258, 139.3951167 35.8386087)",,,,
25990554,2,tertiary,30,False,True,108.01599999999999,"LINESTRING (139.3963858 35.8349802, 139.3962806 35.8348784, 139.395693 35.8343092, 139.3956167 35.8342353)",,,,
27210482,2,tertiary,40,False,False,69.676,"LINESTRING (139.3963858 35.8349802, 139.3962454 35.835078, 139.3957996 35.8353886)",けやき通り,,,
25990554,2,tertiary,30,False,False,108.01599999999999,"LINESTRING (139.3956167 35.8342353, 139.395693 35.8343092, 139.3962806 35.8348784, 139.3963858 35.8349802)",,,,
25990554,2,tertiary,30,False,True,61.658,"LINESTRING (139.3956167 35.8342353, 139.3955095 35.8341334, 139.395173 35.8338133)",,,,
132396863,2,trunk,40,False,False,55.147,"LINESTRING (139.3956167 35.8342353, 139.3954602 35.8342735, 139.3950309 35.8343782)",行政道路,463,yes,
28888614,2,tertiary,40,False,False,60.26200000000001,"LINESTRING (139.3916481 35.8351885, 139.3917115 35.8353307, 139.3917748 35.8354727, 139.3918708 35.8356551, 139.3918822 35.8356763, 139.3918912 35.8356931)",,,,
132396863,2,trunk,40,False,False,135.53,"LINESTRING (139.3916481 35.8351885, 139.3914372 35.8351986, 139.391424 35.8351988, 139.3912007 35.8352027, 139.3903077 35.8352084, 139.3901451 35.8352094)",行政道路,463,yes,
132396863,2,trunk,40,False,True,81.37800000000001,"LINESTRING (139.3916481 35.8351885, 139.3918339 35.8351597, 139.3918498 35.8351572, 139.3922164 35.8350899, 139.392523 35.8350115)",行政道路,463,yes,
132396863,2,trunk,40,False,False,112.218,"LINESTRING (139.3896864 35.8352008, 139.3891635 35.8351916, 139.3884417 35.8351878)",行政道路,463,yes,
132396863,2,trunk,40,False,True,41.361000000000004,"LINESTRING (139.3896864 35.8352008, 139.3899552 35.8352058, 139.3901451 35.8352094)",行政道路,463,yes,
132396863,2,trunk,40,False,True,23.055,"LINESTRING (139.3876749 35.8353145, 139.3879196 35.8352542)",行政道路,463,yes,
26929939,,residential,,False,False,93.756,"LINESTRING (139.3876749 35.8353145, 139.387697 35.8353679, 139.3879866 35.8361189)",,,,
129084928,,residential,,False,True,56.216,"LINESTRING (139.3876749 35.8353145, 139.387652 35.8352639, 139.38746 35.8348399)",,,,
132396863,2,trunk,40,False,False,79.344,"LINESTRING (139.3876749 35.8353145, 139.3869998 35.8355529, 139.3868721 35.8356065)",行政道路,463,yes,
26929935,,tertiary,,False,True,58.751000000000005,"LINESTRING (139.3868721 35.8356065, 139.386805 35.835525, 139.3867081 35.8354003, 139.3866794 35.8353614, 139.3865978 35.8352495, 139.3865296 35.8351571)",町屋通り（日光脇往還）,,,
129084177,,unclassified,,False,True,74.032,"LINESTRING (139.3868721 35.8356065, 139.3867943 35.8356638, 139.3862403 35.8360317)",,,,
132396863,2,trunk,40,False,True,79.344,"LINESTRING (139.3868721 35.8356065, 139.3869998 35.8355529, 139.3876749 35.8353145)",行政道路,463,yes,
969044502,2,trunk,40,False,False,106.13900000000001,"LINESTRING (139.3868721 35.8356065, 139.3869416 35.8357009, 139.3872232 35.8360857, 139.3873494 35.8362757, 139.3873912 35.8363525, 139.3874322 35.8364441)",日光脇往還,463,yes,
26929935,,tertiary,,False,True,23.214,"LINESTRING (139.3865296 35.8351571, 139.3863981 35.8349776)",町屋通り（日光脇往還）,,,
26929935,,tertiary,,False,False,58.751000000000005,"LINESTRING (139.3865296 35.8351571, 139.3865978 35.8352495, 139.3866794 35.8353614, 139.3867081 35.8354003, 139.386805 35.835525, 139.3868721 35.8356065)",町屋通り（日光脇往還）,,,
129085399,,unclassified,,False,False,91.06,"LINESTRING (139.3865296 35.8351571, 139.3865803 35.835135, 139.3867333 35.8350729, 139.38746 35.8348399)",,,,
129086399,,unclassified,,False,True,138.41400000000002,"LINESTRING (139.3878392 35.8397649, 139.3878262 35.8397205, 139.3874849 35.8385537)",,,,
570516093,2,tertiary,40,False,False,84.662,"LINESTRING (139.3878392 35.8397649, 139.3870425 35.8397665, 139.3869001 35.839771)",けやき通り,,,
550182944,2,trunk,40,False,True,202.84,"LINESTRING (139.3869001 35.839771, 139.3869147 35.8396498, 139.3869862 35.8391488, 139.3871578 35.8381274, 139.3871857 35.8379617)",日光脇往還,463,yes,
570516093,2,tertiary,40,False,True,84.662,"LINESTRING (139.3869001 35.839771, 139.3870425 35.8397665, 139.3878392 35.8397649)",けやき通り,,,
27210483,2,secondary,,False,False,34.523,"LINESTRING (139.3888593 35.838616, 139.3889556 35.8389165)",入間市停車場線,226,,
182690469,,unclassified,,False,True,39.685,"LINESTRING (139.3888593 35.838616, 139.3884306 35.8386972)",,,,
27210483,2,secondary,,False,True,90.55700000000002,"LINESTRING (139.3888593 35.838616, 139.3888023 35.83846, 139.3887354 35.8383161, 139.3886304 35.8381464, 139.3884497 35.8378754)",入間市停車場線,226,,
132396863,2,trunk,40,False,False,41.361000000000004,"LINESTRING (139.3901451 35.8352094, 139.3899552 35.8352058, 139.3896864 35.8352008)",行政道路,463,yes,
132396863,2,trunk,40,False,True,135.53,"LINESTRING (139.3901451 35.8352094, 139.3903077 35.8352084, 139.3912007 35.8352027, 139.391424 35.8351988, 139.3914372 35.8351986, 139.3916481 35.8351885)",行政道路,463,yes,
481311036,,unclassified,,False,False,104.21199999999999,"LINESTRING (139.3901451 35.8352094, 139.390124 35.8351285, 139.3900336 35.8347828, 139.389967 35.8344539, 139.3899366 35.8342879)",,,,
481311036,,unclassified,,False,True,62.599000000000004,"LINESTRING (139.3901451 35.8352094, 139.3902055 35.8353051, 139.3904616 35.8357105)",,,,
28888614,2,tertiary,40,False,True,193.11399999999998,"LINESTRING (139.392871 35.8390826, 139.3928032 35.8386662, 139.3927857 35.838338, 139.3927657 35.8379816, 139.3927389 35.8375312, 139.3927292 35.8375013, 139.3926824 35.8373566)",,,,
135985414,2,tertiary,40,False,True,209.89499999999998,"LINESTRING (139.392871 35.8390826, 139.3929414 35.8390949, 139.3951167 35.8386087)",,,,
27210482,2,tertiary,40,False,False,222.67800000000003,"LINESTRING (139.3926824 35.8373566, 139.3925595 35.8374346, 139.3919034 35.8378508, 139.391141 35.8383467, 139.3910738 35.8383939, 139.3907804 35.8386315)",けやき通り,,,
27210482,2,tertiary,40,False,True,70.07900000000001,"LINESTRING (139.3926824 35.8373566, 139.3928146 35.8372677, 139.3930431 35.8371336, 139.3933052 35.8369798)",けやき通り,,,
28888614,2,tertiary,40,False,False,193.114,"LINESTRING (139.3926824 35.8373566, 139.3927292 35.8375013, 139.3927389 35.8375312, 139.3927657 35.8379816, 139.3927857 35.838338, 139.3928032 35.8386662, 139.392871 35.8390826)",,,,
28888614,2,tertiary,40,False,True,96.47800000000001,"LINESTRING (139.3926824 35.8373566, 139.3926313 35.8372455, 139.3923086 35.8365436)",,,,
30814423,,unclassified,,False,False,263.96299999999997,"LINESTRING (139.3951167 35.8386087, 139.3943676 35.8363853, 139.3943452 35.8363187)",,,,
135985414,2,tertiary,40,False,False,209.89499999999998,"LINESTRING (139.3951167 35.8386087, 139.3929414 35.8390949, 139.392871 35.8390826)",,,,
"[25990554, 135985414]",2,tertiary,"['40', '30']",False,True,580.6930000000001,"LINESTRING (139.3951167 35.8386087, 139.3974583 35.8381258, 139.3974294 35.8380425, 139.3973226 35.8377311, 139.3970423 35.8369134, 139.396934 35.8365975, 139.3968798 35.8364394, 139.3964546 35.835183, 139.3964229 35.8350896, 139.3963858 35.8349802)",,,,
27210482,2,tertiary,40,False,False,15.44,"LINESTRING (139.3943452 35.8363187, 139.3942121 35.8364061)",けやき通り,,,
27210482,2,tertiary,40,False,True,34.151,"LINESTRING (139.3943452 35.8363187, 139.3945741 35.836176, 139.3946461 35.8361321)",けやき通り,,,
30814423,,unclassified,,False,True,263.96299999999997,"LINESTRING (139.3943452 35.8363187, 139.3943676 35.8363853, 139.3951167 35.8386087)",,,,
481311036,,unclassified,,False,False,103.00800000000001,"LINESTRING (139.3909042 35.8365645, 139.3908642 35.8364941, 139.390634 35.836046, 139.3904616 35.8357105)",,,,
"[27210484, 481311036]",,"['unclassified', 'residential']",,False,True,47.756,"LINESTRING (139.3909042 35.8365645, 139.3910233 35.8365577, 139.3914331 35.8365401)",,,,
"[988990136, 988990137]",1,residential,,False,False,71.839,"LINESTRING (139.3909042 35.8365645, 139.390839 35.8365795, 139.3907249 35.8365947, 139.390621 35.8365967, 139.3905714 35.8365876, 139.3908805 35.8368624)",,,,
28888614,2,tertiary,40,False,False,4.759,"LINESTRING (139.3922905 35.8365034, 139.3923086 35.8365436)",,,,
28888614,2,tertiary,40,False,True,97.025,"LINESTRING (139.3922905 35.8365034, 139.3918912 35.8356931)",,,,
27210484,,residential,,False,False,77.397,"LINESTRING (139.3922905 35.8365034, 139.3922293 35.836506, 139.3919838 35.8365165, 139.3914331 35.8365401)",,,,
