osmid,highway,oneway,reversed,length,lanes,ref,name,maxspeed,geometry,bridge,est_width
86791567,tertiary,False,True,232.946,,,,,"LINESTRING (139.4091387 35.7233796, 139.4092577 35.7212869)",,
323785931,primary,False,True,81.179,2,7,五日市街道,40,"LINESTRING (139.4091387 35.7233796, 139.4092779 35.7233842, 139.4100378 35.7233774)",,
330740132,tertiary,False,False,301.608,,,,,"LINESTRING (139.4091387 35.7233796, 139.4093255 35.7259984, 139.4093115 35.7260869)",,
380950590,primary,False,False,47.173,2,7,五日市街道,40,"LINESTRING (139.4091387 35.7233796, 139.4089909 35.7233733, 139.4086167 35.7233602)",,
323785932,primary,False,True,9.343,2,7,五日市街道,40,"LINESTRING (139.4069878 35.7233928, 139.4068846 35.7233992)",,
130880258,secondary,True,False,281.9,2,153,中央南北線,60,"LINESTRING (139.4069878 35.7233928, 139.4069526 35.7230552, 139.4069324 35.7227086, 139.4069314 35.7224878, 139.4069682 35.7220659, 139.406996 35.7217181, 139.4069943 35.720861)",,
380950590,primary,False,True,147.33100000000002,2,7,五日市街道,40,"LINESTRING (139.4069878 35.7233928, 139.4073582 35.7233632, 139.4077238 35.7233429, 139.4081262 35.723342, 139.4086167 35.7233602)",,
130880336,tertiary,True,False,14.507,2,,,,"LINESTRING (139.4069943 35.720861, 139.4068653 35.7207832)",,
130880343,tertiary,False,False,149.167,2,,すずかけ通り,40,"LINESTRING (139.4069943 35.720861, 139.4083438 35.721218, 139.40857 35.7212634)",,
86791565,unclassified,False,True,101.699,,,,,"LINESTRING (139.4035668 35.7235104, 139.4032496 35.7226328)",,
380950588,primary,False,False,29.655,2,7,五日市街道,40,"LINESTRING (139.4035668 35.7235104, 139.4032384 35.7235037)",,
380950588,primary,False,True,150.962,2,7,五日市街道,40,"LINESTRING (139.4035668 35.7235104, 139.4041941 35.7235244, 139.4046173 35.7235269, 139.4047859 35.7235228, 139.4049957 35.7235178, 139.4052384 35.7235087)",,
274210317,residential,False,True,97.15,,,,,"LINESTRING (139.4032384 35.7235037, 139.4028942 35.7226759)",,
380950588,primary,False,False,9.672,2,7,五日市街道,40,"LINESTRING (139.4032384 35.7235037, 139.4031313 35.7235013)",,
380950588,primary,False,True,29.655,2,7,五日市街道,40,"LINESTRING (139.4032384 35.7235037, 139.4035668 35.7235104)",,
86791561,unclassified,False,True,54.378,,,,,"LINESTRING (139.4004606 35.7242754, 139.4007857 35.7238637)",,
380950588,primary,False,False,28.554,2,7,五日市街道,40,"LINESTRING (139.4004606 35.7242754, 139.4001768 35.7243888)",,
380950588,primary,False,True,49.714,2,7,五日市街道,40,"LINESTRING (139.4004606 35.7242754, 139.4009535 35.724076)",,
850889131,primary,False,False,16.761,2,55,所沢武蔵村山立川線,40,"LINESTRING (139.4001946 35.7281474, 139.4002141 35.7279975)",,
850889131,primary,False,True,14.81,2,55,所沢武蔵村山立川線,40,"LINESTRING (139.4001946 35.7281474, 139.4001383 35.7282725)",,
380950588,primary,False,True,34.296,2,7,五日市街道,40,"LINESTRING (139.3993868 35.7246494, 139.3997416 35.7245391)",,
130922276,primary,False,True,216.196,2,55,所沢武蔵村山立川線,40,"LINESTRING (139.3993868 35.7246494, 139.3994367 35.7248163, 139.3997235 35.7254192, 139.3998939 35.7257873, 139.3999943 35.7261366, 139.4000584 35.7265073)",,
323785932,primary,False,False,9.343,2,7,五日市街道,40,"LINESTRING (139.4068846 35.7233992, 139.4069878 35.7233928)",,
380950588,primary,False,False,32.626,2,7,五日市街道,40,"LINESTRING (139.4068846 35.7233992, 139.4065241 35.7234201)",,
130922276,primary,False,False,86.319,2,55,所沢武蔵村山立川線,40,"LINESTRING (139.4001587 35.7272793, 139.4000584 35.7265073)",,
1245230000,residential,False,False,217.953,,,,,"LINESTRING (139.4001587 35.7272793, 139.4009997 35.7271281, 139.4012166 35.7271456, 139.4012799 35.7271507, 139.4020817 35.7272746, 139.4025298 35.7273402)",,
"[1245230001, 130922275, 850889131]",primary,False,True,32.601,2,55,所沢武蔵村山立川線,40,"LINESTRING (139.4001587 35.7272793, 139.4001617 35.7273094, 139.4001764 35.7274582, 139.4001828 35.7275251, 139.400184 35.7275717)",yes,
1245230000,residential,False,False,80.45,,,,,"LINESTRING (139.4029465 35.7273963, 139.4038221 35.7275312)",,
1245230000,residential,False,True,38.129,,,,,"LINESTRING (139.4029465 35.7273963, 139.4025298 35.7273402)",,
699203836,residential,False,True,127.784,,,,,"LINESTRING (139.4029465 35.7273963, 139.4024428 35.7265921, 139.4021633 35.7266897)",,
240225059,unclassified,False,False,69.166,,,,,"LINESTRING (139.4043877 35.7276268, 139.4040345 35.7270748)",,
1245230000,residential,False,False,60.019,,,,,"LINESTRING (139.4043877 35.7276268, 139.4050405 35.7277293)",,
1245230000,residential,False,True,52.151,,,,,"LINESTRING (139.4043877 35.7276268, 139.4038221 35.7275312)",,
699203846,residential,False,True,57.467,,,,,"LINESTRING (139.4067471 35.7283291, 139.4067602 35.7278124)",,
