osmid,highway,oneway,reversed,length,geometry,lanes,bridge,ref,name
32589425,residential,False,False,171.90699999999998,"LINESTRING (140.8914418 38.4037651, 140.8915218 38.4036408, 140.8915538 38.4035445, 140.8915397 38.4033535, 140.8914693 38.403046, 140.8914092 38.4028121, 140.8913855 38.4027085, 140.8911128 38.4023015)",,,,
1024094886,residential,False,False,128.076,"LINESTRING (140.8914418 38.4037651, 140.8917832 38.403936, 140.891979 38.4040201, 140.8924604 38.404141, 140.8927852 38.4042081)",,,,
32589425,residential,False,False,23.219,"LINESTRING (140.8911128 38.4023015, 140.8911777 38.4022289, 140.8912554 38.4021253)",,,,
32589425,residential,False,True,171.90699999999998,"LINESTRING (140.8911128 38.4023015, 140.8913855 38.4027085, 140.8914092 38.4028121, 140.8914693 38.403046, 140.8915397 38.4033535, 140.8915538 38.4035445, 140.8915218 38.4036408, 140.8914418 38.4037651)",,,,
106219086,tertiary,False,True,51.424,"LINESTRING (140.8912554 38.4021253, 140.8907723 38.4018597)",2,,,
32589425,residential,False,True,23.219,"LINESTRING (140.8912554 38.4021253, 140.8911777 38.4022289, 140.8911128 38.4023015)",,,,
106219086,tertiary,False,False,29.200000000000003,"LINESTRING (140.8912554 38.4021253, 140.8914226 38.4022103, 140.8915357 38.4022692)",2,,,
106219107,tertiary,False,True,114.158,"LINESTRING (140.8912554 38.4021253, 140.8913125 38.4020305, 140.8914643 38.4011164)",2,,,
106219086,tertiary,False,False,63.984,"LINESTRING (140.8901297 38.4015813, 140.8907723 38.4018597)",2,,,
192932627,unclassified,False,True,72.055,"LINESTRING (140.8901297 38.4015813, 140.8901014 38.401495, 140.8901094 38.4014446, 140.8900155 38.4013416, 140.8897822 38.4010851, 140.8897437 38.4010258)",,,,
"[106219096, 106219107, 106219094]",tertiary,False,False,224.84500000000003,"LINESTRING (140.8912651 38.3991465, 140.891302 38.3992071, 140.8914019 38.3993616, 140.8914717 38.3994958, 140.8915329 38.3996535, 140.8915698 38.3997932, 140.8915897 38.3999997, 140.8915907 38.4002302, 140.8914643 38.4011164)",2,yes,,
192932629,unclassified,False,False,143.063,"LINESTRING (140.8912651 38.3991465, 140.8910586 38.3988571, 140.8909674 38.398752, 140.8908655 38.3986868, 140.8907153 38.3986406, 140.8905681 38.3986152, 140.8902379 38.3986069, 140.8899555 38.3986068)",,,,
318035487,secondary,False,False,159.746,"LINESTRING (140.8912651 38.3991465, 140.8921571 38.3986071, 140.8923269 38.3984798, 140.8924387 38.3983739, 140.8925871 38.3981731)",,,256,西成田宮床線
318035487,secondary,False,True,125.495,"LINESTRING (140.8912651 38.3991465, 140.890736 38.3993801, 140.890552 38.3994411, 140.8903916 38.3994702, 140.8902164 38.3994772, 140.889925 38.3994535)",,,256,西成田宮床線
318035487,secondary,False,True,29.158,"LINESTRING (140.8971475 38.3954917, 140.8968263 38.3955651)",,,256,西成田宮床線
"[478407529, 478407533, 478407534]",tertiary,False,False,193.117,"LINESTRING (140.8971475 38.3954917, 140.8972728 38.3959079, 140.8973386 38.3961888, 140.8973842 38.3964565, 140.897414 38.3967963, 140.8974262 38.3971134, 140.8974254 38.397209)",2,yes,,
478407532,unclassified,False,False,150.274,"LINESTRING (140.8914643 38.4011164, 140.8897437 38.4010258)",,,,
106219107,tertiary,False,False,114.158,"LINESTRING (140.8914643 38.4011164, 140.8913125 38.4020305, 140.8912554 38.4021253)",2,,,
"[106219096, 106219107, 106219094]",tertiary,False,True,224.845,"LINESTRING (140.8914643 38.4011164, 140.8915907 38.4002302, 140.8915897 38.3999997, 140.8915698 38.3997932, 140.8915329 38.3996535, 140.8914717 38.3994958, 140.8914019 38.3993616, 140.891302 38.3992071, 140.8912651 38.3991465)",2,yes,,
478407534,tertiary,False,True,187.64100000000002,"LINESTRING (140.8914643 38.4011164, 140.8915852 38.401112, 140.8919031 38.4010509, 140.8920637 38.4010463, 140.8922531 38.4010657, 140.8924336 38.4010487, 140.8925626 38.4010145, 140.8927678 38.4009356, 140.893482 38.4006417)",2,,,
192932631,unclassified,False,False,35.867,"LINESTRING (140.889925 38.3994535, 140.8898846 38.3997745)",,,,しんまち通り
318035487,secondary,False,False,125.495,"LINESTRING (140.889925 38.3994535, 140.8902164 38.3994772, 140.8903916 38.3994702, 140.890552 38.3994411, 140.890736 38.3993801, 140.8912651 38.3991465)",,,256,西成田宮床線
318035488,secondary,False,True,28.148000000000003,"LINESTRING (140.889925 38.3994535, 140.8899388 38.3992837, 140.8899225 38.3992432, 140.8898812 38.3992188)",,,256,西成田宮床線
106219086,tertiary,False,False,51.424,"LINESTRING (140.8907723 38.4018597, 140.8912554 38.4021253)",2,,,
106219086,tertiary,False,True,63.984,"LINESTRING (140.8907723 38.4018597, 140.8901297 38.4015813)",2,,,
192932625,unclassified,True,False,57.566,"LINESTRING (140.8907723 38.4018597, 140.8909731 38.4020813, 140.8911128 38.4023015)",1,,,
318035487,secondary,False,False,29.158,"LINESTRING (140.8968263 38.3955651, 140.8971475 38.3954917)",,,256,西成田宮床線
318035487,secondary,False,True,48.317,"LINESTRING (140.8968263 38.3955651, 140.8963002 38.3957022)",,,256,西成田宮床線
216383136,unclassified,False,True,68.40899999999999,"LINESTRING (140.8898812 38.3992188, 140.889918 38.398943, 140.889948 38.398627, 140.8899555 38.3986068)",,,,
318035488,secondary,False,False,28.148,"LINESTRING (140.8898812 38.3992188, 140.8899225 38.3992432, 140.8899388 38.3992837, 140.889925 38.3994535)",,,256,西成田宮床線
478407532,unclassified,False,True,150.274,"LINESTRING (140.8897437 38.4010258, 140.8914643 38.4011164)",,,,
192932627,unclassified,False,False,72.055,"LINESTRING (140.8897437 38.4010258, 140.8897822 38.4010851, 140.8900155 38.4013416, 140.8901094 38.4014446, 140.8901014 38.401495, 140.8901297 38.4015813)",,,,
"[192932627, 192932637, 192932631]",unclassified,False,True,60.61500000000001,"LINESTRING (140.8897437 38.4010258, 140.8897419 38.4009695, 140.8897768 38.4006416, 140.8897929 38.4005029, 140.8897955 38.4004825)",,yes,,しんまち通り
318035487,secondary,False,False,48.317,"LINESTRING (140.8963002 38.3957022, 140.8968263 38.3955651)",,,256,西成田宮床線
216382693,unclassified,False,True,90.108,"LINESTRING (140.8963002 38.3957022, 140.8965003 38.3961412, 140.8961043 38.39629)",,,,
