osmid,highway,oneway,reversed,length,lanes,ref,name,width,geometry,bridge,tunnel
174605568,residential,False,True,228.441,,,,,"LINESTRING (130.5190049 33.4922235, 130.5189214 33.4919039, 130.5189 33.4914063, 130.5189711 33.4911335, 130.5189814 33.4910956, 130.5190319 33.4901852)",,
61434418,tertiary,False,False,38.206,,,,,"LINESTRING (130.5174186 33.492191, 130.5170067 33.4921835)",,
174604172,unclassified,False,True,130.187,,,,,"LINESTRING (130.5174186 33.492191, 130.5174197 33.4910202)",,
61434418,tertiary,False,True,147.147,,,,,"LINESTRING (130.5174186 33.492191, 130.5181728 33.4922081, 130.5190049 33.4922235)",,
174605093,unclassified,False,False,152.811,,,,,"LINESTRING (130.5174186 33.492191, 130.5173693 33.4929425, 130.5174552 33.4934857, 130.5175047 33.4935468)",,
61434418,tertiary,False,False,37.971,,,,,"LINESTRING (130.5155754 33.4922201, 130.515167 33.4922447)",,
61434418,tertiary,False,True,132.913,,,,,"LINESTRING (130.5155754 33.4922201, 130.5161218 33.4921834, 130.516542 33.492175, 130.5170067 33.4921835)",,
"[174602593, 174605975]",unclassified,False,"[False, True]",263.46200000000005,,,,,"LINESTRING (130.5155754 33.4922201, 130.5155893 33.4918488, 130.5156156 33.4916666, 130.5156754 33.4914688, 130.5156532 33.4912385, 130.5155553 33.4905684, 130.5154904 33.4902782, 130.5156939 33.4902416, 130.5159762 33.4902379)",,
61434419,unclassified,False,True,36.441,,,,,"LINESTRING (130.5246288 33.493964, 130.5249777 33.4941148)",,
174601884,unclassified,False,True,23.383,,,,,"LINESTRING (130.5246288 33.493964, 130.5247688 33.4937891)",,
61434419,unclassified,False,False,149.605,,,,,"LINESTRING (130.5246288 33.493964, 130.5245386 33.4939175, 130.5245135 33.4939064, 130.5243063 33.4938158, 130.5231962 33.4933459)",,
"[174603553, 174602266, 174601694]",unclassified,False,False,126.52199999999999,,,,,"LINESTRING (130.5246288 33.493964, 130.5243496 33.494278, 130.5242228 33.4944032, 130.5237688 33.4948466)",yes,
61434419,unclassified,False,False,88.385,,,,,"LINESTRING (130.5231962 33.4933459, 130.522351 33.4929785)",,
61434419,unclassified,False,True,149.605,,,,,"LINESTRING (130.5231962 33.4933459, 130.5243063 33.4938158, 130.5245135 33.4939064, 130.5245386 33.4939175, 130.5246288 33.493964)",,
174601412,unclassified,False,False,410.615,,,,,"LINESTRING (130.5231962 33.4933459, 130.523747 33.4931128, 130.5237813 33.4930903, 130.524077 33.492896, 130.524226 33.492774, 130.524367 33.492606, 130.524489 33.492374, 130.524608 33.492104, 130.5246463 33.4920157, 130.5246819 33.491941, 130.5243935 33.4916787, 130.5243767 33.4916431, 130.5252788 33.4905358)",,
174607394,unclassified,False,False,198.096,,,,,"LINESTRING (130.5231962 33.4933459, 130.5231172 33.4934336, 130.5229653 33.4937264, 130.5228919 33.493831, 130.52257 33.494079, 130.5224832 33.494193, 130.5222483 33.4947442, 130.522143 33.494861)",,
732794012,primary,False,False,77.848,2,7,筑紫野インター線,5,"LINESTRING (130.515077 33.4913593, 130.5150576 33.4910205, 130.5150475 33.4907695, 130.51503 33.4906607)",,
732794012,primary,False,True,98.94300000000001,2,7,筑紫野インター線,5,"LINESTRING (130.515077 33.4913593, 130.515098 33.491616, 130.5151303 33.4920821, 130.515146 33.4921726, 130.515167 33.4922447)",,
732794012,primary,False,True,77.848,2,7,筑紫野インター線,5,"LINESTRING (130.51503 33.4906607, 130.5150475 33.4907695, 130.5150576 33.4910205, 130.515077 33.4913593)",,
61434425,unclassified,False,False,89.136,,,,,"LINESTRING (130.515054 33.4897468, 130.5151963 33.4897543, 130.5160129 33.489802)",,
732794012,primary,False,False,156.002,2,7,筑紫野インター線,5,"LINESTRING (130.515054 33.4897468, 130.5150756 33.4896276, 130.5150961 33.4894935, 130.5151229 33.4891794, 130.515143 33.4888084, 130.5151506 33.4883475)",,
67169116,tertiary,False,True,89.836,2,,,5,"LINESTRING (130.5151506 33.4883475, 130.5161192 33.4883346)",,
732794012,primary,False,False,22.835,2,7,筑紫野インター線,5,"LINESTRING (130.5151506 33.4883475, 130.5151361 33.4881425)",,
732794012,primary,False,True,156.002,2,7,筑紫野インター線,5,"LINESTRING (130.5151506 33.4883475, 130.515143 33.4888084, 130.5151229 33.4891794, 130.5150961 33.4894935, 130.5150756 33.4896276, 130.515054 33.4897468)",,
732794012,primary,False,False,10.161,2,7,筑紫野インター線,5,"LINESTRING (130.5150778 33.4869051, 130.515071 33.4868139)",,
732794012,primary,False,True,137.71,2,7,筑紫野インター線,5,"LINESTRING (130.5150778 33.4869051, 130.515111 33.4874302, 130.5151305 33.4879212, 130.5151361 33.4881425)",,
67169116,tertiary,False,False,68.844,2,,,5,"LINESTRING (130.5208026 33.488281, 130.5200603 33.488289)",,
67169116,tertiary,False,True,118.147,2,,,5,"LINESTRING (130.5208026 33.488281, 130.5212303 33.4883152, 130.5219004 33.4883711, 130.52207 33.4883887)",,
69972308,secondary,False,True,91.69000000000001,2,137,基山停車場平等寺筑紫野線,5,"LINESTRING (130.5208026 33.488281, 130.5208056 33.4883808, 130.5207735 33.488694, 130.5207706 33.4889426, 130.520772 33.4891044)",,
67169116,tertiary,False,True,68.844,2,,,5,"LINESTRING (130.5200603 33.488289, 130.5208026 33.488281)",,
67169116,tertiary,False,False,145.846,2,,,5,"LINESTRING (130.5200603 33.488289, 130.5195691 33.4882939, 130.5189776 33.4882992, 130.5184877 33.4883036)",,
174606198,residential,False,False,202.84199999999998,,,,,"LINESTRING (130.5200603 33.488289, 130.5200115 33.4885313, 130.5199067 33.4886927, 130.5199131 33.489222, 130.5197958 33.4893901, 130.5197798 33.4900611)",,
67169116,tertiary,False,False,59.838,2,,,5,"LINESTRING (130.5184877 33.4883036, 130.5178425 33.4883098)",,
174604327,unclassified,False,True,94.583,,,,,"LINESTRING (130.5184877 33.4883036, 130.5184842 33.487453)",,
67169116,tertiary,False,True,145.846,2,,,5,"LINESTRING (130.5184877 33.4883036, 130.5189776 33.4882992, 130.5195691 33.4882939, 130.5200603 33.488289)",,
174601700,unclassified,False,False,185.179,,,,,"LINESTRING (130.5184877 33.4883036, 130.5184984 33.4890596, 130.5184995 33.4899689)",,
67169116,tertiary,False,False,26.175,2,,,5,"LINESTRING (130.5178425 33.4883098, 130.5175603 33.4883142)",,
818669013,residential,False,False,169.10199999999998,,,,,"LINESTRING (130.5178425 33.4883098, 130.5178497 33.4888902, 130.5178474 33.4889486, 130.5178217 33.4889622, 130.5175742 33.4889642, 130.5175603 33.4883142)",,
67169116,tertiary,False,True,59.838,2,,,5,"LINESTRING (130.5178425 33.4883098, 130.5184877 33.4883036)",,
61434425,unclassified,False,False,95.637,,,,,"LINESTRING (130.5207754 33.4901314, 130.5218057 33.4901693)",,
61434425,unclassified,False,True,92.663,,,,,"LINESTRING (130.5207754 33.4901314, 130.5203765 33.4901077, 130.5197798 33.4900611)",,
69972308,secondary,False,False,114.198,2,137,基山停車場平等寺筑紫野線,5,"LINESTRING (130.5207754 33.4901314, 130.5207735 33.4898035, 130.5207735 33.4895082, 130.5207735 33.4892845, 130.520772 33.4891044)",,
69972308,secondary,False,True,229.66899999999998,2,137,基山停車場平等寺筑紫野線,5,"LINESTRING (130.5207754 33.4901314, 130.5207735 33.490394, 130.5207654 33.4920616, 130.5207696 33.4921968)",,
174605273,residential,False,False,51.79,,,,,"LINESTRING (130.5220625 33.4901932, 130.5220101 33.4897295)",,
61434425,unclassified,False,False,84.97800000000001,,,,,"LINESTRING (130.5220625 33.4901932, 130.5226978 33.4902326, 130.5227441 33.4902349, 130.5229756 33.4902563)",,
61434425,unclassified,False,True,23.964,,,,,"LINESTRING (130.5220625 33.4901932, 130.5218249 33.4901703, 130.5218057 33.4901693)",,
61434425,unclassified,False,False,54.899,,,,,"LINESTRING (130.5231893 33.4902657, 130.5237795 33.4903042)",,
61434425,unclassified,False,True,19.845,,,,,"LINESTRING (130.5231893 33.4902657, 130.5229756 33.4902563)",,
962790694,residential,False,True,109.48499999999999,,,,,"LINESTRING (130.5231893 33.4902657, 130.5231125 33.4906658, 130.5230561 33.4907637, 130.5230261 33.4910409, 130.5227963 33.491023)",,
61434425,unclassified,False,False,65.792,,,,,"LINESTRING (130.5237995 33.4903055, 130.5245063 33.4903568)",,
61434425,unclassified,False,True,1.86,,,,,"LINESTRING (130.5237995 33.4903055, 130.5237795 33.4903042)",,
174604096,residential,False,False,106.436,,,,,"LINESTRING (130.5237995 33.4903055, 130.5235797 33.4894, 130.5236044 33.4893738)",,
61434425,unclassified,False,True,65.792,,,,,"LINESTRING (130.5245063 33.4903568, 130.5237995 33.4903055)",,
174602642,unclassified,False,False,74.351,,,,,"LINESTRING (130.5245063 33.4903568, 130.5252788 33.4905358)",,
61411943,secondary,False,False,284.584,2,112,福岡日田線,5,"LINESTRING (130.5245063 33.4903568, 130.524401 33.4904747, 130.5239257 33.490987, 130.523674 33.4912843, 130.5232672 33.4918077, 130.5227638 33.4924614)",,
61411943,secondary,False,True,168.084,2,112,福岡日田線,5,"LINESTRING (130.5245063 33.4903568, 130.5252073 33.489588, 130.5256011 33.4891521)",,
45913473,tertiary,False,False,320.874,2,,,5,"LINESTRING (130.5208466 33.4924643, 130.520841 33.4925602, 130.5208216 33.49264, 130.5207934 33.4927262, 130.5207596 33.4927944, 130.5206899 33.4928916, 130.5205077 33.4931188, 130.5202681 33.4933804, 130.5199287 33.493764, 130.5196974 33.4940392, 130.5196117 33.4941579, 130.5195346 33.4942884, 130.519138 33.494942)",,
69972308,secondary,False,False,30.641000000000002,2,137,基山停車場平等寺筑紫野線,5,"LINESTRING (130.5208466 33.4924643, 130.5208195 33.4923583, 130.5207842 33.4922668, 130.5207696 33.4921968)",,
1130768740,secondary,False,True,150.836,2,137,基山停車場平等寺筑紫野線,5,"LINESTRING (130.5208466 33.4924643, 130.5210249 33.4925392, 130.5216425 33.4927383, 130.522351 33.4929785)",,
61434425,unclassified,False,False,125.619,,,,,"LINESTRING (130.5160129 33.489802, 130.517363 33.489894)",,
174601725,unclassified,False,False,48.589,,,,,"LINESTRING (130.5160129 33.489802, 130.5159762 33.4902379)",,
61434425,unclassified,False,True,89.136,,,,,"LINESTRING (130.5160129 33.489802, 130.5151963 33.4897543, 130.515054 33.4897468)",,
62791233,unclassified,False,False,86.106,,,,,"LINESTRING (130.5160129 33.489802, 130.5160448 33.489491, 130.5160713 33.4890293)",,
62791233,unclassified,False,False,77.375,,,,,"LINESTRING (130.5160713 33.4890293, 130.5161043 33.4885508, 130.5161192 33.4883346)",,
62791233,unclassified,False,True,86.106,,,,,"LINESTRING (130.5160713 33.4890293, 130.5160448 33.489491, 130.5160129 33.489802)",,
174604593,unclassified,False,False,180.188,,,,,"LINESTRING (130.5160713 33.4890293, 130.5172357 33.4889447, 130.5172663 33.4889347, 130.5172777 33.4889163, 130.517271 33.4886064, 130.5172578 33.488319)",,
67169116,tertiary,False,False,89.836,2,,,5,"LINESTRING (130.5161192 33.4883346, 130.5151506 33.4883475)",,
67169116,tertiary,False,True,105.604,2,,,5,"LINESTRING (130.5161192 33.4883346, 130.5172578 33.488319)",,
62791233,unclassified,False,True,77.375,,,,,"LINESTRING (130.5161192 33.4883346, 130.5161043 33.4885508, 130.5160713 33.4890293)",,
174605462,unclassified,False,True,115.425,,,,,"LINESTRING (130.5161192 33.4883346, 130.5161706 33.4876223, 130.516193 33.4873215, 130.5162013 33.4872995)",,
"[61434424, 67169105, 67169116]",tertiary,False,False,330.492,2,,,5,"LINESTRING (130.5256095 33.4887343, 130.524388 33.488624, 130.5240166 33.4885862, 130.523183 33.4884964, 130.52207 33.4883887)",,yes
174604813,unclassified,False,False,63.047000000000004,,,,,"LINESTRING (130.5256095 33.4887343, 130.5255402 33.4887998, 130.5249681 33.4887507)",,
449283414,unclassified,False,True,34.428,,,,,"LINESTRING (130.5167717 33.4944153, 130.5168874 33.4947095)",,
174606458,unclassified,False,True,96.689,,,,,"LINESTRING (130.5167717 33.4944153, 130.517679 33.4943052, 130.5177999 33.4942761)",,
449283414,unclassified,False,False,52.687,,,,,"LINESTRING (130.5167717 33.4944153, 130.5167346 33.4942993, 130.5166595 33.4942221, 130.5166312 33.4941401, 130.5165836 33.4939758)",,
174606994,unclassified,False,True,67.205,,,,,"LINESTRING (130.5165836 33.4939758, 130.5166635 33.4939699, 130.5168325 33.4939325, 130.5170064 33.4939303, 130.5170712 33.4939179, 130.517119 33.4938996, 130.5172717 33.4938255)",,
449283414,unclassified,False,False,78.161,,,,,"LINESTRING (130.5165836 33.4939758, 130.5165409 33.4937473, 130.5165175 33.4934879, 130.5165379 33.4934276, 130.5166472 33.4933099)",,
449283414,unclassified,False,True,52.687000000000005,,,,,"LINESTRING (130.5165836 33.4939758, 130.5166312 33.4941401, 130.5166595 33.4942221, 130.5167346 33.4942993, 130.5167717 33.4944153)",,
61434425,unclassified,False,False,99.868,,,,,"LINESTRING (130.5174259 33.4898984, 130.5184995 33.4899689)",,
61434425,unclassified,False,True,5.854,,,,,"LINESTRING (130.5174259 33.4898984, 130.517363 33.489894)",,
174601955,unclassified,False,False,37.643,,,,,"LINESTRING (130.5174259 33.4898984, 130.5174147 33.4902368)",,
61434425,unclassified,False,False,51.403,,,,,"LINESTRING (130.5184995 33.4899689, 130.5190523 33.4900029)",,
61434425,unclassified,False,True,99.868,,,,,"LINESTRING (130.5184995 33.4899689, 130.5174259 33.4898984)",,
174601700,unclassified,False,True,185.179,,,,,"LINESTRING (130.5184995 33.4899689, 130.5184984 33.4890596, 130.5184877 33.4883036)",,
174604327,unclassified,False,False,55.887,,,,,"LINESTRING (130.5184822 33.4869504, 130.5184842 33.487453)",,
174602831,unclassified,False,True,87.625,,,,,"LINESTRING (130.5184822 33.4869504, 130.5184777 33.4865118, 130.5184741 33.4861624)",,
"[174603436, 174606173]",unclassified,False,"[False, True]",224.135,,,,,"LINESTRING (130.5184822 33.4869504, 130.5172071 33.4870601, 130.5172985 33.4868045, 130.5172868 33.4865186, 130.5172944 33.4864996, 130.5173678 33.4863165, 130.5173417 33.4861371)",,
732794012,primary,False,True,10.161,2,7,筑紫野インター線,5,"LINESTRING (130.515071 33.4868139, 130.5150778 33.4869051)",,
174604563,unclassified,False,True,228.061,,,,,"LINESTRING (130.5255941 33.4868838, 130.5241173 33.4885238)",,
174605462,unclassified,False,False,115.425,,,,,"LINESTRING (130.5162013 33.4872995, 130.516193 33.4873215, 130.5161706 33.4876223, 130.5161192 33.4883346)",,
818669012,residential,False,True,160.20399999999998,,,,,"LINESTRING (130.5162013 33.4872995, 130.5159841 33.4872816, 130.5159163 33.4873011, 130.515872 33.4873517, 130.5157412 33.4876321, 130.5157085 33.4876594, 130.5155614 33.4876555, 130.5154914 33.4876672, 130.5154657 33.4876964, 130.5153326 33.48808, 130.5153046 33.4881034, 130.5151361 33.4881425)",,
67169116,tertiary,False,False,105.604,2,,,5,"LINESTRING (130.5172578 33.488319, 130.5161192 33.4883346)",,
67169116,tertiary,False,True,28.058,2,,,5,"LINESTRING (130.5172578 33.488319, 130.5175603 33.4883142)",,
174604593,unclassified,False,True,180.188,,,,,"LINESTRING (130.5172578 33.488319, 130.517271 33.4886064, 130.5172777 33.4889163, 130.5172663 33.4889347, 130.5172357 33.4889447, 130.5160713 33.4890293)",,
174604563,unclassified,False,False,228.061,,,,,"LINESTRING (130.5241173 33.4885238, 130.5255941 33.4868838)",,
"[174602336, 174604159]",unclassified,False,True,91.023,,,,,"LINESTRING (130.5241173 33.4885238, 130.5240482 33.4886199, 130.524026 33.4886438, 130.5239824 33.4886583, 130.5237302 33.4886257, 130.5232242 33.4885815)",,
174604175,unclassified,False,True,191.384,,,,,"LINESTRING (130.5241173 33.4885238, 130.5224 33.4883618, 130.5222648 33.4883518, 130.52207 33.4883887)",,
174604171,unclassified,False,True,68.3,,,,,"LINESTRING (130.5232242 33.4885815, 130.5224931 33.4885073)",,
174606338,residential,False,True,35.82,,,,,"LINESTRING (130.5232242 33.4885815, 130.5232813 33.4889001)",,
"[174602336, 174604159]",unclassified,False,False,91.023,,,,,"LINESTRING (130.5232242 33.4885815, 130.5237302 33.4886257, 130.5239824 33.4886583, 130.524026 33.4886438, 130.5240482 33.4886199, 130.5241173 33.4885238)",,
175428571,residential,False,True,45.948,,,,,"LINESTRING (130.5249681 33.4887507, 130.5248874 33.4891584)",,
174604813,unclassified,False,True,63.047000000000004,,,,,"LINESTRING (130.5249681 33.4887507, 130.5255402 33.4887998, 130.5256095 33.4887343)",,
"[174604069, 175428590]",unclassified,False,"[False, True]",89.704,,,,,"LINESTRING (130.5249681 33.4887507, 130.524364 33.488693, 130.5243295 33.4886671, 130.5243397 33.4885635, 130.5243807 33.4885344, 130.5245143 33.4885462)",,
174606338,residential,False,False,35.82,,,,,"LINESTRING (130.5232813 33.4889001, 130.5232242 33.4885815)",,
732794010,residential,False,True,73.001,,,,,"LINESTRING (130.5232813 33.4889001, 130.5224971 33.4888429)",,
174606338,residential,False,True,34.586999999999996,,,,,"LINESTRING (130.5232813 33.4889001, 130.5233471 33.4891822, 130.5233555 33.4892048)",,
174606133,residential,False,False,66.189,,,,,"LINESTRING (130.5248874 33.4891584, 130.5256011 33.4891521)",,
175428571,residential,False,False,45.948,,,,,"LINESTRING (130.5248874 33.4891584, 130.5249681 33.4887507)",,
174606133,residential,False,True,122.51999999999998,,,,,"LINESTRING (130.5248874 33.4891584, 130.5244921 33.48919, 130.5236391 33.4893416, 130.5236044 33.4893738)",,
174605273,residential,False,True,35.275,,,,,"LINESTRING (130.521974 33.4894137, 130.5220101 33.4897295)",,
818669017,residential,False,False,47.964,,,,,"LINESTRING (130.521974 33.4894137, 130.5214586 33.4894498)",,
174605273,residential,False,False,96.52199999999999,,,,,"LINESTRING (130.521974 33.4894137, 130.521957 33.4889233, 130.5224076 33.4888882)",,
818669017,residential,False,True,47.964,,,,,"LINESTRING (130.5214586 33.4894498, 130.521974 33.4894137)",,
174604096,residential,False,True,106.436,,,,,"LINESTRING (130.5236044 33.4893738, 130.5235797 33.4894, 130.5237995 33.4903055)",,
174606133,residential,False,False,122.51999999999998,,,,,"LINESTRING (130.5236044 33.4893738, 130.5236391 33.4893416, 130.5244921 33.48919, 130.5248874 33.4891584)",,
174606338,residential,False,False,30.055,,,,,"LINESTRING (130.5236044 33.4893738, 130.5235514 33.4893413, 130.5235219 33.4893234, 130.523391 33.4892466, 130.5233755 33.4892321, 130.5233631 33.4892177, 130.5233555 33.4892048)",,
61434425,unclassified,False,False,67.774,,,,,"LINESTRING (130.5190523 33.4900029, 130.5197798 33.4900611)",,
61434425,unclassified,False,True,51.403,,,,,"LINESTRING (130.5190523 33.4900029, 130.5184995 33.4899689)",,
174605568,residential,False,False,20.359,,,,,"LINESTRING (130.5190523 33.4900029, 130.5190319 33.4901852)",,
61434425,unclassified,False,True,67.774,,,,,"LINESTRING (130.5197798 33.4900611, 130.5190523 33.4900029)",,
61434425,unclassified,False,False,92.663,,,,,"LINESTRING (130.5197798 33.4900611, 130.5203765 33.4901077, 130.5207754 33.4901314)",,
174606198,residential,False,True,202.84199999999998,,,,,"LINESTRING (130.5197798 33.4900611, 130.5197958 33.4893901, 130.5199131 33.489222, 130.5199067 33.4886927, 130.5200115 33.4885313, 130.5200603 33.488289)",,
61434425,unclassified,False,False,19.845,,,,,"LINESTRING (130.5229756 33.4902563, 130.5231893 33.4902657)",,
61434425,unclassified,False,True,84.97800000000001,,,,,"LINESTRING (130.5229756 33.4902563, 130.5227441 33.4902349, 130.5226978 33.4902326, 130.5220625 33.4901932)",,
174606687,residential,False,False,86.86,,,,,"LINESTRING (130.5229756 33.4902563, 130.5228348 33.4908585, 130.5227963 33.491023)",,
174601955,unclassified,False,True,37.643,,,,,"LINESTRING (130.5174147 33.4902368, 130.5174259 33.4898984)",,
174602433,unclassified,False,True,58.772,,,,,"LINESTRING (130.5174147 33.4902368, 130.5167855 33.4903001)",,
174604172,unclassified,False,False,87.111,,,,,"LINESTRING (130.5174147 33.4902368, 130.5174197 33.4910202)",,
818674853,residential,False,False,150.599,,,,,"LINESTRING (130.5174147 33.4902368, 130.5180673 33.4901615, 130.5184245 33.4901771, 130.5190319 33.4901852)",,
174601725,unclassified,False,True,48.589,,,,,"LINESTRING (130.5159762 33.4902379, 130.5160129 33.489802)",,
174602433,unclassified,False,False,75.416,,,,,"LINESTRING (130.5159762 33.4902379, 130.5166487 33.4902987, 130.5167855 33.4903001)",,
"[174602593, 174605975]",unclassified,False,"[False, True]",263.462,,,,,"LINESTRING (130.5159762 33.4902379, 130.5156939 33.4902416, 130.5154904 33.4902782, 130.5155553 33.4905684, 130.5156532 33.4912385, 130.5156754 33.4914688, 130.5156156 33.4916666, 130.5155893 33.4918488, 130.5155754 33.4922201)",,
174602642,unclassified,False,True,74.351,,,,,"LINESTRING (130.5252788 33.4905358, 130.5245063 33.4903568)",,
174601412,unclassified,False,True,410.61499999999995,,,,,"LINESTRING (130.5252788 33.4905358, 130.5243767 33.4916431, 130.5243935 33.4916787, 130.5246819 33.491941, 130.5246463 33.4920157, 130.524608 33.492104, 130.524489 33.492374, 130.524367 33.492606, 130.524226 33.492774, 130.524077 33.492896, 130.5237813 33.4930903, 130.523747 33.4931128, 130.5231962 33.4933459)",,
174605564,residential,False,True,64.453,,,,,"LINESTRING (130.5237146 33.4908813, 130.5237493 33.4905752, 130.5237795 33.4903042)",,
174607168,unclassified,False,False,78.592,,,,,"LINESTRING (130.5194221 33.4929093, 130.5194357 33.4922026)",,
174607168,unclassified,False,True,141.57999999999998,,,,,"LINESTRING (130.5194221 33.4929093, 130.5188637 33.4929794, 130.5187352 33.4930053, 130.5180162 33.4933509)",,
181443213,unclassified,False,False,270.419,,,,,"LINESTRING (130.5194221 33.4929093, 130.5193779 33.4931731, 130.5191968 33.4936439, 130.5191499 33.4937407, 130.5188917 33.4940197, 130.5181489 33.4939286, 130.5180162 33.4933509)",,
174601884,unclassified,False,False,31.545,,,,,"LINESTRING (130.525477 33.4930438, 130.5252652 33.4932658)",,
174605093,unclassified,False,True,152.811,,,,,"LINESTRING (130.5175047 33.4935468, 130.5174552 33.4934857, 130.5173693 33.4929425, 130.5174186 33.492191)",,
174606994,unclassified,False,False,42.029,,,,,"LINESTRING (130.5175047 33.4935468, 130.5174913 33.4936737, 130.5174716 33.4937167, 130.5174366 33.4937598, 130.5174024 33.4937759, 130.5172717 33.4938255)",,
174607168,unclassified,False,False,52.269999999999996,,,,,"LINESTRING (130.5175047 33.4935468, 130.5178328 33.4934345, 130.5180162 33.4933509)",,
449283412,tertiary,False,False,70.068,,,,,"LINESTRING (130.5172717 33.4938255, 130.5177999 33.4942761)",,
174606994,unclassified,False,False,67.205,,,,,"LINESTRING (130.5172717 33.4938255, 130.517119 33.4938996, 130.5170712 33.4939179, 130.5170064 33.4939303, 130.5168325 33.4939325, 130.5166635 33.4939699, 130.5165836 33.4939758)",,
