osmid,highway,oneway,reversed,length,lanes,ref,name,bridge,geometry,tunnel
112854426,unclassified,False,True,217.68499999999997,,,,,"LINESTRING (137.1915912 35.5821215, 137.190547 35.581318, 137.19023 35.581064, 137.190203 35.581053, 137.190058 35.580946, 137.1898329 35.5807864)",
112858343,unclassified,False,True,50.32300000000001,,,,,"LINESTRING (137.1915912 35.5821215, 137.1918556 35.5823925, 137.1919451 35.5824704)",
112854524,primary,False,False,47.873,,62,下呂白川線,,"LINESTRING (137.1919247 35.5816733, 137.1916846 35.5812896)",
112856287,unclassified,False,False,58.253,,,,,"LINESTRING (137.1919247 35.5816733, 137.1915912 35.5821215)",
112854524,primary,False,True,98.236,,62,下呂白川線,,"LINESTRING (137.1919247 35.5816733, 137.1920359 35.5817944, 137.1920731 35.5818858, 137.1921164 35.5819889, 137.1921349 35.5821077, 137.1921025 35.5822146, 137.1920663 35.5823637, 137.1919451 35.5824704)",
112856396,residential,False,False,20.709,,,,,"LINESTRING (137.1860347 35.5790418, 137.1858523 35.5789292)",
"[112855490, 112854523, 112854276]",unclassified,False,"[False, True]",104.516,,,,yes,"LINESTRING (137.1932362 35.5833807, 137.1931511 35.5834423, 137.192888 35.5836211, 137.1924259 35.5839325, 137.1923528 35.5839866)",
112856524,tertiary,False,True,154.54399999999998,,,,,"LINESTRING (137.1932362 35.5833807, 137.192073 35.5825695, 137.1919451 35.5824704)",
112854699,unclassified,False,False,84.043,,,,,"LINESTRING (137.1875636 35.580855, 137.187396 35.58034, 137.1873745 35.5802343, 137.1873805 35.5801754, 137.1874012 35.5801211)",
"[443770776, 443770777, 112858299, 112858029]","['unclassified', 'tertiary']",False,True,421.931,,,,yes,"LINESTRING (137.1875636 35.580855, 137.1876399 35.5809788, 137.1877233 35.5810657, 137.188097 35.5814643, 137.1882131 35.5815576, 137.1882871 35.5815979, 137.188787 35.5818238, 137.189827 35.5823125, 137.1908645 35.5827804, 137.1910703 35.5828914, 137.1912957 35.5830332)",
112854426,unclassified,False,False,102.92,,,,,"LINESTRING (137.188957 35.580095, 137.1897695 35.5807431)",
112854268,unclassified,False,False,113.05699999999999,,,,,"LINESTRING (137.188957 35.580095, 137.189618 35.579842, 137.1900815 35.579651)",
112857700,unclassified,False,False,74.69,,,,,"LINESTRING (137.188957 35.580095, 137.188895 35.580045, 137.188509 35.579774, 137.188317 35.579673)",
112853996,primary,False,False,142.75199999999998,,62,下呂白川線,,"LINESTRING (137.1912957 35.5830332, 137.1913899 35.5831145, 137.1923528 35.5839866)",
"[112854524, 112853996, 112857414]",primary,False,"[False, True]",85.829,,62,下呂白川線,yes,"LINESTRING (137.1912957 35.5830332, 137.1913485 35.5829913, 137.191637 35.582743, 137.1918592 35.5825448, 137.1919451 35.5824704)",
"[443770776, 443770777, 112858299, 112858029]","['unclassified', 'tertiary']",False,False,421.931,,,,yes,"LINESTRING (137.1912957 35.5830332, 137.1910703 35.5828914, 137.1908645 35.5827804, 137.189827 35.5823125, 137.188787 35.5818238, 137.1882871 35.5815979, 137.1882131 35.5815576, 137.188097 35.5814643, 137.1877233 35.5810657, 137.1876399 35.5809788, 137.1875636 35.580855)",
112854524,primary,False,False,98.236,,62,下呂白川線,,"LINESTRING (137.1919451 35.5824704, 137.1920663 35.5823637, 137.1921025 35.5822146, 137.1921349 35.5821077, 137.1921164 35.5819889, 137.1920731 35.5818858, 137.1920359 35.5817944, 137.1919247 35.5816733)",
"[112854524, 112853996, 112857414]",primary,False,"[False, True]",85.82900000000001,,62,下呂白川線,yes,"LINESTRING (137.1919451 35.5824704, 137.1918592 35.5825448, 137.191637 35.582743, 137.1913485 35.5829913, 137.1912957 35.5830332)",
112856524,tertiary,False,False,154.54399999999998,,,,,"LINESTRING (137.1919451 35.5824704, 137.192073 35.5825695, 137.1932362 35.5833807)",
112858343,unclassified,False,False,50.32300000000001,,,,,"LINESTRING (137.1919451 35.5824704, 137.1918556 35.5823925, 137.1915912 35.5821215)",
112855067,residential,False,True,5.524,,,,,"LINESTRING (137.1869959 35.5798251, 137.1869629 35.5797833)",
112856188,unclassified,False,True,306.66200000000003,,,,,"LINESTRING (137.1869959 35.5798251, 137.186946 35.579836, 137.186861 35.5798476, 137.186775 35.5798889, 137.18676 35.579898, 137.186099 35.580214, 137.185596 35.580445, 137.1854386 35.5805045, 137.1850738 35.5807797, 137.184748 35.580935, 137.1844821 35.5811257, 137.1842557 35.581279, 137.1841867 35.5813288)",
112856743,unclassified,False,False,50.271,,,,,"LINESTRING (137.1869959 35.5798251, 137.187063 35.579836, 137.187283 35.580011, 137.1874012 35.5801211)",
112857700,unclassified,False,False,48.845,,,,,"LINESTRING (137.188317 35.579673, 137.1878887 35.5795518, 137.1878245 35.5795045)",
112857700,unclassified,False,True,74.69,,,,,"LINESTRING (137.188317 35.579673, 137.188509 35.579774, 137.188895 35.580045, 137.188957 35.580095)",
455243734,residential,False,False,234.836,,,,,"LINESTRING (137.188317 35.579673, 137.1882633 35.5800512, 137.1884084 35.5802973, 137.1896074 35.5809747, 137.1896632 35.5809629, 137.1898329 35.5807864)",
112854699,unclassified,False,True,84.043,,,,,"LINESTRING (137.1874012 35.5801211, 137.1873805 35.5801754, 137.1873745 35.5802343, 137.187396 35.58034, 137.1875636 35.580855)",
112856743,unclassified,False,True,50.271,,,,,"LINESTRING (137.1874012 35.5801211, 137.187283 35.580011, 137.187063 35.579836, 137.1869959 35.5798251)",
"[112854493, 112854552, 112857445]",unclassified,False,"[False, True]",78.811,,,,yes,"LINESTRING (137.1874012 35.5801211, 137.1875322 35.5799745, 137.1875823 35.5798942, 137.1877916 35.5795395, 137.1878245 35.5795045)",
112854426,unclassified,False,True,7.487,,,,,"LINESTRING (137.1898329 35.5807864, 137.1897695 35.5807431)",
112854426,unclassified,False,False,217.685,,,,,"LINESTRING (137.1898329 35.5807864, 137.190058 35.580946, 137.190203 35.581053, 137.19023 35.581064, 137.190547 35.581318, 137.1915912 35.5821215)",
455243734,residential,False,True,234.83599999999998,,,,,"LINESTRING (137.1898329 35.5807864, 137.1896632 35.5809629, 137.1896074 35.5809747, 137.1884084 35.5802973, 137.1882633 35.5800512, 137.188317 35.579673)",
455242811,residential,False,True,89.942,,,,,"LINESTRING (137.190483 35.5801796, 137.1897695 35.5807431)",
112854524,primary,False,False,69.143,,62,下呂白川線,,"LINESTRING (137.190483 35.5801796, 137.1904327 35.5801153, 137.1902516 35.5798977, 137.1900815 35.579651)",
112854524,primary,False,True,164.506,,62,下呂白川線,,"LINESTRING (137.190483 35.5801796, 137.1906116 35.5803178, 137.1916846 35.5812896)",
112854426,unclassified,False,False,7.487,,,,,"LINESTRING (137.1897695 35.5807431, 137.1898329 35.5807864)",
112854426,unclassified,False,True,102.92,,,,,"LINESTRING (137.1897695 35.5807431, 137.188957 35.580095)",
455242811,residential,False,False,89.942,,,,,"LINESTRING (137.1897695 35.5807431, 137.190483 35.5801796)",
