osmid,highway,access,oneway,reversed,length,geometry,est_width
1225022090,tertiary,no,False,False,42.647000000000006,"LINESTRING (139.0361058 35.2265733, 139.0360849 35.2266382, 139.0360554 35.226682, 139.0360044 35.2267269, 139.0359092 35.226785, 139.0357931 35.2268369)",
130423588,tertiary,no,False,False,45.253,"LINESTRING (139.0358392 35.2264318, 139.0358153 35.2265889, 139.0357931 35.2268369)",5.5m〜13.0m
130423588,tertiary,no,False,True,45.253,"LINESTRING (139.0357931 35.2268369, 139.0358153 35.2265889, 139.0358392 35.2264318)",5.5m〜13.0m
1225022090,tertiary,no,False,True,42.647000000000006,"LINESTRING (139.0357931 35.2268369, 139.0359092 35.226785, 139.0360044 35.2267269, 139.0360554 35.226682, 139.0360849 35.2266382, 139.0361058 35.2265733)",
