osmid,oneway,ref,name,highway,reversed,length,access,geometry,maxspeed,lanes
145405910,True,301,内堀通り,primary,False,15.006,,"LINESTRING (139.7611033 35.6856397, 139.7611447 35.6857704)",,
92403864,True,1;20,永代通り,trunk,False,13.898,,"LINESTRING (139.7630829 35.685367, 139.7632332 35.6853402)",,
21957625,True,1;20,永代通り,trunk,False,58.129999999999995,yes,"LINESTRING (139.7657432 35.6848263, 139.7659144 35.6847877, 139.7663629 35.6846851)",,
23578870,False,402,錦町有楽町線,secondary,True,134.009,,"LINESTRING (139.7657432 35.6848263, 139.7657833 35.6849224, 139.7658503 35.6851135, 139.7658998 35.685298, 139.7660547 35.6859352, 139.7660672 35.6860011)",40,
"[59262032, 59262033]",False,402,錦町有楽町線,secondary,False,14.921,,"LINESTRING (139.7657432 35.6848263, 139.7657169 35.6847633, 139.7656902 35.6846992)",,
387312972,True,406,馬場先通り,secondary,False,14.386,,"LINESTRING (139.76092 35.6786056, 139.761074 35.6785726)",,3
254711100,True,1;20,日比谷通り,trunk,False,395.177,yes,"LINESTRING (139.76092 35.6786056, 139.760953 35.6787122, 139.7617084 35.6809294, 139.7620227 35.6818535, 139.7620342 35.6818872, 139.7620817 35.6820319)",,3
152413934,True,1;20,日比谷通り,trunk,False,14.052,yes,"LINESTRING (139.761074 35.6785726, 139.7610353 35.6784502)",,3
"[387312972, 1105290310]",True,406,馬場先通り,secondary,False,222.14100000000002,,"LINESTRING (139.761074 35.6785726, 139.7612072 35.6785437, 139.7621226 35.6783403, 139.7621642 35.6783311, 139.7622796 35.6783055, 139.7623873 35.6782816, 139.7632245 35.6780962, 139.7632943 35.6780807, 139.7633801 35.6780617, 139.7634467 35.6780469)",,3
254711102,False,402,大名小路,secondary,True,12.999,,"LINESTRING (139.7634467 35.6780469, 139.7634089 35.6779341)",,
257233098,False,402,大名小路,secondary,True,146.037,,"LINESTRING (139.7634467 35.6780469, 139.7634784 35.6781416, 139.7634986 35.6782021, 139.7638272 35.6791846, 139.7638706 35.6793143)",,
22730601,True,1;20,日比谷通り,trunk,False,13.871,,"LINESTRING (139.7608863 35.6784839, 139.76092 35.6786056)",,3
387312967,True,406,鍛冶橋通り,secondary,False,309.083,,"LINESTRING (139.7608863 35.6784839, 139.7607642 35.678511, 139.759848 35.6786953, 139.7597865 35.6787077, 139.7595353 35.678784, 139.7578789 35.6793603, 139.7577965 35.6793898, 139.7576795 35.6794319)",,3
387312967,True,406,鍛冶橋通り,secondary,False,13.97,,"LINESTRING (139.7610353 35.6784502, 139.7608863 35.6784839)",,3
254711102,False,402,大名小路,secondary,False,12.999,,"LINESTRING (139.7634089 35.6779341, 139.7634467 35.6780469)",,
178989940,True,406,馬場先通り,secondary,False,221.942,,"LINESTRING (139.7634089 35.6779341, 139.763343 35.6779484, 139.7632557 35.6779674, 139.7623898 35.6781552, 139.7623449 35.6781649, 139.7622407 35.6781876, 139.7621193 35.6782143, 139.7612314 35.6784089, 139.7611675 35.6784228, 139.7610353 35.6784502)",,3
254711100,True,1;20,日比谷通り,trunk,False,45.119,yes,"LINESTRING (139.7620817 35.6820319, 139.7622107 35.6824239)",,3
239796983,True,404,行幸通り,secondary,False,222.39600000000002,,"LINESTRING (139.7620817 35.6820319, 139.761899 35.6820754, 139.7599272 35.682517, 139.7598449 35.6825354, 139.7597088 35.6825659)",,
145405919,True,404,行幸通り,secondary,False,13.24,,"LINESTRING (139.7622229 35.6819999, 139.7620817 35.6820319)",,
152413934,True,1;20,日比谷通り,trunk,False,128.003,yes,"LINESTRING (139.7622229 35.6819999, 139.762175 35.6818546, 139.7618555 35.6808881)",,3
152413934,True,1;20,日比谷通り,trunk,False,45.109,yes,"LINESTRING (139.762351 35.682392, 139.7622229 35.6819999)",,3
342448077,True,404,行幸通り,secondary,False,111.375,,"LINESTRING (139.762351 35.682392, 139.7625702 35.6823461, 139.763442 35.6821539, 139.7635418 35.6821319)",,4
342448077,True,404,行幸通り,secondary,False,13.159,,"LINESTRING (139.7622107 35.6824239, 139.762351 35.682392)",,4
254711100,True,1;20,日比谷通り,trunk,False,130.065,yes,"LINESTRING (139.7622107 35.6824239, 139.762269 35.6825943, 139.7625216 35.6833881, 139.7625332 35.6834245, 139.7625706 35.6835564)",,3
23578870,False,402,錦町有楽町線,secondary,False,6.643,,"LINESTRING (139.7661882 35.6865425, 139.7661745 35.6864838)",40,
23578870,False,402,錦町有楽町線,secondary,False,134.009,,"LINESTRING (139.7660672 35.6860011, 139.7660547 35.6859352, 139.7658998 35.685298, 139.7658503 35.6851135, 139.7657833 35.6849224, 139.7657432 35.6848263)",40,
23578870,False,402,錦町有楽町線,secondary,True,54.543000000000006,,"LINESTRING (139.7660672 35.6860011, 139.7661514 35.6863856, 139.7661745 35.6864838)",40,
89043372,False,,,tertiary,True,41.971000000000004,,"LINESTRING (139.7660672 35.6860011, 139.7661971 35.6859877, 139.7665278 35.685951)",,
958705068,True,407,丸の内室町線,secondary,False,14.597,,"LINESTRING (139.767679 35.684397, 139.7676845 35.6842658)",,3
657589859,True,403,日比谷通り,secondary,False,12.437,,"LINESTRING (139.7632332 35.6853402, 139.7632034 35.685231)",,3
657589863,True,1;20,永代通り,trunk,False,233.787,yes,"LINESTRING (139.7632332 35.6853402, 139.7633692 35.685313, 139.7645319 35.6850773, 139.7646317 35.6850567, 139.7655851 35.6848595, 139.7657432 35.6848263)",,
23578870,False,402,錦町有楽町線,secondary,True,6.643,,"LINESTRING (139.7661745 35.6864838, 139.7661882 35.6865425)",40,
23578870,False,402,錦町有楽町線,secondary,False,54.543000000000006,,"LINESTRING (139.7661745 35.6864838, 139.7661514 35.6863856, 139.7660672 35.6860011)",40,
958539571,False,,丸の内 1st,tertiary,False,13.385,,"LINESTRING (139.7625706 35.6835564, 139.7627144 35.6835273)",,2
958539572,True,1;20,日比谷通り,trunk,False,194.78700000000003,yes,"LINESTRING (139.7625706 35.6835564, 139.7626111 35.6836863, 139.7627798 35.684304, 139.7628457 35.6845366, 139.7628757 35.6846427, 139.7630164 35.6851396, 139.7630531 35.6852637)",,3
21957625,True,1;20,永代通り,trunk,False,123.118,yes,"LINESTRING (139.7663629 35.6846851, 139.7673637 35.6844596, 139.767679 35.684397)",,
436862684,True,,,unclassified,False,141.548,,"LINESTRING (139.7663629 35.6846851, 139.7663736 35.6847669, 139.7665278 35.685951)",,
974064478,True,407,丸の内室町線,secondary,False,15.578,,"LINESTRING (139.7675572 35.6842978, 139.767679 35.684397)",,3
974064479,True,1;20,永代通り,trunk,False,174.43200000000002,yes,"LINESTRING (139.7675572 35.6842978, 139.7673266 35.6843492, 139.7658664 35.6846638, 139.7656902 35.6846992)",,
23874647,False,,,tertiary,True,53.879000000000005,,"LINESTRING (139.7665278 35.685951, 139.7665838 35.686379, 139.7665864 35.6864331)",,
89043372,False,,,tertiary,False,41.971000000000004,,"LINESTRING (139.7665278 35.685951, 139.7661971 35.6859877, 139.7660672 35.6860011)",,
23874647,False,,,tertiary,False,53.879000000000005,,"LINESTRING (139.7665864 35.6864331, 139.7665838 35.686379, 139.7665278 35.685951)",,
203035379,True,,,tertiary,False,37.635000000000005,,"LINESTRING (139.7665864 35.6864331, 139.7663575 35.6864574, 139.7661745 35.6864838)",40,
23579065,True,403,日比谷通り,secondary,False,105.36000000000001,,"LINESTRING (139.7635173 35.6862592, 139.7632815 35.6854936, 139.7632332 35.6853402)",,3
92403739,True,,,unclassified,False,232.142,,"LINESTRING (139.7635173 35.6862592, 139.7636333 35.6862475, 139.7647918 35.6861224, 139.7659501 35.6860026, 139.7660672 35.6860011)",,
"[59262032, 59262033]",False,402,錦町有楽町線,secondary,True,14.921,,"LINESTRING (139.7656902 35.6846992, 139.7657169 35.6847633, 139.7657432 35.6848263)",,
286703486,True,1;20,永代通り,trunk,False,114.19999999999999,yes,"LINESTRING (139.7656902 35.6846992, 139.7655343 35.6847339, 139.7645914 35.6849296, 139.7644658 35.6849555)",,
287006577,False,402,錦町有楽町線,secondary,False,201.10600000000002,,"LINESTRING (139.7656902 35.6846992, 139.765644 35.6845883, 139.7655176 35.6842481, 139.7651372 35.6831127, 139.765084 35.6829592)",40,
1063070441,True,403,永代通り,secondary,False,14.053,,"LINESTRING (139.7632034 35.685231, 139.7630531 35.6852637)",,
958539573,True,1;20,日比谷通り,trunk,False,194.52700000000002,yes,"LINESTRING (139.7632034 35.685231, 139.763171 35.6851112, 139.7627663 35.6836985, 139.7627544 35.6836569, 139.7627144 35.6835273)",,3
145405913,False,,丸の内仲通り,residential,False,193.211,,"LINESTRING (139.7644658 35.6849555, 139.7644441 35.6848901, 139.7639436 35.6833624, 139.7639159 35.6832763)",,
286703486,True,1;20,永代通り,trunk,False,118.059,yes,"LINESTRING (139.7644658 35.6849555, 139.7633335 35.6852026, 139.7632034 35.685231)",,
145405918,True,403,永代通り,secondary,False,15.864,,"LINESTRING (139.7611447 35.6857704, 139.7613164 35.6857403)",,
1063070442,True,1;20,日比谷通り,trunk,False,11.798,yes,"LINESTRING (139.7630531 35.6852637, 139.7630829 35.685367)",,3
92403812,True,403,永代通り,secondary,False,148.834,,"LINESTRING (139.7630531 35.6852637, 139.7629162 35.6852929, 139.7618737 35.685499, 139.7615037 35.6855802, 139.7614548 35.6855893)",,
