osmid,highway,oneway,reversed,length,geometry,name,bridge,ref
333934757,tertiary,False,False,132.946,"LINESTRING (139.9268235 35.3839905, 139.9267376 35.3839825, 139.9266896 35.3839781, 139.9264523 35.3839422, 139.9264167 35.3839368, 139.9263932 35.3839332, 139.9263753 35.3839305, 139.926352 35.383927, 139.9262829 35.3839186, 139.9254969 35.3838457, 139.9253703 35.383834)",,,
1134045214,tertiary,False,True,124.60300000000001,"LINESTRING (139.9268235 35.3839905, 139.9269236 35.3839977, 139.9270205 35.3840048, 139.9272192 35.3840163, 139.9273181 35.384022, 139.92741 35.3840245, 139.9275294 35.3840232, 139.9276605 35.3840181, 139.9277202 35.3840147, 139.9277932 35.3840048, 139.927869 35.3839928, 139.9280092 35.3839731, 139.9281896 35.3839512)",,,
136832491,unclassified,False,True,89.331,"LINESTRING (139.9285216 35.3839313, 139.9285208 35.3839822, 139.9285192 35.3840311, 139.9285201 35.3843789, 139.9285225 35.3846948, 139.9285387 35.3847324)",,,
360434698,unclassified,True,False,187.231,"LINESTRING (139.9285216 35.3839313, 139.9285236 35.383884, 139.9284979 35.3835006, 139.9284895 35.3830781, 139.9284991 35.3823254, 139.9285001 35.3822482)",,,
1134045213,tertiary,False,True,50.044,"LINESTRING (139.9285216 35.3839313, 139.9288856 35.3839337, 139.9290733 35.3839425)",,,
1134045214,tertiary,False,False,30.227999999999998,"LINESTRING (139.9285216 35.3839313, 139.9284647 35.3839314, 139.9283619 35.3839348, 139.9282758 35.3839397, 139.9281896 35.3839512)",,,
360434848,residential,False,True,189.71399999999997,"LINESTRING (139.9281896 35.3839512, 139.9281319 35.383697, 139.9281533 35.3834695, 139.9281319 35.3832334, 139.9281533 35.3829972, 139.9281909 35.3827873, 139.9282606 35.3825861, 139.9283056 35.3824396, 139.9283622 35.3822722)",,,
1134045214,tertiary,False,False,124.603,"LINESTRING (139.9281896 35.3839512, 139.9280092 35.3839731, 139.927869 35.3839928, 139.9277932 35.3840048, 139.9277202 35.3840147, 139.9276605 35.3840181, 139.9275294 35.3840232, 139.92741 35.3840245, 139.9273181 35.384022, 139.9272192 35.3840163, 139.9270205 35.3840048, 139.9269236 35.3839977, 139.9268235 35.3839905)",,,
1134045214,tertiary,False,True,30.228,"LINESTRING (139.9281896 35.3839512, 139.9282758 35.3839397, 139.9283619 35.3839348, 139.9284647 35.3839314, 139.9285216 35.3839313)",,,
136828180,unclassified,False,False,136.888,"LINESTRING (139.9212279 35.3829516, 139.9210315 35.3841722)",,,
333934757,tertiary,False,False,73.357,"LINESTRING (139.9212279 35.3829516, 139.9204247 35.3828716)",,,
333934757,tertiary,False,True,44.235,"LINESTRING (139.9212279 35.3829516, 139.9217101 35.3830124)",,,
136828792,unclassified,False,True,138.53,"LINESTRING (139.9217101 35.3830124, 139.9214561 35.3842409)",,,
333934757,tertiary,False,False,44.235,"LINESTRING (139.9217101 35.3830124, 139.9212279 35.3829516)",,,
333934757,tertiary,False,True,67.88,"LINESTRING (139.9217101 35.3830124, 139.9224359 35.3831624)",,,
