osmid,highway,oneway,reversed,length,geometry,name,ref,maxspeed,lanes,width,bridge,access
34704286,unclassified,False,True,154.095,"LINESTRING (139.4890576 35.9248945, 139.4890022 35.9250086, 139.4888526 35.9253171, 139.4887819 35.9254432, 139.4886425 35.9256912, 139.4885456 35.9258861, 139.4884115 35.9261772)",,,,,,,
35206003,tertiary,False,True,269.09799999999996,"LINESTRING (139.4890576 35.9248945, 139.4888753 35.9248877, 139.4883981 35.92487, 139.4878199 35.9248485, 139.4877276 35.924845, 139.4874377 35.9248343, 139.487169 35.9248243, 139.4871403 35.9248232, 139.4870125 35.9248185, 139.4866913 35.9248069, 139.4866323 35.9248043, 139.486161 35.9247723, 139.4860734 35.9247688)",初雁城（川越城）通り,,,,,,
786425277,tertiary,False,False,32.012,"LINESTRING (139.4890576 35.9248945, 139.4891487 35.9249102, 139.4894053 35.9249545)",初雁城（川越城）通り,,,,,,
1169517193,unclassified,False,True,21.075,"LINESTRING (139.4890576 35.9248945, 139.489107 35.9247886, 139.4891403 35.9247172)",,,,,,,
22730945,primary,False,True,70.584,"LINESTRING (139.4853379 35.9247562, 139.4854339 35.9253862)",川越上尾線,51,30,,,,
35206003,tertiary,False,False,66.41899999999998,"LINESTRING (139.4853379 35.9247562, 139.4854548 35.9247423, 139.4858119 35.9247585, 139.4859368 35.9247641, 139.4860734 35.9247688)",初雁城（川越城）通り,,,,,,
58187338,tertiary,False,False,86.13900000000001,"LINESTRING (139.4853379 35.9247562, 139.4848944 35.9248031, 139.4843901 35.9248611)",本町通り,,,,,,
1169517194,primary,False,False,156.86700000000002,"LINESTRING (139.4853379 35.9247562, 139.4852799 35.9244896, 139.4852045 35.9241606, 139.4851579 35.9239457, 139.4851215 35.9237527, 139.4850408 35.9233662)",川越上尾線,51,40,2,,,
22730944,tertiary,False,False,126.682,"LINESTRING (139.483109 35.9250012, 139.4817064 35.9250901)",高澤通り,,,,,,
22730941,primary,False,False,255.729,"LINESTRING (139.483109 35.9250012, 139.4831638 35.9254443, 139.483195 35.9257369, 139.4833064 35.9265789, 139.4833606 35.9270281, 139.4833883 35.9272898)",川越栗橋線,12,,2,,,
135154230,primary,False,False,124.118,"LINESTRING (139.483109 35.9250012, 139.4830768 35.9247404, 139.4830383 35.9244285, 139.4830288 35.9243514, 139.4829981 35.924103, 139.4829812 35.9239682, 139.4829709 35.9238906)",一番街,12,,2,,,
"[58187338, 1169517188]",tertiary,False,True,96.53999999999999,"LINESTRING (139.483109 35.9250012, 139.483552 35.9249511, 139.4841715 35.9248851)",本町通り,,,,,,
22730944,tertiary,False,True,126.682,"LINESTRING (139.4817064 35.9250901, 139.483109 35.9250012)",高澤通り,,,,,,
22730944,tertiary,False,False,117.667,"LINESTRING (139.4817064 35.9250901, 139.4814145 35.9251097, 139.4810437 35.9251268, 139.4810258 35.9251278, 139.4806653 35.9251449, 139.4805518 35.9251543, 139.4804652 35.9251674, 139.4804069 35.9251825)",高澤通り,,,,,,
35571114,unclassified,False,True,62.331,"LINESTRING (139.4829709 35.9238906, 139.4822813 35.9239393)",門前横丁,,,,,,
135154230,primary,False,False,51.896,"LINESTRING (139.4829709 35.9238906, 139.4829664 35.9238554, 139.4829112 35.9234264)",一番街,12,,2,,,
135154230,primary,False,True,124.118,"LINESTRING (139.4829709 35.9238906, 139.4829812 35.9239682, 139.4829981 35.924103, 139.4830288 35.9243514, 139.4830383 35.9244285, 139.4830768 35.9247404, 139.483109 35.9250012)",一番街,12,,2,,,
