osmid,oneway,name,highway,reversed,length,geometry,bridge,ref
"[52557229, 940649103]",True,高砂１号線,tertiary,False,484.97799999999984,"LINESTRING (135.4228821 34.5295834, 135.4232427 34.5294208, 135.4235027 34.5293035, 135.4240136 34.5290992, 135.4243112 34.5290015, 135.4246214 34.5289704, 135.4248331 34.5289858, 135.4250131 34.5290281, 135.4252219 34.5290948, 135.425373 34.5291614, 135.4255862 34.5292991, 135.425795 34.5294679, 135.4259894 34.5296614, 135.4260641 34.5297996, 135.4260611 34.5298963, 135.4260215 34.5299704, 135.4259315 34.5300407, 135.4258141 34.5300696, 135.425683 34.5300495, 135.4255809 34.5300181, 135.425462 34.5299403, 135.4252592 34.5297858, 135.4249801 34.5295426)",,
52557270,True,,unclassified,False,446.813,"LINESTRING (135.4228821 34.5295834, 135.4230895 34.5295213, 135.4233722 34.5294367, 135.4234964 34.529419, 135.4235899 34.5294056, 135.4238564 34.5294056, 135.4240608 34.5294411, 135.4242385 34.5295211, 135.4244739 34.5296899, 135.425589 34.5305295, 135.4268782 34.5313573)",,
"[167622282, 167625395]",True,大阪臨海線,primary,False,434.55099999999993,"LINESTRING (135.4250883 34.5282279, 135.424894 34.5285167, 135.4247718 34.5287666, 135.4247218 34.5289609, 135.4247052 34.5291442, 135.4247104 34.5292251, 135.4247163 34.5293163, 135.4247552 34.5294607, 135.4248329 34.5296439, 135.4249329 34.5297716, 135.4250661 34.5299382, 135.4252827 34.5301215, 135.4255659 34.5303491, 135.4261378 34.5308045, 135.4268782 34.5313573)",yes,29
"[52557269, 948546558]",True,,unclassified,False,190.407,"LINESTRING (135.4250883 34.5282279, 135.4247445 34.5285898, 135.4246444 34.5286523, 135.4245176 34.5287081, 135.4242429 34.5288014, 135.424043 34.5288814, 135.4237498 34.5290057, 135.4234335 34.5292104)",yes,
940649104,True,,tertiary,False,9.792,"LINESTRING (135.4234335 34.5292104, 135.423333 34.5292404)",,
167703722,True,大阪臨海線,primary,False,295.473,"LINESTRING (135.4272378 34.5314205, 135.4260212 34.5305213, 135.425459 34.5300979, 135.4251744 34.5298133, 135.4249801 34.5295426)",,29
940649104,True,,tertiary,False,508.208,"LINESTRING (135.4272378 34.5314205, 135.4269452 34.5311388, 135.4267519 34.5309113, 135.426587 34.5306867, 135.4264534 34.5304251, 135.426351 34.5301437, 135.4262657 34.5298935, 135.4261463 34.5296774, 135.4259274 34.5294585, 135.425715 34.5292608, 135.4255031 34.5291138, 135.4252973 34.5290184, 135.4251037 34.528943, 135.4248842 34.5289054, 135.4245947 34.5288977, 135.4243139 34.5289226, 135.4239861 34.5290052, 135.4234335 34.5292104)",,
"[940649104, 52557268]",True,高砂１号線,tertiary,False,380.483,"LINESTRING (135.423333 34.5292404, 135.4231606 34.5293176, 135.4208317 34.5303598, 135.4196833 34.5308738)",,
167625262,False,,unclassified,True,17.21,"LINESTRING (135.4196833 34.5308738, 135.4197686 34.5310117)",,
167625262,False,,unclassified,False,17.21,"LINESTRING (135.4197686 34.5310117, 135.4196833 34.5308738)",,
52557229,True,高砂１号線,tertiary,False,326.464,"LINESTRING (135.4197686 34.5310117, 135.4209357 34.5304905, 135.4228821 34.5295834)",,
