osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,lanes,tunnel
120373028,1131,上町本線,residential,30,False,False,29.5,"LINESTRING (134.2316889 35.2682017, 134.2318064 35.2682395, 134.2319342 35.2682796, 134.231992 35.2682973)",,,
120373028,1131,上町本線,residential,30,False,True,144.302,"LINESTRING (134.2316889 35.2682017, 134.2315081 35.2681386, 134.231272 35.2680565, 134.230435 35.267779, 134.2303601 35.2677287, 134.2302948 35.2677067, 134.2302394 35.2676786)",,,
"[120373368, 444348804, 444348805]",3115,上町線,residential,,False,False,236.79600000000002,"LINESTRING (134.2316889 35.2682017, 134.231676 35.2682315, 134.2314163 35.2683843, 134.2310968 35.2686106, 134.2310749 35.2686344, 134.2310666 35.2686378, 134.231032 35.2686654, 134.2309639 35.2687007, 134.2307943 35.2687624, 134.2306741 35.2688026, 134.2305679 35.2688466, 134.230362 35.2689284, 134.2301801 35.2690218, 134.2301546 35.2690382, 134.2300175 35.2691315, 134.2299445 35.269209, 134.2296701 35.2693353, 134.2295563 35.2693823)",yes,,
120372686,3114,中町本線;横町通り,residential,,False,True,34.867000000000004,"LINESTRING (134.2287464 35.2695136, 134.2285946 35.2693185, 134.228537 35.2692508)",,,
120372686,3114,中町本線;横町通り,residential,,False,False,34.867000000000004,"LINESTRING (134.228537 35.2692508, 134.2285946 35.2693185, 134.2287464 35.2695136)",,,
"[120372634, 120373652, 120372774]",3705,"['河原町線;備前橋', '河原町線', '河原町線;おかげ通り']",residential,,False,True,68.62599999999999,"LINESTRING (134.228537 35.2692508, 134.2285054 35.2691907, 134.2283704 35.2686908, 134.2283557 35.2686528)",yes,,
868264559,53;373,国道53号,trunk,40,False,False,233.55999999999997,"LINESTRING (134.228537 35.2692508, 134.2286119 35.2691873, 134.2288795 35.2689521, 134.2294677 35.2683844, 134.2295473 35.2683075, 134.2299161 35.2679515, 134.2299549 35.267914, 134.2301306 35.2677517, 134.2302394 35.2676786)",,2,
"[120372624, 120372595, 120373086]",3705,"['河原町線', '河原町線;智頭橋']",tertiary,,False,"[False, True]",58.650000000000006,"LINESTRING (134.2274899 35.2654657, 134.2273709 35.2654574, 134.2271834 35.2654472, 134.2271607 35.265445, 134.2268897 35.2654143, 134.2268478 35.2654102)",yes,,
120372634,3705,河原町線;おかげ通り,residential,,False,False,227.541,"LINESTRING (134.2274899 35.2654657, 134.22749 35.2655318, 134.2275 35.2656058, 134.2275188 35.2659748, 134.2275321 35.2662344, 134.2275449 35.266317, 134.227602 35.266588, 134.2278596 35.2673354, 134.2279061 35.2674722)",,,
387115757,1150,愛宕本線,residential,,False,True,192.42499999999998,"LINESTRING (134.2274899 35.2654657, 134.2274896 35.2653813, 134.2274867 35.2647826, 134.2274903 35.2644943, 134.227452 35.2638726, 134.227439 35.2637364)",,,
390025392,1144,京町線,tertiary,,False,False,72.158,"LINESTRING (134.2274899 35.2654657, 134.2275829 35.2654694, 134.227628 35.2654767, 134.2277417 35.2654974, 134.2278109 35.2655182, 134.2279026 35.2655516, 134.2279866 35.2655896, 134.2280551 35.2656294, 134.2281038 35.2656646, 134.2281584 35.2657136, 134.2281814 35.2657391)",,,
120372878,3194,駅南本線,residential,,False,False,154.208,"LINESTRING (134.2240652 35.2608973, 134.2245631 35.2622232)",,,
