osmid,ref,highway,oneway,reversed,length,geometry,lanes,name,bridge
24287971,96,primary,False,True,12.79,"LINESTRING (140.6496639 41.820504, 140.6497513 41.8204092)",,,
24287971,96,primary,False,False,127.561,"LINESTRING (140.6496639 41.820504, 140.6495686 41.8206165, 140.6493043 41.8208343, 140.6491984 41.8209755, 140.649149 41.8210924, 140.649113 41.8212002, 140.6490674 41.8215235)",,,
617816771,228;280,trunk,True,False,76.99000000000001,"LINESTRING (140.6496639 41.820504, 140.6497965 41.8205586, 140.650477 41.820839)",2,国道228号,
53369550,,tertiary,False,False,147.31900000000002,"LINESTRING (140.6525068 41.8229994, 140.6525003 41.8230779, 140.6524372 41.8238491, 140.6523356 41.8243166)",,,
53369550,,tertiary,False,True,49.376999999999995,"LINESTRING (140.6525068 41.8229994, 140.6525278 41.8229329, 140.6526718 41.8225728)",,,
180247930,,unclassified,False,False,220.69399999999996,"LINESTRING (140.6525068 41.8229994, 140.6523861 41.8229871, 140.6520769 41.8229572, 140.6519771 41.8229481, 140.6516976 41.8229227, 140.6514727 41.8228827, 140.6508137 41.8227657, 140.6506985 41.8227452, 140.6501956 41.8226644, 140.6498964 41.8226164)",,,
180247930,,unclassified,False,True,128.581,"LINESTRING (140.6525068 41.8229994, 140.6525847 41.8230024, 140.6526754 41.8230113, 140.6531108 41.8230663, 140.6532409 41.8230881, 140.6534598 41.8231544, 140.6535407 41.8231822, 140.6537143 41.823242, 140.653811 41.8232753, 140.6539442 41.8233151, 140.6539818 41.8233265)",,,
180247930,,unclassified,False,True,8.339,"LINESTRING (140.6488508 41.8224373, 140.6489479 41.822457)",,,
"[24287971, 29547749, 29547755]",96,primary,False,False,296.59000000000003,"LINESTRING (140.6488508 41.8224373, 140.6486254 41.8232654, 140.6484566 41.8238985, 140.648328 41.8243688, 140.6481307 41.82505)",,峠下上磯線,yes
24287971,96,primary,False,True,53.747,"LINESTRING (140.6488508 41.8224373, 140.6489585 41.8220188, 140.648973 41.8219626)",,,
483912932,,unclassified,True,False,47.873000000000005,"LINESTRING (140.6488508 41.8224373, 140.6487618 41.8224404, 140.6487255 41.8224749, 140.6486362 41.8227882)",,,
483912955,,residential,False,False,59.405,"LINESTRING (140.6478519 41.8218692, 140.6479654 41.8213417)",,,
180247931,,tertiary,False,False,93.479,"LINESTRING (140.6478519 41.8218692, 140.6480396 41.8218855, 140.6482623 41.8219048, 140.6488475 41.8219524, 140.648973 41.8219626)",,,
24287971,96,primary,False,False,53.747,"LINESTRING (140.648973 41.8219626, 140.6489585 41.8220188, 140.6488508 41.8224373)",,,
24287971,96,primary,False,True,49.448,"LINESTRING (140.648973 41.8219626, 140.6489995 41.8218392, 140.6490674 41.8215235)",,,
180247931,,tertiary,False,False,95.655,"LINESTRING (140.648973 41.8219626, 140.6490661 41.8219673, 140.6494437 41.8219857, 140.6501256 41.8220093)",,,
180247931,,tertiary,False,True,93.479,"LINESTRING (140.648973 41.8219626, 140.6488475 41.8219524, 140.6482623 41.8219048, 140.6480396 41.8218855, 140.6478519 41.8218692)",,,
