osmid,oneway,name,highway,reversed,length,geometry,lanes,ref,maxspeed,access
314214256,True,いくたロード,unclassified,False,36.773,"LINESTRING (135.1911948 34.693313, 135.1912484 34.6931801, 135.1913136 34.6929971)",,,,
323327337,True,生田新道,tertiary,False,33.419,"LINESTRING (135.1911948 34.693313, 135.1913127 34.693369, 135.1915074 34.6934687)",,,,
42213914,True,鯉川筋,tertiary,False,13.306,"LINESTRING (135.1895402 34.6892877, 135.1894651 34.6893902)",3,,,
270009452,True,神戸明石線,primary,False,159.184,"LINESTRING (135.1889219 34.6900629, 135.1889089 34.6902003, 135.1889128 34.6902226, 135.1889228 34.6902393, 135.1889475 34.690255, 135.1899756 34.6909087, 135.1901279 34.6910056)",2,21,50,
58095038,False,北野坂,tertiary,True,61.546,"LINESTRING (135.1919424 34.6970081, 135.1918853 34.6970949, 135.1916967 34.6974402, 135.1916584 34.6975097)",,,,
656774319,True,山手幹線,primary,False,21.61,"LINESTRING (135.1919424 34.6970081, 135.192024 34.6970629, 135.1921221 34.6971343)",6,,50,
166576263,False,神戸市道生田北64号線,unclassified,False,29.929,"LINESTRING (135.1922867 34.6945645, 135.1919609 34.6945382)",,,,
166576263,False,神戸市道生田北64号線,unclassified,True,23.949,"LINESTRING (135.1922867 34.6945645, 135.192544 34.6946049)",,,,
182530820,False,神戸市道生田北67号線,unclassified,False,28.456,"LINESTRING (135.1922867 34.6945645, 135.192369 34.6943177)",,,,
182530820,False,神戸市道生田北67号線,unclassified,True,101.559,"LINESTRING (135.1922867 34.6945645, 135.1920299 34.6954531)",,,,
1264495433,False,神戸市道生田北86号線,unclassified,True,29.265,"LINESTRING (135.192671 34.6932523, 135.1926548 34.6933311, 135.1926027 34.6935093)",,,,
306632201,True,山手幹線,primary,False,27.464,"LINESTRING (135.1908104 34.6963313, 135.1910665 34.6964604)",6,,50,
130355621,False,ハンター坂,unclassified,False,59.931,"LINESTRING (135.1908104 34.6963313, 135.1907717 34.696395, 135.1905363 34.6967827, 135.1905183 34.6968138)",,,,
58097698,True,東門筋,unclassified,False,21.421,"LINESTRING (135.1915785 34.6942732, 135.1915626 34.6944654)",,,,
304956516,False,神戸市道生田北74号線,unclassified,False,58.307,"LINESTRING (135.1915785 34.6942732, 135.1913071 34.6942233, 135.1913552 34.694063, 135.1913933 34.6939362)",,,,
58097698,True,東門筋,unclassified,False,95.095,"LINESTRING (135.1915626 34.6944654, 135.1915042 34.6946994, 135.191446 34.6949326, 135.1914396 34.6949446, 135.1913469 34.6951179, 135.1913346 34.6951409, 135.1912579 34.6952778)",,,,
166576263,False,神戸市道生田北64号線,unclassified,True,37.641000000000005,"LINESTRING (135.1915626 34.6944654, 135.1917757 34.6944812, 135.1919609 34.6945382)",,,,
317804708,False,神戸市道生田北59号線,residential,True,25.007,"LINESTRING (135.1910147 34.6956253, 135.1912576 34.6957287)",,,,
58097698,True,東門筋,unclassified,False,75.489,"LINESTRING (135.1910147 34.6956253, 135.1909112 34.6958426, 135.1909644 34.6961678, 135.1910311 34.6962716)",,,,
323404968,True,神戸市道葺合南33号線,tertiary,False,71.927,"LINESTRING (135.1976781 34.6924603, 135.1983707 34.6927671)",,,,
617215610,True,国道2号,trunk,False,81.821,"LINESTRING (135.1976781 34.6924603, 135.1980885 34.6918064)",2,2,40,
42213914,True,鯉川筋,tertiary,False,24.079,"LINESTRING (135.1896843 34.6889123, 135.1896734 34.6889658, 135.1896229 34.6891227)",3,,,
130506753,True,三宮あじさい通り商店街,unclassified,False,79.615,"LINESTRING (135.1959141 34.6952925, 135.1960783 34.6952706, 135.1967112 34.695525)",,,,
152441153,True,神戸市道葺合南150号線,tertiary,False,139.864,"LINESTRING (135.1959141 34.6952925, 135.1960311 34.6951701, 135.1960956 34.6951089, 135.1962027 34.6949295, 135.1965783 34.6943008, 135.1966542 34.6941973)",,,,
382245447,False,,tertiary,False,64.155,"LINESTRING (135.1959141 34.6952925, 135.195871 34.6953808, 135.1955021 34.6956451, 135.1954936 34.6957243)",,,,
"[844544856, 130506640]",False,神戸市道六甲道三宮線,tertiary,True,86.12299999999999,"LINESTRING (135.1959141 34.6952925, 135.1959663 34.6953923, 135.1962963 34.6957173, 135.1964853 34.6959035)",,,,
110202571,False,神戸市道葺合北156号線,tertiary,False,64.43,"LINESTRING (135.1954936 34.6957243, 135.1954749 34.6958342, 135.1954552 34.6959045, 135.1952404 34.6962593)",,,,
183869807,False,若菜神戸駅線,tertiary,False,42.315,"LINESTRING (135.1954936 34.6957243, 135.1956451 34.6958492, 135.1958138 34.695999)",,,,
183869807,False,若菜神戸駅線,tertiary,True,64.07,"LINESTRING (135.1954936 34.6957243, 135.1953764 34.6956048, 135.1950358 34.6952882)",,,,
314573362,False,神戸市道葺合北157号線,unclassified,True,28.942,"LINESTRING (135.1954936 34.6957243, 135.1953747 34.6957301, 135.1953098 34.6957285, 135.1951907 34.6956807)",,,,
382245447,False,,tertiary,True,64.155,"LINESTRING (135.1954936 34.6957243, 135.1955021 34.6956451, 135.195871 34.6953808, 135.1959141 34.6952925)",,,,
51779904,True,サンセット通り,primary,False,62.754,"LINESTRING (135.1899114 34.6913326, 135.1904683 34.6916625)",,21,40,
323327335,True,トアロード,tertiary,False,41.620000000000005,"LINESTRING (135.1899114 34.6913326, 135.1899813 34.6912382, 135.1900925 34.691088, 135.1901049 34.6910713, 135.1901279 34.6910056)",,,,
83468825,True,裏町通,tertiary,False,61.693,"LINESTRING (135.1955365 34.6910798, 135.1953762 34.6910012, 135.1953149 34.6909804, 135.1949276 34.690843)",,,,
323404970,True,フラワーロード,primary,False,52.659000000000006,"LINESTRING (135.1955365 34.6910798, 135.1953999 34.6913233, 135.1952998 34.6915115)",3,30,50,
70536286,True,三宮中央通り,tertiary,False,115.549,"LINESTRING (135.1922138 34.6903838, 135.1923691 34.6904404, 135.1932064 34.6907429, 135.1933706 34.6908023)",,,,
