osmid,lanes,ref,name,highway,oneway,reversed,length,bridge,geometry,maxspeed,width,tunnel
"[43363651, 43363653, 137298007]",2,139,"['禁野橋', '枚方茨木線']",secondary,False,True,66.49,yes,"LINESTRING (135.654318 34.8140986, 135.6544465 34.8141482, 135.6544723 34.8141582, 135.6549429 34.8143363, 135.6549792 34.8143493)",,,
43363651,2,139,枚方茨木線,secondary,False,False,55.076,,"LINESTRING (135.6563484 34.8148721, 135.6559742 34.8147226, 135.6558059 34.8146554)",,,
43363651,2,139,枚方茨木線,secondary,False,True,271.73499999999996,,"LINESTRING (135.6563484 34.8148721, 135.6566136 34.8149505, 135.6567872 34.8149984, 135.6568706 34.815015, 135.6570282 34.8150314, 135.6571975 34.8150304, 135.6573962 34.8150105, 135.6576163 34.8149852, 135.6579018 34.8149355, 135.658042 34.8148982, 135.6581501 34.8148557, 135.6582314 34.8148163, 135.6583499 34.8147414, 135.6586015 34.8145978, 135.6588941 34.8144705, 135.6591284 34.8144618)",,,
421489977,,,宮之阪中央商店街,tertiary,False,True,104.46799999999999,,"LINESTRING (135.6563484 34.8148721, 135.6563052 34.8150053, 135.655814 34.8156018, 135.6557572 34.8156688)",,,
43363651,2,139,枚方茨木線,secondary,False,False,59.751000000000005,,"LINESTRING (135.6625094 34.8150375, 135.6621808 34.8149827, 135.6618734 34.8149121)",,,
43363651,2,139,枚方茨木線,secondary,False,True,130.997,,"LINESTRING (135.6625094 34.8150375, 135.6626632 34.815059, 135.663361 34.8151161, 135.6639295 34.8152002)",,,
257263976,,,,residential,False,False,86.279,,"LINESTRING (135.6625094 34.8150375, 135.662457 34.8154705, 135.6624519 34.8155111, 135.6624145 34.8158095)",,,
43363651,2,139,枚方茨木線,secondary,False,True,15.94,,"LINESTRING (135.6591284 34.8144618, 135.6593029 34.8144667)",,,
404248211,,,,residential,False,False,21.474,,"LINESTRING (135.6591284 34.8144618, 135.6591439 34.8142691)",,,
43363651,2,139,枚方茨木線,secondary,False,False,271.735,,"LINESTRING (135.6591284 34.8144618, 135.6588941 34.8144705, 135.6586015 34.8145978, 135.6583499 34.8147414, 135.6582314 34.8148163, 135.6581501 34.8148557, 135.658042 34.8148982, 135.6579018 34.8149355, 135.6576163 34.8149852, 135.6573962 34.8150105, 135.6571975 34.8150304, 135.6570282 34.8150314, 135.6568706 34.815015, 135.6567872 34.8149984, 135.6566136 34.8149505, 135.6563484 34.8148721)",,,
1035959811,2,144,杉田口禁野線,secondary,False,False,30.232,,"LINESTRING (135.6590742 34.8197657, 135.6593889 34.8198504)",40,,
136497858,,,殿山百済寺道 (Tonoyama Kudaraji Michi SL),unclassified,False,False,117.782,,"LINESTRING (135.6590742 34.8197657, 135.6590805 34.8196645, 135.6591816 34.8187102)",30,,
553459288,2,144,杉田口禁野線,secondary,False,True,117.37299999999999,,"LINESTRING (135.6590742 34.8197657, 135.6589958 34.8197513, 135.6585631 34.8196718, 135.6582505 34.8196324, 135.6578065 34.8195999)",40,,
589354537,,,殿山百済寺道 (Tonoyama Kudaraji Michi SL),tertiary,False,True,11.837,,"LINESTRING (135.6590742 34.8197657, 135.6590635 34.8198377, 135.6590578 34.8198713)",30,,
95038614,,,,unclassified,True,False,73.881,,"LINESTRING (135.6538347 34.8146172, 135.6540131 34.8145095, 135.6541285 34.8143244, 135.6542419 34.8141755, 135.654318 34.8140986)",,,
229896087,,,,unclassified,False,True,41.466,,"LINESTRING (135.6592394 34.8138671, 135.659691 34.813907)",,,
615960806,,,,residential,False,False,53.846999999999994,,"LINESTRING (135.6592394 34.8138671, 135.6592144 34.8140232, 135.6589985 34.8140188, 135.6588188 34.814043)",,,
136500331,,,,residential,False,True,18.603,,"LINESTRING (135.659691 34.813907, 135.6596918 34.8140743)",,,
229896087,,,,unclassified,False,False,41.466,,"LINESTRING (135.659691 34.813907, 135.6592394 34.8138671)",,,
"[43363651, 43363653, 137298007]",2,139,"['禁野橋', '枚方茨木線']",secondary,False,False,66.49,yes,"LINESTRING (135.6549792 34.8143493, 135.6549429 34.8143363, 135.6544723 34.8141582, 135.6544465 34.8141482, 135.654318 34.8140986)",,,
43363651,2,139,枚方茨木線,secondary,False,True,71.064,,"LINESTRING (135.6549792 34.8143493, 135.655425 34.814508, 135.6556934 34.8146035)",,,
136495776,,,,residential,False,False,38.521,,"LINESTRING (135.6549792 34.8143493, 135.6548768 34.8145744, 135.6548075 34.814664)",,,
43363651,2,139,枚方茨木線,secondary,False,False,37.852,,"LINESTRING (135.659717 34.8144838, 135.6593029 34.8144667)",,,
43363651,2,139,枚方茨木線,secondary,False,True,178.218,,"LINESTRING (135.659717 34.8144838, 135.6599085 34.8144628, 135.6600667 34.8144297, 135.6602844 34.8144133, 135.6604326 34.8144335, 135.6608628 34.8145652, 135.6615636 34.8148226)",,,
136497858,,,殿山百済寺道 (Tonoyama Kudaraji Michi SL),unclassified,False,True,184.39600000000002,,"LINESTRING (135.659717 34.8144838, 135.659675 34.8145455, 135.6594844 34.8161254)",30,,
136500331,,,,residential,False,False,46.158,,"LINESTRING (135.659717 34.8144838, 135.6597407 34.8144172, 135.6597075 34.8142624, 135.6596918 34.8140743)",,,
136495776,,,,residential,False,True,38.521,,"LINESTRING (135.6548075 34.814664, 135.6548768 34.8145744, 135.6549792 34.8143493)",,,
43363651,2,139,枚方茨木線,secondary,False,False,29.982,,"LINESTRING (135.6618734 34.8149121, 135.6615636 34.8148226)",,,
43363651,2,139,枚方茨木線,secondary,False,True,59.751000000000005,,"LINESTRING (135.6618734 34.8149121, 135.6621808 34.8149827, 135.6625094 34.8150375)",,,
136499872,,,,unclassified,False,False,92.267,,"LINESTRING (135.6618734 34.8149121, 135.6618678 34.8149535, 135.6618181 34.8154982, 135.6617993 34.8157396)",,,
43363651,2,139,枚方茨木線,secondary,False,False,130.997,,"LINESTRING (135.6639295 34.8152002, 135.663361 34.8151161, 135.6626632 34.815059, 135.6625094 34.8150375)",,,
136495875,,,,unclassified,False,True,75.853,,"LINESTRING (135.6639295 34.8152002, 135.6639448 34.81507, 135.6639979 34.8149493, 135.6641481 34.8148306, 135.6641867 34.8147288, 135.664199 34.8145839)",,,
136496517,,,,tertiary,False,False,66.638,,"LINESTRING (135.6639295 34.8152002, 135.6639151 34.8153195, 135.663851 34.815796)",,,
136498054,,,,tertiary,False,False,56.584,,"LINESTRING (135.663851 34.815796, 135.663783 34.8163018)",,,
136496517,,,,tertiary,False,True,66.638,,"LINESTRING (135.663851 34.815796, 135.6639151 34.8153195, 135.6639295 34.8152002)",,,
136499312,,,,tertiary,False,False,87.75800000000001,,"LINESTRING (135.663851 34.815796, 135.6635672 34.8159062, 135.6632926 34.8160408, 135.6630288 34.8162002)",,,
421489977,,,宮之阪中央商店街,tertiary,False,False,25.679,,"LINESTRING (135.6555935 34.8158566, 135.6557572 34.8156688)",,,
421489977,,,宮之阪中央商店街,tertiary,False,True,134.898,,"LINESTRING (135.6555935 34.8158566, 135.6553083 34.8162228, 135.6551283 34.8164354, 135.6550648 34.8165104, 135.6549806 34.8166098, 135.6549344 34.8166701, 135.6548035 34.8168407, 135.6547804 34.8168693)",,,
1021898448,,,,residential,False,True,81.865,,"LINESTRING (135.6555935 34.8158566, 135.6556551 34.8158909, 135.6563211 34.8162869)",,,
136497858,,,殿山百済寺道 (Tonoyama Kudaraji Michi SL),unclassified,False,True,192.066,,"LINESTRING (135.6594844 34.8161254, 135.659294 34.8178456)",30,,
136497858,,,殿山百済寺道 (Tonoyama Kudaraji Michi SL),unclassified,False,False,184.39600000000002,,"LINESTRING (135.6594844 34.8161254, 135.659675 34.8145455, 135.659717 34.8144838)",30,,
136499492,,,,unclassified,False,False,124.426,,"LINESTRING (135.6594844 34.8161254, 135.6595381 34.8161601, 135.6598656 34.8161509, 135.660053 34.8161866, 135.6602469 34.8161771, 135.6603599 34.8161739, 135.6604349 34.8161861, 135.6606221 34.8162526, 135.6607232 34.8163093, 135.6607183 34.816362)",,,
339074260,1,,,residential,False,False,30.733,,"LINESTRING (135.6594844 34.8161254, 135.6594371 34.8160808, 135.6592068 34.8159738)",,6,
