osmid,oneway,ref,name,highway,reversed,length,geometry,maxspeed,lanes,tunnel,bridge
355238451,False,,,tertiary,False,13.38,"LINESTRING (139.7726565 35.6646132, 139.772548 35.6645313)",30,2,,
172598637,True,304,晴海通り,primary,False,43.691,"LINESTRING (139.7726565 35.6646132, 139.7727365 35.664539, 139.7729754 35.6643178)",,3,,
680781437,False,,居留地中央通り,tertiary,True,34.563,"LINESTRING (139.7726565 35.6646132, 139.772733 35.6646663, 139.7729475 35.664815)",30,2,,
1028241265,False,,,tertiary,True,15.272,"LINESTRING (139.7738178 35.6635401, 139.7736655 35.6634805)",,2,,
23488886,False,,,tertiary,False,48.543,"LINESTRING (139.7738178 35.6635401, 139.7738855 35.6635826, 139.7742218 35.6638277)",,2,,
23488886,False,,,tertiary,False,87.46200000000002,"LINESTRING (139.7757951 35.6650229, 139.7763149 35.6654188, 139.7763631 35.665446, 139.7764383 35.6654656, 139.7765488 35.6654992)",,2,,
23488886,False,,,tertiary,True,87.369,"LINESTRING (139.7757951 35.6650229, 139.7756847 35.6649392, 139.7751468 35.6645316, 139.775089 35.664486)",,2,,
23488890,True,,,unclassified,False,40.678,"LINESTRING (139.7757951 35.6650229, 139.7757331 35.6650752, 139.775483 35.6652866)",,,,
23488890,True,,,unclassified,False,34.796,"LINESTRING (139.7752242 35.6655274, 139.7749555 35.6657516)",,,,
23488891,True,,,unclassified,False,85.74999999999999,"LINESTRING (139.7752242 35.6655274, 139.7746278 35.6650751, 139.7745802 35.665039, 139.7745303 35.6650012)",,,,
172598637,True,304,晴海通り,primary,False,34.873,"LINESTRING (139.7732742 35.6640411, 139.7735287 35.6638053)",,3,,
215959964,True,50,新大橋通り,primary,False,73.037,"LINESTRING (139.7730777 35.6685542, 139.7731728 35.6686296, 139.7736552 35.6690139)",50,2,,
1055857394,True,,,tertiary,False,39.687,"LINESTRING (139.7730777 35.6685542, 139.772987 35.668621, 139.7727523 35.668794)",,,,
215959964,True,50,新大橋通り,primary,False,28.704,"LINESTRING (139.7736552 35.6690139, 139.7738845 35.6691926)",50,2,,
273211057,False,,平成通り,tertiary,False,10.793,"LINESTRING (139.7726056 35.6700314, 139.7725449 35.6699478)",40,2,,
74314557,True,,,unclassified,False,52.995,"LINESTRING (139.7726056 35.6700314, 139.7726791 35.6699975, 139.7729751 35.6698762, 139.7731263 35.669812)",,,,
273211057,False,,平成通り,tertiary,True,72.363,"LINESTRING (139.7726056 35.6700314, 139.7727603 35.6702492, 139.7729578 35.6705315, 139.7730031 35.6705964)",40,2,,
1055857394,True,,,tertiary,False,32.382,"LINESTRING (139.7727523 35.668794, 139.7724948 35.6689966)",,,,
74314562,True,,,unclassified,False,64.083,"LINESTRING (139.7727523 35.668794, 139.7727923 35.6688459, 139.7731285 35.6692826)",,,,
95274384,True,,,tertiary,False,51.864000000000004,"LINESTRING (139.772065 35.6693302, 139.7719724 35.669402, 139.7716424 35.6696459)",,,,
667962682,False,,平成通り,tertiary,False,88.867,"LINESTRING (139.772065 35.6693302, 139.7719903 35.6692639, 139.7713763 35.6687596)",40,2,,
1055857393,False,,平成通り,tertiary,True,42.007999999999996,"LINESTRING (139.772065 35.6693302, 139.7721286 35.6693945, 139.7723193 35.6696459)",40,2,,
1055857393,False,,平成通り,tertiary,True,39.271,"LINESTRING (139.7723193 35.6696459, 139.7725449 35.6699478)",40,2,,
27695601,True,,,unclassified,False,54.626999999999995,"LINESTRING (139.7723193 35.6696459, 139.7723801 35.6696186, 139.7728486 35.6694083)",,,,
1055857393,False,,平成通り,tertiary,False,42.007999999999996,"LINESTRING (139.7723193 35.6696459, 139.7721286 35.6693945, 139.772065 35.6693302)",40,2,,
215959965,True,50,新大橋通り,primary,False,32.659,"LINESTRING (139.7711581 35.6670048, 139.7714224 35.6672052)",50,2,,
1055857397,False,,平成通り,tertiary,False,32.917,"LINESTRING (139.770428 35.6679925, 139.7701752 35.6677793)",40,2,,
"[667962682, 1055857397]",False,,平成通り,tertiary,True,70.357,"LINESTRING (139.770428 35.6679925, 139.77061 35.6681414, 139.7708985 35.6683776, 139.7709769 35.6684414)",40,2,,
23488886,False,,,tertiary,False,18.391,"LINESTRING (139.7776743 35.6664279, 139.777721 35.6665067, 139.7777568 35.666579)",,2,,
23488886,False,,,tertiary,True,148.306,"LINESTRING (139.7776743 35.6664279, 139.7776196 35.666348, 139.7775507 35.6662605, 139.7774708 35.6661641, 139.7773745 35.66607, 139.7769849 35.6657118, 139.7769144 35.6656471, 139.7768493 35.6656024, 139.7767876 35.6655719, 139.776704 35.6655407, 139.7766622 35.6655283, 139.7765488 35.6654992)",,2,,
95274330,False,,,residential,True,225.82399999999998,"LINESTRING (139.7776743 35.6664279, 139.7777999 35.6663348, 139.7778563 35.6662716, 139.7778913 35.6662104, 139.777914 35.6661558, 139.7779208 35.6660747, 139.7779138 35.6660221, 139.77789 35.6659739, 139.777853 35.6659261, 139.7777288 35.6658147, 139.7776735 35.6657724, 139.777589 35.6657078, 139.7773803 35.6655453, 139.7773383 35.6655221, 139.7772208 35.6654586, 139.7771564 35.6654125, 139.776979 35.6652691, 139.7769528 35.6652517, 139.7769192 35.6652378, 139.7768835 35.6652336, 139.7768493 35.6652356, 139.7768164 35.6652494, 139.7767888 35.6652701, 139.7766085 35.6654355, 139.7765488 35.6654992)",,,,
760760233,True,,,motorway_link,False,86.548,"LINESTRING (139.7738136 35.6704685, 139.7740358 35.6703871, 139.7741436 35.6703499, 139.7742528 35.6703241, 139.7743534 35.6703068, 139.7744576 35.6703002, 139.774555 35.6703034, 139.7746429 35.67031, 139.7747321 35.670322)",,1,,
"[172598656, 205411849, 4848941, 172598654]",True,,,motorway_link,False,319.2849999999999,"LINESTRING (139.7708949 35.6703692, 139.7712228 35.6706283, 139.7713356 35.6707325, 139.7716224 35.671044, 139.7716655 35.6710774, 139.7717173 35.6711082, 139.7717836 35.6711349, 139.7718487 35.6711501, 139.7719158 35.671158, 139.7719922 35.6711595, 139.7720684 35.6711556, 139.7721319 35.6711433, 139.7721919 35.6711241, 139.772371 35.6710533, 139.773433 35.6706122, 139.7738136 35.6704685)",30,1,yes,
48037790,True,,波除通り,unclassified,False,79.041,"LINESTRING (139.7714314 35.6637035, 139.7713692 35.6637622, 139.7708623 35.6642434)",,,,
355238450,False,,波除通り,tertiary,False,36.519999999999996,"LINESTRING (139.7714314 35.6637035, 139.7713653 35.663656, 139.7711317 35.6634831)",30,2,,
355238450,False,,波除通り,tertiary,True,46.342999999999996,"LINESTRING (139.7714314 35.6637035, 139.7714875 35.663745, 139.7718107 35.6639841)",30,2,,
680781434,False,,,tertiary,True,22.264,"LINESTRING (139.7787605 35.6693304, 139.7787745 35.6691305)",,2,,
69963033,True,,,unclassified,False,42.137,"LINESTRING (139.7787605 35.6693304, 139.7789621 35.6692926, 139.779211 35.6692328)",,,,
"[242897856, 242897858]",True,,佃大橋通り,secondary_link,False,200.613,"LINESTRING (139.7787605 35.6693304, 139.7789522 35.6692618, 139.7789915 35.6692479, 139.7792233 35.6691818, 139.7794128 35.6691265, 139.7795942 35.6690712, 139.7796848 35.6690401, 139.7797741 35.6690047, 139.7798617 35.6689652, 139.7799493 35.6689224, 139.7800293 35.6688738, 139.7801026 35.6688224, 139.7801499 35.6687865, 139.7801985 35.6687479, 139.7802796 35.6686793, 139.7805616 35.6683627)",,,,yes
245069170,False,,鉄砲洲通り,tertiary,False,43.745,"LINESTRING (139.7787605 35.6693304, 139.7787682 35.6693936, 139.7787832 35.6694604, 139.7788773 35.669711)",,2,,
680781434,False,,,tertiary,False,22.264,"LINESTRING (139.7787745 35.6691305, 139.7787605 35.6693304)",,2,,
69963040,True,,,unclassified,False,76.584,"LINESTRING (139.7787745 35.6691305, 139.7786306 35.6691686, 139.7779676 35.6693418)",,,,
680781434,False,,,tertiary,True,42.637,"LINESTRING (139.7787745 35.6691305, 139.7787763 35.6690881, 139.7787654 35.669043, 139.7786458 35.6687644)",,2,,
680782193,False,,居留地中央通り,tertiary,True,8.832,"LINESTRING (139.7772535 35.6695699, 139.7772874 35.6696444)",30,2,,
4848945,True,473,佃大橋通り,secondary,False,137.863,"LINESTRING (139.7772535 35.6695699, 139.7765662 35.6697561, 139.7758039 35.6699576)",,,,
680782193,False,,居留地中央通り,tertiary,False,114.22999999999999,"LINESTRING (139.7772535 35.6695699, 139.7772017 35.669449, 139.7768758 35.668653, 139.7768523 35.6685957)",30,2,,
273211057,False,,平成通り,tertiary,False,72.363,"LINESTRING (139.7730031 35.6705964, 139.7729578 35.6705315, 139.7727603 35.6702492, 139.7726056 35.6700314)",40,2,,
273211057,False,,平成通り,tertiary,True,10.793,"LINESTRING (139.7725449 35.6699478, 139.7726056 35.6700314)",40,2,,
1055857393,False,,平成通り,tertiary,False,39.271,"LINESTRING (139.7725449 35.6699478, 139.7723193 35.6696459)",40,2,,
95274384,True,,,tertiary,False,39.241,"LINESTRING (139.7716424 35.6696459, 139.7713275 35.669889)",,,,
667962678,True,,,unclassified,False,42.879000000000005,"LINESTRING (139.7716424 35.6696459, 139.7716055 35.6696143, 139.7713155 35.6693663)",,,,
636502359,True,50,新大橋通り,primary,False,40.837,"LINESTRING (139.7726655 35.6680694, 139.7723471 35.6678087)",50,2,,
74314549,True,,,unclassified,False,41.68,"LINESTRING (139.7733434 35.6678852, 139.7736069 35.6681208, 139.7736554 35.6681613)",,,,
74314563,False,,,unclassified,True,57.911,"LINESTRING (139.7733434 35.6678852, 139.7729557 35.6682149, 139.7729006 35.6682618)",,,,
269150842,True,304,晴海通り,primary,False,36.685,"LINESTRING (139.7708996 35.6662051, 139.7707636 35.6663432, 139.770727 35.6663792, 139.7706459 35.6664627)",,3,,
23488888,True,,,unclassified,False,39.314,"LINESTRING (139.7725792 35.6672066, 139.7727511 35.6670527, 139.7728717 35.6669448)",30,,,
74314549,True,,,unclassified,False,31.953000000000003,"LINESTRING (139.7725792 35.6672066, 139.7726263 35.6672486, 139.7728173 35.6674191)",,,,
74314555,True,,,unclassified,False,31.471999999999998,"LINESTRING (139.7714413 35.670518, 139.7714872 35.6704934, 139.7717198 35.6703481)",,,,
273211096,True,,,unclassified,False,56.884,"LINESTRING (139.7714413 35.670518, 139.7710785 35.6701727, 139.7710349 35.6701273)",30,1,,
74314549,True,,,unclassified,False,28.964,"LINESTRING (139.7731254 35.6676942, 139.7733434 35.6678852)",,,,
74314558,True,,,unclassified,False,58.878,"LINESTRING (139.7731254 35.6676942, 139.7727202 35.6680248, 139.7726655 35.6680694)",,,,
74314562,True,,,unclassified,False,30.903,"LINESTRING (139.773238 35.6694511, 139.7734062 35.6696931)",,,,
74314560,True,,,unclassified,False,65.092,"LINESTRING (139.773238 35.6694511, 139.773792 35.6692296, 139.7738845 35.6691926)",,,,
215959964,True,50,新大橋通り,primary,False,31.087,"LINESTRING (139.7738845 35.6691926, 139.7740573 35.6693306, 139.7741299 35.6693886)",50,2,,
74314562,True,,,unclassified,False,21.187,"LINESTRING (139.7731285 35.6692826, 139.773238 35.6694511)",,,,
27695601,True,,,unclassified,False,56.183,"LINESTRING (139.7731285 35.6692826, 139.7735752 35.6690547, 139.7736552 35.6690139)",,,,
74314557,True,,,unclassified,False,38.931,"LINESTRING (139.7734062 35.6696931, 139.7737896 35.6695332)",,,,
74314562,True,,,unclassified,False,73.846,"LINESTRING (139.7734062 35.6696931, 139.773785 35.670217, 139.7738203 35.6702657)",,,,
74314555,True,,,unclassified,False,48.253,"LINESTRING (139.7720917 35.6701775, 139.772472 35.6699848, 139.7725449 35.6699478)",,,,
74314565,True,,,unclassified,False,71.70400000000001,"LINESTRING (139.7720917 35.6701775, 139.7716892 35.6697013, 139.7716424 35.6696459)",,,,
74314557,True,,,unclassified,False,10.599,"LINESTRING (139.7741299 35.6693886, 139.7742326 35.6693425)",,,,
215959964,True,50,新大橋通り,primary,False,70.316,"LINESTRING (139.7741299 35.6693886, 139.7741826 35.6694458, 139.7745966 35.6698947)",50,2,,
636502359,True,50,新大橋通り,primary,False,30.145,"LINESTRING (139.7729006 35.6682618, 139.7726655 35.6680694)",50,2,,
74314563,False,,,unclassified,False,57.911,"LINESTRING (139.7729006 35.6682618, 139.7729557 35.6682149, 139.7733434 35.6678852)",,,,
95274384,True,,,tertiary,False,37.429,"LINESTRING (139.7713275 35.669889, 139.7710903 35.6700804, 139.7710349 35.6701273)",,,,
97685670,False,,,unclassified,True,62.146,"LINESTRING (139.7713275 35.669889, 139.7713763 35.6699483, 139.7717198 35.6703481)",,,,
"[95274384, 172598653, 172598646]",True,,,tertiary,False,47.992000000000004,"LINESTRING (139.7710349 35.6701273, 139.7709653 35.6701636, 139.7706398 35.6703454, 139.7705957 35.6703701)",,,,yes
273211096,True,,,unclassified,False,86.338,"LINESTRING (139.7710349 35.6701273, 139.7709736 35.6700769, 139.7703626 35.6695754)",30,1,,
172598642,True,,,residential,False,48.678000000000004,"LINESTRING (139.7705773 35.6687351, 139.7708804 35.668512, 139.7709769 35.6684414)",,,,
342481197,True,,,tertiary,False,38.356,"LINESTRING (139.7705957 35.6703701, 139.7705255 35.6704213, 139.7702797 35.6706005)",,,,
95274362,True,,,unclassified,False,40.765,"LINESTRING (139.78084 35.6702372, 139.7804089 35.6703456)",,,,
95274372,True,,,unclassified,False,31.111,"LINESTRING (139.78084 35.6702372, 139.7808799 35.6705151)",,,,
4848943,True,,,unclassified,False,79.94800000000001,"LINESTRING (139.7743838 35.6676579, 139.7743634 35.6675969, 139.7743053 35.6674765, 139.7738319 35.667117)",,,,
135175652,True,,聖ルカ通り,unclassified,False,42.03,"LINESTRING (139.7743838 35.6676579, 139.7740896 35.6678569, 139.7740247 35.6678982)",,,,
23488888,True,,,unclassified,False,43.908,"LINESTRING (139.7728717 35.6669448, 139.7731989 35.6666528)",30,,,
95274334,False,,聖ルカ通り,tertiary,True,105.11599999999999,"LINESTRING (139.7747919 35.6673698, 139.7748625 35.667331, 139.774965 35.6672629, 139.7750173 35.667238, 139.7758636 35.6670268)",,2,,
135175652,True,,聖ルカ通り,unclassified,False,48.844,"LINESTRING (139.7747919 35.6673698, 139.7747213 35.6674223, 139.7743838 35.6676579)",,,,
"[95274345, 667867164]",False,,,tertiary,True,123.269,"LINESTRING (139.7747919 35.6673698, 139.7748404 35.6674398, 139.7750346 35.6678332, 139.7750765 35.6679559, 139.7751095 35.6681366, 139.775204 35.6684208)",30,2,,
95274380,False,,居留地通り,tertiary,True,135.177,"LINESTRING (139.7766328 35.6680596, 139.7765515 35.6680806, 139.7753464 35.6683849, 139.7752825 35.668401, 139.775204 35.6684208)",30,2,,
680782193,False,,居留地中央通り,tertiary,True,62.823,"LINESTRING (139.7766328 35.6680596, 139.7766606 35.6681275, 139.7768523 35.6685957)",30,2,,
"[492442416, 680782194, 680781436]",False,,居留地中央通り,tertiary,False,129.653,"LINESTRING (139.7766328 35.6680596, 139.7766058 35.667992, 139.7764713 35.6676507, 139.7764527 35.6676053, 139.776227 35.667036, 139.7761901 35.6669505)",30,2,,
680782196,False,,居留地通り,tertiary,False,148.42899999999997,"LINESTRING (139.7766328 35.6680596, 139.776716 35.668038, 139.7780581 35.6676749, 139.7781921 35.6676388)",30,2,,
23488886,False,,,tertiary,True,18.391,"LINESTRING (139.7777568 35.666579, 139.777721 35.6665067, 139.7776743 35.6664279)",,2,,
680781435,False,,聖ルカ通り,tertiary,False,147.44599999999997,"LINESTRING (139.7777568 35.666579, 139.7775916 35.6666186, 139.7762768 35.6669335, 139.7761901 35.6669505)",,2,,
680782197,False,,,tertiary,False,124.23299999999999,"LINESTRING (139.7777568 35.666579, 139.7777947 35.6666681, 139.7778565 35.6668217, 139.7781205 35.66746, 139.778161 35.667563, 139.7781921 35.6676388)",,2,,
245069170,False,,鉄砲洲通り,tertiary,False,8.74,"LINESTRING (139.7792425 35.6706553, 139.7792771 35.6707287)",,2,,
245069170,False,,鉄砲洲通り,tertiary,True,44.117999999999995,"LINESTRING (139.7792425 35.6706553, 139.7791631 35.6704544, 139.7790985 35.6702762)",,2,,
4848943,True,,,unclassified,False,42.408,"LINESTRING (139.7738319 35.667117, 139.7734855 35.6668596)",,,,
74314558,True,,,unclassified,False,44.543,"LINESTRING (139.7738319 35.667117, 139.7734859 35.6674024)",,,,
95274324,True,,,unclassified,False,44.819,"LINESTRING (139.7804089 35.6703456, 139.7802397 35.6699667)",,,,
95274362,True,,,unclassified,False,7.595,"LINESTRING (139.7804089 35.6703456, 139.7803289 35.6703666)",,,,
492442417,False,,居留地中央通り,tertiary,False,83.822,"LINESTRING (139.7753814 35.6664909, 139.7746685 35.6660084)",30,2,,
95274391,True,,,residential,False,35.632,"LINESTRING (139.7753814 35.6664909, 139.7754232 35.6664554, 139.775654 35.6662593)",,,,
492442417,False,,居留地中央通り,tertiary,True,47.426,"LINESTRING (139.7753814 35.6664909, 139.77561 35.6666416, 139.7757891 35.6667596)",30,2,,
95274372,True,,,unclassified,False,48.559,"LINESTRING (139.7802553 35.668896, 139.7802561 35.6689376, 139.780426 35.6693078)",,,,
355239976,False,,,tertiary,True,42.352000000000004,"LINESTRING (139.7802553 35.668896, 139.780255 35.6688154, 139.780128 35.6685334)",30,2,,
95274307,True,,,unclassified,False,27.813,"LINESTRING (139.774943 35.6690545, 139.7746666 35.6691647)",,,,
4848943,True,,,unclassified,False,84.323,"LINESTRING (139.774943 35.6690545, 139.774678 35.6684079, 139.7746481 35.668335)",,,,
69963040,True,,,unclassified,False,141.00900000000001,"LINESTRING (139.780128 35.6685334, 139.7799966 35.6686296, 139.7796212 35.6688639, 139.778888 35.6690736, 139.7787745 35.6691305)",,,,
355239976,False,,,tertiary,False,42.352000000000004,"LINESTRING (139.780128 35.6685334, 139.780255 35.6688154, 139.7802553 35.668896)",30,2,,
355239976,False,,,tertiary,True,91.149,"LINESTRING (139.780128 35.6685334, 139.7801175 35.66851, 139.7800778 35.6684218, 139.7800351 35.6683268, 139.7799511 35.6681401, 139.7797816 35.6677635)",30,2,,
492442417,False,,居留地中央通り,tertiary,False,51.627,"LINESTRING (139.7746685 35.6660084, 139.7742338 35.665707)",30,2,,
492442417,False,,居留地中央通り,tertiary,True,83.822,"LINESTRING (139.7746685 35.6660084, 139.7753814 35.6664909)",30,2,,
23488890,True,,,unclassified,False,47.579,"LINESTRING (139.7746685 35.6660084, 139.7746152 35.6660564, 139.7743157 35.6663261)",,,,
4848945,True,473,佃大橋通り,secondary,False,75.18900000000001,"LINESTRING (139.7758039 35.6699576, 139.7752207 35.6701164, 139.7750147 35.6701725)",,,,
95274345,False,,,tertiary,False,179.37099999999998,"LINESTRING (139.7758039 35.6699576, 139.775737 35.6698305, 139.7757278 35.6697952, 139.7754993 35.6691795, 139.775204 35.6684208)",30,2,,
667867161,True,,,residential,False,32.665,"LINESTRING (139.77397 35.6666375, 139.7742337 35.6668385)",30,,,
23488886,False,,,tertiary,False,148.306,"LINESTRING (139.7765488 35.6654992, 139.7766622 35.6655283, 139.776704 35.6655407, 139.7767876 35.6655719, 139.7768493 35.6656024, 139.7769144 35.6656471, 139.7769849 35.6657118, 139.7773745 35.66607, 139.7774708 35.6661641, 139.7775507 35.6662605, 139.7776196 35.666348, 139.7776743 35.6664279)",,2,,
95274330,False,,,residential,False,225.82399999999998,"LINESTRING (139.7765488 35.6654992, 139.7766085 35.6654355, 139.7767888 35.6652701, 139.7768164 35.6652494, 139.7768493 35.6652356, 139.7768835 35.6652336, 139.7769192 35.6652378, 139.7769528 35.6652517, 139.776979 35.6652691, 139.7771564 35.6654125, 139.7772208 35.6654586, 139.7773383 35.6655221, 139.7773803 35.6655453, 139.777589 35.6657078, 139.7776735 35.6657724, 139.7777288 35.6658147, 139.777853 35.6659261, 139.77789 35.6659739, 139.7779138 35.6660221, 139.7779208 35.6660747, 139.777914 35.6661558, 139.7778913 35.6662104, 139.7778563 35.6662716, 139.7777999 35.6663348, 139.7776743 35.6664279)",,,,
23488886,False,,,tertiary,True,87.462,"LINESTRING (139.7765488 35.6654992, 139.7764383 35.6654656, 139.7763631 35.665446, 139.7763149 35.6654188, 139.7757951 35.6650229)",,2,,
95274362,True,,,unclassified,False,59.083,"LINESTRING (139.7803289 35.6703666, 139.7802225 35.6703946, 139.7797067 35.6705304)",,,,
198900396,True,473,佃大橋通り,secondary,False,71.629,"LINESTRING (139.7758374 35.6700245, 139.7765938 35.6698312)",,,,
680782191,False,,,tertiary,False,47.742000000000004,"LINESTRING (139.7758374 35.6700245, 139.7758699 35.6701062, 139.7758917 35.670161, 139.7760001 35.670433)",,,,
680781434,False,,,tertiary,False,61.816,"LINESTRING (139.7781921 35.6676388, 139.778224 35.6677154, 139.7784092 35.668166)",,2,,
"[355239976, 680782195]",False,,居留地通り,tertiary,False,188.00300000000001,"LINESTRING (139.7781921 35.6676388, 139.7783192 35.6676049, 139.7795593 35.6672741, 139.7796791 35.6675337, 139.7797816 35.6677635)",30,2,,
680782196,False,,居留地通り,tertiary,True,148.42899999999997,"LINESTRING (139.7781921 35.6676388, 139.7780581 35.6676749, 139.776716 35.668038, 139.7766328 35.6680596)",30,2,,
680782197,False,,,tertiary,True,124.233,"LINESTRING (139.7781921 35.6676388, 139.778161 35.667563, 139.7781205 35.66746, 139.7778565 35.6668217, 139.7777947 35.6666681, 139.7777568 35.666579)",,2,,
"[760760238, 95274374]",True,473,佃大橋通り,secondary,False,82.47500000000001,"LINESTRING (139.7738203 35.6702657, 139.7733347 35.6704587, 139.7730903 35.6705602, 139.7730031 35.6705964)",,,,
74314549,True,,,unclassified,False,72.292,"LINESTRING (139.7736554 35.6681613, 139.7736935 35.6681983, 139.7741609 35.6686653)",,,,
135175652,True,,聖ルカ通り,unclassified,False,56.482,"LINESTRING (139.7736554 35.6681613, 139.7732594 35.6684296, 139.7731751 35.6684865)",,,,
97685777,True,,,residential,False,131.81,"LINESTRING (139.7797816 35.6677635, 139.77973 35.6677784, 139.7789017 35.668024, 139.778552 35.6681259, 139.7784092 35.668166)",,,,
355239976,False,,,tertiary,False,91.149,"LINESTRING (139.7797816 35.6677635, 139.7799511 35.6681401, 139.7800351 35.6683268, 139.7800778 35.6684218, 139.7801175 35.66851, 139.780128 35.6685334)",30,2,,
"[355239976, 680782195]",False,,居留地通り,tertiary,True,188.00300000000001,"LINESTRING (139.7797816 35.6677635, 139.7796791 35.6675337, 139.7795593 35.6672741, 139.7783192 35.6676049, 139.7781921 35.6676388)",30,2,,
23488888,True,,,unclassified,False,49.417,"LINESTRING (139.7731989 35.6666528, 139.7734766 35.6664144, 139.7735356 35.6663638, 139.7735749 35.66633)",30,,,
74314558,True,,,unclassified,False,45.971,"LINESTRING (139.7734859 35.6674024, 139.7731254 35.6676942)",,,,
95274354,True,,,unclassified,False,41.441,"LINESTRING (139.7734859 35.6674024, 139.77314 35.6671576)",,,,
95274391,True,,,residential,False,35.973,"LINESTRING (139.7759082 35.6660432, 139.7761842 35.66581)",,,,
23488891,True,,,unclassified,False,84.30799999999999,"LINESTRING (139.7759082 35.6660432, 139.7758799 35.6660218, 139.7752242 35.6655274)",,,,
245069170,False,,鉄砲洲通り,tertiary,True,8.74,"LINESTRING (139.7792771 35.6707287, 139.7792425 35.6706553)",,2,,
135175652,True,,聖ルカ通り,unclassified,False,44.372,"LINESTRING (139.7740247 35.6678982, 139.7736554 35.6681613)",,,,
95274354,True,,,unclassified,False,73.551,"LINESTRING (139.7740247 35.6678982, 139.773981 35.667862, 139.7734859 35.6674024)",,,,
95274391,True,,,residential,False,52.177,"LINESTRING (139.7742337 35.6668385, 139.7747749 35.6666746)",,,,
667867161,True,,,residential,False,78.975,"LINESTRING (139.7742337 35.6668385, 139.7745308 35.6670247, 139.7746453 35.667163, 139.7747534 35.6673208, 139.7747919 35.6673698)",30,,,
69963033,True,,,unclassified,False,42.024,"LINESTRING (139.7798276 35.669044, 139.7800207 35.6689696, 139.7802553 35.668896)",,,,
