osmid,bridge,lanes,ref,name,highway,est_width,oneway,reversed,length,geometry,tunnel
115338138,yes,2,1,国道1号,trunk,13.0m以上,False,True,58.211,"LINESTRING (136.7879653 35.1245931, 136.7886015 35.1246505)",
115340127,,,,,unclassified,,False,True,28.115,"LINESTRING (136.7879653 35.1245931, 136.7880099 35.1248433)",
115340333,,,1,国道1号,trunk,,False,False,56.376,"LINESTRING (136.7879653 35.1245931, 136.7873477 35.1245497)",
115341119,,,,,unclassified,,False,False,150.70000000000002,"LINESTRING (136.7879653 35.1245931, 136.7879889 35.1241722, 136.7879446 35.123729, 136.7879344 35.1234005, 136.7879491 35.1232403)",
115340533,,2,1,国道1号,trunk,,False,False,18.037,"LINESTRING (136.7811502 35.1239951, 136.7809566 35.1239599)",
115340533,,2,1,国道1号,trunk,,False,True,142.369,"LINESTRING (136.7811502 35.1239951, 136.7819258 35.1241628, 136.7826793 35.1242618)",
115340915,,,,,unclassified,,False,False,157.41699999999997,"LINESTRING (136.7811502 35.1239951, 136.7811939 35.1237875, 136.781532 35.123295, 136.7816418 35.123019, 136.7817593 35.1226825)",
115340533,,2,1,国道1号,trunk,,False,False,108.97,"LINESTRING (136.7807503 35.1239062, 136.7795856 35.1236762)",
115340533,,2,1,国道1号,trunk,,False,True,19.69,"LINESTRING (136.7807503 35.1239062, 136.7809566 35.1239599)",
448470714,,,,,unclassified,,False,False,81.023,"LINESTRING (136.7807503 35.1239062, 136.7807441 35.1238251, 136.7800081 35.1235869)",
115340558,,,,,residential,,False,True,115.506,"LINESTRING (136.7795356 35.1243699, 136.7807887 35.124539)",
325193022,,2,,,tertiary,,False,False,50.882,"LINESTRING (136.7795356 35.1243699, 136.7792641 35.12477)",
"[325193008, 115339880, 325193012, 325193014]",,2,,,"['unclassified', 'tertiary']",,False,True,97.34400000000001,"LINESTRING (136.7795356 35.1243699, 136.779781 35.1239973, 136.7799019 35.123818, 136.7799853 35.1236583, 136.7800081 35.1235869)",yes
115338178,,,,,unclassified,,False,False,94.768,"LINESTRING (136.7817593 35.1226825, 136.7820259 35.1218586)",
115340555,,,,,unclassified,,False,False,107.468,"LINESTRING (136.7817593 35.1226825, 136.7828997 35.1229356)",
115338466,,,,,unclassified,,False,False,118.946,"LINESTRING (136.7817593 35.1226825, 136.7813391 35.1225889, 136.7804974 35.1224015)",
115340915,,,,,unclassified,,False,True,157.417,"LINESTRING (136.7817593 35.1226825, 136.7816418 35.123019, 136.781532 35.123295, 136.7811939 35.1237875, 136.7811502 35.1239951)",
115341442,,,,,unclassified,,False,False,71.848,"LINESTRING (136.7847579 35.1219506, 136.7847789 35.1218837, 136.7847592 35.1213593, 136.784751 35.1213073)",
115341442,,,,,unclassified,,False,True,136.373,"LINESTRING (136.7847579 35.1219506, 136.7847306 35.1219953, 136.7843865 35.1224481, 136.7843353 35.1225631, 136.7843188 35.1226944, 136.784396 35.1229676, 136.7844028 35.123076)",
325193031,,,,,residential,,False,False,127.809,"LINESTRING (136.7847579 35.1219506, 136.7843836 35.1219166, 136.7839756 35.1218845, 136.7833702 35.1217798)",
115340478,,,,,unclassified,,False,False,92.237,"LINESTRING (136.778681 35.120889, 136.7787302 35.1206312, 136.7787896 35.1203571, 136.7787993 35.1203123, 136.7788991 35.1200816)",
115340478,,,,,unclassified,,False,True,44.896,"LINESTRING (136.778681 35.120889, 136.7786794 35.1208979, 136.7786095 35.1212885)",
115338459,,,,,unclassified,,False,False,101.831,"LINESTRING (136.782595 35.1201959, 136.7822821 35.1210752)",
115338864,,,,,residential,,False,True,95.306,"LINESTRING (136.782595 35.1201959, 136.7829279 35.1193832)",
115340632,,2,,,tertiary,,False,False,51.83,"LINESTRING (136.782595 35.1201959, 136.7820543 35.1200487)",
115339902,,2,,,tertiary,,False,True,88.41300000000001,"LINESTRING (136.782595 35.1201959, 136.7829793 35.1202666, 136.7835253 35.1204222)",
115338562,,,,,unclassified,,False,False,70.72,"LINESTRING (136.7815341 35.1209015, 136.7822821 35.1210752)",
115338562,,,,,unclassified,,False,True,99.207,"LINESTRING (136.7815341 35.1209015, 136.781347 35.1211094, 136.7812416 35.1211707, 136.7811019 35.1212483, 136.7810252 35.1213169, 136.7808975 35.1215951)",
325193030,,,,,residential,,False,False,54.840999999999994,"LINESTRING (136.7815341 35.1209015, 136.7812197 35.120819, 136.7811793 35.1208556, 136.7809825 35.12079)",
115340537,,,,,unclassified,,False,False,41.871,"LINESTRING (136.7841446 35.1262642, 136.7836903 35.1262031)",
115339524,,,,,unclassified,,False,True,48.388999999999996,"LINESTRING (136.7841446 35.1262642, 136.7841431 35.1258589, 136.7841456 35.1258291)",
115340555,,,,,unclassified,,False,True,107.468,"LINESTRING (136.7828997 35.1229356, 136.7817593 35.1226825)",
325192153,,1,65,西尾張中央道,primary_link,,True,False,148.823,"LINESTRING (136.7828997 35.1229356, 136.7826793 35.1242618)",
115341456,,,,,unclassified,,False,False,18.666,"LINESTRING (136.7888841 35.1211031, 136.78868 35.1210855)",
316474110,,,,,residential,,False,False,32.857,"LINESTRING (136.7888841 35.1211031, 136.7888235 35.1213944)",
115341456,,,,,unclassified,,False,True,81.92699999999999,"LINESTRING (136.7888841 35.1211031, 136.7892357 35.1211375, 136.7892984 35.1206933)",
115338147,,,,,unclassified,,False,True,49.577,"LINESTRING (136.7862918 35.1208636, 136.7861065 35.1212829)",
115340530,,,,,unclassified,,False,True,136.871,"LINESTRING (136.7862918 35.1208636, 136.7877862 35.1210087)",
115340699,,,,,unclassified,,False,True,100.527,"LINESTRING (136.7862918 35.1208636, 136.7864014 35.119964)",
115337979,,,,,unclassified,,False,False,51.92,"LINESTRING (136.7806274 35.1253564, 136.7811908 35.1254318)",
115340561,,,,,unclassified,,False,False,50.466,"LINESTRING (136.7806274 35.1253564, 136.7800798 35.125283)",
115341432,,,,,unclassified,,False,False,44.591,"LINESTRING (136.7806274 35.1253564, 136.7807055 35.1249605)",
325193027,,,,,unclassified,,False,True,47.538,"LINESTRING (136.7806274 35.1253564, 136.7805516 35.1257794)",
"[316490053, 115338734]",yes,,,,unclassified,,False,False,69.694,"LINESTRING (136.7870999 35.1240691, 136.7870568 35.1240252, 136.786904 35.1238692, 136.7867514 35.123779, 136.7865919 35.1236061)",
115340427,,,,,unclassified,,False,True,58.092,"LINESTRING (136.7870999 35.1240691, 136.787202 35.1242858, 136.787286 35.1244145, 136.7873477 35.1245497)",
"[316490059, 316490061, 316490054]",,,,,unclassified,,False,False,139.386,"LINESTRING (136.7870999 35.1240691, 136.7872501 35.1242414, 136.7874023 35.124419, 136.7874186 35.1244932, 136.787434 35.1246186, 136.7874485 35.1247662, 136.7875347 35.1248152, 136.7880099 35.1248433)",yes
115339710,,,66,蟹江飛島線,primary,,False,True,22.496,"LINESTRING (136.788928 35.1227325, 136.789073 35.1225686)",
115339710,,,66,蟹江飛島線,primary,,False,False,224.59799999999998,"LINESTRING (136.788928 35.1227325, 136.7886287 35.1230903, 136.788607 35.1231163, 136.7885193 35.1232663, 136.7884985 35.1233912, 136.788529 35.123989, 136.7885496 35.1241374, 136.7886015 35.1246505)",
