osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,maxspeed
595220507,2,332,山本伊丹線,secondary,False,False,59.299,"LINESTRING (135.408491 34.7844534, 135.4087018 34.783949)",
595220507,2,332,山本伊丹線,secondary,False,True,59.983000000000004,"LINESTRING (135.408491 34.7844534, 135.4083765 34.7847274, 135.4082777 34.7849636)",
485609907,4,171,国道171号,trunk,False,True,65.806,"LINESTRING (135.4058029 34.7895244, 135.4052894 34.7891092)",50
486017325,4,171,国道171号,trunk,False,False,71.546,"LINESTRING (135.4058029 34.7895244, 135.4063605 34.7899764)",50
133348992,2,332,山本伊丹線,secondary,False,False,155.296,"LINESTRING (135.4058029 34.7895244, 135.4061289 34.7892399, 135.4063167 34.7890535, 135.4064831 34.7888534, 135.4066216 34.7886514, 135.4067537 34.7883826)",
532548250,2,331,姥ヶ茶屋伊丹線,secondary,False,True,90.403,"LINESTRING (135.4058029 34.7895244, 135.4054614 34.7897923, 135.4051016 34.790098)",
135645663,,,,tertiary,False,False,49.005,"LINESTRING (135.4030748 34.7872577, 135.4027048 34.7875769)",
186905861,,,,residential,False,False,89.239,"LINESTRING (135.4030748 34.7872577, 135.4032017 34.78715, 135.4035853 34.7865784)",
"[536814505, 485609906]",4,171,国道171号,trunk,False,True,44.946,"LINESTRING (135.4030748 34.7872577, 135.4028193 34.7870388, 135.4027638 34.7869914, 135.4027341 34.786966)",50
485609907,4,171,国道171号,trunk,False,False,288.6,"LINESTRING (135.4030748 34.7872577, 135.4034176 34.7875351, 135.4034713 34.7875803, 135.4052894 34.7891092)",50
135645663,,,,tertiary,False,True,49.005,"LINESTRING (135.4027048 34.7875769, 135.4030748 34.7872577)",
183938156,,,,residential,False,False,103.749,"LINESTRING (135.4127864 34.7888098, 135.4116679 34.7889734)",
183938164,,,,residential,False,True,23.469,"LINESTRING (135.4127864 34.7888098, 135.4126866 34.7886153)",
183938164,,,,residential,False,False,52.163,"LINESTRING (135.4127864 34.7888098, 135.4129624 34.7891627, 135.4129797 34.7892493)",
133353793,,,,tertiary,False,False,33.804,"LINESTRING (135.412116 34.788324, 135.4124796 34.788267)",
133353793,,,,tertiary,False,True,53.364000000000004,"LINESTRING (135.412116 34.788324, 135.4119952 34.7884355, 135.4118072 34.7887279)",
183938174,,,,residential,False,False,95.837,"LINESTRING (135.412116 34.788324, 135.4123521 34.7879413, 135.4123968 34.7876816, 135.4124259 34.7875127)",
595220505,,,,residential,False,True,237.934,"LINESTRING (135.412116 34.788324, 135.4119282 34.7883538, 135.4115878 34.7884038, 135.411447 34.788308, 135.4106976 34.7877963, 135.4102628 34.787548, 135.4099783 34.7873394)",
133353793,,,,tertiary,False,False,46.971,"LINESTRING (135.4124796 34.788267, 135.4129836 34.7881827)",
133353793,,,,tertiary,False,True,33.804,"LINESTRING (135.4124796 34.788267, 135.412116 34.788324)",
183938164,,,,residential,False,False,43.096,"LINESTRING (135.4124796 34.788267, 135.4126866 34.7886153)",
133353793,,,,tertiary,False,False,57.732,"LINESTRING (135.4107182 34.7902565, 135.4107847 34.7902056, 135.4109661 34.7900674, 135.4111024 34.7899353, 135.4111551 34.7898826)",
133353793,,,,tertiary,False,True,18.107,"LINESTRING (135.4107182 34.7902565, 135.4106306 34.7903056, 135.4105502 34.7903427)",
186894329,,,,residential,False,False,49.254999999999995,"LINESTRING (135.4107182 34.7902565, 135.4109794 34.7903661, 135.4112136 34.7904281)",
133353793,,,,tertiary,False,False,5.379,"LINESTRING (135.4111551 34.7898826, 135.4111926 34.7898453)",
186894320,,,西国街道,residential,False,False,35.768,"LINESTRING (135.4111551 34.7898826, 135.411485 34.790056)",
133353793,,,,tertiary,False,True,57.732,"LINESTRING (135.4111551 34.7898826, 135.4111024 34.7899353, 135.4109661 34.7900674, 135.4107847 34.7902056, 135.4107182 34.7902565)",
133353793,,,,tertiary,False,False,30.117,"LINESTRING (135.4116679 34.7889734, 135.4118072 34.7887279)",
183938156,,,,residential,False,True,103.749,"LINESTRING (135.4116679 34.7889734, 135.4127864 34.7888098)",
133353793,,,,tertiary,False,True,100.49000000000001,"LINESTRING (135.4116679 34.7889734, 135.4114862 34.7893164, 135.4114139 34.7894529, 135.4112289 34.7898021)",
135623570,,,,residential,False,False,62.279,"LINESTRING (135.4063605 34.7899764, 135.4059443 34.7904201)",
486017325,4,171,国道171号,trunk,False,False,60.876,"LINESTRING (135.4063605 34.7899764, 135.4068276 34.790367)",50
486017325,4,171,国道171号,trunk,False,True,71.546,"LINESTRING (135.4063605 34.7899764, 135.4058029 34.7895244)",50
595220506,,,,unclassified,False,True,177.14100000000002,"LINESTRING (135.4063605 34.7899764, 135.4065143 34.7897768, 135.4067329 34.789421, 135.4068777 34.7892558, 135.4072399 34.7888895, 135.4074571 34.7886699)",
135623600,,,,residential,False,False,108.622,"LINESTRING (135.4038253 34.7903981, 135.4046488 34.7896932)",
135623570,,,,residential,False,False,31.216,"LINESTRING (135.4059443 34.7904201, 135.4056921 34.7906096)",
135623570,,,,residential,False,True,62.279,"LINESTRING (135.4059443 34.7904201, 135.4063605 34.7899764)",
135623600,,,,residential,False,True,87.402,"LINESTRING (135.4052894 34.7891092, 135.4046488 34.7896932)",
485609907,4,171,国道171号,trunk,False,False,65.806,"LINESTRING (135.4052894 34.7891092, 135.4058029 34.7895244)",50
485609907,4,171,国道171号,trunk,False,True,288.59999999999997,"LINESTRING (135.4052894 34.7891092, 135.4034713 34.7875803, 135.4034176 34.7875351, 135.4030748 34.7872577)",50
133369300,,,,residential,False,True,61.121,"LINESTRING (135.4046488 34.7896932, 135.4051016 34.790098)",
135623600,,,,residential,False,False,87.402,"LINESTRING (135.4046488 34.7896932, 135.4052894 34.7891092)",
135623600,,,,residential,False,True,108.622,"LINESTRING (135.4046488 34.7896932, 135.4038253 34.7903981)",
135623558,,,,residential,False,True,78.383,"LINESTRING (135.4056921 34.7906096, 135.4051016 34.790098)",
135623570,,,,residential,False,True,31.216,"LINESTRING (135.4056921 34.7906096, 135.4059443 34.7904201)",
133369300,,,,residential,False,False,61.121,"LINESTRING (135.4051016 34.790098, 135.4046488 34.7896932)",
135623558,,,,residential,False,False,78.383,"LINESTRING (135.4051016 34.790098, 135.4056921 34.7906096)",
532548250,2,331,姥ヶ茶屋伊丹線,secondary,False,False,90.403,"LINESTRING (135.4051016 34.790098, 135.4054614 34.7897923, 135.4058029 34.7895244)",
183938174,,,,residential,False,True,125.596,"LINESTRING (135.4126151 34.7859299, 135.4126042 34.7860642, 135.4125288 34.7869928, 135.412505 34.787054)",
186894304,,,,residential,False,True,46.072,"LINESTRING (135.4126151 34.7859299, 135.4124378 34.785901, 135.4124058 34.7858822, 135.412376 34.7858563, 135.4122126 34.7857108)",
183938174,,,,residential,False,True,51.514,"LINESTRING (135.412505 34.787054, 135.4124259 34.7875127)",
183938174,,,,residential,False,False,125.596,"LINESTRING (135.412505 34.787054, 135.4125288 34.7869928, 135.4126042 34.7860642, 135.4126151 34.7859299)",
186894303,,,,residential,False,True,55.724000000000004,"LINESTRING (135.412505 34.787054, 135.4121776 34.7870017, 135.4120837 34.7869821, 135.4119154 34.7869302)",
186907750,,,,residential,False,True,55.885999999999996,"LINESTRING (135.412505 34.787054, 135.4126552 34.7870399, 135.4130393 34.7870402, 135.4131155 34.7870473)",
534240344,,,,unclassified,False,True,15.257,"LINESTRING (135.4125318 34.7855166, 135.4126216 34.7854009)",
597936422,,,,residential,False,False,15.196,"LINESTRING (135.4125318 34.7855166, 135.4126268 34.7856288)",
534240344,,,,unclassified,False,False,36.28,"LINESTRING (135.4125318 34.7855166, 135.4124312 34.7855804, 135.4122126 34.7857108)",
186894303,,,,residential,False,False,50.934,"LINESTRING (135.4112282 34.786684, 135.4115443 34.786824, 135.4116526 34.7868641, 135.4117271 34.7868876)",
534240344,,,,unclassified,False,False,10.370999999999999,"LINESTRING (135.4112282 34.786684, 135.4111813 34.7867215, 135.411137 34.7867369)",
534240344,,,,unclassified,False,True,81.138,"LINESTRING (135.4112282 34.786684, 135.4112819 34.786618, 135.4113476 34.7865199, 135.4114824 34.7862943, 135.4116319 34.7860733, 135.4116405 34.7860398)",
186894358,,,,residential,False,False,33.572,"LINESTRING (135.4124916 34.783307, 135.4124874 34.783328, 135.4124325 34.783605)",
186894358,,,,residential,False,True,34.398,"LINESTRING (135.4124916 34.783307, 135.4124952 34.7832866, 135.4125452 34.7830008)",
186894304,,,,residential,False,False,46.072,"LINESTRING (135.4122126 34.7857108, 135.412376 34.7858563, 135.4124058 34.7858822, 135.4124378 34.785901, 135.4126151 34.7859299)",
