osmid,highway,oneway,reversed,length,ref,name,lanes,maxspeed,geometry
147612828,tertiary,False,True,74.64,,,,,"LINESTRING (135.2689398 34.3646097, 135.2696622 34.3649179)"
166791968,primary,False,False,81.02,63,泉佐野岩出線,,,"LINESTRING (135.2689398 34.3646097, 135.2696717 34.3642024)"
166792009,primary,False,True,10.328,63,泉佐野岩出線,,,"LINESTRING (135.2721989 34.3618551, 135.2721298 34.3619284)"
147612025,primary,False,False,34.199,64,和歌山貝塚線,,,"LINESTRING (135.2789886 34.362084, 135.2788334 34.3618044)"
147612025,primary,False,True,49.165,64,和歌山貝塚線,,,"LINESTRING (135.2789886 34.362084, 135.2792249 34.3624808)"
147612090,tertiary,False,True,57.171,,,2,40,"LINESTRING (135.2789886 34.362084, 135.2784054 34.3622645)"
147612025,primary,False,False,49.165,64,和歌山貝塚線,,,"LINESTRING (135.2792249 34.3624808, 135.2789886 34.362084)"
147612025,primary,False,True,18.55,64,和歌山貝塚線,,,"LINESTRING (135.2792249 34.3624808, 135.2793242 34.3626261)"
593485232,residential,False,True,34.632,,,,,"LINESTRING (135.2792249 34.3624808, 135.2790061 34.3625638, 135.2789082 34.3625749, 135.2788721 34.3625838)"
147612048,tertiary,False,True,11.221,,,2,40,"LINESTRING (135.2777703 34.3625778, 135.277675 34.362641)"
147612090,tertiary,False,False,68.762,,,2,40,"LINESTRING (135.2777703 34.3625778, 135.2781008 34.3623588, 135.2784054 34.3622645)"
593485232,residential,False,False,50.067,,,,,"LINESTRING (135.2777703 34.3625778, 135.2781303 34.3626402, 135.2783071 34.3626541)"
593485261,residential,False,True,103.83600000000001,,,,,"LINESTRING (135.2777703 34.3625778, 135.2773981 34.362514, 135.2772881 34.3625594, 135.276694 34.3623911)"
147612048,tertiary,False,False,11.221,,,2,40,"LINESTRING (135.277675 34.362641, 135.2777703 34.3625778)"
147612085,tertiary,False,False,98.998,,,2,40,"LINESTRING (135.277675 34.362641, 135.2772 34.362957, 135.276982 34.363114, 135.2769036 34.3631593, 135.2768352 34.3631988)"
166792820,unclassified,False,False,95.44,,,,,"LINESTRING (135.277675 34.362641, 135.277574 34.363306, 135.27754 34.363492)"
147612061,tertiary,False,False,194.539,,,2,40,"LINESTRING (135.2768352 34.3631988, 135.275772 34.363937, 135.2752144 34.3643261)"
147612085,tertiary,False,True,98.998,,,2,40,"LINESTRING (135.2768352 34.3631988, 135.2769036 34.3631593, 135.276982 34.363114, 135.2772 34.362957, 135.277675 34.362641)"
166792712,residential,False,True,72.848,,,,,"LINESTRING (135.2768352 34.3631988, 135.2772912 34.3634248, 135.27754 34.363492)"
147612049,tertiary,False,True,35.583,,,2,40,"LINESTRING (135.2752144 34.3643261, 135.274906 34.36452)"
147612061,tertiary,False,True,194.539,,,2,40,"LINESTRING (135.2752144 34.3643261, 135.275772 34.363937, 135.2768352 34.3631988)"
166793412,unclassified,False,False,287.34,,,,,"LINESTRING (135.2752144 34.3643261, 135.2755613 34.3645414, 135.2757638 34.3647552, 135.2765768 34.3653807, 135.2767792 34.3654778, 135.277728 34.3657919)"
147612049,tertiary,False,False,35.583,,,2,40,"LINESTRING (135.274906 34.36452, 135.2752144 34.3643261)"
147612065,tertiary,False,True,15.727,,,2,40,"LINESTRING (135.274906 34.36452, 135.2747652 34.3646006)"
245580207,trunk,True,False,11.521,26,第二阪和国道,2,,"LINESTRING (135.274906 34.36452, 135.274836 34.364434)"
147612065,tertiary,False,False,27.496,,,2,40,"LINESTRING (135.2738041 34.3652601, 135.2740376 34.3651052)"
147612066,tertiary,False,False,150.74099999999999,,,2,40,"LINESTRING (135.2738041 34.3652601, 135.2734014 34.3655376, 135.2729186 34.3658705, 135.2725436 34.3661291)"
166793275,unclassified,False,False,150.483,,,,,"LINESTRING (135.2738041 34.3652601, 135.2729149 34.3641724, 135.2728658 34.3641654)"
146431458,tertiary,False,False,34.782,,,2,40,"LINESTRING (135.2725436 34.3661291, 135.2722434 34.36632)"
147612072,tertiary,False,False,140.376,,,,,"LINESTRING (135.2725436 34.3661291, 135.2738514 34.3667836)"
147612822,tertiary,False,True,147.687,,,,,"LINESTRING (135.2725436 34.3661291, 135.2711102 34.3655257)"
147612066,tertiary,False,True,150.74099999999999,,,2,40,"LINESTRING (135.2725436 34.3661291, 135.2729186 34.3658705, 135.2734014 34.3655376, 135.2738041 34.3652601)"
147612817,tertiary,False,True,32.222,,,,,"LINESTRING (135.2702542 34.3651704, 135.2705649 34.3653053)"
147612828,tertiary,False,False,32.01,,,,,"LINESTRING (135.2702542 34.3651704, 135.2699444 34.3650382)"
166792701,unclassified,False,False,141.237,,,,,"LINESTRING (135.2702542 34.3651704, 135.2709435 34.3640348)"
147612817,tertiary,False,False,55.729,,,,,"LINESTRING (135.2711102 34.3655257, 135.2705649 34.3653053)"
147612822,tertiary,False,False,147.687,,,,,"LINESTRING (135.2711102 34.3655257, 135.2725436 34.3661291)"
166792805,unclassified,False,True,146.122,,,,,"LINESTRING (135.2711102 34.3655257, 135.271751 34.364422, 135.2718208 34.3643526)"
147612072,tertiary,False,False,54.389,,,,,"LINESTRING (135.2769245 34.3683356, 135.2774249 34.3685976)"
147612072,tertiary,False,True,83.059,,,,,"LINESTRING (135.2769245 34.3683356, 135.2761544 34.3679433)"
593485242,residential,False,True,77.524,,,,,"LINESTRING (135.2769245 34.3683356, 135.2771647 34.3676672)"
595239557,residential,False,True,80.507,,,,,"LINESTRING (135.2769245 34.3683356, 135.2765639 34.3689956)"
147612072,tertiary,False,False,47.394,,,,,"LINESTRING (135.2774249 34.3685976, 135.2777872 34.3689013)"
147612072,tertiary,False,True,54.389,,,,,"LINESTRING (135.2774249 34.3685976, 135.2769245 34.3683356)"
593485252,unclassified,False,False,90.05,,,,,"LINESTRING (135.2774249 34.3685976, 135.2778278 34.3678592)"
593485259,residential,False,False,121.487,,,,,"LINESTRING (135.2775364 34.3613252, 135.2775885 34.3612973, 135.2783275 34.3616704, 135.2786641 34.3614995)"
593485264,residential,False,True,29.632,,,,,"LINESTRING (135.2775364 34.3613252, 135.2773941 34.3614124, 135.2772841 34.3614434, 135.2772578 34.3614542)"
166792881,residential,False,False,39.946,,,,,"LINESTRING (135.2783071 34.3626541, 135.2782947 34.3630132)"
593485232,residential,False,False,52.716,,,,,"LINESTRING (135.2783071 34.3626541, 135.2783918 34.3626313, 135.278656 34.362618, 135.2788049 34.3626003, 135.2788721 34.3625838)"
593485232,residential,False,True,50.067,,,,,"LINESTRING (135.2783071 34.3626541, 135.2781303 34.3626402, 135.2777703 34.3625778)"
166792009,primary,False,False,117.694,63,泉佐野岩出線,,,"LINESTRING (135.2713607 34.3627753, 135.2721298 34.3619284)"
166791968,primary,False,True,106.75399999999999,63,泉佐野岩出線,,,"LINESTRING (135.2713607 34.3627753, 135.270888 34.363278, 135.270636 34.363526)"
"[166792403, 596676725]","['unclassified', 'residential']",False,True,114.58200000000001,,,,,"LINESTRING (135.2713607 34.3627753, 135.2707824 34.3624597, 135.270443 34.362308, 135.2703728 34.362181)"
166792351,unclassified,False,False,84.985,,,,,"LINESTRING (135.27754 34.363492, 135.277404 34.364248)"
166793114,residential,False,False,68.749,,,,,"LINESTRING (135.27754 34.363492, 135.2782739 34.3636155)"
166792712,residential,False,False,72.848,,,,,"LINESTRING (135.27754 34.363492, 135.2772912 34.3634248, 135.2768352 34.3631988)"
166792820,unclassified,False,True,95.44,,,,,"LINESTRING (135.27754 34.363492, 135.277574 34.363306, 135.277675 34.362641)"
166791968,primary,False,False,106.75399999999999,63,泉佐野岩出線,,,"LINESTRING (135.270636 34.363526, 135.270888 34.363278, 135.2713607 34.3627753)"
166791968,primary,False,True,37.086,63,泉佐野岩出線,,,"LINESTRING (135.270636 34.363526, 135.2704476 34.3636923, 135.270358 34.363768)"
