osmid,oneway,highway,reversed,length,geometry,lanes,ref,name,maxspeed,bridge
133697680,True,unclassified,False,196.08199999999997,"LINESTRING (134.5462862 35.0004286, 134.5463663 35.0004821, 134.5464259 35.0005294, 134.5465327 35.0005916, 134.5466434 35.0006304, 134.5467533 35.0006524, 134.5468432 35.0006641, 134.546971 35.0006707, 134.5470633 35.0006785, 134.547105 35.0007218, 134.5471333 35.0008247, 134.5471892 35.0008872, 134.5472361 35.0011877, 134.5473545 35.0015175, 134.5474566 35.0016676)",,,,,
133700330,False,unclassified,True,165.824,"LINESTRING (134.5462862 35.0004286, 134.546031 35.0002478, 134.5458331 35.0000669, 134.5457669 35.0000269, 134.5457007 34.9999921, 134.5456097 34.9999662, 134.5455219 34.9999533, 134.5452975 34.9999733, 134.5450409 35.0000212, 134.544694 35.0000662)",,,,,
133700330,False,unclassified,False,165.824,"LINESTRING (134.544694 35.0000662, 134.5450409 35.0000212, 134.5452975 34.9999733, 134.5455219 34.9999533, 134.5456097 34.9999662, 134.5457007 34.9999921, 134.5457669 35.0000269, 134.5458331 35.0000669, 134.546031 35.0002478, 134.5462862 35.0004286)",,,,,
266916016,False,residential,True,61.855000000000004,"LINESTRING (134.544694 35.0000662, 134.5447474 35.0002333, 134.5447547 35.0006168)",,,,,
133696914,True,trunk,False,115.66,"LINESTRING (134.547265 35.0006407, 134.5472802 35.0007694, 134.5473814 35.0014125, 134.5473919 35.0014483, 134.5474566 35.0016676)",2,29,国道29号,50,
133696755,True,motorway_link,False,22.213,"LINESTRING (134.5486581 35.0004585, 134.5487446 35.0004614, 134.5488026 35.0004628, 134.5488228 35.0004646, 134.5489013 35.0004716)",2,,,,
628141757,False,trunk,False,44.566,"LINESTRING (134.5475264 35.0020371, 134.5475608 35.0024369)",2,29,国道29号,50,
"[133700026, 133698347]",False,residential,True,311.095,"LINESTRING (134.5475264 35.0020371, 134.5481867 35.0019594, 134.54912 35.00185, 134.549749 35.00178, 134.5497851 35.0017747, 134.5509038 35.0016219)",,,,,
422731516,True,trunk,False,59.707,"LINESTRING (134.5475264 35.0020371, 134.5475461 35.0017179, 134.5475291 35.001501)",2,29,国道29号,50,
"[133700026, 133698347]",False,residential,False,311.095,"LINESTRING (134.5509038 35.0016219, 134.5497851 35.0017747, 134.549749 35.00178, 134.54912 35.00185, 134.5481867 35.0019594, 134.5475264 35.0020371)",,,,,
133699108,False,residential,False,119.761,"LINESTRING (134.552287 35.00169, 134.552667 35.001794, 134.553575 35.001881)",,,,,
133700468,False,tertiary,True,131.937,"LINESTRING (134.552287 35.00169, 134.55222 35.001909, 134.552086 35.0023357, 134.5519942 35.0028504)",,,,,
133697990,False,tertiary,True,87.275,"LINESTRING (134.5451457 35.0024307, 134.544965 35.0016599)",,,,,
133697884,False,residential,False,242.39100000000002,"LINESTRING (134.5451457 35.0024307, 134.545513 35.0023698, 134.5459034 35.0023356, 134.5471202 35.0022447, 134.5471521 35.0024581, 134.5475608 35.0024369)",,,,,
133699108,False,residential,True,119.761,"LINESTRING (134.553575 35.001881, 134.552667 35.001794, 134.552287 35.00169)",,,,,
"[133700077, 133697846]",False,residential,True,172.037,"LINESTRING (134.553575 35.001881, 134.553554 35.00209, 134.553534 35.002327, 134.553506 35.002484, 134.553233 35.00311, 134.553192 35.003206, 134.553111 35.0033677)",,,,,
133700468,False,tertiary,False,131.93699999999998,"LINESTRING (134.5519942 35.0028504, 134.552086 35.0023357, 134.55222 35.001909, 134.552287 35.00169)",,,,,
133700468,False,tertiary,True,44.104,"LINESTRING (134.5519942 35.0028504, 134.5519618 35.0031305, 134.5519225 35.0032412)",,,,,
266934765,False,residential,True,102.185,"LINESTRING (134.5519942 35.0028504, 134.5526973 35.0029715, 134.5526463 35.0032993)",,,,,
133697630,False,secondary,False,62.193,"LINESTRING (134.5506236 35.0031524, 134.5499703 35.0033151)",,537,田井中広瀬線,,
"[133697632, 133697613, 133697623]",False,secondary,"[False, True]",119.06700000000001,"LINESTRING (134.5506236 35.0031524, 134.550705 35.003141, 134.5517475 35.0032122, 134.5519225 35.0032412)",,537,田井中広瀬線,,yes
133700310,False,residential,True,392.288,"LINESTRING (134.5506236 35.0031524, 134.5504911 35.0050376, 134.5503809 35.0058995, 134.5503324 35.0059635, 134.5502687 35.005987, 134.5500252 35.0060354, 134.549496 35.0060743)",,,,,
133697630,False,secondary,True,62.193,"LINESTRING (134.5499703 35.0033151, 134.5506236 35.0031524)",,537,田井中広瀬線,,
133697625,False,secondary,False,218.446,"LINESTRING (134.5499703 35.0033151, 134.549889 35.0033369, 134.5477799 35.0039033, 134.5476913 35.0039271)",,537,田井中広瀬線,,
