osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,bridge,width
41205144,2,230,国道230号,trunk,False,True,97.82400000000001,"LINESTRING (139.8840174 42.4149716, 139.8835233 42.4147386, 139.8830165 42.4144942)",,
41205768,,,町道 北檜山駅線,tertiary,False,False,101.784,"LINESTRING (139.8786413 42.4150879, 139.8777258 42.4144706)",,
41205768,,,町道 北檜山駅線,tertiary,False,True,46.662,"LINESTRING (139.8786413 42.4150879, 139.879061 42.4153709)",,
715646237,,,,residential,False,True,64.492,"LINESTRING (139.8786413 42.4150879, 139.8780918 42.4155024)",,
"[994109626, 189983779, 994109627]",,,"['中央川四号橋', '町道 北檜山駅4号線']",unclassified,False,True,168.78900000000002,"LINESTRING (139.8786413 42.4150879, 139.8794931 42.4143944, 139.8795362 42.4143593, 139.8795673 42.414334, 139.8800224 42.4139634)",yes,6.0
41205144,2,230,国道230号,trunk,False,True,53.874,"LINESTRING (139.8853653 42.4152401, 139.8849384 42.4152791, 139.8847124 42.4152743)",,
"[994109632, 189983291, 994109631]",,,"['中央川五号橋', '町道 北檜山温泉線']",unclassified,False,False,107.817,"LINESTRING (139.8810256 42.4153849, 139.8809784 42.4154228, 139.8809113 42.4154756, 139.8801191 42.4160865)",yes,6.0
"[994109633, 994109634, 189983354]",,,"['中央川六号橋', '町道 緑町1号線']",unclassified,False,False,172.96300000000002,"LINESTRING (139.8820817 42.4153012, 139.8814682 42.4158014, 139.8814375 42.4158265, 139.8806676 42.4164543)",yes,5.5
189983784,,,,unclassified,False,True,196.78300000000002,"LINESTRING (139.8828896 42.415558, 139.882299 42.416094, 139.8812834 42.4168696)",,
189983782,,,,unclassified,False,False,215.293,"LINESTRING (139.8833731 42.4156568, 139.8825409 42.4163544, 139.8816083 42.4170887)",,
41205768,,,町道 北檜山駅線,tertiary,False,False,117.799,"LINESTRING (139.8801191 42.4160865, 139.879061 42.4153709)",,
41205768,,,町道 北檜山駅線,tertiary,False,True,60.828,"LINESTRING (139.8801191 42.4160865, 139.8806676 42.4164543)",,
"[994109632, 189983291, 994109631]",,,"['中央川五号橋', '町道 北檜山温泉線']",unclassified,False,True,107.817,"LINESTRING (139.8801191 42.4160865, 139.8809113 42.4154756, 139.8809784 42.4154228, 139.8810256 42.4153849)",yes,6.0
41205768,,,町道 北檜山駅線,tertiary,False,False,60.828,"LINESTRING (139.8806676 42.4164543, 139.8801191 42.4160865)",,
41205768,,,町道 北檜山駅線,tertiary,False,True,68.469,"LINESTRING (139.8806676 42.4164543, 139.8812834 42.4168696)",,
"[994109634, 189983354, 994109633]",,,"['中央川六号橋', '町道 緑町1号線']",unclassified,False,True,172.96300000000002,"LINESTRING (139.8806676 42.4164543, 139.8814375 42.4158265, 139.8814682 42.4158014, 139.8820817 42.4153012)",yes,5.5
189983543,,,,unclassified,False,False,136.098,"LINESTRING (139.8806676 42.4164543, 139.8801038 42.4168875, 139.8795331 42.4173467)",,
41205768,,,町道 北檜山駅線,tertiary,False,False,68.469,"LINESTRING (139.8812834 42.4168696, 139.8806676 42.4164543)",,
41205768,,,町道 北檜山駅線,tertiary,False,True,36.123,"LINESTRING (139.8812834 42.4168696, 139.8816083 42.4170887)",,
189983392,,,,unclassified,False,False,133.64600000000002,"LINESTRING (139.8812834 42.4168696, 139.8807144 42.4173238, 139.880211 42.4177733)",,
189983784,,,,unclassified,False,False,196.78300000000002,"LINESTRING (139.8812834 42.4168696, 139.882299 42.416094, 139.8828896 42.415558)",,
41205768,,,町道 北檜山駅線,tertiary,False,False,36.123,"LINESTRING (139.8816083 42.4170887, 139.8812834 42.4168696)",,
41205768,,,町道 北檜山駅線,tertiary,False,True,65.407,"LINESTRING (139.8816083 42.4170887, 139.8821966 42.4174854)",,
189983335,,,,unclassified,False,True,126.539,"LINESTRING (139.8816083 42.4170887, 139.8805533 42.4179184)",,
189983782,,,,unclassified,False,True,215.293,"LINESTRING (139.8816083 42.4170887, 139.8825409 42.4163544, 139.8833731 42.4156568)",,
41374672,,345,矢淵東瀬棚停車場線,secondary,False,False,52.233000000000004,"LINESTRING (139.8795331 42.4173467, 139.8797953 42.417506, 139.880019 42.4176499)",,
41374672,,345,矢淵東瀬棚停車場線,secondary,False,True,99.382,"LINESTRING (139.8795331 42.4173467, 139.8789596 42.4169717, 139.8788792 42.4169178, 139.8786259 42.4167549)",,
189983543,,,,unclassified,False,True,136.098,"LINESTRING (139.8795331 42.4173467, 139.8801038 42.4168875, 139.8806676 42.4164543)",,
41374672,,345,矢淵東瀬棚停車場線,secondary,False,True,20.897,"LINESTRING (139.880211 42.4177733, 139.880019 42.4176499)",,
41374672,,345,矢淵東瀬棚停車場線,secondary,False,False,26.726,"LINESTRING (139.880211 42.4177733, 139.8803454 42.4178382, 139.8804901 42.4178967)",,
189983392,,,,unclassified,False,True,133.64600000000002,"LINESTRING (139.880211 42.4177733, 139.8807144 42.4173238, 139.8812834 42.4168696)",,
41374672,,345,矢淵東瀬棚停車場線,secondary,False,False,70.794,"LINESTRING (139.8805533 42.4179184, 139.8813154 42.4182164)",,
41374672,,345,矢淵東瀬棚停車場線,secondary,False,True,5.722,"LINESTRING (139.8805533 42.4179184, 139.8804901 42.4178967)",,
189983335,,,,unclassified,False,False,126.539,"LINESTRING (139.8805533 42.4179184, 139.8816083 42.4170887)",,
41374672,,345,矢淵東瀬棚停車場線,secondary,False,True,82.768,"LINESTRING (139.8786259 42.4167549, 139.8778717 42.4162609)",,
41374672,,345,矢淵東瀬棚停車場線,secondary,False,False,99.382,"LINESTRING (139.8786259 42.4167549, 139.8788792 42.4169178, 139.8789596 42.4169717, 139.8795331 42.4173467)",,
"[715649114, 498041663]",,,,unclassified,False,"[False, True]",321.74199999999996,"LINESTRING (139.8786259 42.4167549, 139.8778889 42.4173232, 139.8778738 42.417353, 139.877858 42.4174055, 139.8778565 42.4176168, 139.8778777 42.4177816, 139.8780259 42.4179304, 139.878095 42.4179105, 139.8781567 42.4179073, 139.8791203 42.4181116, 139.8792149 42.4181756, 139.8792779 42.418226, 139.879312 42.4182744, 139.8793588 42.4186741)",,
41374672,,345,矢淵東瀬棚停車場線,secondary,False,False,5.722,"LINESTRING (139.8804901 42.4178967, 139.8805533 42.4179184)",,
41374672,,345,矢淵東瀬棚停車場線,secondary,False,True,26.726,"LINESTRING (139.8804901 42.4178967, 139.8803454 42.4178382, 139.880211 42.4177733)",,
498961993,,,,unclassified,False,False,129.174,"LINESTRING (139.8804901 42.4178967, 139.880074 42.4182302, 139.8797809 42.418478, 139.879647 42.4185827, 139.8795184 42.418646, 139.8794396 42.4186622, 139.8793588 42.4186741)",,
41205768,,,町道 北檜山駅線,tertiary,False,True,101.784,"LINESTRING (139.8777258 42.4144706, 139.8786413 42.4150879)",,
"[41205768, 993002561, 993002572]",,,"['中央川三号橋', '町道 北檜山駅線']",tertiary,False,False,13.648,"LINESTRING (139.8777258 42.4144706, 139.8776631 42.4144283, 139.877622 42.4144006, 139.8776031 42.4143878)",yes,9.9
498044345,,,,residential,False,True,65.508,"LINESTRING (139.8777258 42.4144706, 139.8773793 42.414981, 139.8773623 42.4149942)",,
498961993,,,,unclassified,False,True,186.158,"LINESTRING (139.8795982 42.4203389, 139.8793588 42.4186741)",,
189983502,,,,unclassified,False,False,20.285,"LINESTRING (139.8847426 42.4141208, 139.8848742 42.4139664)",,
189983502,,,,unclassified,False,True,111.778,"LINESTRING (139.8847426 42.4141208, 139.8840174 42.4149716)",,
715287370,,,,residential,False,False,78.615,"LINESTRING (139.8847426 42.4141208, 139.8854259 42.4144383, 139.885445 42.4144559, 139.8854418 42.4144771, 139.8853925 42.4145334)",,
715287370,,,,residential,False,True,78.61500000000001,"LINESTRING (139.8853925 42.4145334, 139.8854418 42.4144771, 139.885445 42.4144559, 139.8854259 42.4144383, 139.8847426 42.4141208)",,
498044345,,,,residential,False,False,65.508,"LINESTRING (139.8773623 42.4149942, 139.8773793 42.414981, 139.8777258 42.4144706)",,
715646236,,,,residential,False,False,82.50999999999999,"LINESTRING (139.8773623 42.4149942, 139.8775397 42.4151038, 139.8776655 42.4152143, 139.8778747 42.4153649, 139.8780918 42.4155024)",,
41205785,,,町道 公園通線,tertiary,False,False,78.824,"LINESTRING (139.8785461 42.4157563, 139.8778717 42.4162609)",,
41205785,,,町道 公園通線,tertiary,False,True,60.193,"LINESTRING (139.8785461 42.4157563, 139.879061 42.4153709)",,
715646236,,,,residential,False,True,46.822,"LINESTRING (139.8785461 42.4157563, 139.8783729 42.41567, 139.8781859 42.415562, 139.8780918 42.4155024)",,
715646237,,,,residential,False,False,64.492,"LINESTRING (139.8780918 42.4155024, 139.8786413 42.4150879)",,
715646236,,,,residential,False,False,46.822,"LINESTRING (139.8780918 42.4155024, 139.8781859 42.415562, 139.8783729 42.41567, 139.8785461 42.4157563)",,
715646236,,,,residential,False,True,82.50999999999999,"LINESTRING (139.8780918 42.4155024, 139.8778747 42.4153649, 139.8776655 42.4152143, 139.8775397 42.4151038, 139.8773623 42.4149942)",,
498961993,,,,unclassified,False,False,186.158,"LINESTRING (139.8793588 42.4186741, 139.8795982 42.4203389)",,
498961993,,,,unclassified,False,True,129.174,"LINESTRING (139.8793588 42.4186741, 139.8794396 42.4186622, 139.8795184 42.418646, 139.879647 42.4185827, 139.8797809 42.418478, 139.880074 42.4182302, 139.8804901 42.4178967)",,
"[715649114, 498041663]",,,,unclassified,False,"[False, True]",321.742,"LINESTRING (139.8793588 42.4186741, 139.879312 42.4182744, 139.8792779 42.418226, 139.8792149 42.4181756, 139.8791203 42.4181116, 139.8781567 42.4179073, 139.878095 42.4179105, 139.8780259 42.4179304, 139.8778777 42.4177816, 139.8778565 42.4176168, 139.877858 42.4174055, 139.8778738 42.417353, 139.8778889 42.4173232, 139.8786259 42.4167549)",,
715649124,,,,residential,False,False,51.397,"LINESTRING (139.8795831 42.4179817, 139.880019 42.4176499)",,
41374672,,345,矢淵東瀬棚停車場線,secondary,False,False,20.897,"LINESTRING (139.880019 42.4176499, 139.880211 42.4177733)",,
715649124,,,,residential,False,True,51.397,"LINESTRING (139.880019 42.4176499, 139.8795831 42.4179817)",,
41374672,,345,矢淵東瀬棚停車場線,secondary,False,True,52.233000000000004,"LINESTRING (139.880019 42.4176499, 139.8797953 42.417506, 139.8795331 42.4173467)",,
993002560,,,,unclassified,False,True,61.841,"LINESTRING (139.8783288 42.4135465, 139.8785901 42.4137232, 139.8785851 42.4137522, 139.8783149 42.4139271)",,
