osmid,highway,oneway,reversed,length,geometry,ref,name,lanes,maxspeed,bridge
196614778,tertiary,False,False,112.14099999999999,"LINESTRING (131.376624 31.5994733, 131.3763194 31.5992608, 131.375713 31.5988291)",,,,,
181405563,unclassified,False,True,82.893,"LINESTRING (131.381414 31.5979031, 131.3820677 31.5983988)",,,,,
196614779,tertiary,False,False,47.419,"LINESTRING (131.381414 31.5979031, 131.3817344 31.5975754)",,,,,
196614779,tertiary,False,True,50.762,"LINESTRING (131.381414 31.5979031, 131.3810645 31.5982492)",,,,,
196614776,residential,False,True,55.21,"LINESTRING (131.3745599 31.5979769, 131.3749398 31.5976003)",,,,,
196614778,tertiary,False,True,144.59,"LINESTRING (131.3745599 31.5979769, 131.375713 31.5988291)",,,,,
196614772,residential,False,False,54.245,"LINESTRING (131.3745599 31.5979769, 131.3744875 31.5980477, 131.3741898 31.5983492)",,,,,
"[196614752, 196614778, 196614746]",tertiary,False,False,70.58800000000001,"LINESTRING (131.3745599 31.5979769, 131.3741166 31.5976517, 131.3740193 31.597585, 131.3739942 31.5975638)",,,,,yes
181405578,unclassified,False,True,59.742,"LINESTRING (131.3778351 31.6014909, 131.3773612 31.6011363)",,,,,
178771851,tertiary,False,False,94.375,"LINESTRING (131.3778351 31.6014909, 131.378165 31.6011482, 131.3784571 31.6008279)",,,,,
178771851,tertiary,False,True,68.116,"LINESTRING (131.3778351 31.6014909, 131.3775693 31.6017554, 131.3774596 31.6018747, 131.3773891 31.6019703)",,,,,
178771851,tertiary,False,True,94.375,"LINESTRING (131.3784571 31.6008279, 131.378165 31.6011482, 131.3778351 31.6014909)",,,,,
179040260,tertiary,False,False,85.646,"LINESTRING (131.3784571 31.6008279, 131.3785644 31.6007229, 131.3788299 31.6004624, 131.3790606 31.6002545)",,,,,
183400498,tertiary,False,True,164.53,"LINESTRING (131.3784571 31.6008279, 131.3788246 31.6011015, 131.3788848 31.6011463, 131.3793503 31.6014813, 131.3797744 31.6017925)",,,,,
196614778,tertiary,False,False,114.822,"LINESTRING (131.3784571 31.6008279, 131.3780011 31.6004898, 131.3775446 31.600148)",,,,,
181404663,unclassified,False,True,49.786,"LINESTRING (131.3775446 31.600148, 131.377896 31.599815)",,,,,
181405465,unclassified,False,True,43.933,"LINESTRING (131.3775446 31.600148, 131.377257 31.600458)",,,,,
196614778,tertiary,False,False,115.023,"LINESTRING (131.3775446 31.600148, 131.376624 31.5994733)",,,,,
196614778,tertiary,False,True,114.822,"LINESTRING (131.3775446 31.600148, 131.3780011 31.6004898, 131.3784571 31.6008279)",,,,,
181404698,unclassified,False,True,78.911,"LINESTRING (131.3810645 31.5982492, 131.3804351 31.5977842)",,,,,
196614779,tertiary,False,False,50.762,"LINESTRING (131.3810645 31.5982492, 131.381414 31.5979031)",,,,,
196614779,tertiary,False,True,69.182,"LINESTRING (131.3810645 31.5982492, 131.380575 31.598711)",,,,,
181404897,tertiary,False,True,77.135,"LINESTRING (131.3797744 31.6017925, 131.3803108 31.6012705)",,,,,
183400498,tertiary,False,False,164.53,"LINESTRING (131.3797744 31.6017925, 131.3793503 31.6014813, 131.3788848 31.6011463, 131.3788246 31.6011015, 131.3784571 31.6008279)",,,,,
"[890171248, 890171249, 183400498]",tertiary,False,True,12.790999999999999,"LINESTRING (131.3797744 31.6017925, 131.3798021 31.6018134, 131.3798621 31.6018569, 131.3798768 31.6018675)",,,,,yes
178771851,tertiary,False,True,56.504,"LINESTRING (131.3758295 31.605559, 131.375541 31.6060038)",,,,,
178771851,tertiary,False,False,113.435,"LINESTRING (131.3758295 31.605559, 131.3760835 31.6051683, 131.3762202 31.6049513, 131.3763007 31.6048234, 131.3763859 31.6046563)",,,,,
181406654,unclassified,False,True,202.261,"LINESTRING (131.3758295 31.605559, 131.3766312 31.6059285, 131.3772072 31.6050085)",,,,,
178771851,tertiary,False,False,56.504,"LINESTRING (131.375541 31.6060038, 131.3758295 31.605559)",,,,,
181406018,residential,False,False,8.971,"LINESTRING (131.3763859 31.6046563, 131.3763059 31.6046131)",,,,,
178771851,tertiary,False,False,121.883,"LINESTRING (131.3763859 31.6046563, 131.3764321 31.6045218, 131.376469 31.6043867, 131.3764958 31.6042656, 131.376518 31.6040558, 131.3765609 31.6035738)",,,,,
178771851,tertiary,False,True,113.435,"LINESTRING (131.3763859 31.6046563, 131.3763007 31.6048234, 131.3762202 31.6049513, 131.3760835 31.6051683, 131.3758295 31.605559)",,,,,
179783461,tertiary,False,False,58.464,"LINESTRING (131.3763859 31.6046563, 131.376503 31.6047022, 131.376939 31.6048897)",,,,,
181405591,unclassified,False,True,98.521,"LINESTRING (131.376805 31.6029479, 131.3777399 31.6033365)",,,,,
178771851,tertiary,False,False,122.03399999999999,"LINESTRING (131.376805 31.6029479, 131.3769867 31.6026209, 131.3770886 31.602445, 131.3772495 31.6021731, 131.3773891 31.6019703)",,,,,
178771851,tertiary,False,True,74.06400000000001,"LINESTRING (131.376805 31.6029479, 131.3766494 31.6032334, 131.3766031 31.6033313, 131.3765709 31.603457, 131.3765609 31.6035738)",,,,,
178771851,tertiary,False,False,74.064,"LINESTRING (131.3765609 31.6035738, 131.3765709 31.603457, 131.3766031 31.6033313, 131.3766494 31.6032334, 131.376805 31.6029479)",,,,,
178771851,tertiary,False,True,121.88300000000001,"LINESTRING (131.3765609 31.6035738, 131.376518 31.6040558, 131.3764958 31.6042656, 131.376469 31.6043867, 131.3764321 31.6045218, 131.3763859 31.6046563)",,,,,
181406584,unclassified,False,True,95.03,"LINESTRING (131.3765609 31.6035738, 131.377395 31.603981, 131.377432 31.603998)",,,,,
179042303,tertiary,False,True,55.539,"LINESTRING (131.37924 31.598437, 131.3796776 31.5987695)",,,,,
181405525,unclassified,False,False,58.244,"LINESTRING (131.37924 31.598437, 131.37885 31.598842)",,,,,
181405853,unclassified,False,True,56.135,"LINESTRING (131.37924 31.598437, 131.379622 31.598051)",,,,,
179042303,tertiary,False,False,111.08099999999999,"LINESTRING (131.37924 31.598437, 131.3784894 31.5978991, 131.378343 31.5977934)",,,,,
179042303,tertiary,False,False,55.539,"LINESTRING (131.3796776 31.5987695, 131.37924 31.598437)",,,,,
181405908,unclassified,False,False,56.975,"LINESTRING (131.3796776 31.5987695, 131.379284 31.599157)",,,,,
179042303,tertiary,False,True,58.758,"LINESTRING (131.3796776 31.5987695, 131.3800558 31.5990528, 131.3801373 31.599124)",,,,,
59608565,trunk,False,False,96.674,"LINESTRING (131.3785324 31.6055932, 131.3787187 31.6053008, 131.3790314 31.6048348)",222,国道222号,2,40,
160443110,primary,False,False,62.668,"LINESTRING (131.3785324 31.6055932, 131.3786213 31.6056315, 131.3786381 31.6056387, 131.3791236 31.6058464)",28,日南高岡線,,,
"[179783461, 179042310]",tertiary,False,True,141.365,"LINESTRING (131.3785324 31.6055932, 131.3778451 31.6052769, 131.3772072 31.6050085)",,,,,
179042303,tertiary,False,True,10.657,"LINESTRING (131.3782578 31.5977308, 131.378343 31.5977934)",,,,,
179875421,residential,True,False,51.901,"LINESTRING (131.3782578 31.5977308, 131.3779027 31.5980863)",,,,,
181405968,unclassified,False,False,38.874,"LINESTRING (131.373989 31.599162, 131.3743446 31.5989874)",,,,,
196614762,residential,False,True,48.5,"LINESTRING (131.373989 31.599162, 131.3737257 31.5987879)",,,,,
196614762,residential,False,False,103.113,"LINESTRING (131.373989 31.599162, 131.3742553 31.5995485, 131.3744312 31.5997497, 131.3746201 31.5999117)",,,,,
179783459,residential,False,False,58.775,"LINESTRING (131.3746431 31.5987102, 131.3741898 31.5983492)",,,,,
179783459,residential,False,True,85.45,"LINESTRING (131.3746431 31.5987102, 131.3753458 31.5991922)",,,,,
181407486,unclassified,False,True,42.086,"LINESTRING (131.3746431 31.5987102, 131.3744752 31.5988963, 131.3743446 31.5989874)",,,,,
181404906,unclassified,False,True,66.29,"LINESTRING (131.3764643 31.6012666, 131.3769118 31.6008082)",,,,,
196614762,residential,False,True,114.685,"LINESTRING (131.3764643 31.6012666, 131.3755362 31.6006041)",,,,,
196614762,residential,False,False,57.915,"LINESTRING (131.3764643 31.6012666, 131.3768325 31.6015618, 131.3769149 31.6016184)",,,,,
181405342,unclassified,False,True,68.266,"LINESTRING (131.3769149 31.6016184, 131.3773612 31.6011363)",,,,,
196614762,residential,False,False,59.565,"LINESTRING (131.3769149 31.6016184, 131.3773891 31.6019703)",,,,,
196614762,residential,False,True,57.915,"LINESTRING (131.3769149 31.6016184, 131.3768325 31.6015618, 131.3764643 31.6012666)",,,,,
179783466,residential,False,False,66.995,"LINESTRING (131.3760003 31.6001494, 131.3755362 31.6006041)",,,,,
179783466,residential,False,True,40.439,"LINESTRING (131.3760003 31.6001494, 131.376276 31.5998717)",,,,,
181404980,unclassified,False,False,113.219,"LINESTRING (131.3760003 31.6001494, 131.3769118 31.6008082)",,,,,
179783464,residential,False,False,59.842,"LINESTRING (131.376276 31.5998717, 131.3758008 31.599517)",,,,,
179783466,residential,False,False,40.439,"LINESTRING (131.376276 31.5998717, 131.3760003 31.6001494)",,,,,
179783466,residential,False,True,55.528,"LINESTRING (131.376276 31.5998717, 131.3765771 31.599562, 131.376624 31.5994733)",,,,,
179783466,residential,False,True,66.995,"LINESTRING (131.3755362 31.6006041, 131.3760003 31.6001494)",,,,,
196614762,residential,False,False,114.685,"LINESTRING (131.3755362 31.6006041, 131.3764643 31.6012666)",,,,,
196614762,residential,False,True,59.715999999999994,"LINESTRING (131.3755362 31.6006041, 131.3752841 31.600435, 131.3750534 31.6002591)",,,,,
196614762,residential,False,False,48.5,"LINESTRING (131.3737257 31.5987879, 131.373989 31.599162)",,,,,
196614772,residential,False,True,65.676,"LINESTRING (131.3737257 31.5987879, 131.3739388 31.5985776, 131.3741898 31.5983492)",,,,,
179783457,tertiary,False,True,79.647,"LINESTRING (131.3814443 31.6001396, 131.3808443 31.5996377)",,,,,
181407397,unclassified,False,True,112.976,"LINESTRING (131.3814443 31.6001396, 131.3806685 31.6009114)",,,,,
"[179783457, 890171244, 890171245]",tertiary,False,False,12.23,"LINESTRING (131.3814443 31.6001396, 131.3814804 31.6001367, 131.381536 31.6001772, 131.381551 31.6001881)",,,,,yes
181407397,unclassified,False,False,184.812,"LINESTRING (131.3814443 31.6001396, 131.38269 31.5988921, 131.3827093 31.5988741)",,,,,
179783458,residential,False,True,80.207,"LINESTRING (131.3828116 31.597666, 131.3834298 31.598159)",,,,,
179875418,residential,False,True,107.727,"LINESTRING (131.3828116 31.597666, 131.3820813 31.5983876, 131.3820677 31.5983988)",,,,,
179783465,residential,False,False,104.147,"LINESTRING (131.382801 31.5989386, 131.3828172 31.5989242, 131.3835158 31.5982269)",,,,,
179783465,residential,False,True,182.546,"LINESTRING (131.382801 31.5989386, 131.3827823 31.5989559, 131.3826785 31.5990538, 131.3825291 31.5992029, 131.3824252 31.5993065, 131.381956 31.5997747, 131.381551 31.6001881)",,,,,
"[890171242, 890171243, 181407660]",unclassified,False,False,11.274000000000001,"LINESTRING (131.382801 31.5989386, 131.3827813 31.5989241, 131.3827296 31.5988861, 131.3827093 31.5988741)",,,,,yes
181407660,unclassified,False,True,88.521,"LINESTRING (131.382801 31.5989386, 131.3834373 31.5993972, 131.3835158 31.5994515)",,,,,
179783461,tertiary,False,False,28.629,"LINESTRING (131.376939 31.6048897, 131.3772072 31.6050085)",,,,,
181405742,unclassified,False,False,109.595,"LINESTRING (131.376939 31.6048897, 131.377432 31.603998)",,,,,
179783461,tertiary,False,True,58.464,"LINESTRING (131.376939 31.6048897, 131.376503 31.6047022, 131.3763859 31.6046563)",,,,,
179875414,residential,False,True,57.89,"LINESTRING (131.3749398 31.5976003, 131.3753942 31.5979485)",,,,,
196614776,residential,False,False,55.21,"LINESTRING (131.3749398 31.5976003, 131.3745599 31.5979769)",,,,,
179783457,tertiary,False,False,79.647,"LINESTRING (131.3808443 31.5996377, 131.3814443 31.6001396)",,,,,
181405389,unclassified,False,True,163.047,"LINESTRING (131.3808443 31.5996377, 131.3797376 31.6007609)",,,,,
179783457,tertiary,False,True,88.02300000000001,"LINESTRING (131.3808443 31.5996377, 131.3802355 31.5991899, 131.3801373 31.599124)",,,,,
179875418,residential,False,False,180.00900000000001,"LINESTRING (131.3808443 31.5996377, 131.3820526 31.5984129, 131.3820677 31.5983988)",,,,,
181405281,unclassified,False,False,108.718,"LINESTRING (131.3750534 31.6002591, 131.3758008 31.599517)",,,,,
196614762,residential,False,True,56.358,"LINESTRING (131.3750534 31.6002591, 131.3746201 31.5999117)",,,,,
196614762,residential,False,False,59.715999999999994,"LINESTRING (131.3750534 31.6002591, 131.3752841 31.600435, 131.3755362 31.6006041)",,,,,
179783460,residential,False,True,49.894,"LINESTRING (131.3746201 31.5999117, 131.3749578 31.5995673)",,,,,
196614762,residential,False,False,56.358,"LINESTRING (131.3746201 31.5999117, 131.3750534 31.6002591)",,,,,
196614762,residential,False,True,103.113,"LINESTRING (131.3746201 31.5999117, 131.3744312 31.5997497, 131.3742553 31.5995485, 131.373989 31.599162)",,,,,
59608565,trunk,False,True,116.201,"LINESTRING (131.3823013 31.6007069, 131.3815532 31.6015352)",222,国道222号,2,40,
890171244,tertiary,False,True,91.527,"LINESTRING (131.3823013 31.6007069, 131.381551 31.6001881)",,,,,
59608565,trunk,False,False,180.898,"LINESTRING (131.3823013 31.6007069, 131.3824416 31.6005492, 131.3835158 31.5994515)",222,国道222号,2,40,
179783465,residential,False,True,104.147,"LINESTRING (131.3835158 31.5982269, 131.3828172 31.5989242, 131.382801 31.5989386)",,,,,
"[179783458, 890171228, 890171229]",residential,False,False,11.106,"LINESTRING (131.3835158 31.5982269, 131.3834929 31.5982088, 131.383455 31.5981788, 131.3834298 31.598159)",,,,,yes
890171244,tertiary,False,False,91.527,"LINESTRING (131.381551 31.6001881, 131.3823013 31.6007069)",,,,,
179783465,residential,False,False,182.54600000000002,"LINESTRING (131.381551 31.6001881, 131.381956 31.5997747, 131.3824252 31.5993065, 131.3825291 31.5992029, 131.3826785 31.5990538, 131.3827823 31.5989559, 131.382801 31.5989386)",,,,,
179783465,residential,False,True,116.328,"LINESTRING (131.381551 31.6001881, 131.3810842 31.6006359, 131.3807592 31.6009873)",,,,,
"[179783457, 890171244, 890171245]",tertiary,False,True,12.23,"LINESTRING (131.381551 31.6001881, 131.381536 31.6001772, 131.3814804 31.6001367, 131.3814443 31.6001396)",,,,,yes
179783459,residential,False,False,85.45,"LINESTRING (131.3753458 31.5991922, 131.3746431 31.5987102)",,,,,
179783460,residential,False,False,55.588,"LINESTRING (131.3753458 31.5991922, 131.3749578 31.5995673)",,,,,
179783460,residential,False,True,53.288,"LINESTRING (131.3753458 31.5991922, 131.375713 31.5988291)",,,,,
179783464,residential,False,True,56.226,"LINESTRING (131.3753458 31.5991922, 131.3758008 31.599517)",,,,,
179783459,residential,False,True,58.775,"LINESTRING (131.3741898 31.5983492, 131.3746431 31.5987102)",,,,,
196614772,residential,False,False,65.676,"LINESTRING (131.3741898 31.5983492, 131.3739388 31.5985776, 131.3737257 31.5987879)",,,,,
196614772,residential,False,True,54.245,"LINESTRING (131.3741898 31.5983492, 131.3744875 31.5980477, 131.3745599 31.5979769)",,,,,
179783461,tertiary,False,True,28.629,"LINESTRING (131.3772072 31.6050085, 131.376939 31.6048897)",,,,,
"[179783461, 179042310]",tertiary,False,False,141.365,"LINESTRING (131.3772072 31.6050085, 131.3778451 31.6052769, 131.3785324 31.6055932)",,,,,
181406654,unclassified,False,False,202.261,"LINESTRING (131.3772072 31.6050085, 131.3766312 31.6059285, 131.3758295 31.605559)",,,,,
179783465,residential,False,True,128.698,"LINESTRING (131.3807592 31.6009873, 131.3798768 31.6018675)",,,,,
183400497,unclassified,False,False,96.78,"LINESTRING (131.3807592 31.6009873, 131.3815532 31.6015352)",,,,,
179783465,residential,False,False,116.328,"LINESTRING (131.3807592 31.6009873, 131.3810842 31.6006359, 131.381551 31.6001881)",,,,,
"[183400497, 890171246, 890171247]",unclassified,False,True,12.05,"LINESTRING (131.3807592 31.6009873, 131.3807366 31.6009677, 131.3806893 31.6009265, 131.3806685 31.6009114)",,,,,yes
179783458,residential,False,False,80.207,"LINESTRING (131.3834298 31.598159, 131.3828116 31.597666)",,,,,
"[179783458, 890171228, 890171229]",residential,False,True,11.106,"LINESTRING (131.3834298 31.598159, 131.383455 31.5981788, 131.3834929 31.5982088, 131.3835158 31.5982269)",,,,,yes
181407397,unclassified,False,True,104.78099999999999,"LINESTRING (131.3834298 31.598159, 131.3827219 31.5988611, 131.3827093 31.5988741)",,,,,
181405563,unclassified,False,False,82.893,"LINESTRING (131.3820677 31.5983988, 131.381414 31.5979031)",,,,,
890171242,unclassified,False,True,80.534,"LINESTRING (131.3820677 31.5983988, 131.3827093 31.5988741)",,,,,
179875418,residential,False,False,107.727,"LINESTRING (131.3820677 31.5983988, 131.3820813 31.5983876, 131.3828116 31.597666)",,,,,
179875418,residential,False,True,180.00900000000001,"LINESTRING (131.3820677 31.5983988, 131.3820526 31.5984129, 131.3808443 31.5996377)",,,,,
179875421,residential,True,False,45.587,"LINESTRING (131.3775611 31.5984254, 131.3772472 31.5987362)",,,,,
181405722,unclassified,False,False,9.48,"LINESTRING (131.3775611 31.5984254, 131.3776338 31.598484)",,,,,
179042303,tertiary,False,False,10.657,"LINESTRING (131.378343 31.5977934, 131.3782578 31.5977308)",,,,,
179042303,tertiary,False,True,111.08099999999999,"LINESTRING (131.378343 31.5977934, 131.3784894 31.5978991, 131.37924 31.598437)",,,,,
179875421,residential,True,False,49.684,"LINESTRING (131.3779027 31.5980863, 131.3775611 31.5984254)",,,,,
196614771,residential,False,True,53.744,"LINESTRING (131.3779027 31.5980863, 131.3774701 31.5977735)",,,,,
181405388,unclassified,False,False,54.264,"LINESTRING (131.3772472 31.5987362, 131.376813 31.5984178)",,,,,
179875421,residential,True,False,102.494,"LINESTRING (131.3772472 31.5987362, 131.3768023 31.5992014, 131.3766406 31.599371, 131.376624 31.5994733)",,,,,
179875414,residential,False,False,84.07,"LINESTRING (131.3760704 31.5984383, 131.3753942 31.5979485)",,,,,
181407303,unclassified,False,True,55.083,"LINESTRING (131.3760704 31.5984383, 131.375713 31.5988291)",,,,,
179875414,residential,False,True,98.828,"LINESTRING (131.3760704 31.5984383, 131.3764999 31.5987374, 131.376813 31.5984178)",,,,,
181405722,unclassified,False,False,49.869,"LINESTRING (131.3776338 31.598484, 131.3780274 31.5987819)",,,,,
181405722,unclassified,False,True,9.48,"LINESTRING (131.3776338 31.598484, 131.3775611 31.5984254)",,,,,
179875422,residential,True,False,102.022,"LINESTRING (131.3776338 31.598484, 131.3782051 31.5979266, 131.378343 31.5977934)",,,,,
181405388,unclassified,False,True,54.264,"LINESTRING (131.376813 31.5984178, 131.3772472 31.5987362)",,,,,
181405675,unclassified,False,True,49.181,"LINESTRING (131.376813 31.5984178, 131.3771447 31.5980775)",,,,,
179875414,residential,False,False,98.828,"LINESTRING (131.376813 31.5984178, 131.3764999 31.5987374, 131.3760704 31.5984383)",,,,,
181405097,unclassified,False,True,136.24699999999999,"LINESTRING (131.376813 31.5984178, 131.3761678 31.597942, 131.3757528 31.597636, 131.3757254 31.5976158)",,,,,
181404802,unclassified,False,False,45.743,"LINESTRING (131.3774701 31.5977735, 131.3771447 31.5980775)",,,,,
196614771,residential,False,False,53.744,"LINESTRING (131.3774701 31.5977735, 131.3779027 31.5980863)",,,,,
196614771,residential,False,True,49.735,"LINESTRING (131.3774701 31.5977735, 131.377082 31.5974722)",,,,,
181404640,unclassified,False,True,50.803,"LINESTRING (131.3769739 31.599142, 131.3773939 31.5994262)",,,,,
179875422,residential,True,False,96.22800000000001,"LINESTRING (131.3769739 31.599142, 131.3772904 31.5988221, 131.3776338 31.598484)",,,,,
196614771,residential,False,False,49.735,"LINESTRING (131.377082 31.5974722, 131.3774701 31.5977735)",,,,,
181405581,unclassified,False,False,36.845,"LINESTRING (131.3801365 31.5975718, 131.3804351 31.5977842)",,,,,
181405734,unclassified,False,True,49.972,"LINESTRING (131.3801365 31.5975718, 131.3797865 31.5979081)",,,,,
196614779,tertiary,False,True,47.419,"LINESTRING (131.3817344 31.5975754, 131.381414 31.5979031)",,,,,
181405015,unclassified,False,False,35.247,"LINESTRING (131.3796012 31.5976044, 131.3793642 31.5978488)",,,,,
181405797,unclassified,False,True,48.503,"LINESTRING (131.3757254 31.5976158, 131.3753942 31.5979485)",,,,,
181405097,unclassified,False,False,136.247,"LINESTRING (131.3757254 31.5976158, 131.3757528 31.597636, 131.3761678 31.597942, 131.376813 31.5984178)",,,,,
181404698,unclassified,False,False,78.911,"LINESTRING (131.3804351 31.5977842, 131.3810645 31.5982492)",,,,,
181405581,unclassified,False,True,36.845,"LINESTRING (131.3804351 31.5977842, 131.3801365 31.5975718)",,,,,
181407187,unclassified,False,False,89.969,"LINESTRING (131.3804351 31.5977842, 131.3800755 31.598141, 131.3797865 31.5979081)",,,,,
181405015,unclassified,False,True,35.247,"LINESTRING (131.3793642 31.5978488, 131.3796012 31.5976044)",,,,,
181406521,unclassified,False,True,33.191,"LINESTRING (131.3793642 31.5978488, 131.379622 31.598051)",,,,,
181405734,unclassified,False,False,49.972,"LINESTRING (131.3797865 31.5979081, 131.3801365 31.5975718)",,,,,
181405776,unclassified,False,True,22.253,"LINESTRING (131.3797865 31.5979081, 131.379622 31.598051)",,,,,
