osmid,highway,oneway,reversed,length,geometry,lanes,name,ref,maxspeed
26841878,tertiary,False,False,39.291,"LINESTRING (141.6778183 45.4148279, 141.6780832 45.4148981, 141.6782908 45.4149497)",,,,
26841879,tertiary,False,False,70.642,"LINESTRING (141.6778183 45.4148279, 141.6776062 45.4147603, 141.6774533 45.4147491, 141.677271 45.414754, 141.6770324 45.4147621, 141.6769357 45.4147678)",,,,
129392050,tertiary,False,False,267.56600000000003,"LINESTRING (141.6778183 45.4148279, 141.6777504 45.4146771, 141.6777181 45.4146054, 141.6776743 45.4144847, 141.6775655 45.4141719, 141.6775098 45.4139797, 141.6774801 45.4137615, 141.677397 45.4131865, 141.6773372 45.4124546)",2,副港通,,
129393330,tertiary,False,False,430.07000000000005,"LINESTRING (141.6778183 45.4148279, 141.6778774 45.414991, 141.6779364 45.4151541, 141.67796 45.4153015, 141.6779705 45.4156358, 141.677985 45.4175309, 141.6779716 45.4177186, 141.6778709 45.4184195, 141.6778477 45.4186799)",4,副港通,,
26841934,secondary,False,True,89.301,"LINESTRING (141.6739948 45.417213, 141.673966 45.4173127, 141.6737711 45.4180006)",2,抜海港線,254,
61842135,residential,False,False,63.855,"LINESTRING (141.6739948 45.417213, 141.6738773 45.4172127, 141.6731767 45.4172108)",,,,
129390659,primary,False,True,36.706,"LINESTRING (141.6739948 45.417213, 141.6739952 45.4171054, 141.6739961 45.4168829)",2,稚内天塩線,106,
129390685,primary,False,False,57.682,"LINESTRING (141.6739948 45.417213, 141.6741387 45.4172143, 141.6747338 45.4172153)",2,稚内天塩線,106,
26841934,secondary,False,False,76.73400000000001,"LINESTRING (141.6733913 45.4193003, 141.6734212 45.4191958, 141.6735847 45.4186237)",2,抜海港線,254,
129390811,tertiary,False,True,59.115,"LINESTRING (141.6733913 45.4193003, 141.6735086 45.4193167, 141.6741341 45.4194042)",,,,
129392142,tertiary,False,False,60.906000000000006,"LINESTRING (141.6733913 45.4193003, 141.6733054 45.4192884, 141.6731905 45.4192725, 141.6726257 45.4191943)",,,,
58110109,tertiary,False,False,14.754,"LINESTRING (141.6763586 45.4172257, 141.6762708 45.4173432)",,北浜通,,
129390685,primary,False,True,7.259,"LINESTRING (141.6763586 45.4172257, 141.6762656 45.4172254)",2,稚内天塩線,106,
216195386,trunk,True,False,75.699,"LINESTRING (141.6763586 45.4172257, 141.6763674 45.4171281, 141.676373 45.4170506, 141.6763857 45.4169094, 141.6763808 45.4167328, 141.6763665 45.4165458)",2,国道40号,40;232,
"[962913181, 255014926]",tertiary,True,False,157.17800000000003,"LINESTRING (141.6763586 45.4172257, 141.6764614 45.4172433, 141.6765301 45.4172596, 141.6765837 45.4173, 141.6766018 45.4173351, 141.6766121 45.4173708, 141.6766089 45.4174169, 141.6765957 45.4174559, 141.6765806 45.4175137, 141.6765822 45.4175646, 141.6766056 45.4175994, 141.6766557 45.4176315, 141.6767073 45.417648, 141.6767762 45.4176504, 141.6768397 45.4176457, 141.6769101 45.4176159, 141.6769569 45.4175612, 141.676968 45.4174695, 141.6769459 45.4174123, 141.6769061 45.4173717, 141.676856 45.417342, 141.6767236 45.4172918, 141.6765698 45.4172351, 141.6764706 45.4172277, 141.6763586 45.4172257)",,,,
129392752,residential,False,False,55.286,"LINESTRING (141.6766259 45.4115931, 141.6759199 45.4116327)",,,,
255159295,residential,False,True,105.198,"LINESTRING (141.6766259 45.4115931, 141.6767567 45.4125347)",,,,
129391781,residential,False,True,8.166,"LINESTRING (141.675996 45.4130558, 141.6758918 45.4130623)",,,,
216195386,trunk,True,False,52.857,"LINESTRING (141.675996 45.4130558, 141.6759699 45.4125808)",2,国道40号,40;232,
26841934,secondary,False,True,70.797,"LINESTRING (141.6737711 45.4180006, 141.6735847 45.4186237)",2,抜海港線,254,
304789414,residential,False,False,62.456,"LINESTRING (141.6737711 45.4180006, 141.6729721 45.41797)",,,,
304789414,residential,False,True,59.763,"LINESTRING (141.6737711 45.4180006, 141.674516 45.418125)",,,,
26841934,secondary,False,False,89.301,"LINESTRING (141.6737711 45.4180006, 141.673966 45.4173127, 141.6739948 45.417213)",2,抜海港線,254,
129392180,residential,False,False,63.598,"LINESTRING (141.6731886 45.4165729, 141.6740034 45.416575)",,,,
289321668,tertiary,False,False,34.015,"LINESTRING (141.6731886 45.4165729, 141.6731871 45.4168788)",,,,30
61842146,residential,False,True,122.816,"LINESTRING (141.6731886 45.4165729, 141.6732171 45.4160297, 141.6733844 45.4160285, 141.673933 45.416027, 141.6740162 45.4160268)",,,,30
61842144,residential,False,False,63.146,"LINESTRING (141.6731871 45.4168788, 141.6739961 45.4168829)",,,,
