osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,maxspeed,tunnel
61974660,2,200,まんのう善通寺線,secondary,False,True,14.071,"LINESTRING (133.8407966 34.189545, 133.8408664 34.1894324)",,
61974660,2,200,まんのう善通寺線,secondary,False,False,125.015,"LINESTRING (133.8407966 34.189545, 133.840638 34.1897825, 133.8404503 34.1900631, 133.8403147 34.1902983, 133.8402176 34.1905208, 133.8402044 34.1905542)",,
88609333,2,32;377,綾南・綾歌・満濃バイパス,trunk,True,False,200.889,"LINESTRING (133.8407966 34.189545, 133.8409321 34.1897272, 133.841285 34.1901731, 133.841537 34.1906727, 133.8416944 34.1909693, 133.8417823 34.1911497)",60,
1248122528,,,,tertiary,False,True,11.223,"LINESTRING (133.8417823 34.1911497, 133.8419042 34.1911542)",,
88609333,2,32;377,綾南・綾歌・満濃バイパス,trunk,True,False,107.29700000000001,"LINESTRING (133.8417823 34.1911497, 133.8418587 34.191325, 133.8420191 34.1917194, 133.8421358 34.1920688)",60,
135363903,,,,unclassified,False,False,139.91400000000002,"LINESTRING (133.8417823 34.1911497, 133.8417108 34.191208, 133.8416612 34.1912524, 133.8416199 34.191307, 133.841577 34.1914002, 133.8415404 34.1915592, 133.8414815 34.1917249, 133.8414398 34.1917969, 133.8413984 34.1918682, 133.8413624 34.1919297, 133.8413582 34.1919369, 133.8413368 34.1919757, 133.8412751 34.1920057, 133.8412416 34.1920023, 133.8411865 34.1919757, 133.841141 34.1919891, 133.8411034 34.1920057, 133.8410578 34.19205, 133.8410684 34.1921143)",,
88609333,2,32;377,綾南・綾歌・満濃バイパス,trunk,True,False,231.151,"LINESTRING (133.8421358 34.1920688, 133.8422936 34.1925717, 133.8424739 34.1931705, 133.8426405 34.1939477, 133.8426751 34.1940978)",60,
315447501,,,,unclassified,False,True,69.245,"LINESTRING (133.8421358 34.1920688, 133.842057 34.1921054, 133.8420073 34.1921698, 133.8418597 34.1925769, 133.8418249 34.1926135)",,
190833201,2,,,trunk_link,False,True,12.205,"LINESTRING (133.8426751 34.1940978, 133.8428048 34.1940746)",,
190833201,2,,,trunk_link,False,False,141.14000000000001,"LINESTRING (133.8426751 34.1940978, 133.842548 34.19411, 133.84248 34.194132, 133.842419 34.194177, 133.842392 34.194229, 133.842392 34.194302, 133.842527 34.194572, 133.842595 34.194781, 133.84269 34.1951704)",,
32753607,,190,炭所東琴平線,secondary,False,False,46.077,"LINESTRING (133.8419679 34.187905, 133.8418932 34.18787, 133.8418543 34.1878511, 133.841525 34.1877116)",,
61974660,2,200,まんのう善通寺線,secondary,False,False,67.056,"LINESTRING (133.8419679 34.187905, 133.8418898 34.187978, 133.8418209 34.1880484, 133.8416786 34.1882373, 133.8415759 34.1883898, 133.8415654 34.1884054)",,
61974660,2,200,まんのう善通寺線,secondary,False,False,14.071,"LINESTRING (133.8408664 34.1894324, 133.8407966 34.189545)",,
