osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,maxspeed,bridge,width
163291023,2,403,国道403号,trunk,False,False,61.775,"LINESTRING (138.1193198 36.5313452, 138.1186293 36.531317)",,,
163291023,2,403,国道403号,trunk,False,True,108.666,"LINESTRING (138.1193198 36.5313452, 138.1193652 36.5313492, 138.1199876 36.5313781, 138.1205337 36.5314045)",,,
163512063,,3006,,unclassified,False,True,38.287,"LINESTRING (138.1193198 36.5313452, 138.1193118 36.5314079, 138.1192824 36.5316655, 138.1192695 36.5316856)",,,
370307785,,,,residential,False,False,164.37900000000002,"LINESTRING (138.1193198 36.5313452, 138.1193298 36.5312816, 138.1193315 36.531268, 138.1194352 36.5310332, 138.1194155 36.5309108, 138.1194051 36.530813, 138.1194322 36.5307725, 138.1194742 36.5307658, 138.1195313 36.5307671, 138.1198184 36.5308064, 138.1199008 36.5308, 138.1198909 36.5306558, 138.1198509 36.5304566, 138.119891 36.5303032)",,,
163291023,2,403,国道403号,trunk,False,True,26.212,"LINESTRING (138.1213583 36.5314456, 138.121651 36.5314615)",,,
163291023,2,403,国道403号,trunk,False,False,73.818,"LINESTRING (138.1213583 36.5314456, 138.1212829 36.5314417, 138.1206985 36.5314129, 138.1205337 36.5314045)",,,
163512100,2,3000,,tertiary,False,False,41.799,"LINESTRING (138.1213583 36.5314456, 138.1213546 36.5315119, 138.121329 36.5316174, 138.1212808 36.5318157)",40,,
163291023,2,403,国道403号,trunk,False,False,26.212,"LINESTRING (138.121651 36.5314615, 138.1213583 36.5314456)",,,
163291023,2,403,国道403号,trunk,False,True,141.81799999999998,"LINESTRING (138.121651 36.5314615, 138.1217965 36.5314733, 138.1221259 36.5314986, 138.122448 36.5315196, 138.1227681 36.5315406, 138.123107 36.5315615, 138.1232325 36.5315693)",,,
163519079,,,船山通り,tertiary,False,False,184.22199999999998,"LINESTRING (138.121651 36.5314615, 138.1216583 36.5313686, 138.1216746 36.5311874, 138.1218091 36.5298541, 138.1218129 36.5298099)",,,
