osmid,highway,oneway,reversed,length,geometry,lanes,ref,name,maxspeed,access,bridge,tunnel
941173702,unclassified,False,False,21.752,"LINESTRING (141.9492051 39.4670841, 141.9493662 39.4669331)",,,,,,,
103740167,residential,False,False,72.041,"LINESTRING (141.9492051 39.4670841, 141.9494757 39.4674872, 141.9496771 39.4673714)",,,,,,,
441655148,unclassified,False,False,74.518,"LINESTRING (141.9492051 39.4670841, 141.9488192 39.4673839, 141.9485979 39.467563)",,,,,,,
836105017,tertiary,False,False,32.052,"LINESTRING (141.9532295 39.4678035, 141.9528589 39.4677683)",,,,,,,
941173674,tertiary,False,False,125.378,"LINESTRING (141.9532295 39.4678035, 141.9533914 39.4666829)",,,,,,,
941173674,tertiary,False,True,114.542,"LINESTRING (141.9532295 39.4678035, 141.9531602 39.4683176, 141.9531855 39.4686224, 141.9532347 39.4688267)",,,,,,,
469038684,trunk,False,False,22.567,"LINESTRING (141.9525176 39.4687269, 141.9525679 39.4689261)",2,45,国道45号,50,yes,,
469038684,trunk,False,True,44.873,"LINESTRING (141.9525176 39.4687269, 141.9524217 39.4683302)",2,45,国道45号,50,yes,,
365981918,residential,True,False,58.412,"LINESTRING (141.9525176 39.4687269, 141.9524376 39.4687336, 141.9522022 39.4687534, 141.9518401 39.4687755)",,,,,,,
365981917,residential,False,False,40.009,"LINESTRING (141.9496771 39.4673714, 141.9498577 39.4677031)",,,,,,,
569911147,tertiary,False,True,72.233,"LINESTRING (141.9496771 39.4673714, 141.9504217 39.4670688)",,,,,,,
103740167,residential,False,True,72.041,"LINESTRING (141.9496771 39.4673714, 141.9494757 39.4674872, 141.9492051 39.4670841)",,,,,,,
569911144,tertiary,False,True,55.625,"LINESTRING (141.9496771 39.4673714, 141.9494524 39.467034, 141.9493662 39.4669331)",,,,,,,
836105018,tertiary,False,True,32.363,"LINESTRING (141.9533914 39.4666829, 141.9530154 39.4666616)",,,,,,,
941173674,tertiary,False,True,125.378,"LINESTRING (141.9533914 39.4666829, 141.9532295 39.4678035)",,,,,,,
"[941173674, 941173675, 1087998188]",tertiary,False,False,91.22200000000001,"LINESTRING (141.9533914 39.4666829, 141.9534884 39.4660493, 141.9535118 39.4659324, 141.9535201 39.465909, 141.9535337 39.4658706)",,,,,,yes,
941173659,tertiary,False,True,36.911,"LINESTRING (141.9539096 39.4649555, 141.9535084 39.4648361)",,,,,,,
1087998174,tertiary,False,False,140.484,"LINESTRING (141.9539096 39.4649555, 141.9544844 39.4637726)",,,,,,,
1087998174,tertiary,False,True,106.854,"LINESTRING (141.9539096 39.4649555, 141.9535868 39.4656851, 141.9535337 39.4658706)",,,,,,,
294655952,tertiary,False,True,47.728,"LINESTRING (141.9459366 39.4654643, 141.9463096 39.465146)",,,細浦柳沢線,,,,
103779404,residential,False,False,80.867,"LINESTRING (141.9459366 39.4654643, 141.9458323 39.4654801, 141.9457537 39.4654945, 141.9456596 39.4655127, 141.9455631 39.4655254, 141.9454312 39.4655345, 141.9453347 39.4655326, 141.9452194 39.4655345, 141.945097 39.4655308, 141.9450039 39.4655264)",,,,,,,
"[366913736, 354488210]",residential,False,False,106.332,"LINESTRING (141.9459366 39.4654643, 141.9460703 39.4655385, 141.9460364 39.4656215, 141.945964 39.4657848, 141.9459542 39.4658715, 141.9459707 39.465883, 141.9464179 39.466195)",,,,,no,,
941173719,tertiary,False,False,246.68699999999998,"LINESTRING (141.9459366 39.4654643, 141.9455201 39.4658331, 141.9451911 39.4661934, 141.9448352 39.4666863, 141.9446143 39.4671265, 141.9445193 39.4673676)",,,,,,,
376520635,residential,False,True,51.613,"LINESTRING (141.9467096 39.4656444, 141.9472146 39.4658963)",,,,,,,
103744912,residential,False,False,66.243,"LINESTRING (141.9467096 39.4656444, 141.9466251 39.4657752, 141.9465709 39.4658788, 141.9465097 39.465986, 141.9464179 39.466195)",,,,,,,
103744912,residential,False,True,52.661,"LINESTRING (141.9467096 39.4656444, 141.9468214 39.4655061, 141.9470558 39.4652537)",,,,,,,
103744902,residential,False,False,101.375,"LINESTRING (141.9492513 39.4633344, 141.9501087 39.4639613)",,,,,,,
354488209,residential,False,True,50.212,"LINESTRING (141.9492513 39.4633344, 141.9488598 39.4636699)",,,,,,,
365981917,residential,False,False,55.18899999999999,"LINESTRING (141.9501867 39.4684647, 141.9502854 39.4686103, 141.9504966 39.4688995)",,,,,,,
365981917,residential,False,True,89.283,"LINESTRING (141.9501867 39.4684647, 141.9500115 39.4680806, 141.9498577 39.4677031)",,,,,,,
836069451,residential,False,False,55.468,"LINESTRING (141.9501867 39.4684647, 141.9503073 39.4684153, 141.9506223 39.468106)",,,,,,,
836069451,residential,False,True,120.422,"LINESTRING (141.9501867 39.4684647, 141.9499429 39.4686247, 141.9496392 39.4688127, 141.9495484 39.4688483, 141.9494556 39.468866, 141.9493729 39.4688711, 141.9492632 39.4688623, 141.9491356 39.4688583, 141.9489604 39.468857)",,,,,,,
294655952,tertiary,False,False,47.728,"LINESTRING (141.9463096 39.465146, 141.9459366 39.4654643)",,,細浦柳沢線,,,,
294655952,tertiary,False,True,62.799,"LINESTRING (141.9463096 39.465146, 141.9467949 39.4647234)",,,細浦柳沢線,,,,
103744923,unclassified,False,True,80.163,"LINESTRING (141.9463096 39.465146, 141.9460417 39.4650125, 141.9459004 39.4649507, 141.9458581 39.4649144, 141.9458416 39.4648689, 141.9458416 39.4648162, 141.9458722 39.4647763, 141.9459852 39.4646491)",,,,,,,
103744926,residential,False,False,18.903,"LINESTRING (141.9452604 39.4635566, 141.9454716 39.4636047)",,,,,,,
413629746,residential,False,True,39.43,"LINESTRING (141.9452604 39.4635566, 141.9450515 39.4632408)",,,,,,,
103744926,residential,False,True,119.05,"LINESTRING (141.9452604 39.4635566, 141.9450816 39.4635159, 141.9450248 39.4635027, 141.9449234 39.463479, 141.9447542 39.4634478, 141.9445851 39.4634364, 141.9444343 39.4634336, 141.9443276 39.4634336, 141.9441584 39.463462, 141.9440407 39.4634875, 141.9439083 39.4635188)",,,,,,,
372979728,tertiary,False,False,55.013,"LINESTRING (141.9474418 39.4634156, 141.9479576 39.4637092)",,,,,,,
103744923,unclassified,False,False,55.785000000000004,"LINESTRING (141.9474418 39.4634156, 141.947386 39.463464, 141.9471682 39.4636531, 141.947001 39.463784)",,,,,,,
103744912,residential,False,False,48.071,"LINESTRING (141.9480308 39.464404, 141.9476506 39.4647214)",,,,,,,
354488210,residential,False,False,18.474,"LINESTRING (141.9480308 39.464404, 141.948173 39.4642793)",,,,,,,
354488210,residential,False,True,27.528,"LINESTRING (141.9480308 39.464404, 141.9482829 39.464557)",,,,,,,
354488210,residential,False,True,54.234,"LINESTRING (141.9467851 39.4665919, 141.9464179 39.466195)",,,,,,,
354488210,residential,False,False,85.857,"LINESTRING (141.9467851 39.4665919, 141.9469681 39.4662388, 141.9472146 39.4658963)",,,,,,,
400111274,residential,False,False,441.092,"LINESTRING (141.9467851 39.4665919, 141.946713 39.4667213, 141.9466916 39.4667486, 141.9466454 39.4668076, 141.9465924 39.4668644, 141.9465571 39.4669416, 141.9465306 39.4670507, 141.9464865 39.467221, 141.9464276 39.4675413, 141.9463511 39.4678547, 141.946307 39.4679842, 141.9462187 39.4679796, 141.946154 39.4680024, 141.9460922 39.4680546, 141.946054 39.4681023, 141.9460304 39.4681364, 141.946157 39.4682863, 141.9461511 39.4683544, 141.9461452 39.4684248, 141.9461643 39.4684768, 141.9462011 39.4685475, 141.9462276 39.4686247, 141.9462393 39.4687087, 141.9462482 39.4688655, 141.9462923 39.4692039, 141.946189 39.4694282, 141.9459672 39.4696803, 141.9458168 39.4696825, 141.9457577 39.4693949, 141.9455543 39.4693473)",,,,,,,
400111274,residential,False,True,44.036,"LINESTRING (141.9467851 39.4665919, 141.9468914 39.4667249, 141.9471282 39.4667749, 141.9471911 39.4667621)",,,,,,,
372555497,residential,False,False,50.929,"LINESTRING (141.95053 39.4636489, 141.9509698 39.4633415)",,,,,yes,,
379865585,residential,False,True,50.15,"LINESTRING (141.95053 39.4636489, 141.9504454 39.4637089, 141.9501087 39.4639613)",,,,,,,
103744903,residential,False,True,109.09799999999998,"LINESTRING (141.946197 39.4638404, 141.9460581 39.4640276, 141.9459253 39.4642476, 141.9459122 39.4642693, 141.9458961 39.4642969, 141.9457663 39.46452, 141.945771 39.4645491, 141.9458557 39.4646018, 141.9459852 39.4646491)",,,,,,,
103744926,residential,False,False,47.760999999999996,"LINESTRING (141.946197 39.4638404, 141.9464339 39.4639542, 141.9466134 39.4640337, 141.9466748 39.4640603)",,,,,,,
103744926,residential,False,True,67.87,"LINESTRING (141.946197 39.4638404, 141.9460779 39.4637861, 141.9459278 39.4637271, 141.9457513 39.463668, 141.9454716 39.4636047)",,,,,,,
836069451,residential,False,False,88.36699999999999,"LINESTRING (141.9506223 39.468106, 141.950772 39.4680005, 141.950776 39.467883, 141.9507519 39.4675682, 141.950717 39.4674957, 141.9506389 39.4673828)",,,,,,,
836069451,residential,False,True,55.468,"LINESTRING (141.9506223 39.468106, 141.9503073 39.4684153, 141.9501867 39.4684647)",,,,,,,
836105003,residential,False,False,70.376,"LINESTRING (141.9506223 39.468106, 141.9503394 39.4677188, 141.9502196 39.4675547)",,,,,,,
294655952,tertiary,False,False,62.799,"LINESTRING (141.9467949 39.4647234, 141.9463096 39.465146)",,,細浦柳沢線,,,,
294655952,tertiary,False,True,58.407,"LINESTRING (141.9467949 39.4647234, 141.9472404 39.4643264)",,,細浦柳沢線,,,,
103744918,residential,False,False,54.113,"LINESTRING (141.9467949 39.4647234, 141.946844 39.464756, 141.9472724 39.4650411)",,,,,,,
103744912,residential,False,True,30.076,"LINESTRING (141.9470558 39.4652537, 141.9472724 39.4650411)",,,,,,,
365981910,residential,False,False,54.7,"LINESTRING (141.9470558 39.4652537, 141.9475598 39.4655547)",,,,,,,
103744912,residential,False,False,52.661,"LINESTRING (141.9470558 39.4652537, 141.9468214 39.4655061, 141.9467096 39.4656444)",,,,,,,
103744909,residential,False,False,97.999,"LINESTRING (141.9488598 39.4636699, 141.9497004 39.4642662)",,,,,,,
354488209,residential,False,False,50.212,"LINESTRING (141.9488598 39.4636699, 141.9492513 39.4633344)",,,,,,,
354488209,residential,False,True,51.256,"LINESTRING (141.9488598 39.4636699, 141.9485319 39.4639643, 141.9484699 39.464019)",,,,,,,
103744902,residential,False,True,101.375,"LINESTRING (141.9501087 39.4639613, 141.9492513 39.4633344)",,,,,,,
379865585,residential,False,True,48.765,"LINESTRING (141.9501087 39.4639613, 141.9497004 39.4642662)",,,,,,,
379865585,residential,False,False,50.15,"LINESTRING (141.9501087 39.4639613, 141.9504454 39.4637089, 141.95053 39.4636489)",,,,,,,
103744923,unclassified,False,True,41.57,"LINESTRING (141.9466748 39.4640603, 141.947001 39.463784)",,,,,,,
103744923,unclassified,False,False,88.283,"LINESTRING (141.9466748 39.4640603, 141.9463688 39.4643256, 141.9461688 39.4645019, 141.9459852 39.4646491)",,,,,,,
