osmid,highway,oneway,reversed,length,lanes,ref,name,geometry,est_width
136869673,tertiary,False,False,59.986,,,,"LINESTRING (125.2821931 24.8050851, 125.2817419 24.804734)",
165808913,secondary,False,False,205.17700000000002,2,243,県道243号高野西里線,"LINESTRING (125.2821931 24.8050851, 125.2807472 24.8060912, 125.2807208 24.8061082, 125.2805752 24.806202)",
165808913,secondary,False,True,200.778,2,243,県道243号高野西里線,"LINESTRING (125.2821931 24.8050851, 125.2825475 24.8048189, 125.2831427 24.8043062, 125.2836499 24.803857)",
168596893,tertiary,False,False,78.985,,,,"LINESTRING (125.2821931 24.8050851, 125.2826062 24.8054818, 125.282746 24.8055864)",
136869437,residential,False,True,40.592,,,,"LINESTRING (125.2836499 24.803857, 125.2839396 24.8041102)",
165808913,secondary,False,False,200.77800000000002,2,243,県道243号高野西里線,"LINESTRING (125.2836499 24.803857, 125.2831427 24.8043062, 125.2825475 24.8048189, 125.2821931 24.8050851)",
168590912,secondary,False,False,53.557,2,243,県道243号高野西里線,"LINESTRING (125.2836499 24.803857, 125.2834723 24.8035453, 125.2834101 24.8034274)",
168602376,tertiary,False,False,236.621,2,,,"LINESTRING (125.2836499 24.803857, 125.2837595 24.8037718, 125.2841725 24.8034723, 125.284599 24.8031606, 125.2850979 24.8028027, 125.2854385 24.8025471, 125.2854727 24.8025192)",
168590912,secondary,False,False,58.044,2,243,県道243号高野西里線,"LINESTRING (125.2829158 24.8027953, 125.2824997 24.802435)",
168590912,secondary,False,True,45.797,2,243,県道243号高野西里線,"LINESTRING (125.2829158 24.8027953, 125.2832107 24.8031083)",
1263617343,primary,False,False,227.37800000000001,2,78,県道78号平良城辺線,"LINESTRING (125.2829158 24.8027953, 125.282043 24.8035596, 125.2813189 24.8041831, 125.2812848 24.8042052)",
1263617343,primary,False,True,137.609,2,78,県道78号平良城辺線,"LINESTRING (125.2829158 24.8027953, 125.2832289 24.8025321, 125.28357 24.8021641, 125.2837229 24.8019031, 125.2837595 24.8018374)",
168590912,secondary,False,False,60.747,2,243,県道243号高野西里線,"LINESTRING (125.2821466 24.8021279, 125.2816946 24.8017672)",
168590912,secondary,False,True,36.328,2,243,県道243号高野西里線,"LINESTRING (125.2821466 24.8021279, 125.2824065 24.8023539)",
136869528,residential,False,False,212.488,,,,"LINESTRING (125.2821466 24.8021279, 125.2815465 24.8027223, 125.2806689 24.8034876)",
136869528,residential,False,False,35.853,,,,"LINESTRING (125.2806689 24.8034876, 125.2804312 24.8037272)",
136869673,tertiary,False,False,45.623,,,,"LINESTRING (125.2806689 24.8034876, 125.2804192 24.8031456)",
136869673,tertiary,False,True,53.947,,,,"LINESTRING (125.2806689 24.8034876, 125.2810009 24.8038678)",
136869528,residential,False,True,212.488,,,,"LINESTRING (125.2806689 24.8034876, 125.2815465 24.8027223, 125.2821466 24.8021279)",
168591043,secondary,False,False,27.966,2,252,平良下地島空港線,"LINESTRING (125.2793964 24.8044945, 125.2792762 24.8042679)",
168591043,secondary,False,True,67.974,2,252,平良下地島空港線,"LINESTRING (125.2793964 24.8044945, 125.2796869 24.805046)",
136869528,residential,False,True,135.947,,,,"LINESTRING (125.2793964 24.8044945, 125.2797693 24.8043085, 125.279907 24.8042011, 125.2804312 24.8037272)",
136869673,tertiary,False,False,74.741,,,,"LINESTRING (125.2817419 24.804734, 125.2812848 24.8042052)",
136869673,tertiary,False,True,59.986,,,,"LINESTRING (125.2817419 24.804734, 125.2821931 24.8050851)",
168598507,unclassified,False,True,194.053,,,,"LINESTRING (125.2817419 24.804734, 125.280287 24.8058748)",
168600527,unclassified,False,True,222.441,,,,"LINESTRING (125.2817419 24.804734, 125.2820553 24.8044891, 125.2829648 24.8037547, 125.2834101 24.8034274)",
136869673,tertiary,False,True,54.26,,,,"LINESTRING (125.2800426 24.8027974, 125.2804192 24.8031456)",
136869673,tertiary,False,False,66.937,,,,"LINESTRING (125.2800426 24.8027974, 125.2798119 24.8026075, 125.27957 24.8024059, 125.2795531 24.8023913)",
165833028,tertiary,False,False,161.846,2,,,"LINESTRING (125.2800426 24.8027974, 125.2796877 24.803217, 125.279511 24.803426, 125.2790702 24.8039547)",
165833028,tertiary,False,True,137.341,2,,,"LINESTRING (125.2800426 24.8027974, 125.2809352 24.8018945, 125.2809508 24.8018777)",
136869673,tertiary,False,False,54.26,,,,"LINESTRING (125.2804192 24.8031456, 125.2800426 24.8027974)",
136869673,tertiary,False,True,45.623,,,,"LINESTRING (125.2804192 24.8031456, 125.2806689 24.8034876)",
136869705,residential,False,False,200.23399999999998,,,,"LINESTRING (125.2804192 24.8031456, 125.2806755 24.8028884, 125.2812619 24.8022682, 125.2816946 24.8017672)",
