osmid,oneway,highway,reversed,length,geometry,name,lanes,ref,maxspeed,bridge
157562399,False,unclassified,True,218.012,"LINESTRING (141.8792856 42.7213911, 141.878494 42.720934, 141.8779368 42.7206391, 141.8778331 42.7205535, 141.8777307 42.720469, 141.8775564 42.7202947, 141.8774757 42.7202355, 141.8773323 42.7201706, 141.8772514 42.7201446)",新町ふれあい通り1号線,,,,
623695782,False,unclassified,True,111.52099999999999,"LINESTRING (141.8792856 42.7213911, 141.879437 42.7212727, 141.8798044 42.7213298, 141.8800163 42.7213495, 141.8802631 42.7213022, 141.8805286 42.7211998)",,,,,
157562243,False,unclassified,False,557.4110000000001,"LINESTRING (141.8764747 42.721478, 141.8765389 42.7214973, 141.8772061 42.7216928, 141.8782195 42.7222267, 141.8785845 42.7224612, 141.879478 42.7231577, 141.8802726 42.7237527, 141.8812823 42.7245695, 141.8814588 42.7247527, 141.8814924 42.7247885)",,,,,
"[157564689, 157564716, 157564207]",False,residential,"[False, True]",197.814,"LINESTRING (141.8764747 42.721478, 141.876415 42.7214592, 141.8763501 42.7214367, 141.8760683 42.7213125, 141.8759219 42.7212524, 141.8757694 42.721206, 141.8755656 42.7211507, 141.8753313 42.7211025, 141.8752117 42.7210942, 141.8751226 42.7212126, 141.8749697 42.7214303, 141.8747724 42.7217878)",,,,,
"[157561700, 961234463, 1237968935]",False,primary,False,161.281,"LINESTRING (141.8764747 42.721478, 141.8765235 42.721399, 141.8771265 42.7203708, 141.8772514 42.7201446)",千歳鵡川線,2,10,40,yes
1237968935,False,primary,True,137.28300000000002,"LINESTRING (141.8764747 42.721478, 141.8763153 42.7217459, 141.8761776 42.721945, 141.8760541 42.7220983, 141.8758977 42.7222882, 141.8757026 42.722507, 141.8756562 42.722553)",千歳鵡川線,2,10,40,
157564716,False,residential,False,71.571,"LINESTRING (141.8747724 42.7217878, 141.8744542 42.7223875)",,,,,
"[157564689, 157564716, 157564207]",False,residential,"[False, True]",197.814,"LINESTRING (141.8747724 42.7217878, 141.8749697 42.7214303, 141.8751226 42.7212126, 141.8752117 42.7210942, 141.8753313 42.7211025, 141.8755656 42.7211507, 141.8757694 42.721206, 141.8759219 42.7212524, 141.8760683 42.7213125, 141.8763501 42.7214367, 141.876415 42.7214592, 141.8764747 42.721478)",,,,,
623441504,False,residential,True,118.66499999999999,"LINESTRING (141.8747724 42.7217878, 141.8745191 42.7216057, 141.8742737 42.7214008, 141.874145 42.7213121, 141.8740645 42.7212274, 141.8740739 42.7211545, 141.8741704 42.7209381)",,,,,
157562399,False,unclassified,False,186.883,"LINESTRING (141.8801945 42.7220384, 141.8817824 42.7232483)",新町ふれあい通り1号線,,,,
157562399,False,unclassified,True,103.42699999999999,"LINESTRING (141.8801945 42.7220384, 141.8797877 42.7217368, 141.8792856 42.7213911)",新町ふれあい通り1号線,,,,
623695785,False,unclassified,True,101.743,"LINESTRING (141.8801945 42.7220384, 141.8803409 42.7218441, 141.8802872 42.7216412, 141.880298 42.7214993, 141.8805286 42.7211998)",,,,,
157564716,False,residential,True,71.571,"LINESTRING (141.8744542 42.7223875, 141.8747724 42.7217878)",,,,,
157563147,False,unclassified,False,88.485,"LINESTRING (141.8744542 42.7223875, 141.8750962 42.7228945, 141.8751939 42.7229688)",,,,,
157564188,False,unclassified,False,79.538,"LINESTRING (141.8756562 42.722553, 141.8757891 42.7226338, 141.8758803 42.7226977, 141.8761113 42.7228635, 141.8763578 42.7230483)",,,,,
1237968935,False,primary,False,137.283,"LINESTRING (141.8756562 42.722553, 141.8757026 42.722507, 141.8758977 42.7222882, 141.8760541 42.7220983, 141.8761776 42.721945, 141.8763153 42.7217459, 141.8764747 42.721478)",千歳鵡川線,2,10,40,
1237968935,False,primary,True,59.716,"LINESTRING (141.8756562 42.722553, 141.875323 42.7228618, 141.8751939 42.7229688)",千歳鵡川線,2,10,40,
157561976,False,unclassified,True,245.346,"LINESTRING (141.8763578 42.7230483, 141.8764147 42.7230055, 141.8768356 42.7226899, 141.8769161 42.7226295, 141.8769678 42.7226082, 141.8770197 42.7226033, 141.8770653 42.7226093, 141.8771009 42.7226232, 141.8771527 42.7226524, 141.8774648 42.722882, 141.8775196 42.7229223, 141.8777126 42.7230643, 141.8780105 42.7232834, 141.8784556 42.7236115, 141.8785244 42.7236623)",,,,,
157564188,False,unclassified,False,138.603,"LINESTRING (141.8763578 42.7230483, 141.8769248 42.723464, 141.8773047 42.7237471, 141.8774677 42.7238675, 141.8775547 42.7239318)",,,,,
157564188,False,unclassified,True,79.538,"LINESTRING (141.8763578 42.7230483, 141.8761113 42.7228635, 141.8758803 42.7226977, 141.8757891 42.7226338, 141.8756562 42.722553)",,,,,
157563010,False,residential,True,49.248,"LINESTRING (141.8754241 42.7239447, 141.8758475 42.72426)",,,,,
"[157563010, 157565679]",False,residential,"[False, True]",190.57299999999998,"LINESTRING (141.8754241 42.7239447, 141.8750188 42.7236486, 141.8746513 42.7238978, 141.8741186 42.7241938, 141.8736894 42.7244024, 141.8736229 42.7244333)",,,,,
157565084,False,residential,True,154.181,"LINESTRING (141.8754241 42.7239447, 141.8748042 42.7243449, 141.8744003 42.7245715, 141.8739956 42.7247633, 141.8739339 42.7247911)",,,,,
157564172,False,tertiary,True,61.769999999999996,"LINESTRING (141.8775547 42.7239318, 141.8774955 42.7239738, 141.8771093 42.7242543, 141.8770149 42.7243208)",,2,,,
157564188,False,unclassified,False,77.914,"LINESTRING (141.8775547 42.7239318, 141.8776454 42.7239979, 141.877774 42.7240916, 141.8782223 42.7244322)",,,,,
157564188,False,unclassified,True,138.603,"LINESTRING (141.8775547 42.7239318, 141.8774677 42.7238675, 141.8773047 42.7237471, 141.8769248 42.723464, 141.8763578 42.7230483)",,,,,
157564792,False,tertiary,True,11.809,"LINESTRING (141.8733748 42.7241382, 141.8732513 42.7241934)",厚真大通り,,,,
157562582,False,tertiary,True,38.568,"LINESTRING (141.8733748 42.7241382, 141.8734604 42.7242404, 141.8736229 42.7244333)",表町西通り,,,,
157564792,False,tertiary,False,198.376,"LINESTRING (141.8733748 42.7241382, 141.8736406 42.724011, 141.8738834 42.7238817, 141.8741113 42.7237537, 141.8744558 42.7235474, 141.8747956 42.7233007, 141.875075 42.7230683, 141.8751939 42.7229688)",厚真大通り,,,,
157562399,False,unclassified,True,160.447,"LINESTRING (141.8832723 42.7241851, 141.8832153 42.7241561, 141.8824956 42.7237467, 141.8822472 42.7235834, 141.8817824 42.7232483)",新町ふれあい通り1号線,,,,
"[157565986, 157561854, 801818062]",False,primary,False,160.128,"LINESTRING (141.8832723 42.7241851, 141.8832244 42.7242014, 141.8816191 42.7247456, 141.8814924 42.7247885)",平取厚真線,2,59,40,yes
157564792,False,tertiary,False,11.809,"LINESTRING (141.8732513 42.7241934, 141.8733748 42.7241382)",厚真大通り,,,,
157562033,False,tertiary,False,64.56,"LINESTRING (141.8770149 42.7243208, 141.8768971 42.7244098, 141.876527 42.7246771, 141.876454 42.7247298)",表町中央通り,2,,,
157564172,False,tertiary,False,61.769999999999996,"LINESTRING (141.8770149 42.7243208, 141.8771093 42.7242543, 141.8774955 42.7239738, 141.8775547 42.7239318)",,2,,,
157565974,False,primary,False,211.49499999999998,"LINESTRING (141.8770149 42.7243208, 141.8761817 42.7236998, 141.8759748 42.7235502, 141.8753456 42.7230841, 141.8751939 42.7229688)",千歳鵡川線,2,10,40,
157565974,False,primary,True,100.621,"LINESTRING (141.8770149 42.7243208, 141.8771067 42.7243881, 141.8778812 42.7249641)",千歳鵡川線,2,10,40,
157563010,False,residential,False,49.248,"LINESTRING (141.8758475 42.72426, 141.8754241 42.7239447)",,,,,
157563010,False,residential,True,71.99600000000001,"LINESTRING (141.8758475 42.72426, 141.8763792 42.7246718, 141.876454 42.7247298)",,,,,
157565598,False,residential,True,164.646,"LINESTRING (141.8758475 42.72426, 141.8751879 42.7246787, 141.8748687 42.7248575, 141.8743394 42.7251175, 141.874251 42.7251601)",,,,,
157563006,False,unclassified,True,77.63799999999999,"LINESTRING (141.8782223 42.7244322, 141.8782513 42.7244109, 141.8788571 42.7239676, 141.8788956 42.7239394)",,,,,
157564188,False,unclassified,False,23.435,"LINESTRING (141.8782223 42.7244322, 141.8783736 42.7245464, 141.878423 42.7245828)",,,,,
157564188,False,unclassified,True,77.91400000000002,"LINESTRING (141.8782223 42.7244322, 141.877774 42.7240916, 141.8776454 42.7239979, 141.8775547 42.7239318)",,,,,
157562582,False,tertiary,True,47.205,"LINESTRING (141.8736229 42.7244333, 141.8739339 42.7247911)",表町西通り,,,,
157562582,False,tertiary,False,38.568,"LINESTRING (141.8736229 42.7244333, 141.8734604 42.7242404, 141.8733748 42.7241382)",表町西通り,,,,
"[157562744, 157563846]",False,residential,True,348.62000000000006,"LINESTRING (141.8736229 42.7244333, 141.873551 42.7244656, 141.8733497 42.7245567, 141.873279 42.7245871, 141.873074 42.7246819, 141.8738919 42.7256203, 141.8746446 42.7265364, 141.8751449 42.7263673, 141.8752337 42.7263354)",,,,,
"[157563010, 157565679]",False,residential,"[False, True]",190.57299999999998,"LINESTRING (141.8736229 42.7244333, 141.8736894 42.7244024, 141.8741186 42.7241938, 141.8746513 42.7238978, 141.8750188 42.7236486, 141.8754241 42.7239447)",,,,,
157561976,False,unclassified,False,101.382,"LINESTRING (141.878423 42.7245828, 141.8784805 42.7245516, 141.8787114 42.7243791, 141.8790984 42.7240886, 141.8788956 42.7239394)",,,,,
157563018,False,residential,True,61.324999999999996,"LINESTRING (141.878423 42.7245828, 141.8783568 42.7246214, 141.8779652 42.7249055, 141.8778812 42.7249641)",,,,,
157564188,False,unclassified,False,134.032,"LINESTRING (141.878423 42.7245828, 141.8784817 42.7246269, 141.8795097 42.7254016, 141.8795674 42.7254466)",,,,,
157564188,False,unclassified,True,23.435,"LINESTRING (141.878423 42.7245828, 141.8783736 42.7245464, 141.8782223 42.7244322)",,,,,
157562033,False,tertiary,False,179.093,"LINESTRING (141.876454 42.7247298, 141.8764001 42.7247685, 141.8761647 42.7249377, 141.8758844 42.7251154, 141.8757053 42.7252248, 141.8755103 42.725332, 141.875387 42.7253981, 141.8752695 42.7254533, 141.8748243 42.7256628, 141.8747217 42.7257088)",表町中央通り,2,,,
157562033,False,tertiary,True,64.56,"LINESTRING (141.876454 42.7247298, 141.876527 42.7246771, 141.8768971 42.7244098, 141.8770149 42.7243208)",表町中央通り,2,,,
157563010,False,residential,False,71.99600000000001,"LINESTRING (141.876454 42.7247298, 141.8763792 42.7246718, 141.8758475 42.72426)",,,,,
157564683,False,residential,False,164.303,"LINESTRING (141.876454 42.7247298, 141.8765452 42.7247968, 141.8773153 42.7253675, 141.8777797 42.7250362, 141.8778812 42.7249641)",,,,,
"[157565032, 157562243]",False,"['unclassified', 'residential']",False,73.081,"LINESTRING (141.8814924 42.7247885, 141.8815221 42.7248187, 141.8817153 42.7249999, 141.8820919 42.7252745)",,,,,
157562243,False,unclassified,True,557.4110000000001,"LINESTRING (141.8814924 42.7247885, 141.8814588 42.7247527, 141.8812823 42.7245695, 141.8802726 42.7237527, 141.879478 42.7231577, 141.8785845 42.7224612, 141.8782195 42.7222267, 141.8772061 42.7216928, 141.8765389 42.7214973, 141.8764747 42.721478)",,,,,
157565986,False,primary,False,120.513,"LINESTRING (141.8814924 42.7247885, 141.8811696 42.7248992, 141.8801556 42.725247)",平取厚真線,2,59,40,
"[157565986, 801818062, 157561854]",False,primary,True,160.128,"LINESTRING (141.8814924 42.7247885, 141.8816191 42.7247456, 141.8832244 42.7242014, 141.8832723 42.7241851)",平取厚真線,2,59,40,yes
157562582,False,tertiary,False,47.205,"LINESTRING (141.8739339 42.7247911, 141.8736229 42.7244333)",表町西通り,,,,
157562582,False,tertiary,True,48.523,"LINESTRING (141.8739339 42.7247911, 141.874251 42.7251601)",表町西通り,,,,
157565084,False,residential,False,154.18099999999998,"LINESTRING (141.8739339 42.7247911, 141.8739956 42.7247633, 141.8744003 42.7245715, 141.8748042 42.7243449, 141.8754241 42.7239447)",,,,,
157563018,False,residential,False,61.325,"LINESTRING (141.8778812 42.7249641, 141.8779652 42.7249055, 141.8783568 42.7246214, 141.878423 42.7245828)",,,,,
157564683,False,residential,True,164.303,"LINESTRING (141.8778812 42.7249641, 141.8777797 42.7250362, 141.8773153 42.7253675, 141.8765452 42.7247968, 141.876454 42.7247298)",,,,,
157565974,False,primary,False,100.621,"LINESTRING (141.8778812 42.7249641, 141.8771067 42.7243881, 141.8770149 42.7243208)",千歳鵡川線,2,10,40,
157565974,False,primary,True,112.14800000000001,"LINESTRING (141.8778812 42.7249641, 141.8779612 42.7250265, 141.8786978 42.7256006, 141.8788206 42.7256996)",千歳鵡川線,2,10,40,
623441467,False,residential,False,47.78,"LINESTRING (141.8820919 42.7252745, 141.8822674 42.7256844)",,,,,
"[157565032, 624071161]",False,residential,False,73.80100000000002,"LINESTRING (141.8820919 42.7252745, 141.8825028 42.7255066, 141.882492 42.7255899, 141.8824062 42.725653, 141.882323 42.7256855, 141.8822674 42.7256844)",,,,,
"[157565032, 157562243]",False,"['residential', 'unclassified']",True,73.081,"LINESTRING (141.8820919 42.7252745, 141.8817153 42.7249999, 141.8815221 42.7248187, 141.8814924 42.7247885)",,,,,
157562582,False,tertiary,False,48.523,"LINESTRING (141.874251 42.7251601, 141.8739339 42.7247911)",表町西通り,,,,
157562582,False,tertiary,True,72.12,"LINESTRING (141.874251 42.7251601, 141.8744265 42.7253666, 141.8746593 42.7256336, 141.8747217 42.7257088)",表町西通り,,,,
157565598,False,residential,False,164.64600000000002,"LINESTRING (141.874251 42.7251601, 141.8743394 42.7251175, 141.8748687 42.7248575, 141.8751879 42.7246787, 141.8758475 42.72426)",,,,,
157565986,False,primary,False,5.549,"LINESTRING (141.8801556 42.725247, 141.8800933 42.7252669)",平取厚真線,2,59,40,
157565064,False,residential,False,96.399,"LINESTRING (141.8801556 42.725247, 141.8801742 42.7252832, 141.880573 42.7260579)",,,,,
157565986,False,primary,True,120.513,"LINESTRING (141.8801556 42.725247, 141.8811696 42.7248992, 141.8814924 42.7247885)",平取厚真線,2,59,40,
157564188,False,unclassified,True,134.03199999999998,"LINESTRING (141.8795674 42.7254466, 141.8795097 42.7254016, 141.8784817 42.7246269, 141.878423 42.7245828)",,,,,
157565986,False,primary,False,67.179,"LINESTRING (141.8795674 42.7254466, 141.8789575 42.7256551, 141.8788206 42.7256996)",平取厚真線,2,59,40,
157565986,False,primary,True,47.378,"LINESTRING (141.8795674 42.7254466, 141.8800227 42.7252911, 141.8800933 42.7252669)",平取厚真線,2,59,40,
157562033,False,tertiary,True,179.093,"LINESTRING (141.8747217 42.7257088, 141.8748243 42.7256628, 141.8752695 42.7254533, 141.875387 42.7253981, 141.8755103 42.725332, 141.8757053 42.7252248, 141.8758844 42.7251154, 141.8761647 42.7249377, 141.8764001 42.7247685, 141.876454 42.7247298)",表町中央通り,2,,,
157562582,False,tertiary,False,72.12,"LINESTRING (141.8747217 42.7257088, 141.8746593 42.7256336, 141.8744265 42.7253666, 141.874251 42.7251601)",表町西通り,,,,
157562582,False,tertiary,True,81.279,"LINESTRING (141.8747217 42.7257088, 141.8751939 42.7262788, 141.8752337 42.7263354)",表町西通り,,,,
157562825,False,residential,True,73.214,"LINESTRING (141.880573 42.7260579, 141.8800219 42.7264669, 141.8799442 42.7265271)",,,,,
"[157564653, 157563455]",False,residential,False,121.019,"LINESTRING (141.880573 42.7260579, 141.8809008 42.7258315, 141.8814711 42.726463)",,,,,
157565064,False,residential,True,96.399,"LINESTRING (141.880573 42.7260579, 141.8801742 42.7252832, 141.8801556 42.725247)",,,,,
874737367,False,primary,True,128.661,"LINESTRING (141.8769994 42.7263565, 141.8755821 42.7268613)",千歳鵡川線,2,10;235,40,
157563838,False,residential,False,195.33300000000003,"LINESTRING (141.8769994 42.7263565, 141.8769615 42.7262954, 141.876669 42.7258243, 141.8753362 42.7262995, 141.8752337 42.7263354)",,,,,
874737367,False,primary,False,165.75900000000001,"LINESTRING (141.8769994 42.7263565, 141.8778243 42.7260737, 141.8786819 42.7257491, 141.8788206 42.7256996)",千歳鵡川線,2,10;235,40,
157562582,False,tertiary,False,81.279,"LINESTRING (141.8752337 42.7263354, 141.8751939 42.7262788, 141.8747217 42.7257088)",表町西通り,,,,
157562582,False,tertiary,True,65.037,"LINESTRING (141.8752337 42.7263354, 141.8752727 42.7263913, 141.875538 42.726793, 141.8755821 42.7268613)",表町西通り,,,,
157563838,False,residential,True,195.333,"LINESTRING (141.8752337 42.7263354, 141.8753362 42.7262995, 141.876669 42.7258243, 141.8769615 42.7262954, 141.8769994 42.7263565)",,,,,
"[157562744, 157563846]",False,residential,False,348.62,"LINESTRING (141.8752337 42.7263354, 141.8751449 42.7263673, 141.8746446 42.7265364, 141.8738919 42.7256203, 141.873074 42.7246819, 141.873279 42.7245871, 141.8733497 42.7245567, 141.873551 42.7244656, 141.8736229 42.7244333)",,,,,
157562825,False,residential,False,73.214,"LINESTRING (141.8799442 42.7265271, 141.8800219 42.7264669, 141.880573 42.7260579)",,,,,
949245359,False,secondary,False,129.969,"LINESTRING (141.8799442 42.7265271, 141.879615 42.7262831, 141.8789299 42.7257754, 141.8788206 42.7256996)",上幌内早来停車場線,2,235,40,
949245359,False,secondary,True,68.035,"LINESTRING (141.8799442 42.7265271, 141.8803016 42.7267943, 141.880528 42.7269635)",上幌内早来停車場線,2,235,40,
874737367,False,primary,False,128.661,"LINESTRING (141.8755821 42.7268613, 141.8769994 42.7263565)",千歳鵡川線,2,10;235,40,
157562582,False,tertiary,False,65.037,"LINESTRING (141.8755821 42.7268613, 141.875538 42.726793, 141.8752727 42.7263913, 141.8752337 42.7263354)",表町西通り,,,,
157564653,False,residential,True,203.502,"LINESTRING (141.8818224 42.7279284, 141.8818896 42.727879, 141.8821716 42.7276737, 141.8823434 42.7275187, 141.8823707 42.727471, 141.8823715 42.7274218, 141.8823448 42.7273653, 141.8819784 42.7269534, 141.8816055 42.7265971, 141.8814711 42.726463)",,,,,
949245359,False,secondary,False,102.86099999999999,"LINESTRING (141.8818224 42.7279284, 141.8813205 42.7275559, 141.8809377 42.7272701)",上幌内早来停車場線,2,235,40,
949245359,False,secondary,False,47.773,"LINESTRING (141.8809377 42.7272701, 141.880528 42.7269635)",上幌内早来停車場線,2,235,40,
949245359,False,secondary,True,102.86099999999999,"LINESTRING (141.8809377 42.7272701, 141.8813205 42.7275559, 141.8818224 42.7279284)",上幌内早来停車場線,2,235,40,
157561976,False,unclassified,False,245.346,"LINESTRING (141.8785244 42.7236623, 141.8784556 42.7236115, 141.8780105 42.7232834, 141.8777126 42.7230643, 141.8775196 42.7229223, 141.8774648 42.722882, 141.8771527 42.7226524, 141.8771009 42.7226232, 141.8770653 42.7226093, 141.8770197 42.7226033, 141.8769678 42.7226082, 141.8769161 42.7226295, 141.8768356 42.7226899, 141.8764147 42.7230055, 141.8763578 42.7230483)",,,,,
157561976,False,unclassified,True,41.356,"LINESTRING (141.8785244 42.7236623, 141.878587 42.7237089, 141.8788799 42.7239271)",,,,,
"[157562853, 430299087]",False,residential,False,149.37,"LINESTRING (141.8785244 42.7236623, 141.8785912 42.7236228, 141.8789385 42.7233952, 141.8790215 42.7233415, 141.8791044 42.7233929, 141.8793766 42.7235794, 141.8789505 42.7238771, 141.8788799 42.7239271)",,,,,
949245359,False,secondary,True,47.773,"LINESTRING (141.880528 42.7269635, 141.8809377 42.7272701)",上幌内早来停車場線,2,235,40,
623441467,False,residential,True,95.99,"LINESTRING (141.880528 42.7269635, 141.88061 42.7269008, 141.8808371 42.7267268, 141.8814711 42.726463)",,,,,
949245359,False,secondary,False,68.035,"LINESTRING (141.880528 42.7269635, 141.8803016 42.7267943, 141.8799442 42.7265271)",上幌内早来停車場線,2,235,40,
157564653,False,residential,False,203.502,"LINESTRING (141.8814711 42.726463, 141.8816055 42.7265971, 141.8819784 42.7269534, 141.8823448 42.7273653, 141.8823715 42.7274218, 141.8823707 42.727471, 141.8823434 42.7275187, 141.8821716 42.7276737, 141.8818896 42.727879, 141.8818224 42.7279284)",,,,,
"[157564653, 157563455]",False,residential,True,121.019,"LINESTRING (141.8814711 42.726463, 141.8809008 42.7258315, 141.880573 42.7260579)",,,,,
623441467,False,residential,False,95.99000000000001,"LINESTRING (141.8814711 42.726463, 141.8808371 42.7267268, 141.88061 42.7269008, 141.880528 42.7269635)",,,,,
623441467,False,residential,True,127.372,"LINESTRING (141.8814711 42.726463, 141.88227 42.7261441, 141.8823096 42.7260648, 141.8823445 42.7258303, 141.8823016 42.7257692, 141.8822674 42.7256844)",,,,,
623441467,False,residential,True,47.78,"LINESTRING (141.8822674 42.7256844, 141.8820919 42.7252745)",,,,,
"[157565032, 624071161]",False,residential,True,73.801,"LINESTRING (141.8822674 42.7256844, 141.882323 42.7256855, 141.8824062 42.725653, 141.882492 42.7255899, 141.8825028 42.7255066, 141.8820919 42.7252745)",,,,,
623441467,False,residential,False,127.372,"LINESTRING (141.8822674 42.7256844, 141.8823016 42.7257692, 141.8823445 42.7258303, 141.8823096 42.7260648, 141.88227 42.7261441, 141.8814711 42.726463)",,,,,
623441502,False,residential,False,49.858000000000004,"LINESTRING (141.8798612 42.7248522, 141.8800733 42.725231, 141.8800933 42.7252669)",,,,,
157565986,False,primary,True,5.549,"LINESTRING (141.8800933 42.7252669, 141.8801556 42.725247)",平取厚真線,2,59,40,
157565986,False,primary,False,47.378,"LINESTRING (141.8800933 42.7252669, 141.8800227 42.7252911, 141.8795674 42.7254466)",平取厚真線,2,59,40,
623441502,False,residential,True,49.858000000000004,"LINESTRING (141.8800933 42.7252669, 141.8800733 42.725231, 141.8798612 42.7248522)",,,,,
623681078,False,residential,True,44.122,"LINESTRING (141.8836293 42.7229102, 141.8837339 42.7228648, 141.883699 42.7227998, 141.8839862 42.7226904)",,,,,
623681082,False,residential,True,24.504,"LINESTRING (141.8839862 42.7226904, 141.8838315 42.7225016)",,,,,
623681078,False,residential,False,44.122,"LINESTRING (141.8839862 42.7226904, 141.883699 42.7227998, 141.8837339 42.7228648, 141.8836293 42.7229102)",,,,,
623681080,False,residential,False,63.391,"LINESTRING (141.8831584 42.7228091, 141.8825215 42.7231348)",,,,,
623681079,False,residential,False,190.286,"LINESTRING (141.8831584 42.7228091, 141.8835971 42.7232964, 141.8829426 42.7235998, 141.8825215 42.7231348)",,,,,
623681080,False,residential,True,23.586,"LINESTRING (141.8831584 42.7228091, 141.8833986 42.7226914)",,,,,
157562399,False,unclassified,True,186.883,"LINESTRING (141.8817824 42.7232483, 141.8801945 42.7220384)",新町ふれあい通り1号線,,,,
157562399,False,unclassified,False,160.447,"LINESTRING (141.8817824 42.7232483, 141.8822472 42.7235834, 141.8824956 42.7237467, 141.8832153 42.7241561, 141.8832723 42.7241851)",新町ふれあい通り1号線,,,,
623681080,False,residential,True,72.227,"LINESTRING (141.8817824 42.7232483, 141.881808 42.7231801, 141.8818912 42.7231269, 141.8819743 42.7230875, 141.8823203 42.7231801, 141.8825215 42.7231348)",,,,,
623681080,False,residential,True,63.391,"LINESTRING (141.8825215 42.7231348, 141.8831584 42.7228091)",,,,,
623681079,False,residential,True,190.286,"LINESTRING (141.8825215 42.7231348, 141.8829426 42.7235998, 141.8835971 42.7232964, 141.8831584 42.7228091)",,,,,
623681080,False,residential,False,72.227,"LINESTRING (141.8825215 42.7231348, 141.8823203 42.7231801, 141.8819743 42.7230875, 141.8818912 42.7231269, 141.881808 42.7231801, 141.8817824 42.7232483)",,,,,
623681080,False,residential,False,23.586,"LINESTRING (141.8833986 42.7226914, 141.8831584 42.7228091)",,,,,
623681081,False,residential,False,41.182,"LINESTRING (141.8833986 42.7226914, 141.8838315 42.7225016)",,,,,
623681081,False,residential,True,61.586,"LINESTRING (141.8833986 42.7226914, 141.8832458 42.7224549, 141.8832338 42.7224029, 141.8832748 42.7223402, 141.8834307 42.7222149)",,,,,
623681082,False,residential,False,45.698,"LINESTRING (141.8834307 42.7222149, 141.8838315 42.7225016)",,,,,
623681081,False,residential,False,61.586,"LINESTRING (141.8834307 42.7222149, 141.8832748 42.7223402, 141.8832338 42.7224029, 141.8832458 42.7224549, 141.8833986 42.7226914)",,,,,
623681081,False,residential,True,41.182,"LINESTRING (141.8838315 42.7225016, 141.8833986 42.7226914)",,,,,
623681082,False,residential,False,24.504,"LINESTRING (141.8838315 42.7225016, 141.8839862 42.7226904)",,,,,
623681082,False,residential,True,45.698,"LINESTRING (141.8838315 42.7225016, 141.8834307 42.7222149)",,,,,
623695782,False,unclassified,False,111.52099999999999,"LINESTRING (141.8805286 42.7211998, 141.8802631 42.7213022, 141.8800163 42.7213495, 141.8798044 42.7213298, 141.879437 42.7212727, 141.8792856 42.7213911)",,,,,
