osmid,lanes,highway,oneway,reversed,length,ref,name,geometry,bridge
178828747,2,unclassified,False,True,22.216,,,"LINESTRING (142.4130207 44.0261766, 142.4131444 44.0259977)",
674696902,,primary,False,False,17.672,48,和寒幌加内線,"LINESTRING (142.4130207 44.0261766, 142.4132417 44.0261736)",
178828747,2,unclassified,False,False,162.303,,,"LINESTRING (142.4130207 44.0261766, 142.4129688 44.0262559, 142.4123545 44.0271144, 142.4128566 44.0273013)",
674696902,,primary,False,True,51.745000000000005,48,和寒幌加内線,"LINESTRING (142.4130207 44.0261766, 142.4128653 44.0261829, 142.4123741 44.0261965)",
1157654665,,residential,False,False,135.045,,,"LINESTRING (142.4136273 44.0262206, 142.4128566 44.0273013)",
1157654665,,residential,False,True,111.631,,,"LINESTRING (142.4136273 44.0262206, 142.4142725 44.0253303)",
674696902,,primary,False,False,45.824,48,和寒幌加内線,"LINESTRING (142.4136273 44.0262206, 142.4140249 44.0263713, 142.4141337 44.0264136)",
674696902,,primary,False,True,11.395,48,和寒幌加内線,"LINESTRING (142.4136273 44.0262206, 142.413547 44.0261915, 142.4135012 44.0261729)",
178828681,,unclassified,False,True,40.607,,,"LINESTRING (142.4146995 44.0266271, 142.4148084 44.0266684, 142.4151493 44.0267967)",
674696787,2,trunk,False,True,113.044,40,国道40号,"LINESTRING (142.4146995 44.0266271, 142.4147624 44.0265346, 142.4153387 44.0257203)",
674696902,,primary,False,True,51.087,48,和寒幌加内線,"LINESTRING (142.4146995 44.0266271, 142.4145591 44.0265739, 142.4142347 44.0264509, 142.4141337 44.0264136)",
178828744,,tertiary,False,True,157.647,,,"LINESTRING (142.41918 44.0232918, 142.4185296 44.0246302)",
62264642,,secondary,False,True,149.01000000000002,639,上士別和寒線,"LINESTRING (142.41918 44.0232918, 142.4187684 44.0231473, 142.418223 44.0229557, 142.4177928 44.0228115, 142.4176182 44.0227529, 142.4174993 44.0227129)",
178828744,,tertiary,False,False,98.327,,,"LINESTRING (142.4181252 44.0254653, 142.4185296 44.0246302)",
178828744,,tertiary,False,True,19.739,,,"LINESTRING (142.4181252 44.0254653, 142.4180467 44.0256336)",
62264645,2,unclassified,False,True,184.881,,,"LINESTRING (142.4181252 44.0254653, 142.4169126 44.0250492, 142.4168546 44.0250294, 142.416822 44.0250174, 142.4160526 44.0247286)",
674696787,2,trunk,False,True,238.271,40,国道40号,"LINESTRING (142.4174993 44.0227129, 142.4188616 44.0208071)",
62264642,,secondary,False,False,149.01,639,上士別和寒線,"LINESTRING (142.4174993 44.0227129, 142.4176182 44.0227529, 142.4177928 44.0228115, 142.418223 44.0229557, 142.4187684 44.0231473, 142.41918 44.0232918)",
178828677,,tertiary,False,True,33.638,,,"LINESTRING (142.4174993 44.0227129, 142.4173686 44.0226712, 142.4171173 44.0225862)",
674696787,2,trunk,False,False,129.536,40,国道40号,"LINESTRING (142.4174993 44.0227129, 142.4174423 44.0227917, 142.4173008 44.0229873, 142.4167552 44.0237477)",
62264645,2,unclassified,False,True,50.577,,,"LINESTRING (142.4160526 44.0247286, 142.4154848 44.0245281)",
62264645,2,unclassified,False,False,184.881,,,"LINESTRING (142.4160526 44.0247286, 142.416822 44.0250174, 142.4168546 44.0250294, 142.4169126 44.0250492, 142.4181252 44.0254653)",
