osmid,oneway,lanes,ref,name,highway,access,reversed,length,maxspeed,geometry,bridge,tunnel
494866587,True,2,122,明治通り,trunk,yes,False,10.854,,"LINESTRING (139.7381644 35.7534229, 139.738071 35.7533614)",,
1093154668,True,2,122,北本通り,trunk,yes,False,36.269,40,"LINESTRING (139.7374286 35.7591441, 139.7374328 35.7592463, 139.737442 35.7594701)",,
1193325672,False,2,,,tertiary,,False,15.303,40,"LINESTRING (139.7374286 35.7591441, 139.7374946 35.7591409, 139.7375979 35.759136)",,
1222159283,True,1,455,本郷赤羽線,secondary,,False,80.798,40,"LINESTRING (139.7374286 35.7591441, 139.7372954 35.7591166, 139.7365401 35.7591684)",,
44352234,False,2,455,本郷赤羽線,secondary,,True,44.903,40,"LINESTRING (139.7333915 35.7538456, 139.7331817 35.753968, 139.7329864 35.7540801)",,
209826283,False,,,,tertiary,,True,24.569,40,"LINESTRING (139.7333915 35.7538456, 139.7331886 35.7537355, 139.7331618 35.7537284)",,
276720286,False,,455,本郷赤羽線,secondary,,False,73.63499999999999,40,"LINESTRING (139.7333915 35.7538456, 139.7335773 35.7537366, 139.733614 35.7537147, 139.7340548 35.7534599)",,
35536091,False,2,,,unclassified,,False,156.46200000000002,30,"LINESTRING (139.7348692 35.7571602, 139.7350833 35.7569409, 139.7353359 35.7565474, 139.7354877 35.7563109, 139.7354929 35.7563027, 139.7355567 35.7562026, 139.7355956 35.7561608, 139.7356458 35.7561252, 139.7356935 35.7561038, 139.7357827 35.7560885, 139.7358693 35.7560855)",,
41974185,False,2,,,unclassified,,True,122.502,30,"LINESTRING (139.7348692 35.7571602, 139.7347923 35.7572425, 139.734583 35.7575311, 139.7344444 35.7576807, 139.7342493 35.7578638, 139.7340597 35.7580405)",,
156344597,True,,,,residential,,False,60.681,,"LINESTRING (139.7348692 35.7571602, 139.7350438 35.7573504, 139.7352212 35.7576233)",,
35536091,False,2,,,unclassified,,True,6.272,30,"LINESTRING (139.7359388 35.7560863, 139.7358693 35.7560855)",,
1088834412,True,,,,residential,,False,68.552,,"LINESTRING (139.7359388 35.7560863, 139.7360186 35.7560891, 139.7366981 35.7561058)",,
