osmid,lanes,highway,oneway,reversed,length,geometry,ref,name,bridge,est_width
121666375,2,tertiary,False,False,250.34399999999997,"LINESTRING (136.0719582 35.0094922, 136.072005 35.0095325, 136.0726797 35.0101139, 136.0737169 35.0109972, 136.0738631 35.0111152)",,,,
121663643,2,primary,False,True,27.755,"LINESTRING (136.0705746 35.01026, 136.0708269 35.01012)",4,草津伊賀線,,
121663643,2,primary,False,False,187.626,"LINESTRING (136.0705746 35.01026, 136.0696398 35.0107774, 136.0688676 35.0112047)",4,草津伊賀線,,
121666969,,unclassified,False,True,204.39399999999998,"LINESTRING (136.0705746 35.01026, 136.0705547 35.0102128, 136.070363 35.0097576, 136.0702171 35.009499, 136.0700966 35.0092483, 136.0700078 35.009082, 136.0705915 35.00877)",,,,
"[121664243, 121665876, 121666375]",2,"['unclassified', 'tertiary']",False,True,219.13699999999997,"LINESTRING (136.0754483 35.0129993, 136.0750044 35.0123686, 136.0748689 35.0122284, 136.0746218 35.011879, 136.0743432 35.0114977, 136.0742102 35.0113954, 136.0741525 35.0113488)",,,,
121665297,2,tertiary,False,True,108.869,"LINESTRING (136.0692619 35.0063475, 136.0694325 35.0062528, 136.0697161 35.0061075, 136.0702583 35.0058069)",,,,
495578470,,residential,False,True,70.251,"LINESTRING (136.0695732 35.0049161, 136.0702336 35.0045897)",,,,
121666505,2,tertiary,False,False,117.07,"LINESTRING (136.0695732 35.0049161, 136.0697604 35.0051567, 136.0700621 35.0055517, 136.0702583 35.0058069)",,,,
495578470,,residential,False,False,70.251,"LINESTRING (136.0702336 35.0045897, 136.0695732 35.0049161)",,,,
668211936,,unclassified,False,False,291.52799999999996,"LINESTRING (136.0730502 35.0120062, 136.0708928 35.0101759, 136.0708269 35.01012)",,,,
121663643,2,primary,False,False,27.755,"LINESTRING (136.0708269 35.01012, 136.0705746 35.01026)",4,草津伊賀線,,
121663643,2,primary,False,True,124.455,"LINESTRING (136.0708269 35.01012, 136.0719582 35.0094922)",4,草津伊賀線,,
668211936,,unclassified,False,True,291.52799999999996,"LINESTRING (136.0708269 35.01012, 136.0708928 35.0101759, 136.0730502 35.0120062)",,,,
"[121663643, 121663644, 121663655]",2,primary,False,False,18.107,"LINESTRING (136.0688676 35.0112047, 136.0688314 35.0112249, 136.0687281 35.011281, 136.0687024 35.0112953)",4,草津伊賀線,yes,5.5m〜13.0m
121663643,2,primary,False,True,187.626,"LINESTRING (136.0688676 35.0112047, 136.0696398 35.0107774, 136.0705746 35.01026)",4,草津伊賀線,,
668211937,,unclassified,False,False,32.4,"LINESTRING (136.0688676 35.0112047, 136.0688925 35.0112396, 136.0689671 35.011483)",,,,
668211938,,unclassified,False,False,118.60299999999998,"LINESTRING (136.0697967 35.0122957, 136.0697038 35.0121513, 136.0695729 35.0120215, 136.0692375 35.0117261, 136.0691273 35.011632, 136.0690377 35.0115248, 136.0689671 35.011483)",,,,
668211937,,unclassified,False,True,32.4,"LINESTRING (136.0689671 35.011483, 136.0688925 35.0112396, 136.0688676 35.0112047)",,,,
668211938,,unclassified,False,True,118.603,"LINESTRING (136.0689671 35.011483, 136.0690377 35.0115248, 136.0691273 35.011632, 136.0692375 35.0117261, 136.0695729 35.0120215, 136.0697038 35.0121513, 136.0697967 35.0122957)",,,,
668211939,,unclassified,False,False,149.78400000000002,"LINESTRING (136.0689366 35.0126254, 136.0688241 35.0117035, 136.0687758 35.011506, 136.0687368 35.0113893, 136.0687165 35.0113337, 136.0687024 35.0112953)",,,,
"[121663643, 121663644, 121663655]",2,primary,False,True,18.107,"LINESTRING (136.0687024 35.0112953, 136.0687281 35.011281, 136.0688314 35.0112249, 136.0688676 35.0112047)",4,草津伊賀線,yes,5.5m〜13.0m
668211939,,unclassified,False,True,149.784,"LINESTRING (136.0687024 35.0112953, 136.0687165 35.0113337, 136.0687368 35.0113893, 136.0687758 35.011506, 136.0688241 35.0117035, 136.0689366 35.0126254)",,,,
700625483,,unclassified,False,True,251.568,"LINESTRING (136.0733713 35.0059743, 136.0743097 35.0071282, 136.074386 35.0072351, 136.0744414 35.007342, 136.0746828 35.0076285, 136.0748851 35.0078639)",,,,
121663643,2,primary,False,False,235.92399999999998,"LINESTRING (136.0748851 35.0078639, 136.0728631 35.0089955, 136.072745 35.0090593)",4,草津伊賀線,,
121663643,2,primary,False,True,108.47399999999999,"LINESTRING (136.0748851 35.0078639, 136.0749026 35.0078541, 136.0757674 35.0073671, 136.0758666 35.0073113)",4,草津伊賀線,,
700625483,,unclassified,False,False,251.56799999999998,"LINESTRING (136.0748851 35.0078639, 136.0746828 35.0076285, 136.0744414 35.007342, 136.074386 35.0072351, 136.0743097 35.0071282, 136.0733713 35.0059743)",,,,
121666159,2,tertiary,False,False,144.057,"LINESTRING (136.0719952 35.0079187, 136.0721887 35.0081983, 136.0726982 35.0089869, 136.072745 35.0090593)",,,,
"[121666190, 121666159]",2,tertiary,False,True,283.243,"LINESTRING (136.0719952 35.0079187, 136.071851 35.0077105, 136.0714329 35.0071977, 136.0713293 35.0070707, 136.0711327 35.0068331, 136.0709736 35.0066462, 136.070396 35.0059768, 136.0702583 35.0058069)",,,,
1097437532,,residential,False,False,30.37,"LINESTRING (136.0719952 35.0079187, 136.0721176 35.0079029, 136.072322 35.0078651)",,,,
1097437532,,residential,False,False,206.722,"LINESTRING (136.072322 35.0078651, 136.0730346 35.0077331, 136.0730437 35.0076943, 136.0728745 35.0074961, 136.0725615 35.0076541, 136.0724233 35.0075155, 136.0721649 35.0076571, 136.072322 35.0078651)",,,,
1097437532,,residential,False,True,206.72199999999998,"LINESTRING (136.072322 35.0078651, 136.0721649 35.0076571, 136.0724233 35.0075155, 136.0725615 35.0076541, 136.0728745 35.0074961, 136.0730437 35.0076943, 136.0730346 35.0077331, 136.072322 35.0078651)",,,,
1097437532,,residential,False,True,30.37,"LINESTRING (136.072322 35.0078651, 136.0721176 35.0079029, 136.0719952 35.0079187)",,,,
121666375,2,tertiary,False,True,37.005,"LINESTRING (136.0741525 35.0113488, 136.0738631 35.0111152)",,,,
1243690196,,unclassified,False,False,85.49600000000001,"LINESTRING (136.0741525 35.0113488, 136.0740644 35.0114153, 136.0739491 35.0115023, 136.0736742 35.0112735, 136.0737821 35.011183, 136.0738631 35.0111152)",,,,
"[121664243, 121665876, 121666375]",2,"['unclassified', 'tertiary']",False,False,219.137,"LINESTRING (136.0741525 35.0113488, 136.0742102 35.0113954, 136.0743432 35.0114977, 136.0746218 35.011879, 136.0748689 35.0122284, 136.0750044 35.0123686, 136.0754483 35.0129993)",,,,
121666375,2,tertiary,False,False,37.005,"LINESTRING (136.0738631 35.0111152, 136.0741525 35.0113488)",,,,
1243690196,,unclassified,False,True,85.49600000000001,"LINESTRING (136.0738631 35.0111152, 136.0737821 35.011183, 136.0736742 35.0112735, 136.0739491 35.0115023, 136.0740644 35.0114153, 136.0741525 35.0113488)",,,,
121666375,2,tertiary,False,True,250.344,"LINESTRING (136.0738631 35.0111152, 136.0737169 35.0109972, 136.0726797 35.0101139, 136.072005 35.0095325, 136.0719582 35.0094922)",,,,
