osmid,highway,oneway,reversed,length,geometry,lanes,ref,name,maxspeed,est_width,tunnel
23426212,tertiary,False,False,78.392,"LINESTRING (139.6677396 35.2760496, 139.6674027 35.2755869, 139.6672226 35.2755083)",,,,,,
23426212,tertiary,False,True,20.396,"LINESTRING (139.6677396 35.2760496, 139.6676982 35.2760732, 139.6676075 35.2761946)",,,,,,
34238048,tertiary,False,False,52.80200000000001,"LINESTRING (139.6677396 35.2760496, 139.6677883 35.2760332, 139.668284 35.2759475, 139.6683058 35.2759437)",,,,,,
23426213,tertiary,False,False,21.424,"LINESTRING (139.6671212 35.2688389, 139.6672031 35.2688149, 139.6673407 35.2687683)",,,,,,
23426213,tertiary,False,True,47.034,"LINESTRING (139.6671212 35.2688389, 139.6670237 35.2688469, 139.6666037 35.2688397)",,,,,,
155144929,tertiary,False,True,139.535,"LINESTRING (139.6671212 35.2688389, 139.6671509 35.2689698, 139.6671603 35.2690577, 139.6671543 35.2691145, 139.6671305 35.2691863, 139.6669957 35.2694385, 139.6668547 35.2696299, 139.6667696 35.2697598, 139.6666579 35.2699993)",,,,,,
377190746,primary,False,False,111.998,"LINESTRING (139.6697137 35.2758729, 139.6699473 35.2748839)",2,26,三崎街道,40,,
34238048,tertiary,False,True,32.802,"LINESTRING (139.6697137 35.2758729, 139.6696291 35.2758637, 139.6693532 35.2758696)",,,,,,
377190746,primary,False,True,24.75,"LINESTRING (139.6697137 35.2758729, 139.6697352 35.2759768, 139.6697783 35.2760886)",2,26,三崎街道,40,,
377190746,primary,False,False,112.304,"LINESTRING (139.6702029 35.2739077, 139.6702191 35.2738271, 139.6702237 35.2738042, 139.6704006 35.2729107)",2,26,三崎街道,40,,
377190746,primary,False,True,22.32,"LINESTRING (139.6702029 35.2739077, 139.6701836 35.2739814, 139.6701515 35.274104)",2,26,三崎街道,40,,
1184471960,tertiary,False,False,33.647,"LINESTRING (139.6702029 35.2739077, 139.6702773 35.2739241, 139.6705638 35.2739764)",2,,,,,
103165826,unclassified,True,False,39.598,"LINESTRING (139.6697783 35.2760886, 139.6698071 35.2760558, 139.669848 35.2760031, 139.6699628 35.2757677)",,,,,,
377190746,primary,False,False,24.75,"LINESTRING (139.6697783 35.2760886, 139.6697352 35.2759768, 139.6697137 35.2758729)",2,26,三崎街道,40,,
377190746,primary,False,True,12.594,"LINESTRING (139.6697783 35.2760886, 139.6698096 35.2761605, 139.6698397 35.2761881)",2,26,三崎街道,40,,
1184471957,tertiary,True,False,1.691,"LINESTRING (139.6705638 35.2739764, 139.6705775 35.2739867)",1,,,,,
103165827,unclassified,True,False,106.269,"LINESTRING (139.6705638 35.2739764, 139.6705905 35.2738569, 139.6707404 35.2730317)",,,,,,
1184471960,tertiary,False,True,33.647,"LINESTRING (139.6705638 35.2739764, 139.6702773 35.2739241, 139.6702029 35.2739077)",2,,,,,
241056839,unclassified,False,True,40.760999999999996,"LINESTRING (139.6602996 35.2710833, 139.6605102 35.2712157, 139.6606671 35.2712929)",,,,,3.0m〜5.5m,
