osmid,highway,oneway,reversed,length,geometry,ref,name,lanes,tunnel,bridge
70540592,tertiary,False,False,93.606,"LINESTRING (138.3633649 36.8504458, 138.3634084 36.8512869)",,,,,
160932067,tertiary,False,False,48.456,"LINESTRING (138.3633649 36.8504458, 138.3639094 36.8504384)",,,,,
160932067,tertiary,False,True,75.721,"LINESTRING (138.3633649 36.8504458, 138.3625202 36.8505285)",,,,,
160931344,tertiary,False,False,126.32199999999999,"LINESTRING (138.3633649 36.8504458, 138.3633524 36.8502268, 138.3633265 36.8501313, 138.3628287 36.8494156)",,,,,
70540371,residential,False,False,43.411,"LINESTRING (138.3639983 36.8562315, 138.364474 36.8561447)",,,,,
70540592,tertiary,False,True,126.61399999999999,"LINESTRING (138.3639983 36.8562315, 138.3638123 36.8552333, 138.3637845 36.8551058)",,,,,
160932067,tertiary,False,False,61.332,"LINESTRING (138.3638905 36.8477024, 138.3632013 36.8477102)",,,,,
160932067,tertiary,False,True,4.196,"LINESTRING (138.3638905 36.8477024, 138.3638945 36.84774)",,,,,
94251869,primary,False,False,64.168,"LINESTRING (138.3650609 36.853342, 138.3657773 36.8532756)",97,飯山街道,,,
94251869,primary,False,True,141.605,"LINESTRING (138.3650609 36.853342, 138.3634818 36.8535007)",97,飯山街道,,,
160933591,unclassified,False,True,118.707,"LINESTRING (138.3650609 36.853342, 138.3652812 36.8543949)",,,,,
160933591,unclassified,False,False,134.10399999999998,"LINESTRING (138.3650609 36.853342, 138.3649987 36.8528029, 138.3649442 36.8521397)",,,,,
94251869,primary,False,False,141.605,"LINESTRING (138.3634818 36.8535007, 138.3650609 36.853342)",97,飯山街道,,,
70540592,tertiary,False,False,124.257,"LINESTRING (138.3634818 36.8535007, 138.3634851 36.8535179, 138.3636907 36.8546056)",,,,,
70540592,tertiary,False,True,142.835,"LINESTRING (138.3634818 36.8535007, 138.3634456 36.8527488, 138.3634337 36.8522168)",,,,,
94251869,primary,False,True,113.633,"LINESTRING (138.3634818 36.8535007, 138.3625055 36.853707, 138.3622532 36.8537778)",97,飯山街道,,,
167698516,trunk,False,True,27.287,"LINESTRING (138.3672136 36.8531185, 138.3670856 36.8528955)",117;292;403,飯山バイパス,2,,
546386689,disused,False,True,128.984,"LINESTRING (138.3672136 36.8531185, 138.3657773 36.8532756)",,飯山街道,,,
167698516,trunk,False,False,236.55,"LINESTRING (138.3672136 36.8531185, 138.3674235 36.8537128, 138.3675364 36.8540724, 138.3678376 36.8551856)",117;292;403,飯山バイパス,2,,
160937766,tertiary,False,True,15.535,"LINESTRING (138.3606651 36.8518607, 138.3606721 36.8517211)",,,,,
94251869,primary,False,False,256.712,"LINESTRING (138.3606651 36.8518607, 138.3606946 36.8524552, 138.3608233 36.8527643, 138.361438 36.8540621)",97,飯山街道,,,
94251869,primary,False,True,67.34,"LINESTRING (138.3606651 36.8518607, 138.3600847 36.8518499, 138.3599216 36.8517964)",97,飯山街道,,,
94251869,primary,False,False,53.26,"LINESTRING (138.361438 36.8540621, 138.3619864 36.8538701)",97,飯山街道,,,
94251869,primary,False,True,256.712,"LINESTRING (138.361438 36.8540621, 138.3608233 36.8527643, 138.3606946 36.8524552, 138.3606651 36.8518607)",97,飯山街道,,,
94251872,tertiary,False,False,209.209,"LINESTRING (138.361438 36.8540621, 138.3618916 36.8553761, 138.362076 36.8558729)",,,,,
160931344,tertiary,False,False,56.891,"LINESTRING (138.3617896 36.8477947, 138.361643 36.8472967)",,,,,
160932067,tertiary,False,False,63.265,"LINESTRING (138.3617896 36.8477947, 138.3610822 36.8478518)",,,,,
160932067,tertiary,False,True,70.104,"LINESTRING (138.3617896 36.8477947, 138.3625737 36.8477333)",,,,,
160931344,tertiary,False,True,87.447,"LINESTRING (138.3617896 36.8477947, 138.3618708 36.8480591, 138.3622155 36.848493)",,,,,
160932067,tertiary,False,False,11.656,"LINESTRING (138.3627044 36.8477263, 138.3625737 36.8477333)",,,,,
160932067,tertiary,False,True,44.251,"LINESTRING (138.3627044 36.8477263, 138.3632013 36.8477102)",,,,,
160931344,tertiary,False,True,56.891,"LINESTRING (138.361643 36.8472967, 138.3617896 36.8477947)",,,,,
160932067,tertiary,False,False,44.251,"LINESTRING (138.3632013 36.8477102, 138.3627044 36.8477263)",,,,,
160932067,tertiary,False,True,61.332,"LINESTRING (138.3632013 36.8477102, 138.3638905 36.8477024)",,,,,
