osmid,oneway,highway,reversed,length,lanes,ref,name,geometry,width
33993894,False,residential,False,36.205,,,,"LINESTRING (142.464724 43.5921459, 142.4644187 43.5923849)",
196496930,False,secondary,False,123.797,2,213,本通,"LINESTRING (142.464724 43.5921459, 142.4636007 43.5913859)",
33993894,False,residential,True,33.615,,,,"LINESTRING (142.464724 43.5921459, 142.4648164 43.5920765, 142.4650139 43.5919284)",
196496930,False,secondary,True,65.24000000000001,2,213,本通,"LINESTRING (142.464724 43.5921459, 142.4648274 43.5922199, 142.4653002 43.5925583)",
205866302,False,secondary,True,31.192,2,543,丸山通,"LINESTRING (142.4621971 43.590817, 142.4623558 43.5906962, 142.4624628 43.5906129)",
33993894,False,residential,True,32.814,,,,"LINESTRING (142.4641316 43.5925943, 142.4644187 43.5923849)",
205866226,False,residential,False,123.57,2,,,"LINESTRING (142.4641316 43.5925943, 142.4630097 43.5918362)",
205866112,False,tertiary,False,63.128,2,,中央通,"LINESTRING (142.4666194 43.5874099, 142.4667389 43.5874895, 142.4670841 43.5877196, 142.4671962 43.5877943)",
205866112,False,tertiary,True,56.002,2,,中央通,"LINESTRING (142.4666194 43.5874099, 142.4664893 43.5873197, 142.4661169 43.5870618)",
488458874,False,tertiary,False,62.922999999999995,2,,丸山通,"LINESTRING (142.4666194 43.5874099, 142.4665142 43.5874894, 142.4660789 43.5878185)",
488458874,False,tertiary,True,141.545,2,,丸山通,"LINESTRING (142.4666194 43.5874099, 142.4667302 43.5873245, 142.4677391 43.586548, 142.4678238 43.5864829)",
33993890,False,secondary,False,125.984,2,213,本通,"LINESTRING (142.4624628 43.5906129, 142.4623441 43.5905331, 142.4620943 43.5903548, 142.4614149 43.5898932, 142.4613273 43.5898337)",
196496930,False,secondary,True,125.64499999999998,2,213,本通,"LINESTRING (142.4624628 43.5906129, 142.4625778 43.5906923, 142.463128 43.5910662, 142.4631793 43.5911013, 142.4636007 43.5913859)",
205866302,False,secondary,False,31.192,2,543,丸山通,"LINESTRING (142.4624628 43.5906129, 142.4623558 43.5906962, 142.4621971 43.590817)",
488458873,False,tertiary,True,34.431,2,,丸山通,"LINESTRING (142.4624628 43.5906129, 142.4625755 43.5905252, 142.4627513 43.5903844)",
205866433,False,tertiary,True,100.379,2,,環状通,"LINESTRING (142.4713637 43.5837451, 142.4714908 43.5838343, 142.4722682 43.5843661)",
488458874,False,tertiary,False,88.678,2,,丸山通,"LINESTRING (142.4713637 43.5837451, 142.4712518 43.5838332, 142.4706156 43.5843302)",
205866155,False,unclassified,True,49.493,,,,"LINESTRING (142.4675633 43.5837574, 142.4680041 43.5840675)",
205867086,False,unclassified,False,71.852,,,,"LINESTRING (142.4675633 43.5837574, 142.4667633 43.5840433)",
205865752,False,residential,False,71.506,2,,,"LINESTRING (142.4702 43.5838486, 142.4695975 43.5843209)",
