osmid,highway,oneway,reversed,length,geometry,bridge
"[147309104, 147302047]","['residential', 'unclassified']",False,True,393.62,"LINESTRING (138.793757 35.7240395, 138.7937113 35.7242691, 138.7935822 35.7243948, 138.7932311 35.724441, 138.792845 35.7245647, 138.7925715 35.7247807, 138.7922835 35.7250235, 138.7920646 35.7252364, 138.7919336 35.7253554, 138.7918355 35.7254521, 138.7917862 35.7255966, 138.7919316 35.7261609, 138.79197 35.726302, 138.7919971 35.7264425, 138.7919917 35.7267382)",
"[147302404, 854220893, 854220892]",residential,False,False,468.4510000000001,"LINESTRING (138.793757 35.7240395, 138.7928795 35.7238356, 138.7925456 35.7239514, 138.7921251 35.7239598, 138.791963 35.7240989, 138.7917827 35.7243526, 138.7914849 35.7244841, 138.7912966 35.7245498, 138.7909709 35.7246725, 138.7907655 35.7247188, 138.7905821 35.7247882, 138.790322 35.724885, 138.7900384 35.7249876, 138.7896973 35.7250037, 138.789417 35.725035, 138.789279 35.72508, 138.789107 35.7251746)",yes
147304402,residential,False,False,411.1710000000001,"LINESTRING (138.793757 35.7240395, 138.7939415 35.7240112, 138.793365 35.723746, 138.793897 35.723842, 138.794 35.72387, 138.794068 35.723881, 138.794435 35.723881, 138.794497 35.72387, 138.794745 35.723881, 138.7951912 35.7239069, 138.7955455 35.723998, 138.795803 35.7240604, 138.7960407 35.7241376, 138.7961775 35.72424, 138.796347 35.7243735, 138.7965316 35.7244948, 138.7967016 35.7245558, 138.79681 35.7245826)",
147304402,residential,False,True,411.171,"LINESTRING (138.79681 35.7245826, 138.7967016 35.7245558, 138.7965316 35.7244948, 138.796347 35.7243735, 138.7961775 35.72424, 138.7960407 35.7241376, 138.795803 35.7240604, 138.7955455 35.723998, 138.7951912 35.7239069, 138.794745 35.723881, 138.794497 35.72387, 138.794435 35.723881, 138.794068 35.723881, 138.794 35.72387, 138.793897 35.723842, 138.793365 35.723746, 138.7939415 35.7240112, 138.793757 35.7240395)",
"[147310864, 147310526]",residential,False,"[False, True]",137.924,"LINESTRING (138.79681 35.7245826, 138.7971365 35.7246426, 138.7973173 35.7246748, 138.797458 35.72472, 138.797506 35.724754, 138.797417 35.724884, 138.797334 35.724957, 138.797209 35.72503, 138.796906 35.725143)",
"[147310864, 147310526]",residential,False,"[False, True]",137.924,"LINESTRING (138.796906 35.725143, 138.797209 35.72503, 138.797334 35.724957, 138.797417 35.724884, 138.797506 35.724754, 138.797458 35.72472, 138.7973173 35.7246748, 138.7971365 35.7246426, 138.79681 35.7245826)",
147311664,residential,False,True,157.562,"LINESTRING (138.796906 35.725143, 138.796678 35.725227, 138.796568 35.725284, 138.796458 35.725368, 138.796368 35.725475, 138.796306 35.725824, 138.7962188 35.726322)",
"[147302404, 854220892, 854220893]",residential,False,True,468.45099999999996,"LINESTRING (138.789107 35.7251746, 138.789279 35.72508, 138.789417 35.725035, 138.7896973 35.7250037, 138.7900384 35.7249876, 138.790322 35.724885, 138.7905821 35.7247882, 138.7907655 35.7247188, 138.7909709 35.7246725, 138.7912966 35.7245498, 138.7914849 35.7244841, 138.7917827 35.7243526, 138.791963 35.7240989, 138.7921251 35.7239598, 138.7925456 35.7239514, 138.7928795 35.7238356, 138.793757 35.7240395)",yes
147311341,residential,False,True,144.745,"LINESTRING (138.7962188 35.726322, 138.7961818 35.7265336, 138.796139 35.7267489, 138.79607 35.7274124, 138.7960603 35.7276163)",
147311664,residential,False,False,157.562,"LINESTRING (138.7962188 35.726322, 138.796306 35.725824, 138.796368 35.725475, 138.796458 35.725368, 138.796568 35.725284, 138.796678 35.725227, 138.796906 35.725143)",
