osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,width,est_width
"[38093209, 112324779, 112324774]",2,406,国道406号,trunk,40,False,False,171.31900000000002,yes,"LINESTRING (138.6475078 36.5463381, 138.6474336 36.5460529, 138.6471252 36.5449513, 138.647103 36.5448324)",,
807107839,2,,,tertiary,30,False,False,649.662,,"LINESTRING (138.6475078 36.5463381, 138.6478535 36.546246, 138.6481376 36.5462014, 138.648788 36.5461193, 138.6490324 36.5461099, 138.6493541 36.546141, 138.6495506 36.5461725, 138.649696 36.5461831, 138.6498764 36.5461719, 138.6500591 36.5461417, 138.6504802 36.5460283, 138.6506593 36.5459595, 138.6508577 36.5458832, 138.6511751 36.5457313, 138.6514729 36.5455151, 138.6518952 36.5452454, 138.6523248 36.5449824, 138.6529604 36.5447013, 138.6531417 36.5446382, 138.653358 36.54459, 138.6535158 36.5445746, 138.6536848 36.54457, 138.6538496 36.5445804, 138.6540086 36.5446051, 138.6541626 36.5446452)",,
38093214,2,145,長野原バイパス,trunk,50,False,False,230.462,,"LINESTRING (138.6491726 36.5433308, 138.6487122 36.5433779, 138.6484119 36.543436, 138.6481233 36.5434999, 138.6475512 36.5436711, 138.6469863 36.5438797, 138.64679 36.5439705, 138.6467478 36.54399)",,
"[112324764, 1174509597, 112316463]",2,145;406,八ッ場バイパス,trunk,50,False,True,445.61699999999996,yes,"LINESTRING (138.6491726 36.5433308, 138.6495043 36.54332, 138.6498412 36.5433362, 138.6503159 36.5433714, 138.6509871 36.5434451, 138.6519565 36.5435329, 138.6536269 36.5435967, 138.6541436 36.5435976)",7,
112324774,2,406,国道406号,trunk,40,False,True,164.785,,"LINESTRING (138.6491726 36.5433308, 138.6491967 36.5435119, 138.6492061 36.5436046, 138.6491979 36.543686, 138.6491592 36.5437748, 138.6491036 36.5438571, 138.6490452 36.5439106, 138.64898 36.5439618, 138.6488883 36.5440065, 138.6487662 36.5440453, 138.6486607 36.544069, 138.6485476 36.5440884, 138.6483348 36.5441126, 138.6480302 36.5441513)",,
1174509599,,,,unclassified,,False,True,80.718,,"LINESTRING (138.6550924 36.5453275, 138.6542672 36.5456232)",,
807107839,2,,,tertiary,30,False,False,75.326,,"LINESTRING (138.6550924 36.5453275, 138.6553439 36.5457333, 138.6554004 36.5457956, 138.6554593 36.54585, 138.6555262 36.5459022)",,
807107839,2,,,tertiary,30,False,True,69.27000000000001,,"LINESTRING (138.6550924 36.5453275, 138.6549641 36.5451386, 138.6548525 36.5450184, 138.6547087 36.5449053, 138.6546163 36.5448442)",,
112324718,,,,unclassified,,False,False,36.492,,"LINESTRING (138.6479751 36.5482307, 138.6479981 36.5481387, 138.6480729 36.5480159, 138.6481504 36.5479407)",,
112324723,2,376,林長野原線,secondary,50,False,False,136.24,,"LINESTRING (138.6535265 36.547736, 138.6520916 36.5481512)",,
112324776,,,,unclassified,,False,True,60.628,,"LINESTRING (138.6535265 36.547736, 138.6530531 36.5473453)",,
1038730517,,,,unclassified,,False,False,22.772,,"LINESTRING (138.6535265 36.547736, 138.6536944 36.5478901)",,
112324776,,,,unclassified,,False,False,227.02999999999997,,"LINESTRING (138.6470504 36.5475651, 138.6473392 36.5474632, 138.6476979 36.5474152, 138.6478167 36.5474013, 138.6482209 36.5473541, 138.6487442 36.5472569, 138.6491242 36.5472223, 138.6495382 36.5472361)",,
