osmid,lanes,ref,name,highway,maxspeed,access,oneway,reversed,length,geometry,tunnel,bridge
702242327,2,246,国道246号,trunk,50,yes,False,True,63.912,"LINESTRING (139.2989216 35.3988836, 139.2995772 35.3990952)",,
951900091,,611,大山板戸線,secondary,40,,False,True,50.884,"LINESTRING (139.2989216 35.3988836, 139.298673 35.3992939)",,
1252678790,2,246,国道246号,trunk,50,yes,False,False,63.869,"LINESTRING (139.2989216 35.3988836, 139.2986729 35.3988055, 139.2982655 35.3986741)",,
1030258625,,,,tertiary,30,,False,True,85.522,"LINESTRING (139.2940962 35.4061683, 139.2948372 35.4066445)",,
"[33811892, 33811891, 377803380]",2,611,大山板戸線,secondary,40,,False,False,142.907,"LINESTRING (139.2940962 35.4061683, 139.2941618 35.4060665, 139.2944113 35.4056955, 139.2944351 35.4056601, 139.2947437 35.405199, 139.2948451 35.4050374)",yes,
33811892,2,611,大山板戸線,secondary,40,,False,False,17.549,"LINESTRING (139.2948451 35.4050374, 139.2949456 35.4049025)",,
"[377803380, 33811891, 33811892]",2,611,大山板戸線,secondary,40,,False,True,142.90699999999998,"LINESTRING (139.2948451 35.4050374, 139.2947437 35.405199, 139.2944351 35.4056601, 139.2944113 35.4056955, 139.2941618 35.4060665, 139.2940962 35.4061683)",yes,
32353716,,,,unclassified,,,False,False,48.278,"LINESTRING (139.2949456 35.4049025, 139.2952528 35.4052572)",,
33811892,2,611,大山板戸線,secondary,40,,False,False,5.088,"LINESTRING (139.2949456 35.4049025, 139.2949715 35.4048619)",,
33811892,2,611,大山板戸線,secondary,40,,False,True,17.549,"LINESTRING (139.2949456 35.4049025, 139.2948451 35.4050374)",,
253577321,,,63,tertiary,30,,False,True,6.272,"LINESTRING (139.3047854 35.4052889, 139.3047646 35.4052351)",,
113654929,,,,unclassified,,,False,False,48.569,"LINESTRING (139.3047854 35.4052889, 139.3044423 35.4053348, 139.3042545 35.4053248)",,
253577321,,,63,tertiary,30,,False,False,81.959,"LINESTRING (139.3047854 35.4052889, 139.3048098 35.4053702, 139.3048305 35.4054773, 139.3048281 35.4056199, 139.3048065 35.4057491, 139.3047464 35.4060166)",,
33074084,,,63,tertiary,40,,False,True,293.833,"LINESTRING (139.3037465 35.4032377, 139.3037648 35.4031088, 139.304472 35.4013676, 139.3046453 35.4008045, 139.3046746 35.4007094)",,
33811878,,,,tertiary,40,,False,True,34.838,"LINESTRING (139.3037465 35.4032377, 139.3036732 35.4032651, 139.3033873 35.4033487)",,
113924443,,,,unclassified,,,False,True,45.891999999999996,"LINESTRING (139.3037465 35.4032377, 139.3039936 35.403241, 139.3042449 35.4031892)",,
253577321,,,63,tertiary,30,,False,False,77.542,"LINESTRING (139.3037465 35.4032377, 139.3037756 35.4033002, 139.303852 35.4036017, 139.3038939 35.4037197, 139.303973 35.4039088)",,
33074084,,,63,tertiary,40,,False,False,293.83299999999997,"LINESTRING (139.3046746 35.4007094, 139.3046453 35.4008045, 139.304472 35.4013676, 139.3037648 35.4031088, 139.3037465 35.4032377)",,
253577320,2,61,平塚伊勢原線,primary,40,,False,True,154.68,"LINESTRING (139.3046746 35.4007094, 139.3047 35.400626, 139.3050862 35.3993594)",,
702242327,2,246,国道246号,trunk,50,yes,False,False,74.39699999999999,"LINESTRING (139.3046746 35.4007094, 139.3045711 35.4006805, 139.3042094 35.400576, 139.3039041 35.400479)",,
785475295,2,246,国道246号,trunk,50,yes,False,True,37.811,"LINESTRING (139.3046746 35.4007094, 139.3047973 35.4007451, 139.304879 35.4007689, 139.3050671 35.4008246)",,
1030258625,,,,tertiary,30,,False,False,85.522,"LINESTRING (139.2948372 35.4066445, 139.2940962 35.4061683)",,
"[33811877, 33811878, 1030258623]",,,,tertiary,40,,False,False,80.616,"LINESTRING (139.2948372 35.4066445, 139.294954 35.4066091, 139.2955923 35.4064008, 139.2956641 35.4063774)",yes,
32353716,,,,unclassified,,,False,True,93.664,"LINESTRING (139.2960115 35.4062345, 139.2954743 35.4055149)",,
33811878,,,,tertiary,40,,False,False,152.001,"LINESTRING (139.2960115 35.4062345, 139.2974678 35.4055565)",,
33811878,,,,tertiary,40,,False,True,4.478,"LINESTRING (139.2960115 35.4062345, 139.295968 35.4062536)",,
80216875,,,,residential,30,,False,True,148.33300000000003,"LINESTRING (139.3050862 35.3993594, 139.3049767 35.3993224, 139.3049312 35.3992949, 139.3049071 35.399252, 139.3048768 35.3991503, 139.3048635 35.3990499, 139.3048597 35.3989232, 139.3048828 35.3986476, 139.3049118 35.3983851, 139.304937 35.3982549, 139.3049553 35.3981384, 139.3049676 35.3981182)",,
253577320,2,61,平塚伊勢原線,primary,40,,False,False,154.68,"LINESTRING (139.3050862 35.3993594, 139.3047 35.400626, 139.3046746 35.4007094)",,
80216875,,,,residential,30,,False,False,148.333,"LINESTRING (139.3049676 35.3981182, 139.3049553 35.3981384, 139.304937 35.3982549, 139.3049118 35.3983851, 139.3048828 35.3986476, 139.3048597 35.3989232, 139.3048635 35.3990499, 139.3048768 35.3991503, 139.3049071 35.399252, 139.3049312 35.3992949, 139.3049767 35.3993224, 139.3050862 35.3993594)",,
80216878,,,,unclassified,,,False,True,25.097,"LINESTRING (139.3049676 35.3981182, 139.30492 35.3981476, 139.3047079 35.3981856)",,
1252678790,2,246,国道246号,trunk,50,yes,False,True,21.981,"LINESTRING (139.2980358 35.3986107, 139.2982655 35.3986741)",,
