osmid,oneway,lanes,ref,name,highway,reversed,length,geometry,maxspeed,bridge,tunnel
727056302,True,2,26,第二阪和国道,trunk,False,89.724,"LINESTRING (135.3559935 34.4312659, 135.3551228 34.430898)",,,
587830823,False,,,,residential,False,81.759,"LINESTRING (135.3559935 34.4312659, 135.3560265 34.4312184, 135.3560525 34.4311821, 135.3561947 34.4311301, 135.3566911 34.4308259)",,,
694523977,False,2,30,大阪和泉泉南線,primary,True,16.026,"LINESTRING (135.3588813 34.4288256, 135.358746 34.4287344)",40,,
226656670,False,,,,unclassified,True,55.117000000000004,"LINESTRING (135.3588813 34.4288256, 135.3588937 34.4289759, 135.3590268 34.429303)",,,
694523977,False,2,30,大阪和泉泉南線,primary,False,186.715,"LINESTRING (135.3588813 34.4288256, 135.3594713 34.4292229, 135.3595333 34.4292605, 135.3595919 34.4292913, 135.3596654 34.429324, 135.3597468 34.4293501, 135.3598178 34.4293708, 135.3606768 34.4295342)",40,,
171741100,False,2,30,大阪和泉泉南線,primary,False,14.107,"LINESTRING (135.3640478 34.4301477, 135.3641968 34.4301792)",40,,
171741100,False,2,30,大阪和泉泉南線,primary,True,86.11000000000001,"LINESTRING (135.3640478 34.4301477, 135.3638888 34.4301139, 135.363857 34.4301081, 135.3636647 34.4300728, 135.3635112 34.4300446, 135.3631315 34.4299793)",40,,
287703466,True,2,40,岸和田牛滝山貝塚線,primary,False,26.560000000000002,"LINESTRING (135.3640478 34.4301477, 135.3639027 34.4302226, 135.3638023 34.4302744)",60,,
287703450,False,,,,primary_link,True,62.017,"LINESTRING (135.3570868 34.4358474, 135.3573212 34.4355873, 135.357505 34.4354095)",,,
287703468,True,,40,,primary,False,126.836,"LINESTRING (135.3570868 34.4358474, 135.3568458 34.4360468, 135.3561964 34.4365599, 135.3560936 34.4366411)",,,
252079938,False,,,,tertiary,False,10.372,"LINESTRING (135.3561701 34.4367098, 135.3560936 34.4366411)",,,
369177025,True,,40,,primary,False,125.35,"LINESTRING (135.3561701 34.4367098, 135.3562729 34.436625, 135.3563177 34.4365881, 135.3566388 34.4363377, 135.3568012 34.4362024, 135.3568991 34.436119, 135.3570653 34.4359805, 135.3571425 34.4359178)",,,
"[287703450, 287703447]",False,,,,primary_link,False,311.392,"LINESTRING (135.3622712 34.4313807, 135.3621712 34.4314437, 135.3620244 34.4315458, 135.3618289 34.4316907, 135.3616829 34.4317989, 135.3615814 34.4318771, 135.3614123 34.432022, 135.3611509 34.4322452, 135.3604027 34.4328861, 135.3598517 34.4333422)",,yes,
"[287703465, 287703468]",True,,40,,primary,False,687.631,"LINESTRING (135.3622712 34.4313807, 135.3619418 34.4316754, 135.3616347 34.4319328, 135.3611582 34.4323455, 135.3608915 34.4325763, 135.3602891 34.4331033, 135.3597502 34.4335684, 135.3594987 34.4337837, 135.3592008 34.4340442, 135.3590003 34.4342134, 135.3587385 34.4344411, 135.3584273 34.4347141, 135.35814 34.434965, 135.3578273 34.4352363, 135.3576426 34.4353869, 135.3574976 34.4355143, 135.3572738 34.4356988, 135.3570868 34.4358474)",,yes,
171741100,False,2,30,大阪和泉泉南線,primary,True,14.107,"LINESTRING (135.3641968 34.4301792, 135.3640478 34.4301477)",40,,
171741100,False,2,30,大阪和泉泉南線,primary,False,33.274,"LINESTRING (135.3641968 34.4301792, 135.3643928 34.4302152, 135.3645509 34.4302443)",40,,
252079938,False,,,,tertiary,True,10.372,"LINESTRING (135.3560936 34.4366411, 135.3561701 34.4367098)",,,
287703468,True,,40,,primary,False,59.885,"LINESTRING (135.3560936 34.4366411, 135.3560161 34.4367012, 135.3559737 34.4367343, 135.3557734 34.4368907, 135.3556211 34.4370128)",,,
109085230,False,,,,residential,False,32.861,"LINESTRING (135.3623834 34.4371236, 135.3625994 34.4368878)",,,
109085222,False,,,,residential,False,65.645,"LINESTRING (135.3623834 34.4371236, 135.3619947 34.4368812, 135.3618473 34.4367372)",,,
109085222,False,,,,residential,True,40.961,"LINESTRING (135.3623834 34.4371236, 135.3625844 34.4372501, 135.3627444 34.4373403)",,,
109085225,False,,,,residential,False,33.973,"LINESTRING (135.3606588 34.4372782, 135.3603565 34.4371016)",,,
109085218,False,,,,residential,False,77.104,"LINESTRING (135.3606588 34.4372782, 135.3610856 34.4367872, 135.3611257 34.4367507, 135.3611699 34.4367342)",,,
109085226,False,,,,residential,False,24.58,"LINESTRING (135.3631537 34.4353226, 135.3633044 34.4351398)",,,
226656318,False,,,,unclassified,False,71.825,"LINESTRING (135.3631537 34.4353226, 135.3636968 34.435788)",,,
109085226,False,,,,residential,True,38.981,"LINESTRING (135.3631537 34.4353226, 135.3630621 34.435403, 135.3628754 34.4355874)",,,
226656318,False,,,,unclassified,True,195.426,"LINESTRING (135.3631537 34.4353226, 135.362253 34.4345483, 135.3620511 34.4343693, 135.361806 34.4339785)",,,
109085224,False,,,,residential,False,31.294,"LINESTRING (135.3631733 34.4364952, 135.3633813 34.4362721)",,,
109085233,False,,,,residential,False,84.319,"LINESTRING (135.3631733 34.4364952, 135.3624515 34.4360255)",,,
109085224,False,,,,residential,True,48.703,"LINESTRING (135.3631733 34.4364952, 135.3629474 34.4367375, 135.3628162 34.4366613)",,,
109085226,False,,,,residential,False,27.802,"LINESTRING (135.3618473 34.4367372, 135.3620212 34.4365324)",,,
109085222,False,,,,residential,False,41.879999999999995,"LINESTRING (135.3618473 34.4367372, 135.3616229 34.436604, 135.3614906 34.4365031)",,,
109085222,False,,,,residential,True,65.645,"LINESTRING (135.3618473 34.4367372, 135.3619947 34.4368812, 135.3623834 34.4371236)",,,
109085227,False,,,,residential,False,66.132,"LINESTRING (135.3625994 34.4368878, 135.3620212 34.4365324)",,,
109085230,False,,,,residential,True,32.861,"LINESTRING (135.3625994 34.4368878, 135.3623834 34.4371236)",,,
109085230,False,,,,residential,False,32.09,"LINESTRING (135.3625994 34.4368878, 135.3626387 34.4368448, 135.3628162 34.4366613)",,,
109386969,False,,,,tertiary,False,76.44,"LINESTRING (135.3639518 34.4360048, 135.3642394 34.4356754, 135.3643469 34.4355386, 135.3643623 34.4354879, 135.3643715 34.4354221)",,,
109386969,False,,,,tertiary,True,185.252,"LINESTRING (135.3639518 34.4360048, 135.3637203 34.4362479, 135.3627444 34.4373403)",,,
