osmid,oneway,lanes,ref,name,highway,reversed,length,bridge,geometry,tunnel
615730641,True,3,156,岐阜東バイパス,trunk,False,126.111,,"LINESTRING (136.7849734 35.3895578, 136.7849197 35.3884245)",
"[1009195025, 113357675]",True,1,21,国道21号,trunk_link,False,304.52700000000004,"['no', 'yes']","LINESTRING (136.7849734 35.3895578, 136.7850186 35.3890624, 136.7850458 35.3889174, 136.7850847 35.3888364, 136.785144 35.3887442, 136.7852335 35.3886637, 136.7853428 35.3885972, 136.7854719 35.3885433, 136.7856133 35.3885066, 136.7858097 35.3884862, 136.7864048 35.3884531, 136.786713 35.3884327, 136.7873244 35.3884036, 136.7873683 35.3883747)",
860900942,False,,77,岐阜環状線,primary,False,86.888,,"LINESTRING (136.779585 35.394301, 136.7805189 35.3941249)",
113357905,False,,,,residential,True,114.68599999999999,,"LINESTRING (136.779585 35.394301, 136.779522 35.393971, 136.7794458 35.3935613, 136.7793995 35.3934734, 136.7791707 35.3934914)",
113358296,False,,,,residential,True,94.236,,"LINESTRING (136.7858106 35.3933504, 136.7857689 35.3925036)",
860900942,False,,77,岐阜環状線,primary,False,74.085,,"LINESTRING (136.7858106 35.3933504, 136.7866136 35.3932263)",
860900942,False,,77,岐阜環状線,primary,True,59.678,,"LINESTRING (136.7858106 35.3933504, 136.7851608 35.3934367)",
113357736,False,,,,residential,False,62.709999999999994,,"LINESTRING (136.7782629 35.3895222, 136.7779613 35.3895889, 136.7775915 35.3895202)",
113357977,False,,,,residential,True,146.77800000000002,,"LINESTRING (136.7782629 35.3895222, 136.778499 35.3894223, 136.7788546 35.3892296, 136.7789922 35.3892058, 136.7791952 35.3892058, 136.7797777 35.3892058)",
113358601,False,,,,residential,False,49.791999999999994,,"LINESTRING (136.7782629 35.3895222, 136.7781484 35.3893109, 136.7780741 35.3891244, 136.7780663 35.3891047)",
113358823,False,,,,residential,True,159.209,,"LINESTRING (136.7782629 35.3895222, 136.778407 35.3897798, 136.7784122 35.3898067, 136.7784304 35.3899013, 136.7784113 35.3900573, 136.7784909 35.3902428, 136.7785049 35.3902748, 136.7787673 35.3908763)",
113358184,False,,,,residential,False,157.859,,"LINESTRING (136.7819675 35.3900163, 136.7837088 35.390033)",
113358241,False,,,,tertiary,False,93.057,,"LINESTRING (136.7819675 35.3900163, 136.7819536 35.3908531)",
113358241,False,,,,tertiary,True,87.228,,"LINESTRING (136.7819675 35.3900163, 136.7819789 35.3892319)",
113358481,False,,,,residential,True,199.84,,"LINESTRING (136.7819675 35.3900163, 136.7797631 35.3899965)",
113357783,False,,,,residential,False,44.993,,"LINESTRING (136.7805092 35.3924279, 136.7805259 35.3928323)",
113358039,False,,,,residential,True,90.933,,"LINESTRING (136.7805092 35.3924279, 136.7805436 35.3916106)",
113358618,False,,,,residential,False,146.011,,"LINESTRING (136.7805092 35.3924279, 136.7788985 35.3924399)",
113358408,False,,,,residential,True,130.816,,"LINESTRING (136.7805092 35.3924279, 136.7813889 35.3924236, 136.7819523 35.392428)",
113357600,False,,,,tertiary,False,151.968,,"LINESTRING (136.7876205 35.3908856, 136.7876022 35.3922522)",
113358169,False,,,,tertiary,True,88.974,,"LINESTRING (136.7876205 35.3908856, 136.786639 35.3908799)",
113358702,False,,,,unclassified,False,193.294,,"LINESTRING (136.7876205 35.3908856, 136.7876329 35.3891473)",
113358679,False,,,,residential,False,32.591,,"LINESTRING (136.7780434 35.3932961, 136.7780699 35.3935884)",
113357829,False,,,,residential,False,98.184,,"LINESTRING (136.7780434 35.3932961, 136.777165 35.3935544, 136.7770164 35.3935667)",
113357899,False,,,,residential,False,82.983,,"LINESTRING (136.7780434 35.3932961, 136.7778919 35.3927878, 136.7777097 35.3926212)",
113357522,False,,,,tertiary,False,88.571,,"LINESTRING (136.7876701 35.3856279, 136.7866931 35.3856223)",
113358737,False,,,,tertiary,False,105.28,,"LINESTRING (136.7876701 35.3856279, 136.7876698 35.3865747)",
34235529,True,3,22,名岐バイパス,trunk,False,53.12,,"LINESTRING (136.7848506 35.3871536, 136.7848124 35.3866769)",
860900942,False,,77,岐阜環状線,primary,False,70.25,,"LINESTRING (136.783126 35.393725, 136.7838901 35.3936194)",
860900942,False,,77,岐阜環状線,primary,True,108.753,,"LINESTRING (136.783126 35.393725, 136.7819458 35.3939009)",
113358241,False,,,,tertiary,False,69.376,,"LINESTRING (136.7819523 35.392428, 136.781948 35.3930519)",
113358241,False,,,,tertiary,True,89.49,,"LINESTRING (136.7819523 35.392428, 136.7819516 35.3916232)",
