osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,tunnel,bridge
317667691,2,下松市道中央線,tertiary,40,False,True,7.284,"LINESTRING (131.8694799 34.0138458, 131.8695215 34.0137901)",,,
317667696,,下松田布施線,primary,,True,False,387.65299999999996,"LINESTRING (131.8694799 34.0138458, 131.8697443 34.0139798, 131.8706811 34.0145289, 131.871591 34.0150377, 131.8719407 34.0152403, 131.8724185 34.0155095, 131.8726052 34.0156024, 131.8727949 34.0156776, 131.8729999 34.0157406)",63,,
117441985,,,unclassified,,False,False,46.222,"LINESTRING (131.8674416 34.0111144, 131.8671288 34.0114393)",,,
329074648,,,tertiary,,False,True,52.342,"LINESTRING (131.8674416 34.0111144, 131.8679161 34.011373)",,,
117442303,,,unclassified,,False,True,61.193000000000005,"LINESTRING (131.8674416 34.0111144, 131.867701 34.010855, 131.8678348 34.0106727)",,,
329074649,,,tertiary,,False,False,43.544,"LINESTRING (131.8674416 34.0111144, 131.8671222 34.010936, 131.8670873 34.0108697)",,,
117441492,2,下松市道中央線,tertiary,40,False,True,19.665,"LINESTRING (131.8667145 34.0172279, 131.8668333 34.017081)",,,
397566907,,,unclassified,,False,True,115.072,"LINESTRING (131.8667145 34.0172279, 131.8659571 34.0164052)",,,
117441492,2,下松市道中央線,tertiary,40,False,False,105.52099999999999,"LINESTRING (131.8667145 34.0172279, 131.8666573 34.0172829, 131.8663465 34.0175744, 131.866037 34.0178167, 131.8659113 34.0179017)",,,
117443021,,,unclassified,,False,False,110.98,"LINESTRING (131.8667145 34.0172279, 131.8667916 34.0172929, 131.8671075 34.0176381, 131.8674085 34.0179688, 131.8674413 34.0180216)",,,
117441700,,下松市道大手線,tertiary,,False,False,52.793,"LINESTRING (131.8658296 34.0125392, 131.8655571 34.0129568)",,,
117441700,,下松市道大手線,tertiary,,False,True,55.517,"LINESTRING (131.8658296 34.0125392, 131.8661129 34.0120986)",,,
370148378,,,unclassified,,False,True,168.124,"LINESTRING (131.8658296 34.0125392, 131.8652174 34.012221, 131.8655611 34.011968, 131.8657743 34.0119013, 131.8661129 34.0120986)",,,
117441751,,,unclassified,,False,False,90.278,"LINESTRING (131.8658296 34.0125392, 131.866674 34.0129506)",,,
117442080,,,unclassified,,False,False,191.748,"LINESTRING (131.8721753 34.0132097, 131.8701454 34.0128322)",,,
117441975,,,unclassified,,False,False,82.216,"LINESTRING (131.8721753 34.0132097, 131.8722258 34.012997, 131.8722308 34.0128278, 131.8721085 34.0124893)",,,
117442402,,,unclassified,,False,True,196.54399999999998,"LINESTRING (131.8721753 34.0132097, 131.872149 34.0134074, 131.8721379 34.0136034, 131.8721474 34.0136609, 131.8722746 34.0140291, 131.8723293 34.0141925, 131.872386 34.0144033, 131.8724323 34.0145967, 131.8724756 34.0147074, 131.8725443 34.0148524, 131.8725785 34.0149235)",,,
371662602,,,unclassified,,False,True,93.765,"LINESTRING (131.8721753 34.0132097, 131.8725223 34.0132582, 131.8726458 34.0132592, 131.8727291 34.0133137, 131.8728845 34.0133932, 131.8729537 34.0134676, 131.8730623 34.0135406)",,,
117441700,,下松市道大手線,tertiary,,False,False,55.517,"LINESTRING (131.8661129 34.0120986, 131.8658296 34.0125392)",,,
370148378,,,unclassified,,False,False,168.12400000000002,"LINESTRING (131.8661129 34.0120986, 131.8657743 34.0119013, 131.8655611 34.011968, 131.8652174 34.012221, 131.8658296 34.0125392)",,,
117441700,,下松市道大手線,tertiary,,False,True,19.411,"LINESTRING (131.8661129 34.0120986, 131.8662014 34.0119402)",,,
370305081,,,unclassified,,True,False,94.682,"LINESTRING (131.8661129 34.0120986, 131.8669821 34.0125524)",,,
329074641,,,tertiary,,False,True,17.582,"LINESTRING (131.8696522 34.0121346, 131.8698323 34.0121867)",,,
329074642,,,tertiary,,False,False,24.736,"LINESTRING (131.8696522 34.0121346, 131.8694006 34.0120572)",,,
117441556,,,unclassified,,False,False,46.049,"LINESTRING (131.8696522 34.0121346, 131.86958 34.012353, 131.8695159 34.012533)",,,
371662304,,,unclassified,,False,True,7.109,"LINESTRING (131.8725562 34.0149847, 131.8725785 34.0149235)",,,
117441584,,,residential,,False,True,323.406,"LINESTRING (131.8725562 34.0149847, 131.872489 34.0149672, 131.8723532 34.0149447, 131.8722258 34.0148785, 131.8720701 34.0147786, 131.8720144 34.014727, 131.8718575 34.0144944, 131.871693 34.0143067, 131.8715921 34.0141848, 131.8714553 34.0139661, 131.8712867 34.0137464, 131.8711774 34.0136548, 131.8709839 34.013557, 131.8707397 34.0134468, 131.8705347 34.0133618, 131.8703316 34.013193, 131.870193 34.013096, 131.8700783 34.0130676)",,,
"[117441723, 117442092, 371662292]",,,unclassified,,False,True,116.505,"LINESTRING (131.8725562 34.0149847, 131.8726407 34.0150193, 131.8727629 34.0150719, 131.8730139 34.0152477, 131.8732337 34.0154252, 131.8732832 34.0154649, 131.8732922 34.0155061, 131.8732712 34.0155485, 131.8731981 34.0156033, 131.8731645 34.015645, 131.8731403 34.0156931)",,,
"[117441615, 117442047]",,,tertiary,,False,True,45.611999999999995,"LINESTRING (131.8698157 34.0134136, 131.8699794 34.013211, 131.8700326 34.0131536, 131.8700783 34.0130676)",,,
117442390,,,unclassified,,False,False,73.766,"LINESTRING (131.8698157 34.0134136, 131.8693789 34.0131664, 131.8691538 34.0130407)",,,
317667690,,,tertiary,,False,False,49.884,"LINESTRING (131.8698157 34.0134136, 131.8695811 34.013709, 131.8695215 34.0137901)",,,
117442064,,下松市道末光通線,unclassified,,False,False,101.199,"LINESTRING (131.872705 34.0173541, 131.8731252 34.0176968, 131.8734884 34.0179918)",,,
117442064,,下松市道末光通線,unclassified,,False,True,42.893,"LINESTRING (131.872705 34.0173541, 131.8726402 34.0173139, 131.8725704 34.0172801, 131.8724819 34.0172614, 131.8722739 34.0172263)",,,
117442308,,,unclassified,,False,True,143.77999999999997,"LINESTRING (131.872705 34.0173541, 131.8727789 34.0172942, 131.8729504 34.0171322, 131.8730352 34.01704, 131.8730775 34.0169773, 131.8731182 34.0168438, 131.8732694 34.0163231, 131.87331 34.0161967)",,,
370376505,,,unclassified,,False,True,35.957,"LINESTRING (131.8695821 34.0178734, 131.8697832 34.0181505)",,,
117441665,,,unclassified,,False,True,39.817,"LINESTRING (131.8695821 34.0178734, 131.8694431 34.0179386, 131.8692652 34.0179841, 131.8691791 34.017986)",,,
370376507,,,unclassified,,False,False,30.372,"LINESTRING (131.8695821 34.0178734, 131.8696344 34.0178442, 131.8698409 34.0177046)",,,
"[117442274, 117442411, 117441732]",,,tertiary,,True,False,51.338,"LINESTRING (131.8735009 34.0157984, 131.8735178 34.0159087, 131.8735628 34.016218, 131.8735672 34.0162568)",,,yes
317667032,,下松田布施線,primary,,True,False,58.152,"LINESTRING (131.8735009 34.0157984, 131.873738 34.0158054, 131.8739712 34.0158384, 131.874124 34.0158687)",63,,
117442371,,,unclassified,,False,True,44.118,"LINESTRING (131.868757 34.011042, 131.8687023 34.0110303, 131.8683512 34.010836)",,,
329074644,,,tertiary,,False,False,77.024,"LINESTRING (131.868757 34.011042, 131.868576 34.0116853, 131.8685586 34.011714)",,,
329074645,,,tertiary,,False,True,48.269,"LINESTRING (131.868757 34.011042, 131.8688522 34.0106681, 131.8688799 34.0106215)",,,
117441700,,下松市道大手線,tertiary,,False,False,53.335,"LINESTRING (131.8670873 34.0108697, 131.8669479 34.0109393, 131.8668285 34.0110331, 131.8666734 34.0111971)",,,
117442229,,下松市道大手線,tertiary,,False,True,72.626,"LINESTRING (131.8670873 34.0108697, 131.8672051 34.0108176, 131.8674018 34.0107599, 131.8676335 34.0107183, 131.8678348 34.0106727)",,,
329074649,,,tertiary,,False,True,43.544,"LINESTRING (131.8670873 34.0108697, 131.8671222 34.010936, 131.8674416 34.0111144)",,,
117442064,,下松市道末光通線,unclassified,,False,False,37.054,"LINESTRING (131.8688291 34.0166281, 131.8692209 34.0167028)",,,
117442064,,下松市道末光通線,unclassified,,False,True,94.027,"LINESTRING (131.8688291 34.0166281, 131.8678301 34.0164567)",,,
1108878520,,,unclassified,,False,False,68.666,"LINESTRING (131.8688291 34.0166281, 131.8689784 34.0160231)",,,
1108873938,,,unclassified,,False,False,5.033,"LINESTRING (131.8670938 34.0124678, 131.8671329 34.0124362)",,,
1108873938,,,unclassified,,False,True,7.203,"LINESTRING (131.8670938 34.0124678, 131.8670383 34.0125134)",,,
329074775,,下松市道青木線,tertiary,,False,False,225.69600000000003,"LINESTRING (131.8745846 34.0165542, 131.8744681 34.0168014, 131.8743931 34.0170388, 131.8743512 34.0172375, 131.8743333 34.0174867, 131.8743433 34.0176535, 131.874362 34.0178283, 131.8744206 34.018009, 131.8745014 34.0182092, 131.8746182 34.018421, 131.8746691 34.018505)",,,
"[329074769, 329074772, 329074775]",,下松市道青木線,tertiary,,False,True,46.02799999999999,"LINESTRING (131.8745846 34.0165542, 131.8745947 34.0165335, 131.8747516 34.0162937, 131.8748154 34.0161873)",,,yes
370376620,,,unclassified,,False,False,48.042,"LINESTRING (131.8745846 34.0165542, 131.8745177 34.016492, 131.8744218 34.0164298, 131.8743179 34.0163701, 131.8742153 34.0163497, 131.8741484 34.0163465)",,,
117442064,,下松市道末光通線,unclassified,,False,True,36.364,"LINESTRING (131.8722739 34.0172263, 131.8718867 34.0171635)",,,
370376459,,,unclassified,,False,True,20.082,"LINESTRING (131.8722739 34.0172263, 131.872316 34.0170491)",,,
117442064,,下松市道末光通線,unclassified,,False,False,42.893,"LINESTRING (131.8722739 34.0172263, 131.8724819 34.0172614, 131.8725704 34.0172801, 131.8726402 34.0173139, 131.872705 34.0173541)",,,
"[117442137, 117441593]",,,tertiary,,True,False,53.178000000000004,"LINESTRING (131.8741484 34.0163465, 131.8741271 34.0159629, 131.874124 34.0158687)",,,yes
370376609,,,unclassified,,False,False,54.543000000000006,"LINESTRING (131.8741484 34.0163465, 131.8740872 34.0163414, 131.8739129 34.0163208, 131.8737151 34.0162847, 131.8735672 34.0162568)",,,
370376620,,,unclassified,,False,True,48.041999999999994,"LINESTRING (131.8741484 34.0163465, 131.8742153 34.0163497, 131.8743179 34.0163701, 131.8744218 34.0164298, 131.8745177 34.016492, 131.8745846 34.0165542)",,,
117441710,,,unclassified,,False,False,83.973,"LINESTRING (131.8677787 34.0141521, 131.8676608 34.0140358, 131.8674426 34.0138892, 131.8673187 34.0138221, 131.8670571 34.0137022)",,,
117442233,,,unclassified,,False,True,54.005,"LINESTRING (131.8677787 34.0141521, 131.867937 34.014359, 131.868035 34.014491, 131.868065 34.014573)",,,
371661971,,,unclassified,,False,True,96.36099999999999,"LINESTRING (131.8677787 34.0141521, 131.8683173 34.0138677, 131.8686662 34.0140412)",,,
329071134,,,tertiary,,False,True,46.733,"LINESTRING (131.8693113 34.0108423, 131.8688799 34.0106215)",,,
329071135,,,tertiary,,False,False,43.668,"LINESTRING (131.8693113 34.0108423, 131.8697139 34.0110493)",,,
329073732,,,tertiary,,False,True,124.833,"LINESTRING (131.8693113 34.0108423, 131.8692855 34.0108874, 131.8689849 34.0119308)",,,
117442028,,,unclassified,,False,True,24.636000000000003,"LINESTRING (131.87331 34.0161967, 131.8734831 34.0162397, 131.8735672 34.0162568)",,,
117442308,,,unclassified,,False,False,143.78,"LINESTRING (131.87331 34.0161967, 131.8732694 34.0163231, 131.8731182 34.0168438, 131.8730775 34.0169773, 131.8730352 34.01704, 131.8729504 34.0171322, 131.8727789 34.0172942, 131.872705 34.0173541)",,,
370376342,,,unclassified,,False,True,108.17499999999998,"LINESTRING (131.87331 34.0161967, 131.8731169 34.0161691, 131.8728997 34.016158, 131.8725503 34.0161585, 131.8721449 34.0161039)",,,
117441587,,,unclassified,,True,False,49.872,"LINESTRING (131.8666734 34.0111971, 131.8671288 34.0114393)",,,
117441700,,下松市道大手線,tertiary,,False,False,55.652,"LINESTRING (131.8666734 34.0111971, 131.8663959 34.0116416)",,,
117441700,,下松市道大手線,tertiary,,False,True,53.335,"LINESTRING (131.8666734 34.0111971, 131.8668285 34.0110331, 131.8669479 34.0109393, 131.8670873 34.0108697)",,,
370376468,,,unclassified,,False,False,51.443,"LINESTRING (131.8698409 34.0177046, 131.8697437 34.017599, 131.8697595 34.0173935, 131.8697596 34.0172696)",,,
370376470,,,unclassified,,False,False,68.393,"LINESTRING (131.8698409 34.0177046, 131.8698976 34.0176575, 131.8699754 34.0176181, 131.8700902 34.0175504, 131.8701934 34.0174967, 131.8704441 34.0174213, 131.8704685 34.0173938)",,,
370376507,,,unclassified,,False,True,30.372,"LINESTRING (131.8698409 34.0177046, 131.8696344 34.0178442, 131.8695821 34.0178734)",,,
117441989,,,unclassified,,False,True,104.537,"LINESTRING (131.8683069 34.0153865, 131.8683884 34.0154094, 131.869393 34.0156572)",,,
117442128,2,下松市道中央線,tertiary,40,False,False,126.42399999999999,"LINESTRING (131.8683069 34.0153865, 131.8682447 34.015467, 131.8677729 34.0159759, 131.8674854 34.0162966)",,,
"[117442128, 117441856, 1108873936]",2,"['下松市道中央線', '柳橋']",tertiary,40,False,True,36.132999999999996,"LINESTRING (131.8683069 34.0153865, 131.868341 34.015343, 131.8684425 34.015118, 131.868456 34.0150871)",,,yes
371574452,,,unclassified,,False,False,312.393,"LINESTRING (131.8683069 34.0153865, 131.8680255 34.0152993, 131.8663551 34.0147212, 131.86606 34.0146339, 131.865704 34.0145383, 131.8651484 34.0143707)",,,
329074643,,,tertiary,,False,True,40.812,"LINESTRING (131.8689849 34.0119308, 131.8694006 34.0120572)",,,
329073731,,,tertiary,,False,True,47.869,"LINESTRING (131.8689849 34.0119308, 131.8689669 34.0120032, 131.8689428 34.012086, 131.8688921 34.012188, 131.8687899 34.012325)",,,
329073732,,,tertiary,,False,False,124.833,"LINESTRING (131.8689849 34.0119308, 131.8692855 34.0108874, 131.8693113 34.0108423)",,,
329074646,,,tertiary,,False,False,46.16,"LINESTRING (131.8689849 34.0119308, 131.8688777 34.011887, 131.8685586 34.011714)",,,
117441602,,,tertiary,,False,False,10.929,"LINESTRING (131.8748154 34.0161873, 131.8748708 34.0161004)",,,
317666613,,下松田布施線,primary,,True,False,23.116,"LINESTRING (131.8748154 34.0161873, 131.8750008 34.0163273)",63,,
"[329074769, 329074772, 329074775]",,下松市道青木線,tertiary,,False,False,46.028,"LINESTRING (131.8748154 34.0161873, 131.8747516 34.0162937, 131.8745947 34.0165335, 131.8745846 34.0165542)",,,yes
117441975,,,unclassified,,False,False,133.091,"LINESTRING (131.8721085 34.0124893, 131.8720703 34.0123808, 131.8720159 34.0121872, 131.8718628 34.0118621, 131.8718256 34.0117464, 131.8718178 34.0115706, 131.8718094 34.0115006, 131.8718022 34.0114055, 131.8717905 34.0113313)",,,
117441975,,,unclassified,,False,True,82.216,"LINESTRING (131.8721085 34.0124893, 131.8722308 34.0128278, 131.8722258 34.012997, 131.8721753 34.0132097)",,,
371662804,,,unclassified,,False,True,117.96900000000001,"LINESTRING (131.8721085 34.0124893, 131.872156 34.0124784, 131.8723578 34.0124751, 131.8724269 34.0124579, 131.8724747 34.0124147, 131.8725081 34.0123223, 131.872543 34.0122862, 131.8726093 34.0122717, 131.8726738 34.0122878, 131.8727871 34.0123601, 131.8729199 34.0124392, 131.8730109 34.0124623, 131.8731041 34.0124608, 131.87318 34.0124884)",,,
117441702,,,tertiary,,True,False,13.756,"LINESTRING (131.874124 34.0158687, 131.8741092 34.0157456)",,,
317667015,,下松田布施線,primary,,True,False,73.922,"LINESTRING (131.874124 34.0158687, 131.8743176 34.0159157, 131.8744755 34.0159761, 131.8746733 34.0160799, 131.8748154 34.0161873)",63,,
117441960,,,unclassified,,False,True,44.051,"LINESTRING (131.8676515 34.0117029, 131.8679161 34.011373)",,,
117442285,,,unclassified,,False,False,34.256,"LINESTRING (131.8676515 34.0117029, 131.8674732 34.0119732)",,,
117441903,,,unclassified,,True,False,125.854,"LINESTRING (131.8676515 34.0117029, 131.868187 34.01196, 131.868423 34.012103, 131.8687899 34.012325)",,,
329074641,,,tertiary,,False,False,17.582,"LINESTRING (131.8698323 34.0121867, 131.8696522 34.0121346)",,,
117441517,,,unclassified,,False,True,106.831,"LINESTRING (131.8698323 34.0121867, 131.8700925 34.0112885, 131.8701115 34.011255)",,,
329074640,,,tertiary,,False,True,44.64,"LINESTRING (131.8698323 34.0121867, 131.8702443 34.0123084, 131.8702904 34.0123157)",,,
117441530,,,unclassified,,False,False,51.841,"LINESTRING (131.8670571 34.0137022, 131.8667706 34.0141034)",,,
117442007,,,unclassified,,False,True,54.134,"LINESTRING (131.8670571 34.0137022, 131.8673588 34.0132845)",,,
117442242,,,unclassified,,False,False,74.837,"LINESTRING (131.8670571 34.0137022, 131.8663638 34.0133519)",,,
117441710,,,unclassified,,False,True,83.973,"LINESTRING (131.8670571 34.0137022, 131.8673187 34.0138221, 131.8674426 34.0138892, 131.8676608 34.0140358, 131.8677787 34.0141521)",,,
329071135,,,tertiary,,False,True,43.668,"LINESTRING (131.8697139 34.0110493, 131.8693113 34.0108423)",,,
329071136,,,tertiary,,False,False,43.2,"LINESTRING (131.8697139 34.0110493, 131.8701115 34.011255)",,,
117442158,,,unclassified,,False,False,116.136,"LINESTRING (131.8697139 34.0110493, 131.8696729 34.0111004, 131.8694006 34.0120572)",,,
117441700,,下松市道大手線,tertiary,,False,True,35.748,"LINESTRING (131.8653304 34.0132165, 131.8654371 34.0131149, 131.8655571 34.0129568)",,,
371288515,,,unclassified,,False,False,88.706,"LINESTRING (131.8651484 34.0143707, 131.8651474 34.0144072, 131.8652144 34.0146634, 131.8652823 34.014877, 131.8653533 34.0151489)",,,
371574452,,,unclassified,,False,True,312.39300000000003,"LINESTRING (131.8651484 34.0143707, 131.865704 34.0145383, 131.86606 34.0146339, 131.8663551 34.0147212, 131.8680255 34.0152993, 131.8683069 34.0153865)",,,
117441804,,,unclassified,,False,False,79.204,"LINESTRING (131.8659757 34.0138328, 131.8667706 34.0141034)",,,
117441841,,,unclassified,,False,True,75.708,"LINESTRING (131.8659757 34.0138328, 131.8652176 34.0135707)",,,
117442397,,,unclassified,,False,True,65.473,"LINESTRING (131.8659757 34.0138328, 131.8659943 34.0138002, 131.8663061 34.0133705, 131.8663638 34.0133519)",,,
117441976,,,unclassified,,False,False,6.756,"LINESTRING (131.8670383 34.0125134, 131.8669821 34.0125524)",,,
317668425,2,下松田布施線,primary,,True,False,69.355,"LINESTRING (131.8670383 34.0125134, 131.8676589 34.0128661)",63,,
1108873938,,,unclassified,,False,False,7.203,"LINESTRING (131.8670383 34.0125134, 131.8670938 34.0124678)",,,
329070271,,,tertiary,,False,True,61.865,"LINESTRING (131.8680953 34.0174977, 131.8684727 34.0170376)",,,
329070273,,,unclassified,,False,False,73.299,"LINESTRING (131.8680953 34.0174977, 131.8674679 34.0170926)",,,
329070272,,,tertiary,,False,False,42.821,"LINESTRING (131.8680953 34.0174977, 131.8679765 34.0176392, 131.8679738 34.0176911, 131.8680322 34.0178444)",,,
117441960,,,unclassified,,False,False,44.051,"LINESTRING (131.8679161 34.011373, 131.8676515 34.0117029)",,,
117442164,,,unclassified,,False,True,71.93,"LINESTRING (131.8679161 34.011373, 131.8683512 34.010836)",,,
329074647,,,tertiary,,False,True,70.32,"LINESTRING (131.8679161 34.011373, 131.8685586 34.011714)",,,
329074648,,,tertiary,,False,False,52.342,"LINESTRING (131.8679161 34.011373, 131.8674416 34.0111144)",,,
329073730,,,tertiary,,False,True,33.065,"LINESTRING (131.8687899 34.012325, 131.8685907 34.0125723)",,,
117441669,,,unclassified,,True,False,72.107,"LINESTRING (131.8687899 34.012325, 131.8691674 34.0125609, 131.8692505 34.0126263, 131.8693803 34.0127469)",,,
329073731,,,tertiary,,False,False,47.869,"LINESTRING (131.8687899 34.012325, 131.8688921 34.012188, 131.8689428 34.012086, 131.8689669 34.0120032, 131.8689849 34.0119308)",,,
