osmid,highway,maxspeed,oneway,reversed,length,ref,name,geometry,bridge,lanes
27237547,tertiary,40,False,False,17.201,,,"LINESTRING (139.4807657 35.7724166, 139.4806833 35.7725561)",,
558414259,primary,40,False,True,39.796,4,所沢街道,"LINESTRING (139.4807657 35.7724166, 139.4803256 35.7723924)",,
27237556,primary,40,False,False,148.96,40,志木街道,"LINESTRING (139.4807657 35.7724166, 139.4809917 35.7724302, 139.4813059 35.7724342, 139.4816011 35.7724219, 139.481912 35.7723978, 139.4824036 35.7723139)",,
223783855,primary,40,False,False,61.869,4,所沢街道,"LINESTRING (139.4807657 35.7724166, 139.4808262 35.7723114, 139.4809131 35.7721914, 139.4810443 35.7720281, 139.4811252 35.7719446)",,
863271967,unclassified,,False,False,31.926,,,"LINESTRING (139.4880043 35.7720763, 139.4882837 35.7719001)",,
27237556,primary,40,False,False,59.568,40,志木街道,"LINESTRING (139.4880043 35.7720763, 139.4882664 35.7721583, 139.4886119 35.7722854)",,
27237556,primary,40,False,True,92.517,40,志木街道,"LINESTRING (139.4880043 35.7720763, 139.487761 35.7720209, 139.4875553 35.7719859, 139.4869956 35.7719396)",,
27396657,residential,,False,True,145.514,,,"LINESTRING (139.4880043 35.7720763, 139.487558 35.7723906, 139.4867673 35.7729159)",,
723532076,primary,40,False,True,70.268,40,志木街道,"LINESTRING (139.489344 35.7725011, 139.4886119 35.7722854)",yes,
723532077,unclassified,,True,False,66.517,,,"LINESTRING (139.489344 35.7725011, 139.48894 35.7720007)",,
723532078,primary,40,False,False,11.236,40,志木街道,"LINESTRING (139.489344 35.7725011, 139.4894595 35.7725389)",,
858501113,primary,40,False,True,11.502,4,所沢街道,"LINESTRING (139.4866337 35.7690513, 139.4865435 35.7691244)",,2
858501114,primary,40,False,False,218.85199999999998,4,所沢街道,"LINESTRING (139.4866337 35.7690513, 139.4871416 35.7686448, 139.4883607 35.7676692)",,2
858501113,primary,40,False,False,10.085,4,所沢街道,"LINESTRING (139.4864658 35.7691896, 139.4865435 35.7691244)",,2
