osmid,highway,oneway,reversed,length,geometry,name,bridge,lanes,ref
182810449,unclassified,False,False,73.41999999999999,"LINESTRING (141.7796339 43.1921046, 141.7796883 43.1920628, 141.7798359 43.1919493, 141.7799299 43.1918912, 141.7799838 43.1918729, 141.7800894 43.1918558, 141.7802995 43.1918277, 141.7804034 43.1918072)",,,,
"[690909408, 156342115, 717430430, 717430431]",tertiary,False,True,163.083,"LINESTRING (141.7796339 43.1921046, 141.7796898 43.1921719, 141.7797843 43.1922853, 141.779839 43.1923416, 141.7799408 43.1924506, 141.7800286 43.1925351, 141.780177 43.1926524, 141.7804554 43.1928533, 141.7808636 43.1931325, 141.7809548 43.1932006)",春日町通,yes,,
"[156342106, 544960029, 425369638]",tertiary,False,False,98.88499999999999,"LINESTRING (141.7701665 43.1926653, 141.7700695 43.1927652, 141.7698445 43.192997, 141.7696815 43.1931649, 141.7694943 43.1933669, 141.7694686 43.1933946)",,yes,,
"[690909416, 156342124]",tertiary,False,False,229.064,"LINESTRING (141.7701665 43.1926653, 141.7702755 43.192722, 141.7712851 43.1932477, 141.7718342 43.1935284, 141.7721946 43.1937064, 141.7724777 43.1938503)",,yes,,
156341992,secondary,False,False,34.697,"LINESTRING (141.7809548 43.1932006, 141.7808278 43.1932962, 141.780656 43.193424)",上志文四条東線,,2,789
156341992,secondary,False,True,29.866999999999997,"LINESTRING (141.7809548 43.1932006, 141.7810885 43.193119, 141.7812211 43.1930157)",上志文四条東線,,2,789
"[690909408, 156342115, 717430430, 717430431]",tertiary,False,False,163.08299999999997,"LINESTRING (141.7809548 43.1932006, 141.7808636 43.1931325, 141.7804554 43.1928533, 141.780177 43.1926524, 141.7800286 43.1925351, 141.7799408 43.1924506, 141.779839 43.1923416, 141.7797843 43.1922853, 141.7796898 43.1921719, 141.7796339 43.1921046)",春日町通,yes,,
183002568,residential,False,True,104.449,"LINESTRING (141.7724777 43.1938503, 141.7717429 43.1946219)",,,,
690909412,tertiary,False,False,45.527,"LINESTRING (141.7724777 43.1938503, 141.7729396 43.1940832)",,,,
690909414,residential,False,False,131.703,"LINESTRING (141.7724777 43.1938503, 141.7723071 43.1938601, 141.7718376 43.1938003, 141.7712868 43.1943885)",,,,
"[690909416, 156342124]",tertiary,False,True,229.064,"LINESTRING (141.7724777 43.1938503, 141.7721946 43.1937064, 141.7718342 43.1935284, 141.7712851 43.1932477, 141.7702755 43.192722, 141.7701665 43.1926653)",,yes,,
156341992,secondary,False,False,193.67900000000003,"LINESTRING (141.7754346 43.195178, 141.7752843 43.1952475, 141.7750408 43.1953601, 141.7744375 43.1956436, 141.7743137 43.1957022, 141.774233 43.1957511, 141.7741564 43.1958169, 141.774062 43.1959127, 141.7736792 43.1963157)",上志文四条東線,,2,789
156341992,secondary,False,True,141.703,"LINESTRING (141.7754346 43.195178, 141.7756129 43.1950955, 141.7757353 43.1950389, 141.7769775 43.1945811)",上志文四条東線,,2,789
690909412,tertiary,False,False,127.876,"LINESTRING (141.7754346 43.195178, 141.7755899 43.1952397, 141.7761766 43.1954735, 141.7762591 43.1955168, 141.7763874 43.1955912, 141.7765351 43.1956969, 141.7767047 43.19584)",,,,
690909412,tertiary,False,True,116.928,"LINESTRING (141.7754346 43.195178, 141.7752814 43.1951204, 141.7748385 43.1949488, 141.7745566 43.1948471, 141.7744724 43.1948185, 141.7743979 43.1947932, 141.7741601 43.194687)",,,,
183002555,residential,False,True,99.759,"LINESTRING (141.7768913 43.1959803, 141.776174 43.1967093)",,,,
690909412,tertiary,False,True,21.73,"LINESTRING (141.7768913 43.1959803, 141.7767047 43.19584)",,,,
690909412,tertiary,False,False,42.644000000000005,"LINESTRING (141.7768913 43.1959803, 141.7770469 43.196076, 141.7771935 43.1961454, 141.7773173 43.1962041)",,,,
34236937,trunk,False,False,91.76,"LINESTRING (141.7693229 43.1964373, 141.7694179 43.1964868, 141.7698487 43.1967111, 141.7702483 43.1969125)",岩見沢バイパス,,4,12
183002562,residential,False,True,96.22699999999999,"LINESTRING (141.7693229 43.1964373, 141.769394 43.1963653, 141.7700163 43.1957349)",,,,
182971922,residential,False,True,102.498,"LINESTRING (141.7782399 43.1966766, 141.7790037 43.195942)",,,,
183002552,residential,False,False,99.94,"LINESTRING (141.7782399 43.1966766, 141.7775368 43.1974149)",,,,
690909412,tertiary,False,True,45.466,"LINESTRING (141.7782399 43.1966766, 141.7777814 43.1964411)",,,,
690909412,tertiary,False,False,44.396,"LINESTRING (141.7782399 43.1966766, 141.778601 43.1968575, 141.7786913 43.1969027)",,,,
156342111,tertiary,False,False,100.09,"LINESTRING (141.7786913 43.1969027, 141.7786246 43.1969737, 141.7779933 43.1976452)",,,,
182971920,residential,False,True,52.625,"LINESTRING (141.7786913 43.1969027, 141.7787437 43.1968536, 141.77909 43.1965292)",,,,
690909412,tertiary,False,False,93.463,"LINESTRING (141.7786913 43.1969027, 141.7787901 43.1969583, 141.7794632 43.1973368, 141.7796041 43.1974162)",,,,
690909412,tertiary,False,True,44.396,"LINESTRING (141.7786913 43.1969027, 141.778601 43.1968575, 141.7782399 43.1966766)",,,,
156341986,tertiary,False,False,68.441,"LINESTRING (141.7702483 43.1969125, 141.7697758 43.1974226)",,,,
183002565,residential,False,True,96.254,"LINESTRING (141.7702483 43.1969125, 141.7709148 43.1961961)",,,,
34236937,trunk,False,False,59.237,"LINESTRING (141.7702483 43.1969125, 141.7703727 43.1969749, 141.7708501 43.1972147)",岩見沢バイパス,,4,12
34236937,trunk,False,True,91.76,"LINESTRING (141.7702483 43.1969125, 141.7698487 43.1967111, 141.7694179 43.1964868, 141.7693229 43.1964373)",岩見沢バイパス,,4,12
34236937,trunk,False,True,58.558,"LINESTRING (141.7721832 43.1978941, 141.7715874 43.1975963)",岩見沢バイパス,,4,12
34236937,trunk,False,False,99.799,"LINESTRING (141.7721832 43.1978941, 141.7723565 43.197982, 141.773194 43.1984065)",岩見沢バイパス,,4,12
156341992,secondary,False,False,190.736,"LINESTRING (141.7721832 43.1978941, 141.7720178 43.1980591, 141.7718276 43.1982487, 141.7713925 43.1987185, 141.7708465 43.1993055)",上志文四条東線,,2,789
156341992,secondary,False,True,191.823,"LINESTRING (141.7721832 43.1978941, 141.7722909 43.1977795, 141.7735287 43.196475)",上志文四条東線,,2,789
182971919,residential,False,True,53.16,"LINESTRING (141.7804784 43.1979093, 141.7808685 43.197525)",,,,
690909412,tertiary,False,True,44.809,"LINESTRING (141.7804784 43.1979093, 141.7800412 43.1976627)",,,,
182971919,residential,False,False,91.291,"LINESTRING (141.7804784 43.1979093, 141.7801292 43.1982718, 141.7798312 43.1985812)",,,,
156341992,secondary,False,False,85.28,"LINESTRING (141.7708465 43.1993055, 141.7702469 43.1999357)",上志文四条東線,,2,789
171582666,tertiary,False,False,58.615,"LINESTRING (141.7708465 43.1993055, 141.7702575 43.1989997)",,,,
171582666,tertiary,False,True,54.646,"LINESTRING (141.7708465 43.1993055, 141.7714012 43.1995848)",,,,
156341992,secondary,False,True,190.736,"LINESTRING (141.7708465 43.1993055, 141.7713925 43.1987185, 141.7718276 43.1982487, 141.7720178 43.1980591, 141.7721832 43.1978941)",上志文四条東線,,2,789
34236937,trunk,False,True,181.57,"LINESTRING (141.7759426 43.1998107, 141.7741037 43.1988783)",岩見沢バイパス,,4,12
34236937,trunk,False,False,48.22,"LINESTRING (141.7759426 43.1998107, 141.7760732 43.1998771, 141.7764305 43.2000588)",岩見沢バイパス,,4,12
156342111,tertiary,False,True,69.154,"LINESTRING (141.7759426 43.1998107, 141.7760176 43.1997252, 141.776063 43.1996734, 141.7762001 43.1995317, 141.7762705 43.1994589, 141.7763886 43.1993368, 141.7764258 43.1992983)",,,,
171492591,residential,False,False,84.823,"LINESTRING (141.7718641 43.1998179, 141.7712649 43.2004433)",,,2,
171582666,tertiary,False,False,45.604,"LINESTRING (141.7718641 43.1998179, 141.7714012 43.1995848)",,,,
171582666,tertiary,False,True,44.289,"LINESTRING (141.7718641 43.1998179, 141.7723276 43.2000288)",,,,
171492591,residential,False,True,190.39799999999997,"LINESTRING (141.7718641 43.1998179, 141.7723804 43.19927, 141.7729286 43.1986881, 141.773194 43.1984065)",,,2,
34236937,trunk,False,False,58.558,"LINESTRING (141.7715874 43.1975963, 141.7721832 43.1978941)",岩見沢バイパス,,4,12
