osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,bridge,tunnel
34169371,2,239,国道239号,trunk,False,False,77.675,"LINESTRING (143.1223039 44.4735926, 143.1221353 44.4734794, 143.1215755 44.473126)",,
"[34765062, 131671823, 459850611, 459850612, 131675007]",2,238;239,国道238号,trunk,False,True,448.847,"LINESTRING (143.1223039 44.4735926, 143.1224271 44.4734918, 143.1236893 44.4724894, 143.1242278 44.4720384, 143.1247502 44.4716075, 143.1249165 44.4714666, 143.1257552 44.4707838, 143.1260331 44.4705577)",yes,
131673529,,,,tertiary,False,True,56.83,"LINESTRING (143.1223039 44.4735926, 143.1224071 44.4736475, 143.122852 44.4739213)",,
445126999,2,238,国道238号,trunk,False,False,45.891999999999996,"LINESTRING (143.1223039 44.4735926, 143.1222241 44.4736609, 143.1219231 44.4739032)",,
131675007,2,238;239,国道238号,trunk,False,False,78.331,"LINESTRING (143.1268431 44.4701605, 143.1265582 44.4702681, 143.1263823 44.4703492, 143.1261677 44.4704813, 143.1260331 44.4705577)",,
131675007,2,238;239,国道238号,trunk,False,True,44.78,"LINESTRING (143.1268431 44.4701605, 143.1270899 44.470103, 143.1273831 44.4700438)",,
207880011,,,,tertiary,False,False,98.349,"LINESTRING (143.1268431 44.4701605, 143.1266793 44.4701455, 143.1259822 44.4702487, 143.1256272 44.4703005)",,
34764808,,,,tertiary,False,True,88.271,"LINESTRING (143.1181952 44.4693404, 143.1172667 44.4689032)",,
131672893,,,,tertiary,False,True,120.149,"LINESTRING (143.1181952 44.4693404, 143.1193453 44.4700432)",,
131672939,,,,tertiary,False,False,61.976,"LINESTRING (143.1181952 44.4693404, 143.118699 44.4689145)",,
34764809,,,,tertiary,False,False,70.165,"LINESTRING (143.1181952 44.4693404, 143.117852 44.4696092, 143.1176021 44.4698084)",,
131672777,,,,unclassified,False,False,50.566,"LINESTRING (143.1170212 44.4702723, 143.1165901 44.4706072)",,
34169371,2,239,国道239号,trunk,False,False,83.905,"LINESTRING (143.1170212 44.4702723, 143.1169399 44.4702226, 143.1165365 44.4699627, 143.1163687 44.4698503, 143.1162321 44.4697703)",,
34169371,2,239,国道239号,trunk,False,True,94.789,"LINESTRING (143.1170212 44.4702723, 143.1171315 44.4703407, 143.117821 44.4707778, 143.1179152 44.4708377)",,
34764809,,,,tertiary,False,True,54.144,"LINESTRING (143.1170212 44.4702723, 143.117132 44.4701887, 143.1174823 44.4699134)",,
34169371,2,239,国道239号,trunk,False,False,71.426,"LINESTRING (143.1209113 44.4727, 143.1207655 44.4726145, 143.1202275 44.4722823)",,
34169371,2,239,国道239号,trunk,False,True,70.86200000000001,"LINESTRING (143.1209113 44.4727, 143.121019 44.4727704, 143.1215755 44.473126)",,
131672888,,,,tertiary,False,True,53.181,"LINESTRING (143.1209113 44.4727, 143.1208102 44.4727872, 143.1204686 44.473059)",,
"[207880004, 207880006]",,,,tertiary,False,False,69.419,"LINESTRING (143.1209113 44.4727, 143.1210116 44.4726312, 143.1215023 44.47224)",,
131673526,,,,tertiary,False,False,58.4,"LINESTRING (143.1173635 44.466161, 143.1168007 44.4658226)",,
131673526,,,,tertiary,False,True,43.477,"LINESTRING (143.1173635 44.466161, 143.1177615 44.4664297)",,
131672788,,,,tertiary,False,False,176.359,"LINESTRING (143.1217144 44.4664674, 143.1234057 44.4674963)",,
