osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,access,maxspeed,bridge
876578920,,,,unclassified,False,True,73.576,"LINESTRING (136.5677493 36.5113783, 136.5678428 36.5120357)",,,
183573774,,,,unclassified,False,False,134.674,"LINESTRING (136.5672121 36.511424, 136.5673496 36.5126301)",,,
183573792,,,,unclassified,False,False,48.279,"LINESTRING (136.5672121 36.511424, 136.5677493 36.5113783)",permissive,,
183573792,,,,unclassified,False,True,49.214,"LINESTRING (136.5672121 36.511424, 136.5666645 36.5114706)",permissive,,
183573774,,,,unclassified,False,True,122.29599999999999,"LINESTRING (136.5672121 36.511424, 136.5670783 36.5104141, 136.5670692 36.5103302)",,,
183573682,,,,unclassified,False,False,98.955,"LINESTRING (136.5666645 36.5114706, 136.5667796 36.5123557)",permissive,,
183573792,,,,unclassified,False,False,49.214,"LINESTRING (136.5666645 36.5114706, 136.5672121 36.511424)",permissive,,
183573792,,,,unclassified,False,True,47.918,"LINESTRING (136.5666645 36.5114706, 136.5661313 36.5115159)",permissive,,
183573675,,,,unclassified,False,False,99.98,"LINESTRING (136.5661313 36.5115159, 136.5662484 36.5124101)",permissive,,
183573792,,,,unclassified,False,False,47.918,"LINESTRING (136.5661313 36.5115159, 136.5666645 36.5114706)",permissive,,
183573792,,,,unclassified,False,True,47.29,"LINESTRING (136.5661313 36.5115159, 136.5656051 36.5115607)",permissive,,
183573682,,,,unclassified,False,True,98.955,"LINESTRING (136.5667796 36.5123557, 136.5666645 36.5114706)",permissive,,
183573675,,,,unclassified,False,True,99.98,"LINESTRING (136.5662484 36.5124101, 136.5661313 36.5115159)",permissive,,
183573724,,,,residential,False,True,14.692,"LINESTRING (136.5699943 36.5125197, 136.5698308 36.5125335)",,,
39625232,2,174,安吉松任線,secondary,False,False,35.501,"LINESTRING (136.5690775 36.5124885, 136.5690421 36.5121705)",,,
39625232,2,174,安吉松任線,secondary,False,True,12.002,"LINESTRING (136.5690775 36.5124885, 136.5690863 36.5125962)",,,
183573788,,,,unclassified,False,False,41.007,"LINESTRING (136.5690775 36.5124885, 136.5686284 36.5125641)",,,
183573666,,,,residential,False,False,71.136,"LINESTRING (136.5698308 36.5125335, 136.5699031 36.5131706)",,,
183573724,,,,residential,False,False,14.692,"LINESTRING (136.5698308 36.5125335, 136.5699943 36.5125197)",,,
183573724,,,,residential,False,True,66.901,"LINESTRING (136.5698308 36.5125335, 136.5690863 36.5125962)",,,
183573788,,,,unclassified,False,False,17.208,"LINESTRING (136.5686284 36.5125641, 136.5684361 36.512572)",,,
183573788,,,,unclassified,False,True,41.007,"LINESTRING (136.5686284 36.5125641, 136.5690775 36.5124885)",,,
183573782,,,,residential,False,False,62.106,"LINESTRING (136.5686284 36.5125641, 136.5687031 36.5128681, 136.568764 36.5131119)",,,
183573788,,,,unclassified,False,True,9.758,"LINESTRING (136.568327 36.5125686, 136.5684361 36.512572)",,,
183573788,,,,unclassified,False,False,87.972,"LINESTRING (136.568327 36.5125686, 136.5681347 36.5125528, 136.5679217 36.5125699, 136.5673496 36.5126301)",,,
183573802,,,,residential,False,False,51.337,"LINESTRING (136.568327 36.5125686, 136.5682853 36.5127013, 136.5682453 36.5128054, 136.5681582 36.5130096)",,,
183573650,,,,unclassified,False,True,138.464,"LINESTRING (136.5684361 36.512572, 136.5682764 36.5113334)",,,
183573788,,,,unclassified,False,False,9.758,"LINESTRING (136.5684361 36.512572, 136.568327 36.5125686)",,,
183573788,,,,unclassified,False,True,17.208,"LINESTRING (136.5684361 36.512572, 136.5686284 36.5125641)",,,
39625232,2,174,安吉松任線,secondary,False,False,12.002,"LINESTRING (136.5690863 36.5125962, 136.5690775 36.5124885)",,,
183573724,,,,residential,False,False,66.901,"LINESTRING (136.5690863 36.5125962, 136.5698308 36.5125335)",,,
39625232,2,174,安吉松任線,secondary,False,True,50.322,"LINESTRING (136.5690863 36.5125962, 136.5691095 36.512801, 136.5691763 36.513042)",,,
183573774,,,,unclassified,False,False,50.106,"LINESTRING (136.5673496 36.5126301, 136.5674409 36.5130747)",,,
183573774,,,,unclassified,False,True,134.674,"LINESTRING (136.5673496 36.5126301, 136.5672121 36.511424)",,,
183573788,,,,unclassified,False,True,87.972,"LINESTRING (136.5673496 36.5126301, 136.5679217 36.5125699, 136.5681347 36.5125528, 136.568327 36.5125686)",,,
709185423,2,8,国道8号,trunk,True,False,57.2,"LINESTRING (136.570783 36.5125783, 136.5712658 36.512916)",,,
711051891,,,,residential,False,True,35.143,"LINESTRING (136.570783 36.5125783, 136.5706482 36.5128752)",,,
183573738,,,,residential,False,False,16.651,"LINESTRING (136.5706482 36.5128752, 136.5708147 36.5129424)",,,
711051891,,,,residential,False,False,35.143,"LINESTRING (136.5706482 36.5128752, 136.570783 36.5125783)",,,
711051891,,,,residential,False,True,49.76,"LINESTRING (136.5706482 36.5128752, 136.570566 36.5130066, 136.570208 36.513093)",,,
619324397,3,8,国道8号,trunk,True,False,273.968,"LINESTRING (136.571309 36.5128098, 136.5702627 36.5121369, 136.5696083 36.5117036, 136.5692006 36.5114277, 136.5689382 36.5112481)",,,
183573738,,,,residential,False,False,36.141,"LINESTRING (136.5708147 36.5129424, 136.5711843 36.5130743)",,,
183573738,,,,residential,False,True,16.651,"LINESTRING (136.5708147 36.5129424, 136.5706482 36.5128752)",,,
183573748,,,,residential,False,False,62.863,"LINESTRING (136.5708147 36.5129424, 136.5708025 36.5131112, 136.5709456 36.5134904)",,,
183573802,,,,residential,False,False,10.05,"LINESTRING (136.5681582 36.5130096, 136.5681479 36.5130996)",,,
277994351,,,,unclassified,False,True,64.512,"LINESTRING (136.5681582 36.5130096, 136.5674409 36.5130747)",,,
183573802,,,,residential,False,True,51.337,"LINESTRING (136.5681582 36.5130096, 136.5682453 36.5128054, 136.5682853 36.5127013, 136.568327 36.5125686)",,,
39625232,2,174,安吉松任線,secondary,False,True,37.454,"LINESTRING (136.5691763 36.513042, 136.5692997 36.5133639)",,,
39625232,2,174,安吉松任線,secondary,False,False,50.322,"LINESTRING (136.5691763 36.513042, 136.5691095 36.512801, 136.5690863 36.5125962)",,,
183573762,,,,residential,False,False,37.769,"LINESTRING (136.5691763 36.513042, 136.5690341 36.5130765, 136.5688912 36.5131013, 136.568764 36.5131119)",,,
183573738,,,,residential,False,True,36.141,"LINESTRING (136.5711843 36.5130743, 136.5708147 36.5129424)",,,
374819490,2,,,tertiary,False,True,19.05,"LINESTRING (136.5711843 36.5130743, 136.5712658 36.512916)",permissive,,
374819490,2,,,tertiary,False,False,51.177,"LINESTRING (136.5711843 36.5130743, 136.5709952 36.5134397, 136.5709456 36.5134904)",permissive,,
183573680,,,,residential,False,True,59.528999999999996,"LINESTRING (136.570208 36.513093, 136.5702868 36.5132445, 136.5704347 36.5134796, 136.5704802 36.5135809)",,,
711051891,,,,residential,False,False,49.76,"LINESTRING (136.570208 36.513093, 136.570566 36.5130066, 136.5706482 36.5128752)",,,
"[183573801, 711051890, 711051891]",,,,residential,False,True,28.582,"LINESTRING (136.570208 36.513093, 136.5700984 36.5131209, 136.5700194 36.513141, 136.5699031 36.5131706)",,,yes
183573762,,,,residential,False,False,25.972,"LINESTRING (136.568764 36.5131119, 136.568475 36.5131365)",,,
183573762,,,,residential,False,True,37.769,"LINESTRING (136.568764 36.5131119, 136.5688912 36.5131013, 136.5690341 36.5130765, 136.5691763 36.513042)",,,
183573782,,,,residential,False,False,35.142,"LINESTRING (136.568764 36.5131119, 136.5688192 36.5133278, 136.5687742 36.5133715, 136.5687285 36.5133843)",,,
183573782,,,,residential,False,True,62.106,"LINESTRING (136.568764 36.5131119, 136.5687031 36.5128681, 136.5686284 36.5125641)",,,
183573666,,,,residential,False,True,71.136,"LINESTRING (136.5699031 36.5131706, 136.5698308 36.5125335)",,,
"[183573801, 711051890, 711051891]",,,,residential,False,False,28.582,"LINESTRING (136.5699031 36.5131706, 136.5700194 36.513141, 136.5700984 36.5131209, 136.570208 36.513093)",,,yes
183573801,,,,residential,False,True,58.188,"LINESTRING (136.5699031 36.5131706, 136.5697335 36.5132084, 136.5695562 36.5132678, 136.5692997 36.5133639)",,,
183573802,,,,residential,False,False,5.74,"LINESTRING (136.5681762 36.5133227, 136.5681975 36.5133714)",,,
277994352,,,,residential,False,True,61.769,"LINESTRING (136.5681762 36.5133227, 136.5674973 36.5134269)",permissive,,
183573802,,,,residential,False,True,25.308999999999997,"LINESTRING (136.5681762 36.5133227, 136.5681389 36.5132202, 136.5681479 36.5130996)",,,
183573802,,,,residential,False,True,5.74,"LINESTRING (136.5681975 36.5133714, 136.5681762 36.5133227)",,,
1192773368,,,,residential,False,True,27.803,"LINESTRING (136.5681975 36.5133714, 136.5685086 36.5133715)",,,
183573802,,,,residential,False,False,40.126999999999995,"LINESTRING (136.5681975 36.5133714, 136.5682585 36.5135567, 136.5682834 36.5136714, 136.5682865 36.5137241)",,,
39625232,2,174,安吉松任線,secondary,False,False,37.454,"LINESTRING (136.5692997 36.5133639, 136.5691763 36.513042)",,,
39625232,2,174,安吉松任線,secondary,False,True,35.311,"LINESTRING (136.5692997 36.5133639, 136.5693759 36.5136755)",,,
183573801,,,,residential,False,False,58.188,"LINESTRING (136.5692997 36.5133639, 136.5695562 36.5132678, 136.5697335 36.5132084, 136.5699031 36.5131706)",,,
277994354,,,,residential,False,False,38.435,"LINESTRING (136.5687285 36.5133843, 136.5687917 36.5137262)",,,
1192773368,,,,residential,False,False,19.704,"LINESTRING (136.5687285 36.5133843, 136.5685086 36.5133715)",,,
183573782,,,,residential,False,True,35.141999999999996,"LINESTRING (136.5687285 36.5133843, 136.5687742 36.5133715, 136.5688192 36.5133278, 136.568764 36.5131119)",,,
374819490,2,,,tertiary,False,False,5.429,"LINESTRING (136.5709456 36.5134904, 136.5709054 36.513527)",permissive,,
183573748,,,,residential,False,True,62.863,"LINESTRING (136.5709456 36.5134904, 136.5708025 36.5131112, 136.5708147 36.5129424)",,,
374819490,2,,,tertiary,False,True,51.177,"LINESTRING (136.5709456 36.5134904, 136.5709952 36.5134397, 136.5711843 36.5130743)",permissive,,
183573636,2,,,tertiary,False,False,11.362,"LINESTRING (136.5641895 36.5135124, 136.5643156 36.5134994)",permissive,,
369018255,2,,,tertiary,True,False,175.793,"LINESTRING (136.5641895 36.5135124, 136.5642043 36.5136217, 136.5643012 36.5143382, 136.5643558 36.5147648, 136.5643907 36.515085)",,60,
374821292,2,,,tertiary,False,False,38.47,"LINESTRING (136.5704802 36.5135809, 136.5709054 36.513527)",permissive,,
374821292,2,,,tertiary,False,True,18.685,"LINESTRING (136.5704802 36.5135809, 136.5702724 36.5135994)",permissive,,
183573680,,,,residential,False,False,59.529,"LINESTRING (136.5704802 36.5135809, 136.5704347 36.5134796, 136.5702868 36.5132445, 136.570208 36.513093)",,,
39625232,2,174,安吉松任線,secondary,False,False,35.311,"LINESTRING (136.5693759 36.5136755, 136.5692997 36.5133639)",,,
39625232,2,174,安吉松任線,secondary,False,True,34.202,"LINESTRING (136.5693759 36.5136755, 136.5694135 36.5139816)",,,
183573640,,,,unclassified,False,True,41.102000000000004,"LINESTRING (136.5693759 36.5136755, 136.5692663 36.5136979, 136.5691027 36.5137134, 136.5689207 36.5137178)",,40,
"[711051888, 711051889, 368740991]",,,,unclassified,False,False,81.146,"LINESTRING (136.5693759 36.5136755, 136.5696665 36.5136132, 136.569843 36.5135968, 136.5699086 36.5135966, 136.5700577 36.5135939, 136.5702724 36.5135994)",,,yes
183573636,2,,,tertiary,False,False,116.077,"LINESTRING (136.5671623 36.513721, 136.5670928 36.5139944, 136.567054 36.5141404, 136.5670323 36.5143702, 136.5670465 36.5145293, 136.567054 36.5146138, 136.5670626 36.5147545)",permissive,,
183573636,2,,,tertiary,False,True,309.909,"LINESTRING (136.5671623 36.513721, 136.5672104 36.513553, 136.5672489 36.513406, 136.5672127 36.5132894, 136.567067 36.5132703, 136.5669104 36.513262, 136.5663817 36.5133285, 136.5663187 36.5133338, 136.5658314 36.513377, 136.5654347 36.5134121, 136.5653757 36.5134153, 136.56531 36.5134205, 136.5647621 36.513464, 136.5644444 36.5134892, 136.5643156 36.5134994)",permissive,,
183573640,,,,unclassified,False,False,32.275,"LINESTRING (136.5671623 36.513721, 136.5672273 36.5137229, 136.5675232 36.5137317)",,40,
183573640,,,,unclassified,False,True,11.566,"LINESTRING (136.5689207 36.5137178, 136.5687917 36.5137262)",,40,
183573763,,,,residential,False,False,35.929,"LINESTRING (136.5689207 36.5137178, 136.5689248 36.5140409)",,,
183573640,,,,unclassified,False,False,41.102,"LINESTRING (136.5689207 36.5137178, 136.5691027 36.5137134, 136.5692663 36.5136979, 136.5693759 36.5136755)",,40,
183573640,,,,unclassified,False,False,11.566,"LINESTRING (136.5687917 36.5137262, 136.5689207 36.5137178)",,40,
183573640,,,,unclassified,False,True,18.571,"LINESTRING (136.5687917 36.5137262, 136.5685839 36.5137259)",,40,
277994354,,,,residential,False,True,38.435,"LINESTRING (136.5687917 36.5137262, 136.5687285 36.5133843)",,,
183573640,,,,unclassified,False,False,26.579,"LINESTRING (136.5682865 36.5137241, 136.5685839 36.5137259)",,40,
183573640,,,,unclassified,False,True,8.239,"LINESTRING (136.5682865 36.5137241, 136.5681944 36.5137274)",,40,
183573802,,,,residential,False,True,40.126999999999995,"LINESTRING (136.5682865 36.5137241, 136.5682834 36.5136714, 136.5682585 36.5135567, 136.5681975 36.5133714)",,,
183573640,,,,unclassified,False,False,18.571,"LINESTRING (136.5685839 36.5137259, 136.5687917 36.5137262)",,40,
183573640,,,,unclassified,False,True,26.579,"LINESTRING (136.5685839 36.5137259, 136.5682865 36.5137241)",,40,
277994356,,,,unclassified,False,False,39.978,"LINESTRING (136.5685839 36.5137259, 136.5685086 36.5133715)",,,
183573640,,,,unclassified,False,False,9.777,"LINESTRING (136.5680851 36.5137312, 136.5681944 36.5137274)",,40,
183573780,,,,residential,False,False,51.206,"LINESTRING (136.5680851 36.5137312, 136.5679669 36.5141818)",,,
183573640,,,,unclassified,False,True,50.325,"LINESTRING (136.5680851 36.5137312, 136.5677356 36.5137459, 136.5675232 36.5137317)",,40,
183573774,,,,unclassified,False,True,33.971,"LINESTRING (136.5675232 36.5137317, 136.5674973 36.5134269)",,,
183573640,,,,unclassified,False,False,50.325,"LINESTRING (136.5675232 36.5137317, 136.5677356 36.5137459, 136.5680851 36.5137312)",,40,
183573640,,,,unclassified,False,True,32.275,"LINESTRING (136.5675232 36.5137317, 136.5672273 36.5137229, 136.5671623 36.513721)",,40,
183573763,,,,residential,False,True,35.929,"LINESTRING (136.5689248 36.5140409, 136.5689207 36.5137178)",,,
183573763,,,,residential,False,False,52.86,"LINESTRING (136.5689248 36.5140409, 136.5688523 36.5143365, 136.5688786 36.5145093)",,,
277793995,,,,unclassified,False,False,43.848,"LINESTRING (136.5689248 36.5140409, 136.5691584 36.514063, 136.5694138 36.5140599)",,,
183573780,,,,residential,False,True,51.206,"LINESTRING (136.5679669 36.5141818, 136.5680851 36.5137312)",,,
183573759,,,,residential,False,True,23.560000000000002,"LINESTRING (136.5679669 36.5141818, 136.5680925 36.5142222, 136.5682181 36.5142434)",,,
183573780,,,,residential,False,False,61.489000000000004,"LINESTRING (136.5679669 36.5141818, 136.5678543 36.5142872, 136.5678041 36.514371, 136.5677736 36.514439, 136.5677467 36.5145594, 136.5677543 36.5146857)",,,
183573759,,,,residential,False,True,38.643,"LINESTRING (136.5682181 36.5142434, 136.568246 36.5145902)",,,
1192773370,,,,residential,False,False,57.416,"LINESTRING (136.5682181 36.5142434, 136.5681944 36.5137274)",,,
183573759,,,,residential,False,False,23.560000000000002,"LINESTRING (136.5682181 36.5142434, 136.5680925 36.5142222, 136.5679669 36.5141818)",,,
39625232,2,174,安吉松任線,secondary,False,True,37.45,"LINESTRING (136.5694409 36.5144259, 136.5694637 36.5147622)",,,
39625232,2,174,安吉松任線,secondary,False,False,40.774,"LINESTRING (136.5694409 36.5144259, 136.5694172 36.5141424, 136.5694138 36.5140599)",,,
183573795,,,,residential,False,True,51.1,"LINESTRING (136.5694409 36.5144259, 136.5693722 36.5144361, 136.5688786 36.5145093)",,,
"[374821836, 711051892, 711051893]",2,,,unclassified,False,True,56.298,"LINESTRING (136.5694409 36.5144259, 136.5695861 36.5144358, 136.5696574 36.5144407, 136.5700686 36.5144687)",permissive,,yes
183573795,,,,residential,False,True,14.67,"LINESTRING (136.5688786 36.5145093, 136.5687171 36.5145329)",,,
183573763,,,,residential,False,True,52.86,"LINESTRING (136.5688786 36.5145093, 136.5688523 36.5143365, 136.5689248 36.5140409)",,,
183573795,,,,residential,False,False,51.1,"LINESTRING (136.5688786 36.5145093, 136.5693722 36.5144361, 136.5694409 36.5144259)",,,
183573795,,,,residential,False,False,14.67,"LINESTRING (136.5687171 36.5145329, 136.5688786 36.5145093)",,,
183573673,,,,residential,False,False,30.186,"LINESTRING (136.5687171 36.5145329, 136.5687433 36.5147502, 136.5687497 36.5148031)",,,
183573795,,,,residential,False,True,42.676,"LINESTRING (136.5687171 36.5145329, 136.5684612 36.5145511, 136.568246 36.5145902)",,,
183573759,,,,residential,False,False,38.643,"LINESTRING (136.568246 36.5145902, 136.5682181 36.5142434)",,,
183573795,,,,residential,False,True,45.207,"LINESTRING (136.568246 36.5145902, 136.5677543 36.5146857)",,,
183573795,,,,residential,False,False,42.676,"LINESTRING (136.568246 36.5145902, 136.5684612 36.5145511, 136.5687171 36.5145329)",,,
183573780,,,,residential,False,False,5.283,"LINESTRING (136.5677543 36.5146857, 136.5677434 36.5147324)",,,
183573795,,,,residential,False,False,45.207,"LINESTRING (136.5677543 36.5146857, 136.568246 36.5145902)",,,
183573780,,,,residential,False,True,61.489000000000004,"LINESTRING (136.5677543 36.5146857, 136.5677467 36.5145594, 136.5677736 36.514439, 136.5678041 36.514371, 136.5678543 36.5142872, 136.5679669 36.5141818)",,,
183573780,,,,residential,False,True,5.283,"LINESTRING (136.5677434 36.5147324, 136.5677543 36.5146857)",,,
183573735,,,,residential,False,True,60.981,"LINESTRING (136.5677434 36.5147324, 136.5673994 36.5147287, 136.5671294 36.5147494, 136.5670626 36.5147545)",,,
183573780,,,,residential,False,False,19.518,"LINESTRING (136.5677434 36.5147324, 136.5677411 36.5148462, 136.5677399 36.5149079)",,,
183573636,2,,,tertiary,False,False,21.358,"LINESTRING (136.5670626 36.5147545, 136.5670755 36.5149463)",permissive,,
183573636,2,,,tertiary,False,True,116.077,"LINESTRING (136.5670626 36.5147545, 136.567054 36.5146138, 136.5670465 36.5145293, 136.5670323 36.5143702, 136.567054 36.5141404, 136.5670928 36.5139944, 136.5671623 36.513721)",permissive,,
183573735,,,,residential,False,False,60.981,"LINESTRING (136.5670626 36.5147545, 136.5671294 36.5147494, 136.5673994 36.5147287, 136.5677434 36.5147324)",,,
183573636,2,,,tertiary,False,False,41.49,"LINESTRING (136.5670698 36.5150211, 136.5671227 36.5153918)",permissive,,
183573636,2,,,tertiary,False,True,8.333,"LINESTRING (136.5670698 36.5150211, 136.5670755 36.5149463)",permissive,,
496716241,2,,,tertiary,True,False,103.519,"LINESTRING (136.5670698 36.5150211, 136.568224 36.5149424)",,60,
183573638,,,,tertiary,False,False,32.528,"LINESTRING (136.5612444 36.5156728, 136.5612391 36.5159653)",,,
183573638,,,,tertiary,False,True,45.627,"LINESTRING (136.5612444 36.5156728, 136.5612509 36.5152625)",,,
183573790,,,,residential,False,True,184.79899999999998,"LINESTRING (136.5612444 36.5156728, 136.560874 36.5156764, 136.5608479 36.5154578, 136.5604427 36.5154825, 136.5604707 36.5158791, 136.5607322 36.5158564, 136.5607941 36.5160598)",,,
183573628,,,,residential,False,False,11.663,"LINESTRING (136.569005 36.5158347, 136.5688818 36.5158001)",permissive,,
39625226,2,,,tertiary,False,False,53.923,"LINESTRING (136.569005 36.5158347, 136.569095 36.5156698, 136.5691551 36.5155636, 136.5692782 36.5154035)",permissive,,
39625226,2,,,tertiary,False,True,82.60900000000001,"LINESTRING (136.569005 36.5158347, 136.5688897 36.5160783, 136.568773 36.5163326, 136.5686791 36.5165299)",permissive,,
183573628,,,,residential,False,False,47.996,"LINESTRING (136.5683483 36.5158541, 136.567814 36.5158979)",permissive,,
183573628,,,,residential,False,True,48.054,"LINESTRING (136.5683483 36.5158541, 136.5688818 36.5158001)",permissive,,
183573754,,,,residential,False,False,76.278,"LINESTRING (136.5683483 36.5158541, 136.5684354 36.5165365)",,,
350319249,,,,residential,False,True,18.49,"LINESTRING (136.5683483 36.5158541, 136.5683325 36.5156883)",no,,
183573627,,,,residential,False,False,92.423,"LINESTRING (136.562266 36.5158667, 136.5612391 36.5159653)",permissive,,
183573704,,,,residential,False,True,34.245,"LINESTRING (136.562266 36.5158667, 136.5623047 36.5161731)",,,
183573627,,,,residential,False,True,87.736,"LINESTRING (136.562266 36.5158667, 136.5628409 36.5158208, 136.5628785 36.5161441)",permissive,,
183573628,,,,residential,False,False,47.075,"LINESTRING (136.567814 36.5158979, 136.5672904 36.5159442)",permissive,,
183573628,,,,residential,False,True,47.996,"LINESTRING (136.567814 36.5158979, 136.5683483 36.5158541)",permissive,,
183573733,,,,residential,False,False,37.953,"LINESTRING (136.567814 36.5158979, 136.5678578 36.5162374)",,,
183573628,,,,residential,False,False,51.456,"LINESTRING (136.5672904 36.5159442, 136.5667182 36.5159958)",permissive,,
183573628,,,,residential,False,True,47.075,"LINESTRING (136.5672904 36.5159442, 136.567814 36.5158979)",permissive,,
183573719,,,,residential,False,False,38.351,"LINESTRING (136.5672904 36.5159442, 136.5673399 36.5162868)",,,
183573627,,,,residential,False,True,92.423,"LINESTRING (136.5612391 36.5159653, 136.562266 36.5158667)",permissive,,
183573638,,,,tertiary,False,False,8.562,"LINESTRING (136.5612391 36.5159653, 136.5612398 36.5160423)",,,
