osmid,oneway,name,highway,reversed,length,lanes,ref,maxspeed,access,geometry,bridge
77161717,True,劇場通り,tertiary,False,18.98,,,,,"LINESTRING (139.7107883 35.7388954, 139.7106919 35.7387437)",
645941618,True,川越街道,trunk,False,40.375,2,254,60,yes,"LINESTRING (139.7107883 35.7388954, 139.7109272 35.7388131, 139.7111596 35.7386932)",
645941618,True,川越街道,trunk,False,19.146,2,254,60,yes,"LINESTRING (139.714107 35.7371655, 139.7142363 35.737029)",
"[343240456, 115492017, 343240455]",False,,unclassified,True,116.373,,,,,"LINESTRING (139.714107 35.7371655, 139.7141317 35.7371833, 139.7142012 35.7372337, 139.714484 35.7370248, 139.7146474 35.7370597, 139.7148885 35.7375161)",
"[1216987025, 645941618, 525102975, 1216987023]",True,川越街道,trunk,False,411.09900000000005,2,254,60,yes,"LINESTRING (139.7142363 35.737029, 139.7144034 35.7367599, 139.7146957 35.7362887, 139.7149466 35.7358843, 139.7151746 35.7355315, 139.7153834 35.7352296, 139.7154985 35.7350903, 139.7156996 35.7348504, 139.7163221 35.7341532, 139.7165633 35.7338609)",yes
"[525103002, 1216987020, 1216987021]",True,,trunk_link,False,227.43099999999998,1,,,yes,"LINESTRING (139.7142363 35.737029, 139.7144128 35.7369101, 139.7144475 35.7368729, 139.7144812 35.7368348, 139.7145066 35.7367978, 139.7147542 35.7363674, 139.7148471 35.736206, 139.7154491 35.735254)",yes
32488865,False,,unclassified,False,6.096,,,,,"LINESTRING (139.7148795 35.7324685, 139.7149168 35.7324228)",
1127932816,False,,unclassified,True,31.108,,,,,"LINESTRING (139.7148795 35.7324685, 139.7148394 35.7325178, 139.714808 35.7325535, 139.7146816 35.7326975)",
"[1174578280, 1174578281]",True,明治通り,primary,False,84.363,,305,,,"LINESTRING (139.7148795 35.7324685, 139.7149722 35.7325178, 139.7151817 35.7326299, 139.7156518 35.7328957)",
771800172,False,,unclassified,True,61.86200000000001,,,,,"LINESTRING (139.7153006 35.7319619, 139.7152649 35.7320031, 139.715003 35.7323182, 139.7149525 35.732379, 139.7149168 35.7324228)",
771800174,True,,unclassified,False,84.926,,,,,"LINESTRING (139.7153006 35.7319619, 139.715365 35.7319929, 139.7155055 35.7320686, 139.7159976 35.7323336, 139.716081 35.7323878)",
50217878,True,,unclassified,False,84.713,,,,,"LINESTRING (139.7136817 35.7332931, 139.7141982 35.732657)",
156246623,False,,unclassified,True,92.70200000000001,,,,,"LINESTRING (139.7136817 35.7332931, 139.7137517 35.7332701, 139.713827 35.7332647, 139.7141922 35.7332569, 139.714614 35.7332593, 139.7147028 35.7332598)",
52255284,True,,unclassified,False,68.58,,,,,"LINESTRING (139.7137019 35.7323873, 139.7132752 35.7328976)",
116962308,True,,unclassified,False,100.02,,,,,"LINESTRING (139.7137019 35.7323873, 139.7134137 35.7322307, 139.7127811 35.7318869)",
116962308,True,,unclassified,False,53.909,,,,,"LINESTRING (139.7141982 35.732657, 139.7137019 35.7323873)",
102962593,False,,unclassified,True,37.312,,,,,"LINESTRING (139.7147028 35.7332598, 139.7147008 35.7332054, 139.7146902 35.7329244)",
156246623,False,,unclassified,False,92.702,,,,,"LINESTRING (139.7147028 35.7332598, 139.714614 35.7332593, 139.7141922 35.7332569, 139.713827 35.7332647, 139.7137517 35.7332701, 139.7136817 35.7332931)",
156246623,False,,unclassified,True,76.74,,,,,"LINESTRING (139.7147028 35.7332598, 139.7147925 35.7332572, 139.7149823 35.7332516, 139.7150459 35.7332589, 139.7151419 35.7332697, 139.7153433 35.7332952, 139.7154629 35.7333102, 139.7155464 35.7333207)",
156246603,True,,unclassified,False,57.274,,,,,"LINESTRING (139.7132752 35.7328976, 139.7136817 35.7332931)",
32488886,True,,unclassified,False,43.019999999999996,,,,,"LINESTRING (139.7166449 35.7334629, 139.7165412 35.7334356, 139.7164466 35.7334182, 139.7162701 35.7333935, 139.7161786 35.7333938)",
648633311,True,,trunk_link,False,45.735,,,,,"LINESTRING (139.7166449 35.7334629, 139.7165996 35.7335975, 139.7165579 35.7336865, 139.7164626 35.7338452)",
648633312,True,明治通り,primary,False,18.143,,305,,,"LINESTRING (139.7166449 35.7334629, 139.716692 35.7335004, 139.7167393 35.7335389, 139.7167853 35.7335796)",
275891355,False,,tertiary,True,6.914,2,,,,"LINESTRING (139.7141389 35.7320724, 139.7141571 35.732012)",
52255284,True,,unclassified,False,52.747,,,,,"LINESTRING (139.7141389 35.7320724, 139.7140838 35.7321099, 139.7137019 35.7323873)",
210256593,True,明治通り,primary,False,80.054,,305,,,"LINESTRING (139.7141389 35.7320724, 139.7142407 35.7321268, 139.7147703 35.7324098, 139.7148196 35.7324361, 139.7148795 35.7324685)",
52255322,True,,unclassified,False,121.15899999999999,,,,,"LINESTRING (139.7147405 35.7339506, 139.7145752 35.7338812, 139.7144219 35.7338076, 139.7142685 35.7337265, 139.7141302 35.7336402, 139.7138944 35.7334766, 139.7136817 35.7332931)",
156246540,True,,unclassified,False,33.78,,,,,"LINESTRING (139.7147405 35.7339506, 139.7147376 35.7338961, 139.7147241 35.7336471)",
77161717,True,劇場通り,tertiary,False,68.409,,,,,"LINESTRING (139.7099391 35.7372238, 139.7098742 35.7370329, 139.7098215 35.7367127, 139.7098061 35.7366194)",
"[343244217, 88521510]",False,,unclassified,False,41.781,,,,,"LINESTRING (139.7099391 35.7372238, 139.709995 35.7372162, 139.7103959 35.737163)",
192456362,False,トキワ通り,tertiary,False,64.525,,,,,"LINESTRING (139.7124596 35.7333189, 139.7122903 35.7333216, 139.712198 35.7333186, 139.7117491 35.7332683)",
192474178,False,,unclassified,True,62.278999999999996,,,,,"LINESTRING (139.7124596 35.7333189, 139.7124309 35.7334293, 139.7127187 35.7338107)",
"[156246555, 771800171, 77161715]",False,"['みずき通り', '池袋大橋']",tertiary,False,405.438,,,,,"LINESTRING (139.7124596 35.7333189, 139.7125617 35.7334512, 139.7127836 35.733748, 139.7128176 35.7337957, 139.7130362 35.7341812, 139.7130707 35.7342145, 139.7131019 35.7342345, 139.7131545 35.7342506, 139.713212 35.7342546, 139.7132761 35.7342385, 139.7136841 35.7340997, 139.7140369 35.7339797, 139.7143024 35.7338901, 139.7143385 35.733885, 139.7143809 35.7338878, 139.7144213 35.7338997, 139.7146103 35.7339884, 139.7148236 35.7340765, 139.7150622 35.7341608, 139.7153632 35.734243, 139.7156118 35.7342822, 139.7157927 35.7343027, 139.715884 35.7343076, 139.7159685 35.7343076, 139.7160079 35.7343074, 139.7160931 35.7343026)",yes
771800171,False,みずき通り,tertiary,True,86.15800000000002,,,,,"LINESTRING (139.7124596 35.7333189, 139.7123438 35.7331572, 139.7120807 35.7328009, 139.7120465 35.7327585, 139.7119672 35.7326552)",
88521501,False,,unclassified,False,40.761,,,,,"LINESTRING (139.7108171 35.7381356, 139.7106483 35.7377956)",
88521513,False,,unclassified,False,41.264,,,,,"LINESTRING (139.7108171 35.7381356, 139.7112711 35.7381793)",
88521513,False,,unclassified,True,36.689,,,,,"LINESTRING (139.7108171 35.7381356, 139.7104983 35.73825, 139.7104453 35.738269)",
88521501,False,,unclassified,False,26.079,,,,,"LINESTRING (139.7106483 35.7377956, 139.710532 35.7375809)",
88521501,False,,unclassified,True,40.761,,,,,"LINESTRING (139.7106483 35.7377956, 139.7108171 35.7381356)",
88521502,False,,unclassified,True,59.705,,,,,"LINESTRING (139.7106483 35.7377956, 139.7113076 35.7378394)",
88521501,False,,unclassified,True,26.079,,,,,"LINESTRING (139.710532 35.7375809, 139.7106483 35.7377956)",
88521503,False,,unclassified,False,48.065,,,,,"LINESTRING (139.710532 35.7375809, 139.7103959 35.737163)",
88521512,False,,unclassified,False,73.934,,,,,"LINESTRING (139.710532 35.7375809, 139.7108746 35.7374755, 139.7113267 35.7374954)",
88521512,False,,unclassified,True,36.611,,,,,"LINESTRING (139.710532 35.7375809, 139.7102334 35.7376857, 139.7101598 35.7377118)",
88521502,False,,unclassified,False,59.705,,,,,"LINESTRING (139.7113076 35.7378394, 139.7106483 35.7377956)",
259869190,True,平和通り,tertiary,False,38.29,,,30,,"LINESTRING (139.7113076 35.7378394, 139.7113267 35.7374954)",
88521503,False,,unclassified,True,48.065,,,,,"LINESTRING (139.7103959 35.737163, 139.710532 35.7375809)",
88521504,False,,unclassified,False,64.698,,,,,"LINESTRING (139.7103959 35.737163, 139.7103192 35.7365845)",
343244217,False,,unclassified,False,36.439,,,,,"LINESTRING (139.7103959 35.737163, 139.7107951 35.7371141)",
"[343244217, 88521510]",False,,unclassified,True,41.781,,,,,"LINESTRING (139.7103959 35.737163, 139.709995 35.7372162, 139.7099391 35.7372238)",
88521504,False,,unclassified,False,66.325,,,,,"LINESTRING (139.7103192 35.7365845, 139.7102356 35.7359919)",
88521504,False,,unclassified,True,64.698,,,,,"LINESTRING (139.7103192 35.7365845, 139.7103959 35.737163)",
343244214,False,,unclassified,False,38.317,,,,,"LINESTRING (139.7103192 35.7365845, 139.7107417 35.7365509)",
"[343244214, 192458527]",False,,unclassified,True,46.474,,,,,"LINESTRING (139.7103192 35.7365845, 139.7098699 35.736615, 139.7098439 35.7366168, 139.7098061 35.7366194)",
88521504,False,,unclassified,False,108.203,,,,,"LINESTRING (139.7101571 35.735436, 139.7100514 35.7344667)",
88521504,False,,unclassified,True,62.218,,,,,"LINESTRING (139.7101571 35.735436, 139.7102356 35.7359919)",
88521509,False,,unclassified,False,40.824,,,,,"LINESTRING (139.7101571 35.735436, 139.710606 35.7353911)",
88521509,False,,unclassified,True,45.733,,,,,"LINESTRING (139.7101571 35.735436, 139.7097115 35.735472, 139.7096529 35.7354767)",
88521522,True,,unclassified,False,32.607,,,,,"LINESTRING (139.7099582 35.733754, 139.7103177 35.7337828)",
94100569,True,,unclassified,False,35.855,,,,,"LINESTRING (139.7099582 35.733754, 139.7099834 35.7334322)",
192456362,False,トキワ通り,tertiary,False,80.26599999999999,,,,,"LINESTRING (139.7100132 35.7330713, 139.7098291 35.7330521, 139.7095884 35.7330269, 139.7092747 35.7329907, 139.709132 35.7329745)",
192456362,False,トキワ通り,tertiary,True,33.473,,,,,"LINESTRING (139.7100132 35.7330713, 139.7100814 35.7330784, 139.710381 35.7331098)",
192458527,False,,unclassified,True,7.789,,,,,"LINESTRING (139.7098061 35.7366194, 139.7097203 35.7366269)",
77161717,True,劇場通り,tertiary,False,65.03200000000001,,,,,"LINESTRING (139.7098061 35.7366194, 139.709793 35.7365182, 139.709779 35.7364102, 139.7097291 35.7360379)",
"[343244214, 192458527]",False,,unclassified,False,46.474000000000004,,,,,"LINESTRING (139.7098061 35.7366194, 139.7098439 35.7366168, 139.7098699 35.736615, 139.7103192 35.7365845)",
192474203,False,,unclassified,False,62.81,,,,,"LINESTRING (139.7107417 35.7365509, 139.7107951 35.7371141)",
