osmid,oneway,name,highway,reversed,length,geometry,maxspeed,lanes,bridge,ref,junction
37736694,False,Св. Климент Охридски,residential,False,29.012,"LINESTRING (21.3343733 41.0273569, 21.3342411 41.0271158)",,,,,
301738350,False,Пеце Матичевски,residential,False,38.332,"LINESTRING (21.3343733 41.0273569, 21.3348061 41.0274675)",,,,,
680340848,False,Пеце Матичевски,residential,True,29.094,"LINESTRING (21.3343733 41.0273569, 21.3340446 41.0274404)",,,,,
37901172,False,Ј. Османо,residential,True,15.867,"LINESTRING (21.3329494 41.0296967, 21.3328766 41.029565)",,,,,
37727806,False,Славко Лумбарко,residential,False,96.434,"LINESTRING (21.3329494 41.0296967, 21.3328485 41.0298561, 21.33278 41.0299183, 21.3326913 41.0299808, 21.3323981 41.030186, 21.3322528 41.0302727, 21.3322199 41.0303453)",,,,,
37727806,False,Славко Лумбарко,residential,True,125.032,"LINESTRING (21.3329494 41.0296967, 21.3330847 41.0294742, 21.3333771 41.0292321, 21.3337301 41.0290647, 21.333999 41.028941)",,,,,
37901172,False,Ј. Османо,residential,False,118.93199999999999,"LINESTRING (21.3329494 41.0296967, 21.3329734 41.0297533, 21.3331498 41.0298344, 21.3331922 41.0298757, 21.3334882 41.0301633, 21.3336893 41.0302327, 21.3337231 41.0302444, 21.3338712 41.0304603)",,,,,
37727806,False,Славко Лумбарко,residential,False,42.748000000000005,"LINESTRING (21.3322199 41.0303453, 21.3322127 41.0306905, 21.3322119 41.0307297)",,,,,
37727806,False,Славко Лумбарко,residential,True,96.434,"LINESTRING (21.3322199 41.0303453, 21.3322528 41.0302727, 21.3323981 41.030186, 21.3326913 41.0299808, 21.33278 41.0299183, 21.3328485 41.0298561, 21.3329494 41.0296967)",,,,,
37900718,False,Стерјо Георгиев,residential,False,117.76999999999998,"LINESTRING (21.3322199 41.0303453, 21.3322917 41.0303696, 21.3324403 41.0303948, 21.3328149 41.0304155, 21.3329008 41.0304664, 21.3329522 41.0305298, 21.3330287 41.0306916, 21.3331661 41.0307794, 21.3333284 41.0308413)",,,,,
39518127,False,Стерјо Георгиев,residential,False,164.918,"LINESTRING (21.3322199 41.0303453, 21.3321109 41.0302599, 21.3320348 41.0301337, 21.3319132 41.0300445, 21.3312643 41.0298329, 21.3311207 41.0298278, 21.3310413 41.0298788, 21.3307471 41.0301843)",,,,,
37900718,False,Стерјо Георгиев,residential,False,17.699,"LINESTRING (21.3333284 41.0308413, 21.3335306 41.0308868)",,,,,
37900765,False,Стерјо Георгиев,residential,False,23.614,"LINESTRING (21.3333284 41.0308413, 21.3332213 41.0310377)",,,,,
37900718,False,Стерјо Георгиев,residential,True,117.77,"LINESTRING (21.3333284 41.0308413, 21.3331661 41.0307794, 21.3330287 41.0306916, 21.3329522 41.0305298, 21.3329008 41.0304664, 21.3328149 41.0304155, 21.3324403 41.0303948, 21.3322917 41.0303696, 21.3322199 41.0303453)",,,,,
35084774,False,1. Мај,residential,False,86.717,"LINESTRING (21.3354849 41.0315457, 21.3344562 41.0316233)",40,,,,
301483725,False,,residential,True,53.342,"LINESTRING (21.3354849 41.0315457, 21.3354988 41.0320253)",50,4,,,
1075137107,False,,residential,False,22.624,"LINESTRING (21.3354849 41.0315457, 21.3354713 41.0313425)",50,4,yes,,
35084772,True,Филип Втори Македонски,secondary,False,81.755,"LINESTRING (21.3347146 41.0320512, 21.3345161 41.0319464, 21.3343256 41.0318348, 21.334202 41.0317751, 21.3340552 41.0317264, 21.3338803 41.0316832)",50,2,,R1101,
