osmid,bridge,highway,oneway,reversed,length,name,geometry,lanes,ref,junction,maxspeed
177549490,yes,residential,False,True,35.062,,"LINESTRING (22.4651258 41.6381605, 22.464768 41.6379934)",,,,
188665104,,residential,False,True,55.657,Партизанска,"LINESTRING (22.4651258 41.6381605, 22.4654517 41.6383018, 22.4656838 41.6384354)",,,,
435326855,,residential,True,False,90.63300000000001,Кеј 8ми Септември,"LINESTRING (22.4651258 41.6381605, 22.4648168 41.6386285, 22.4645829 41.6388639)",,,,
177549476,,residential,False,False,63.343,Ленинова,"LINESTRING (22.4622261 41.6361563, 22.4615533 41.6358886)",,,,
177549476,,residential,False,True,92.352,Ленинова,"LINESTRING (22.4622261 41.6361563, 22.4632048 41.6365497)",,,,
188651734,,residential,False,True,104.677,1 Maj,"LINESTRING (22.4622261 41.6361563, 22.4615622 41.6369563)",,,,
177549506,,residential,False,False,126.418,Плачковица,"LINESTRING (22.4642555 41.6425357, 22.4650403 41.6420835, 22.4654973 41.6418824)",,,,
177549546,,residential,False,False,159.329,Илинденска,"LINESTRING (22.4642555 41.6425357, 22.4631697 41.6415701, 22.4630138 41.6414441)",,,,
188665032,,residential,False,False,80.213,,"LINESTRING (22.4642555 41.6425357, 22.4640033 41.6427313, 22.4636933 41.6431168)",,,,
188651001,,residential,False,False,14.419,Ѓорѓи Сугарев,"LINESTRING (22.4594519 41.6425726, 22.4593598 41.6424627)",,,,
188651001,,residential,False,True,47.534,Ѓорѓи Сугарев,"LINESTRING (22.4594519 41.6425726, 22.4599816 41.642734)",,,,
431482624,,residential,False,True,52.731,,"LINESTRING (22.4594519 41.6425726, 22.4590757 41.6429545)",,,,
177549479,,residential,False,False,136.279,Илија Алексов,"LINESTRING (22.4652715 41.6379857, 22.4667735 41.6374938)",,,,
435326855,,residential,True,False,22.9,Кеј 8ми Септември,"LINESTRING (22.4652715 41.6379857, 22.4651258 41.6381605)",,,,
177549490,yes,residential,False,False,35.062,,"LINESTRING (22.464768 41.6379934, 22.4651258 41.6381605)",,,,
430245240,,residential,True,False,91.038,Кеј 8ми Септември,"LINESTRING (22.464768 41.6379934, 22.4652624 41.6372628)",2,,,
181525234,,residential,False,False,121.02399999999999,Партизанска,"LINESTRING (22.464768 41.6379934, 22.4640019 41.6378349, 22.4636373 41.6377609, 22.4633678 41.6376949)",,,,
399646871,,residential,False,True,58.293,,"LINESTRING (22.4652624 41.6372628, 22.4646318 41.6370332)",,,,
430245240,,residential,True,False,175.552,Кеј 8ми Септември,"LINESTRING (22.4652624 41.6372628, 22.4660352 41.6361037, 22.4661981 41.6358474)",2,,,
177549506,,residential,False,False,89.004,Плачковица,"LINESTRING (22.4654973 41.6418824, 22.4656816 41.6417952, 22.4659195 41.6416315, 22.4662817 41.6413428)",,,,
177549506,,residential,False,True,126.418,Плачковица,"LINESTRING (22.4654973 41.6418824, 22.4650403 41.6420835, 22.4642555 41.6425357)",,,,
188665002,,residential,False,False,303.32,,"LINESTRING (22.4654973 41.6418824, 22.4652256 41.6416633, 22.4646409 41.641172, 22.4641162 41.6407441, 22.4638638 41.640594, 22.46287 41.6400014)",,,,
435326856,,residential,False,False,65.436,,"LINESTRING (22.4587366 41.64128, 22.4594003 41.6415967)",,,,
188651001,,residential,False,False,53.241,Ѓорѓи Сугарев,"LINESTRING (22.4587366 41.64128, 22.458901 41.6409941, 22.4590984 41.6409145)",,,,
188665002,,residential,False,True,303.32,,"LINESTRING (22.46287 41.6400014, 22.4638638 41.640594, 22.4641162 41.6407441, 22.4646409 41.641172, 22.4652256 41.6416633, 22.4654973 41.6418824)",,,,
737696616,,residential,True,False,96.69900000000001,Кеј 8ми Септември,"LINESTRING (22.46287 41.6400014, 22.4623634 41.6403047, 22.4620223 41.6405926)",,,,
1099757480,,residential,False,False,7.822,Кеј 8ми Септември,"LINESTRING (22.4615844 41.640483, 22.461517 41.6405321)",,,,
430245239,,residential,False,False,174.74200000000002,Илинденска,"LINESTRING (22.4615844 41.640483, 22.4614303 41.6403142, 22.4612939 41.6401428, 22.460552 41.6391151)",,,,
430245240,,residential,True,False,148.38400000000001,Кеј 8ми Септември,"LINESTRING (22.4615844 41.640483, 22.4618074 41.64031, 22.4619999 41.6401592, 22.4622182 41.640013, 22.4624291 41.6398658, 22.4628941 41.6395782)",2,,,
"[1264780682, 1264780683, 431482332]",yes,residential,False,True,38.552,Илинденска,"LINESTRING (22.4615844 41.640483, 22.4616556 41.6405124, 22.4618969 41.6405579, 22.4620223 41.6405926)",,,,
177549546,,residential,False,True,125.726,Илинденска,"LINESTRING (22.4620223 41.6405926, 22.4620818 41.6406236, 22.4621467 41.6406726, 22.4630138 41.6414441)",,,,
431482334,,residential,True,False,107.42599999999999,Кеј 8ми Септември,"LINESTRING (22.4620223 41.6405926, 22.4615333 41.6409287, 22.4612879 41.6411396, 22.4611815 41.6413123)",,,,
"[1264780682, 1264780683, 431482332]",yes,residential,False,False,38.552,Илинденска,"LINESTRING (22.4620223 41.6405926, 22.4618969 41.6405579, 22.4616556 41.6405124, 22.4615844 41.640483)",,,,
188673342,,tertiary,False,False,51.324,Плачковица,"LINESTRING (22.4672402 41.6403236, 22.467645 41.639975)",,R2431,,
177549506,,residential,False,True,39.464,Плачковица,"LINESTRING (22.4672402 41.6403236, 22.4669975 41.6404881, 22.4669324 41.6405868)",,,,
177549528,,residential,True,False,41.037,Кеј 8ми Септември,"LINESTRING (22.4604279 41.6428586, 22.4601587 41.643168)",,,,
188650999,yes,residential,False,True,39.589,,"LINESTRING (22.4604279 41.6428586, 22.4599816 41.642734)",,,,
431482333,,residential,False,False,97.949,Лисец Маало,"LINESTRING (22.4604279 41.6428586, 22.4613764 41.643237, 22.461448 41.6432929)",,,,
430245240,,residential,True,False,106.376,Кеј 8ми Септември,"LINESTRING (22.4628941 41.6395782, 22.4634965 41.6391545, 22.4638509 41.6389438)",2,,,
188651751,,residential,True,False,4.851,Св. Спасо Радовишки,"LINESTRING (22.4603881 41.6388353, 22.4603902 41.6387917)",,,,
430245239,,residential,False,True,11.337,Илинденска,"LINESTRING (22.4603881 41.6388353, 22.4603995 41.6389369)",,,,
177549502,,residential,False,False,49.149,Готен,"LINESTRING (22.4653839 41.6394271, 22.4657962 41.639744)",,,,
177549502,,residential,False,True,91.393,Готен,"LINESTRING (22.4653839 41.6394271, 22.4645829 41.6388639)",,,,
188665015,,residential,False,False,95.981,Мито Хаџивасилев,"LINESTRING (22.4653839 41.6394271, 22.4646123 41.6400694)",,,,
188665015,,residential,False,True,92.066,Мито Хаџивасилев,"LINESTRING (22.4653839 41.6394271, 22.4660646 41.6388797, 22.466103 41.6388043)",,,,
188665084,,residential,False,True,35.991,,"LINESTRING (22.4590757 41.6429545, 22.4588399 41.643226)",,,,
431482624,,residential,False,False,52.731,,"LINESTRING (22.4590757 41.6429545, 22.4594519 41.6425726)",,,,
431482625,,residential,False,False,51.760999999999996,Бел Камен,"LINESTRING (22.4590757 41.6429545, 22.459358 41.6430509, 22.4596403 41.6431511)",,,,
177549488,,residential,False,False,133.474,Шаин Маале,"LINESTRING (22.4682919 41.6426954, 22.4688209 41.6432432, 22.4690043 41.6435078, 22.4691998 41.6436813)",,,,
177549488,,residential,False,True,123.275,Шаин Маале,"LINESTRING (22.4682919 41.6426954, 22.4676248 41.6422693, 22.4674486 41.642153, 22.4672099 41.6419409)",,,,
188665102,,residential,False,True,109.068,,"LINESTRING (22.4682919 41.6426954, 22.4690016 41.6422732, 22.4691411 41.642197, 22.469294 41.6421449, 22.469358 41.6421384)",,,,
188664999,,residential,False,True,46.969,Пиринска,"LINESTRING (22.4690174 41.6384391, 22.4685591 41.6381919)",,,,
188673342,,tertiary,False,True,108.849,Плачковица,"LINESTRING (22.4690174 41.6384391, 22.4682971 41.6392567)",,R2431,,
188673342,,tertiary,False,False,118.792,Плачковица,"LINESTRING (22.4690174 41.6384391, 22.4698315 41.6377938, 22.4700015 41.6376643)",,R2431,,
177549476,,residential,False,False,92.352,Ленинова,"LINESTRING (22.4632048 41.6365497, 22.4622261 41.6361563)",,,,
